speaker	speech	speaker_std
BACKGROUND	﻿Declaraciones de Pablo Lupis Cid. (del 26 de marzo de 1997). El Sr. Lupis Cid es gerente de una compañía propiedad de Sigmund Markovichy en tal calidad aparece como testigo en este juicio, que motivó un gran interés de VMT. De hecho, cuando la vladiteca empezó a formarse, en enero de 1998, este grupo de videos eran casi los únicos en su archivo.	BACKGROUND
BACKGROUND	[La entrevista se realiza en idioma ingles traducido al castellano.]	BACKGROUND
BACKGROUND	[Al señor Pablo Lupis Cid se le aprecia solo en el video.]	BACKGROUND
BACKGROUND	[En la pantalla se aprecia lo siguiente: AM. 9:21. - Mar. 26-1997.]	BACKGROUND
La señora	Levante su mano derecha por favor.	DESCONOCIDO
El señor Pablo Lupis	[Levanta su mano derecha.]	LUPIS
La señora	¿Usted jura que este testimonio que va a dar, es la verdad y nada más que la verdad, con el favor de Dios?	DESCONOCIDO
El señor Pablo Lupis	Sí juro.	LUPIS
El señor Neil Lewis	Mi nombre es Neil Lewis, soy el abogado de Sigmund Markovich y de Sara Markovich. Lo que quisiéramos hacer es hacerle algunas preguntas y, si hay algo que yo le pregunto pero que usted no entiende, por favor pídame que le haga la pregunta nuevamente.	LEWIS
El señor Pablo Lupis	Okay.	LUPIS
El señor Neil Lewis	¿Cuál es su nombre, por favor?	LEWIS
El señor Pablo Lupis	Pablo Lupis Cid.	LUPIS
El señor Neil Lewis	Señor Lupis, ¿dónde vive usted?	LEWIS
El señor Pablo Lupis	Av. El Golf Los Inkas 422, Surco.	LUPIS
El señor Neil Lewis	Eso se encuentra en Lima, Perú.	LEWIS
El señor Pablo Lupis	Sí.	LUPIS
El señor Neil Lewis	Señor Lupis ¿usted conoce a Sigmund y a Sara Markovich?	LEWIS
El señor Pablo Lupis	Desde hace mucho tiempo.	LUPIS
El señor Neil Lewis	¿Conoce usted aproximadamente por cuánto tiempo?	LEWIS
El señor Pablo Lupis	Alrededor del año 83, 84.	LUPIS
El señor Neil Lewis	¿Usted está familiarizado con los negocios acá en Lima co nocidos como Tintesa y Ramosa?	LEWIS
El señor Pablo Lupis	En Tintesa, el que lleva Tintesa es mi cuñado, el señor Carlos Gonzales y en Ramosa el representante soy yo.	LUPIS
El señor Neil Lewis	¿Nos puede decir qué tipo de negocio es Tintesa?	LEWIS
El señor Pablo Lupis	Es una tintorería de tejido de punto.	LUPIS
El señor Neil Lewis	¿Es un negocio que está abierto al público o usted solamen te vende a los fabricantes importantes, grandes?	LEWIS
El señor Pablo Lupis	Como está el mercado, a los dos.	LUPIS
El señor Neil Lewis	¿Y en cuanto a Ramosa?	LEWIS
El señor Pablo Lupis	Es hilandería y tejeduría.	LUPIS
El señor Neil Lewis	Cuando usted se refiere a hilandería y a tejidos, comienza con la materia...	LEWIS
El señor Pablo Lupis	La materia prima, el algodón de fardos hasta la tela.	LUPIS
El señor Neil Lewis	Una vez que se ha fabricado la tela, ¿Ramosa le envía la te la a Tintesa?	LEWIS
El señor Pablo Lupis	En algunos casos para ser teñida; y si no, se vende la tela en crudo, sin procesar. La idea es vender toda la producción ¿no?	LUPIS
El señor Neil Lewis	Usted ha indicado que usted conoce a Sara Markovich.	LEWIS
El señor Pablo Lupis	Sí.	LUPIS
El señor Neil Lewis	¿Nos puede decir cuál es su afiliación con Tintesa y Ramosa?	LEWIS
El señor Pablo Lupis	Bueno, ella es la dueña.	LUPIS
El señor Neil Lewis	Cuando usted dice que ella es la dueña ¿entonces ella tiene las acciones de las compañías?	LEWIS
El señor Pablo Lupis	Ella las tiene, claro.	LUPIS
El señor Neil Lewis	Y la posición de su cuñado, porque Tintesa y Ramosa es igual.	LEWIS
El señor Pablo Lupis	De mi cuñado y mía, somos representantes de la señora Sara, para Ramosa y Tintesa, indistintamente, ¿no?	LUPIS
El señor Neil Lewis	Si yo fuera donde Tintesa y Ramosa, ¿quién se estaría en cargando de las operaciones diarias?	LEWIS
El señor Pablo Lupis	En el caso de Tintesa, es el señor Gonzales, en el caso de Ramosa soy yo.	LUPIS
El señor Neil Lewis	En período de tiempo, antes de que usted se encargara de las operaciones diarias, según lo que usted sabe, ¿Sara Markovich operó estas fabri cas por un período de tiempo?	LEWIS
El señor Pablo Lupis	Yo tengo entendido que desde siempre, porque era un ne gocio de su padre.	LUPIS
El señor Neil Lewis	¿Usted puede describir el tamaño de estas plantas, ¿qué tan grandes son en cuanto metros cuadrados?	LEWIS
El señor Pablo Lupis	Bueno, Ramosa tiene alrededor de la planta, no produce maquinaria, la planta tiene 3,200 metros y ahora ha adquirido el local del frente de 2 mil ciento y picos de metros, ¿no?. En el caso de Tintesa, es la planta donde está el teñido, tiene alrededor de 900 me tros más o menos y otro adicional que está a dos calles o una calle a 150 metros, alrededor de 2 mil metros.	LUPIS
El señor Neil Lewis	¿La maquinaria se encuentra ahí para hacer el trabajo?	LEWIS
El señor Pablo Lupis	Claro, ésa es la planta industrial, ¿no?	LUPIS
El señor Neil Lewis	¿Y los empleados también?	LEWIS
El señor Pablo Lupis	También, lógicamente.	LUPIS
El señor Neil Lewis	Y dentro es un negocio que está funcionando.	LEWIS
El señor Pablo Lupis	Sí, sí.	LUPIS
El señor Neil Lewis	Ambas.	LEWIS
El señor Pablo Lupis	Claro.	LUPIS
El señor Neil Lewis	"¿Usted está familiarizado con el término ""testa""."	LEWIS
El señor Pablo Lupis	Yo preferiría que sea representante.	LUPIS
El señor Neil Lewis	¿Y me puede explicar cuál es la relación entre usted y la se ñora Markovich?	LEWIS
El señor Pablo Lupis	Bueno, yo la represento en sus acciones de Ramosa, le administro el negocio.	LUPIS
El señor Neil Lewis	¿Y en cuanto al señor Gonzáles, que es su cuñado?	LEWIS
El señor Pablo Lupis	Yo tengo entendido que es lo mismo.	LUPIS
El señor Neil Lewis	¿Usted conoce al señor Norberto Lind?	LEWIS
El señor Pablo Lupis	Sí.	LUPIS
El señor Neil Lewis	¿Usted sabe si él fue el que preparó los trámites que lo con virtió a usted en el representante?	LEWIS
El señor Pablo Lupis	Así es.	LUPIS
El señor Neil Lewis	¿Tiene algún tipo de contacto con este señor?	LEWIS
El señor Pablo Lupis	Sí.	LUPIS
El señor Neil Lewis	Él le informa o le aconseja cediendo...	LEWIS
El señor Pablo Lupis	Le informa para que él le informe a la señora Sara.	LUPIS
El señor Neil Lewis	¿Y el señor Lind es su abogado aquí en Lima?	LEWIS
El señor Pablo Lupis	No siempre, no en todos los asuntos que pueda necesitar; pero en el caso específico de la señora Markovich, sí.	LUPIS
El señor Neil Lewis	¿Usted le da fondos al señor Lind, fondos de la planta para la señora Markovich?	LEWIS
El señor Pablo Lupis	Así es.	LUPIS
El señor Neil Lewis	¿Y eso representa sus ganancias de capital que se encuentra en el negocio?	LEWIS
El señor Pablo Lupis	Así es, lógica consecuencia.	LUPIS
El señor Neil Lewis	No tengo más preguntas.	LEWIS
El señor Ray Burnei	Mi nombre es Ray Burnei y soy un abogado, representan do a la Compañía de Seguros Fedro, en este caso. Dice que es testa de Ramosa.	DESCONOCIDO
El señor Pablo Lupis	Bueno si quiere ponerle ese nombre, okay.	LUPIS
El señor Ray Burnei	¿Se siente incómodo con ese nombre?	DESCONOCIDO
El señor Pablo Lupis	No.	LUPIS
El señor Ray Burnei	¿Hay algo sobre ese nombre que le molesta?	DESCONOCIDO
El señor Pablo Lupis	"Bueno, prefiero ""representante"", ""testa"" no es lo mismo."	LUPIS
El señor Ray Burnei	Bueno.	DESCONOCIDO
El señor Pablo Lupis	"Es lo mismo, pero prefiero que sea ""representante"". Aho ra si quiere que sea ""testa"", finalmente es lo mismo."	LUPIS
El señor Ray Burnei	Bueno, yo entiendo lo que significa. Significa que usted aparece como el propietario de Ramosa, pero en realidad no lo es, ¿eso es cierto?	DESCONOCIDO
El señor Pablo Lupis	Eso no es cierto, acabo de explicarle al señor, parece que usted no escuchó.	LUPIS
El señor Ray Burnei	Quizás no lo entendí, escúcheme.	DESCONOCIDO
El señor Pablo Lupis	Ah, posiblemente.	LUPIS
El señor Ray Burnei	Dígame, ¿qué otro tipo de relación tiene con Ramosa, ade más de ser un representante?	DESCONOCIDO
El señor Pablo Lupis	Simplemente eso, soy el gerente general, como es lógico, representante de la señora Sara.	LUPIS
El señor Ray Burnei	¿Usted tiene algún tipo de acciones de Ramosa?	DESCONOCIDO
El señor Pablo Lupis	No.	LUPIS
El señor Ray Burnei	¿Alguna vez la ha poseído?	DESCONOCIDO
El señor Pablo Lupis	No.	LUPIS
