speaker	speech	speaker_std
BACKGROUND	Manuel Guillen y Vladimiro Montesinos. (del 23 de noviembre de 1998). Manuel Guillén acababa de ser electo alcalde de Arequipa y acompañado por un asesor visita el SIN invitado por VMT para explorar sus acuerdos y diferencias políticas. VMT aprovecha su condición de paisanos para hablar ampliamente sobre Arequipa y crear un clima de confianza. En realidad, VMT intenta impre sionar a Guillén para ir plegándolo a su proyecto. El recientemente electo alcalde realiza un argumento desde la universidad, donde había sido rector por largos años; incluso cuando en un pasaje realiza una propuesta, se trata de reducir las carreras universitarias a un grupo de prioritarias. Ambas partes se miden y quedan simplemente en seguir conversando.	BACKGROUND
BACKGROUND	[Se aprecia al señor Guillén (alcalde de Arequipa) sentado en un mueble de tres cuerpos, una se gunda persona que se aprecia de espaldas que no se reconoce.]	BACKGROUND
Desconocido	Suboficial Pérez. Hay una caja, en el auto.	DESCONOCIDO
El señor Pérez	Ah, ya, ya.	DESCONOCIDO
Desconocido	Le he mandado un (?) la caja en el auto. Está lo de (?) lo que es para el hombre.	DESCONOCIDO
El señor Pérez	Ah, ya, ya, listo.	DESCONOCIDO
Desconocido	Ah, sí, es mi ex alumno.	DESCONOCIDO
El señor Pérez	Listo. Ya, okay, usted me avisa.	DESCONOCIDO
Desconocido	Ahorita. Ahí está mi chofer.	DESCONOCIDO
El señor Pérez	Su chofer.	DESCONOCIDO
Desconocido	Que te dé la caja.	DESCONOCIDO
El señor Pérez	Ya, señor.	DESCONOCIDO
Desconocido	No te olvides.	DESCONOCIDO
BACKGROUND	[Se retira el suboficial Pérez y se quedan en la sala el señor Juan Manuel Guillén y la segunda persona no identificada. Ambas se sientan en el mismo mueble, de extremo a extremo.]	BACKGROUND
Desconocido	Son unos pases.	DESCONOCIDO
El señor Juan Manuel Guillén	Sí. Allá hay unos ... de este tamaño.	DESCONOCIDO
Desconocido	A mí me han dado la mitad. Voy a (?). Suena mi teléfono. Un momentito.	DESCONOCIDO
El señor Juan Manuel Guillén	¡Aja!	DESCONOCIDO
Desconocido	Tenga usted muy buenas tardes. Sí, sí. Aló buenas tardes, a las órdenes. Aló, hola, alóoo, hola. Vamos a ver ¿quién será?	DESCONOCIDO
El señor Juan Manuel Guillén	Disculpe, pero me estoy mareando acá. Suene como... ¡Sabe Dios por qué he estado!, ¿no?	DESCONOCIDO
Desconocido	Claro. Porque (?).	DESCONOCIDO
BACKGROUND	[Diálogo ininteligible por bajo volumen en la grabación.]	BACKGROUND
Desconocido	(?) poema, vamos ver que cambie la gente (?) pero no saben el tremendo daño que le hacen (?)	DESCONOCIDO
BACKGROUND	[Diálogo ininteligible.]	BACKGROUND
Desconocido	(?) jamás (?) porque no salen tranquilamente (?).	DESCONOCIDO
BACKGROUND	[Diálogo ininteligible.]	BACKGROUND
BACKGROUND	[Risas.]	BACKGROUND
Desconocido	(?) la misma mentalidad, es el mismo (?) tienen que ser profesionales (?) y no demuestran nada, son denuncias, pero no, pues, denuncias (?). He tenido que cerrar el (?) no hay nada (?).	DESCONOCIDO
BACKGROUND	[Diálogo ininteligible.]	BACKGROUND
Desconocido	(?) la misma capacidad (?).	DESCONOCIDO
BACKGROUND	[Diálogo ininteligible.]	BACKGROUND
Desconocido	Los campos de investigación, entonces no les (?).	DESCONOCIDO
BACKGROUND	[Diálogo ininteligible]	BACKGROUND
Desconocido	Se han dado cuenta de lo que planea (?) porque la realidad (?).	DESCONOCIDO
BACKGROUND	[Diálogo ininteligible]	BACKGROUND
BACKGROUND	[Inicio del video N.° 1326.]	BACKGROUND
BACKGROUND	[Se observa el ingreso del señor Vladimiro Montesinos.]	BACKGROUND
El señor Vladimiro Montesinos	Buenas.	MONTESINOS
Desconocido	Doctor, ¡qué tal!	DESCONOCIDO
El señor Vladimiro Montesinos	¿Cómo está nuestra querida Arequipa?	MONTESINOS
El señor Juan Manuel Guillén	Extrañándolo, pues, parece que usted ya dejó de ser arequipeño.	DESCONOCIDO
BACKGROUND	[Risas.]	BACKGROUND
Desconocido	Como que ha dejado de ser arequipeño.	DESCONOCIDO
El señor Vladimiro Montesinos	Como que dejé de ser arequipeño, siempre co mo acá el adobo y me mando todas las semanas los bizcochitos en las noches.	MONTESINOS
Desconocido	Y el anisado.	DESCONOCIDO
El señor Vladimiro Montesinos	Y el anisado, ¿no?	MONTESINOS
Desconocido	Así es, y ahora ojalá que le guste éste, en la punta, los alfajorcitos con miel.	DESCONOCIDO
El señor Vladimiro Montesinos	Ah, ese el de la Punta de Bombón, ah, ése es rico; ¿llegaste a conseguirlo?	MONTESINOS
Desconocido	Me fui a Arequipa.	DESCONOCIDO
El señor Vladimiro Montesinos	Ya.	MONTESINOS
Desconocido	O a Tacna, porque realmente (?).	DESCONOCIDO
El señor Vladimiro Montesinos	A punta de bombón voy a llenar el estómago.	MONTESINOS
