speaker	speech	speaker_std
BACKGROUND	﻿Reunión del Almirante Antonio Ibárcena, Alex Kouri, Francisco Kouri (primo) y Vladimiro Montesinos. (del 9 de setiembre de 1998). Al día siguiente de la anterior entrevista, se produce el encuentro en el SIN entre Alex Kouri y su primo. Kouri le aconseja que colabore totalmente con la policía. Luego que el primo se retira, ingresa VMT y conversan sobre diversos temas. En ese momento, Kouri le informa que Somos Perú ha presentado una tacha contra el símbolo de su movimiento Chim Pum Callao. VMT le contesta que lo deje operar porque él dispone de buenos contactos en el JNE.	BACKGROUND
BACKGROUND	[Se encuentran conversando los señores Alex Kouri y el almirante Antoniolbárcena.]	BACKGROUND
El almirante Antonio Ibárcena	Grande la oficina ¿no? ¿tu oficina es así o no?	IBÁRCENA
El señor Alex Kouri	En cuanto a tamaño es similar. Un poco, quizás tres cuar tas partes, todo enchapado en madera pero casi encajonado. Y he hecho un peque ño privado, los hago para poder ver televisión, almorzar. Almuerzo casi todos los días ahí; y estaba viendo la probabilidad de hacer un pequeño cuarto al costado, para poder hacer una (?) un pequeño bunker.	KOURI
El almirante Antonio Ibárcena	Ya.	IBÁRCENA
El señor Alex Kouri	"Pero después dije: ""No, se pueden suscitar comentarios. Se puede decir que yo..."" ¿Para qué generar algún tipo de especulación?"	KOURI
El almirante Antonio Ibárcena	Claro.	IBÁRCENA
BACKGROUND	[Ingresa una persona, les alcanza periódicos y luego se retira.]	BACKGROUND
El señor Alex Kouri	¿Para qué suscitar comentarios, cuando puedo seguir en mi casa (?)?	KOURI
BACKGROUND	[Ingresa un mozo.]	BACKGROUND
El Mozo	Buenas noches.	DESCONOCIDO
El almirante Antonio Ibárcena	Buenas noches.	IBÁRCENA
El señor Alex Kouri	Buenas noches.	KOURI
El almirante Antonio Ibárcena	¿Qué deseas?	IBÁRCENA
El señor Alex Kouri	Un vaso de agua, por favor.	KOURI
El Mozo	¿Agua mineral?	DESCONOCIDO
El señor Alex Kouri	Por favor.	KOURI
El Mozo	¿Helada?	DESCONOCIDO
El señor Alex Kouri	Así es.	KOURI
El almirante Antonio Ibarcena	A mí también tráeme un vaso, pero de agua na tural.	ARCE
El Mozo	¿Helada o sin helar?	DESCONOCIDO
El almirante Antonio Ibárcena	Sin helar.	IBÁRCENA
BACKGROUND	[Se retira el mozo.]	BACKGROUND
El almirante Antonio Ibarcena	Oye, ¿y sobre la concesión de puertos?	ARCE
El señor Alex Kouri	¿Sí?	KOURI
El almirante Antonio Ibárcena	¿Cómo enfocas tú eso?	IBÁRCENA
El señor Alex Kouri	Que deben privatizarse los servicios. No privatizar la propiedad de los espigones.	KOURI
El almirante Antonio Ibárcena	Ya.	IBÁRCENA
El señor Alex Kouri	Pero sí los servicios portuarios. En su gran parte está casi privatizado.	KOURI
El almirante Antonio Ibárcena	¡Ah! Una de las banderas de Kurt Woll era no a la privatización, ¿no?	IBÁRCENA
El señor Alex Kouri	Bueno, ese es un tema, un tema muy gracioso ¿no?	KOURI
El almirante Antonio Ibárcena	Claro.	IBÁRCENA
El señor Alex Kouri	O muy genéricos, pues yo digo qué cosa es privatización.	KOURI
El almirante Antonio Ibárcena	Claro.	IBÁRCENA
