speaker	speech	speaker_std
BACKGROUND	﻿Declaraciones de Luis Percovich. (del 26 de marzo de 1997). Al igual que los anteriores, este video registra las declaraciones de Luis Pércovich en el mismo juicio.	BACKGROUND
BACKGROUND	[En la visualización del video se aprecia, sentado en un confortable, al señor Luis Pércovich Ro ca quien está siendo interrogado, con la ayuda de una intérprete, por dos abogados que hablan en inglés. Antes de iniciarse el interrogatorio, una dama no identificada procede a tomarle jura mento al señor Luis Pércovich Roca, haciendo presente que es él la única persona que se visua liza en el video.	BACKGROUND
BACKGROUND	"[En el ángulo inferior izquierdo de la pantalla se aprecia en número y letras que dice lo siguiente: ~AM11:06"" y debajo del mismo dice lo siguiente: ""MAR. 26 1997""]"	BACKGROUND
La señora	Levante su mano derecha, por favor. El testimonio que va a dar va a deberse a la verdad y nada más que a la verdad con el favor de Dios.	DESCONOCIDO
El señor Luis Pércovich	Sí, juro.	DESCONOCIDO
El señor Lewis	Buenos días, señor primer ministro, mi nombre es Neil Lewis, soy el abogado de Sigmund... Marcovich y... con respecto a un incendio que ocu rrió en su hogar en agosto del 94. Con su permiso yo le quisiera hacer algunas preguntas en cuanto a su conocimien to de ese evento en particular. Si le hago una pregunta, que no la haga correctamente... esté apropiada, por favor dígamelo, yo se la voy a decir nuevamente y si en algún momento tiene una pregunta, por favor, dígamelo. Dígame su nombre, por favor...	LEWIS
El señor Luis Pércovich	Luis Pércovich Roca.	DESCONOCIDO
El señor Lewis	¿Dónde vive en este momento?	LEWIS
El señor Luis Pércovich	En Lima, Perú. En la calle Los Eucaliptos 355 Dpto.13 - A San Isidro.	DESCONOCIDO
El señor Lewis	Antes de hoy día usted estaba afiliado al gobierno peruano.	LEWIS
El señor Luis Pércovich	Sí. Yo he estado, yo he pertenecido al gobierno del ar quitecto Fernando Belaunde en los dos períodos, del 63 al 68 y de 1980 a 1985 co mo representante nacional y como ministro en diferentes carteras, despachos ministeriales o secretarías de estado.	DESCONOCIDO
El señor Lewis	Usted tuvo la condición, el cargo de primer ministro.	LEWIS
El señor Luis Pércovich	Sí. En el segundo gobierno de Belaunde fui ministro de Pesquería, primero; después, ministro del Interior; ministro de Relaciones Exterio res; presidente del Consejo de Ministros y presidente de la Cámara de Diputados.	DESCONOCIDO
El señor Lewis	¿Usted conoce al señor Sigmund Marcovich que se encuentra sentado a mi derecha?	LEWIS
El señor Luis Pércovich	Sí, lo conozco. Lo conozco desde el año 1981.	DESCONOCIDO
El señor Lewis	¿Y durante el tiempo que usted lo ha conocido...?	LEWIS
El señor Luis Pércovich	Durante el tiempo ¿Qué cosa?	DESCONOCIDO
El señor Lewis	Durante la época que usted lo ha conocido.	LEWIS
El señor Luis Pércovich	Sí ¿qué tiene? La intérprete. Estoy continuando con la pregunta.	DESCONOCIDO
El señor Lewis	¿Usted lo conoció en una forma personal, social y también en una..., este..., en la parte trabajo?	LEWIS
El señor Luis Pércovich	Sí, lo he conocido primero en forma social desde el desde el año 81 que acabo de referir hasta el año 83 en que asumí la cartera del ministeno del Interior.	DESCONOCIDO
El señor Lewis	Como..., sí, señor ministro. Como parte de sus..., este..., deberes como ministro del Interior usted tuvo, este..., tenía que hacer cumplir. ¿Como ministro del Interior, sus deberes requerían que usted haga cumplir las le yes contra el trafico de drogas en el Perú?	LEWIS
El señor Luis Pércovich	Sí. Más que hacer cumplir las leyes, era la labor de combatir el tráfico ilícito de drogas, el cumplimiento de las leyes corresponde al poder Judicial.	DESCONOCIDO
El señor Lewis	Entonces, en la posición de ministro del Interior usted estuvo en vuelto en una operación para combatir las drogas, conocida como Operación Cóndor.	LEWIS
El señor Luis Pércovich	Sí. Voy a relatar brevemente la..., cómo se produjo la gestación de la Operación Cóndor. Nosotros, en el ministerio del Interior habíamos detectado que el problema del narcotráfico iba creciendo en el país y que los recursos con los que contábamos, recursos económicos, ¿no?, eran insuficientes y que, igualmente, las operaciones de inteligencia no eran satisfactorias. Solicitamos por esa razón la ayuda del gobierno americano por intermedio del em bajador de esa época, señor Déivi Jordán.	DESCONOCIDO
La intérprete	Mister...	TUDELA
El señor Luis Pércovich	"David Jordán, David Jordán. A raíz de este pedido, el señor Déivi Jordán nos puso en contacto con la senadora Hopkins de La Florida cuando ella visitó el Perú. Entonces, se le dio una conferencia a la senadora y al embajador Jordán, delante de un grupo de periodistas nacionales y extranjeros, para relatar o para precisar cómo era el problema del narcotráfico en el Perú y las dimensiones que podía alcanzar si ""o se recibía una ayuda más importante del gobierno americano. La senadora Hopkins nos dijo que ella también estaba involucrada en este problema, en La Florida, porque sabía que la mayor parte de las drogas ingresaba por La Florida a los Estados Unidos y que, inclusive, estaban por implementar un sistema de globos, globos, globos que iban a colocar en el espacio, alimentados por señales satelitales, para detectar a los navios que llevaban drogas a los Estados Unidos. Posteriormente hablé ya, cuando ya no era ministro del Interior pero, quiero referirlo también, cuando era ministro de Relaciones Exteriores, con el asesor del presidente Reagan, con el señor Dean, y le expliqué la problemática que había con las drogas y volví a insistir en que el gobierno americano debía dar una ayuda más generosa al Perú en recursos humanos y en ayuda económica para erradicar los cultivos e interceptar a las naves que llevaban la droga del Perú a Colombia y a los Es tados Unidos. Cuando estábamos en todo este proceso de solicitar ayuda, recibimos la visita del señor Markovich, enviado por el gobierno americano."	DESCONOCIDO
El señor Lewis	Del apoyo puedo preguntarle, ¿cómo sabe ese señor, primer ministro?	LEWIS
El señor Luis Pércovich	¿Cómo qué?	DESCONOCIDO
El señor Lewis	¿Cómo sabe usted que el señor Markovich fue enviado del gobierno ahí?	LEWIS
El señor Luis Pércovich	Nos llamaron al despacho ministerial indicándonos que nos iban a enviar una persona peruana que, por el trabajo que realizaba como in dustrial, conocía la situación que se estaba viviendo en la Amazonia peruana con el narcotráfico.	DESCONOCIDO
El señor Lewis	¿Usted conocía el tipo de negocio en que estaba envuelto el señor Markovich como hombre de negocios?	LEWIS
El señor Luis Pércovich	Hasta ese momento no lo conocía. Cuando lo recibí y le pregunté cómo era que él podía darnos ayuda en la zona de la selva, él me comentó que tenía un astillero en Manaos y...	DESCONOCIDO
La intérprete	En Manaos.	TUDELA
El señor Luis Pércovich	Manaos, un astillero, una fábrica de embarcaciones.	DESCONOCIDO
La intérprete	¿Podría repetir, porque no lo escuché?	TUDELA
El señor Luis Pércovich	¿Cómo?	DESCONOCIDO
La intérprete	¿Podría repetir, porque no lo escuché?	TUDELA
El señor Luis Pércovich	Nos comentó el señor Markovich que él conocía la sel va, iba con frecuencia porque tenía un astillero, o sea, una fábrica, que se encarga de producir embarcaciones, de reparar embarcaciones, de hacer esos trabajos. Y además de eso, también otro motivo que lo llevaba a la selva era su trabajo relacionado con la producción de chicles, le sacaban una goma a los árboles de la selva pa ra utilizarla como producto natural en lugar del caucho artificial que se ponía en el chicle. Entonces, nos pareció que, efectivamente, era la persona que podía ayudarnos, ya que era una persona extraña al medio de acá, de Lima, pero conocía la amazonia y podía darnos información de lo que estaba ocurriendo ahí.	DESCONOCIDO
El señor Lewis	Como resultado de su reunión con él y en su capacidad oficial, usted le pidió al señor Markovich que lo ayudara.	LEWIS
El señor Luis Pércovich	Sí. Yo le pedí que nos ayudara con toda la información que pudiera alcanzarnos como información complementaria de la que recibíamos de nuestros propios servicios de inteligencia, porque el problema del narcotráfico, como en todos los países, vulnera fácilmente, o vulnera, o afecta, o compromete a las Fuerzas Policiales y a las Fuerzas Armadas. Entonces, necesitábamos información adicional al margen de la que estábamos recibiendo.	DESCONOCIDO
El señor Lewis	¿El señor Markovich, el señor Markovich lo ayudó en alguna forma para hacer cumplir esto con las acciones que hizo?	LEWIS
El señor Luis Pércovich	Sí. El señor Markovich nos manifestó que veía movi mientos extraños de aviones, aviones que no aterrizaban en las pistas oficiales, en .as pistas de..., para aviones oficiales y que, al parecer, estaban saliendo de pistas clandestinas. Esto confirmó lo que ya habíamos recibido de otras fuentes.	DESCONOCIDO
El señor Lewis	Hubo un momento en que el señor Alan García se convirtió en presidente del Perú y su..., y su partido ya no era el partido que se encontraba en e. poder acá en el Perú.	LEWIS
El señor Luis Pércovich	Sí. No, este no, pero la pregunta no la entiendo.	DESCONOCIDO
El señor Lewis	El Partido Aprista, el partido de Alan García, ¿correcto?	LEWIS
El señor Luis Pércovich	Sí. El partido Aprista era el sustento de Alan García. Alan García pertenecía al partido Aprista. Lo que quisiera complementar con la pregunta que se me hizo sobre los operativos Cóndor es que la información que recibimos de los servicios de inteligencia, inteligencia peruanos, ¿no? y la información que recibimos del señor Markovich hizo que le diéramos mucha importancia a la política de descubrir las pistas clandestinas. Fue así que con las cinco primeras avionetas que incautamos a los narcotraficantes, incautamos, ¿no?, que les quitamos a ellos, formamos la policía aérea. La policía aé rea estableció que habían 48 aeropuertos clandestinos y tomó fotografías desde el aire.	DESCONOCIDO
La intérprete	¿Cómo?	TUDELA
El señor Luis Pércovich	Tomó fotografías desde el aire, ¿no? Aerofotografías les Laman, ¿no? Con este material fui donde el presidente y le expliqué que la situación era grave y que iba a ser difícil controlarla sólo con la acción aislada del Perú, que necesitábamos ponernos de acuerdo con el gobierno colombiano para actuar en conjunto. El me indicó que, efectivamente, veía la situación grave y que era conveniente que tuviera una reunión con el Comando, con el Comando Conjunto de las Fuerzas Armadas. Cumplí con la indicación de él.	DESCONOCIDO
La intérprete	De Comando, de Comando...	TUDELA
El señor Luis Pércovich	Comando del…	DESCONOCIDO
La intérprete	Comando en…	TUDELA
El señor Luis Pércovich	Comando de las Fuerzas Armadas, o sea, el Ejército, la Marina y la Aviación. Tuve la reunión con el Comando, les mostré las fotografías que ellos no tenían, a pesar de tener a la Fuerza Aérea, y entonces comprendieron que, realmente, la situación podía tener más graves consecuencias. Aceptaron la propuesta de convocar al gobierno colombiano para que junto con Co lombia, Estados Unidos y Perú hiciéramos un operativo conjunto. Ahí nacieron los Operativos Cóndor que después continuaron durante el gobierno de Alan García.	DESCONOCIDO
El señor Lewis	... que usted sepa el hecho de que el señor Markovich estaba in volucrado con el gobierno peruano. ¿Se hizo con la aprobación del gobierno ame ricano?	LEWIS
El señor Luis Pércovich	No. La presencia del señor Marcovich es una presen cia...	DESCONOCIDO
La intérprete	No.	TUDELA
El señor Luis Pércovich	El gobierno nos lo había enviado para que nos ayudara con información, pero el Operativo... el Operativo Cóndor, cuando yo estaba en el gobierno, todavía no tenía la aprobación del gobierno americano. Era la propuesta para realizar el operativo. La presencia del señor Markovich era una presencia auxiliar, una presencia adicional para mejorar nuestras acciones de inteligencia.	DESCONOCIDO
El señor Lewis	Entonces, el estar actuando a nombre del gobierno peruano en esa época...	LEWIS
El señor Luis Pércovich	Era una persona que nos ayudaba a nosotros, que esta ba en relación directa conmigo, como ministro del Interior, exclusivamente. Naturalmente, naturalmente que al estar en contacto conmigo, que era ministro del Interior, estaba actuando dentro de la responsabilidad del gobierno peruano.	DESCONOCIDO
El señor Lewis	¿Hubo algún momento en que la Operación Cóndor la aprobó el gobierno americano?	LEWIS
El señor Luis Pércovich	Debe haberla aprobado cuando dio ayuda para realizar el operativo porque.., porque es un operativo que ha seguido durante varios meses y años. Nosotros gestamos el Operativo Cóndor. El Operativo Cóndor se desarrolló durante el gobierno siguiente con toda la infor mación que nosotros habíamos armado y preparado.	DESCONOCIDO
El señor Lewis	En agosto del 94 se incendió la casa del señor Markovich en Miami. ¿Usted está al tanto de esto?	LEWIS
El señor Luis Pércovich	Si. Yo me informé de que había sufrido un incendio la casa de él y como amigo que era mío, y en cierto modo colaborador durante mi gestión, lo menos que podía hacer era llamarle y expresarle mi pesar por lo que había ocurrido.	DESCONOCIDO
El señor Lewis	¿Él le dijo lo que le pasó a su casa?	LEWIS
El señor Luis Pércovich	Sí. Me dijo que había sufrido un incendio que había arrasado completamente su casa, y cuando le pregunté a qué se debía me dijo que ignoraba por el momento cuál había sido, que eso estaba en proceso de investigación.	DESCONOCIDO
El señor Lewis	¿Usted habló otra vez con él después de eso?	LEWIS
El señor Luis Pércovich	Sí. Yo hablé con él posteriormente, me interesé por sa ber si.., si había aclarado y que si se sabía de dónde podía provenir. Él me manifestó que habían indicios de que podía ser una represalia, represalia de carácter político, ¿no?	DESCONOCIDO
El señor Lewis	¿Él le dijo por qué pensaba que se trataba de una represalia política?	LEWIS
El señor Luis Pércovich	Bueno, él me manifestó que sus relaciones con el go bierno del señor Alan García no eran buenas, porque le atribuían a él el hecho de haber proporcionado información para que se investiguen las cuentas corrientes del señor García fuera del país.	DESCONOCIDO
La intérprete	¿Corrientes?	TUDELA
El señor Luis Pércovich	Cuenta corriente en el banco. Cuentas bancadas.	DESCONOCIDO
El señor Lewis	Basado en su posición gubernamental y su conocimiento sobre el trabajo del señor Markovich al ayudar a los gobiernos en la lucha contra el narcotráfico, usted cree que lo que él pensaba, lo que él creía, ¿era posible?	LEWIS
El señor Luis Pércovich	Bueno, yo creo que sí es posible, podría ser de gente vinculada con el narcotráfico o de gente vinculada con el señor Alan García, por los problemas que él creía que habían sido conducidos por el señor Markovich a la investigación de la comisión del Congreso. Me pongo en la hipótesis de que podía ser una represalia política, por la trayecto ria del partido Aprista. Yo he sufrido tres atentados en mis propiedades, en Chimbóte, cuando ya no era ministro. Ya habían pasado más o menos cinco años que ha bía dejado de ser ministro del Interior y estaba representando al partido Acción Po pular en el Frente Democrático. Entonces, es un poco raro que cuando yo no tenía ya responsabilidad política se produzcan los atentados en mi propiedad, en Chimbóte, donde el APRA tenía in mensa mayoría en esa época. Eso me lleva a pensar, junto con la trayectoria del APRA, que no sería extraño que de ahí pudiera provenir. Ahora, en el narcotráfico, sabemos que los narcotraficantes no reparan en ninguna situación para hacer daño a quienes los combaten.	DESCONOCIDO
El señor Lewis	¿Alan García está al tanto de las actividades contra el tráfico de..., este señor Markovich? ¿O que Alan García estaría al tanto de las actividades de lucha contra el tráfico del señor Markovich?	LEWIS
El señor Luis Pércovich	No creo, porque la relación del señor Markovich era so lamente personal conmigo. No había otra forma de contacto, no había forma de que otras personas se enteraran de que él estaba trabajando para nosotros.	DESCONOCIDO
El señor Lewis	¿Usted conoce al congresista Olivera?	LEWIS
El señor Luis Pércovich	Sí, sí, lo conozco.	DESCONOCIDO
El señor Lewis	¿Él también está luchando en la guerra contra las drogas?	LEWIS
El señor Luis Pércovich	Bueno, el diputado Olivera más tiene una inclinación por ver los reales o supuestos actos de inmoralidad. En ese sentido, ha sido un perseguidor tenaz de la gestión del presidente Alan Gar cía, y ha formado parte de comisiones investigadoras del Congreso orientadas a es clarecer la gestión de Alan García en cuanto a sus vinculaciones con diversos nego cios ilícitos.	DESCONOCIDO
El señor Lewis	¿Que usted sepa, Alan García o sus agentes tienen la habilidad de vengarse contra la gente, quizás estaban tratando de hacer que le sea justicia?	LEWIS
El señor Luis Pércovich	No sería extraño y le voy a decir una experiencia personal mía. Cuando yo ya no era ministro y Alan García estaba en el gobierno, el Servicio de Inteligencia de acá, del Perú, encontró una relación en poder de los asesinos del al mirante Cafferata donde...	DESCONOCIDO
La intérprete	¿Almirante?	TUDELA
