"speaker","speech","speaker_std"
"BACKGROUND","Reunion de Francisco Tudela y Vladimiro Montesinos. (Sin fecha)La fecha exacta es difícil de precisar, pero como aluden a Alejandro Toledo, es pos terior a abril del 2000. El primer tema de conversación es la situación interna de Colombia. Francisco Tudela opina que camina hacia el conflicto y a su generalización, de tal modo que ""lo de Colombia va a ser una batalla de América Latina, to tal"". Luego VMT alardea sobre la red de inteligencia del SIN en Colombia, soste niendo que contaba con cinco agentes encubiertos en la zona de exclusión y 120 repartidos en toda Colombia. Al finalizar la conversación, VMT se muestra preo cupado por la futura conducción de las FF. AA. nacionales y un obsequioso Tude la responde, ""para eso está usted siempre"".","BACKGROUND"
"Desconocido","Ya, cómo no (?).","DESCONOCIDO"
"Desconocido","(?).","DESCONOCIDO"
"Desconocido","Ya.","DESCONOCIDO"
"Desconocido","(?).","DESCONOCIDO"
"El señor Francisco Tudela","(?) yo con él no había, no había firmado (?) detalles, yo llegué a ser su amigo personal (?).","TUDELA"
"El señor Vladimiro Montesinos","Ya. El canciller.","MONTESINOS"
"El señor Francisco Tudela","Sí, el canciller.","TUDELA"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Francisco Tudela","Realmente fue mi amigo.","TUDELA"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Francisco Tudela","Hay un escritor que a mí me gusta mucho que se lia ma (?) que había sido soldado vasco, oficial vasco (?) en la Primera Guerra.","TUDELA"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Francisco Tudela","La orden al mérito, se dieron sólo 7 órdenes al méri to en la Primera Guerra Mundial; y este hombre hizo un ejemplar que es una enorme obra. El enemigo de la Patria, mataron una historia Los Puchungas (?) no reciben a nadie, quien me lo trajo me regaló su obra favorita, o sea de las obras Pu chungas era la que a él le gustaba.","TUDELA"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Francisco Tudela","Dedicada por éste hombre: Un regalo, a él que le in teresa que me regalen cenicero o camiseta es una ventaja…","TUDELA"
"El señor Vladimiro Montesinos","Lógico.","MONTESINOS"
"El señor Francisco Tudela","Había una noche... deja un mensaje (?) para bloquear algo ¿entiendes?, ¿y como se dice el proyecto? Están invitados (?) mientras puedan establecer así...","TUDELA"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Francisco Tudela","Demostrar bajo interna, externa, estudiado allá...","TUDELA"
"El señor Vladimiro Montesinos","Sobre todo un antecedente.","MONTESINOS"
"El señor Francisco Tudela","... Vía dos posibilidades si bien solidaridad privilegia da (.) con la misma intensidad (?) entonces esa relación que tú tienes, ahora, cuando se va Arner (?) se va a abrir ahí un enorme espacio que llenar y si llegan los...","TUDELA"
"El señor Vladimiro Montesinos","Republicanos.","MONTESINOS"
"El señor Francisco Tudela","Lo cambia (?) difícil que halla otra, ¡a donde va ser que nos paguen bien, pues! O no nos paguen bien.","TUDELA"
"El señor Vladimiro Montesinos","Pero vamos, vamos a mejorar, vamos a hacer, va a ser un alegato. Y el otro tema que nos ya a favorecer bastante es el tema, el tema colombiano ¿Por que nos ya a favorecer? Porque eso, eso va a un proceso de deterioro muy rápido.","MONTESINOS"
"El señor Francisco Tudela","(?) Pastrana esta ejecutando un movimiento, es un Toledo?","TUDELA"
"El señor Vladimiro Montesinos","Sí, sí. Permanente.","MONTESINOS"
"El señor Francisco Tudela","Es un Toledo parcial.","TUDELA"
"El señor Vladimiro Montesinos","Bueno es un Toledo pituco.","MONTESINOS"
"El señor Francisco Tudela","Es un virrey.","TUDELA"
"El señor Vladimiro Montesinos","Sí, sí, son igualitos. Se pone a imitar lo que es tá haciendo lo que...","MONTESINOS"
"El señor Francisco Tudela","... Está haciendo... lo que Washington no quiere es la reelección porque tiene miedo a la confrontación para no comprometerse.","TUDELA"
"El señor Vladimiro Montesinos","Lo más sencillo es, entonces, quiere evitar...","MONTESINOS"
"El señor Francisco Tudela","(?) que acordaran más ministerios que lleguen a la transacción de luchar, y en margen, pues, somos nosotros, nosotros estamos... (?).","TUDELA"
"El señor Vladimiro Montesinos","Pues claro.","MONTESINOS"
"El señor Francisco Tudela","Y sabía de la concepción; no es la mejor en realidad, mejor es la ofensiva...","TUDELA"
"El señor Vladimiro Montesinos","... Más es.","MONTESINOS"
"El señor Francisco Tudela","... La ofensiva es... este... como llegar...","TUDELA"
"El señor Vladimiro Montesinos","Cola de visitas...","MONTESINOS"
"El señor Francisco Tudela","... Cola del dentista, vas, y te sacan la muela, es ho rrible hermano, sacar la muela, salir con la muela...","TUDELA"
"BACKGROUND","[Risas.]","BACKGROUND"
"El señor Vladimiro Montesinos","Así es.","MONTESINOS"
