"speaker","speech","speaker_std"
"BACKGROUND","﻿Reunión de Víctor Joy Way y Genaro Delgado Parker. (del 4 de abril de 1999). En esta conversación no participa VMT. Cenaro Delgado Parker resume sus dificul tades legales con sus hermanos, Manuel y Héctor. Cenaro Delgado Parker solicita ayuda para sacar adelante sus causas judiciales y el entonces Primer Ministro, Víc tor Joy Way, le sugiere eliminar el programa conducido por César Hildebrandt, ante lo cual Cenaro contesta que está dispuesto. Víctor Joy Way concluye diciendo que verá qué puede hacer.","BACKGROUND"
"BACKGROUND","[Se escucha silbidos y voces a lo lejos.]","BACKGROUND"
"El señor Víctor Joy Way","No, no sólo eso, sino tiene todo lo que es perfumería, cremas, esas cuestiones, ¿no? Bazar.","JOY WAY"
"El señor Genaro Delgado","Sé que está en el negocio también de medicinas y esas cosas, ¿no? De medicinas es de 24 horas.","DELGADO PARKER"
"El señor Víctor Joy Way","No, nosotros sólo las farmacias, pero sobre todo la cues tión de lo que es la perfumería, ¿no?","JOY WAY"
"El señor Genaro Delgado","Ah, los perfumes.","DELGADO PARKER"
"El señor Víctor Joy Way","Porque es compra, pues, para el Oriente; compra para todo el Oriente, haciendo show viajan.","JOY WAY"
"El señor Genaro Delgado","¿Así, no?","DELGADO PARKER"
"El señor Víctor Joy Way","Asisten a todos los shows internacionales (?).","JOY WAY"
"El señor Genaro Delgado","Ustedes tienen trabajando eso hace tiempo.","DELGADO PARKER"
"El señor Víctor Joy Way","Hace tiempo, y ya está el proyecto avanzando, pues. Yo he venido a hacer mi balance, hermano, mi declaración jurada que tengo que presentar mañana, mi último día.","JOY WAY"
"El señor Genaro Delgado","Sí, pues, mañana todos corriendo un poco.","DELGADO PARKER"
"El señor Víctor Joy Way","¿Qué tal, oye?","JOY WAY"
"El señor Genaro Delgado","Yo vengo a hablar contigo porque...","DELGADO PARKER"
"El señor Víctor Joy Way","Oye, tú estás viviendo en Santa María.","JOY WAY"
"El señor Genaro Delgado","Yo vivo en Santa María hace 9 años.","DELGADO PARKER"
"El señor Víctor Joy Way","Ah, tú vives ahí.","JOY WAY"
"El señor Genaro Delgado","Yo vivo ahí.","DELGADO PARKER"
"El señor Víctor Joy Way","Porque yo también estoy con ganas ya.","JOY WAY"
"El señor Genaro Delgado","Ya me quiero ir, me quiero ir ya todo el año. Yo tra bajo a veces hasta tarde, yo me voy a las 9 de la mañana. Pero ha mejorado muchc o sea, todo lo que es la carretera que antes era media peligrosa, ahora tú encuentras por lo menos 3 carriles, no sé si será; te cuento una vez que es algo nuevo porque no estaba antes.","DELGADO PARKER"
"El señor Víctor Joy Way","Muy bien, incluso hay un helicóptero que va de Pachacámac","JOY WAY"
"El señor Genaro Delgado","Sí, sí.","DELGADO PARKER"
"El señor Víctor Joy Way","Todo el tramo está muy bien, permanentemente yo es toy yendo, en el verano habré ido, pues, cinco fines de semana y todavía juego m: fulbito, ayer por ejemplo...","JOY WAY"
"El señor Genaro Delgado","Así que estás en unas actitudes totalmente democrá ticas, me gustó mucho.","DELGADO PARKER"
"El señor Víctor Joy Way","No, yo juego fulbito. Tú sabes que éste es el cuarto año que yo hago el cuy.","JOY WAY"
"El señor Genaro Delgado","¡Ah, qué bien!, primera vez que te oigo.","DELGADO PARKER"
"El señor Víctor Joy Way","No, el cuy es mi tómbola, pues no, sino que cada uno nos distribuimos. Tenía una tienda del cuy, es el cuarto año y es el que más vende.","JOY WAY"
"El señor Genaro Delgado","Claro, pues.","DELGADO PARKER"
"El señor Víctor Joy Way","Allá de todos los juegos los que más hemos producido, es para... porque en todo esto se ha invertido, así es que hay que apoyar también.","JOY WAY"
"El señor Genaro Delgado","Ah, muy bien, muy bien. Oye, yo estoy... este año cumplo 70.","DELGADO PARKER"
"El señor Víctor Joy Way","Estás chibolo, te voy a decir, ah.","JOY WAY"
