speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 864 ‘‘DIÁLOGO CON CHILENO – OFICINA’’ 8 DE ENERO DE 1998 —El señor Montesinos Torres se encuentra de pie en la sala de espera, luego ingresan el señor Daniel Borobio Guede y el señor Gonzalo.	BACKGROUND
El señor MONTESINOS TORRES.—	 Un gusto en conocerlo,	MONTESINOS
El señor GONZALO.—	 Encantado de conocerlo.	SERPA
El señor MONTESINOS TORRES.—	 Siéntese.	MONTESINOS
El señor GONZALO.—	 Gracias, muy amable.	SERPA
El señor MONTESINOS TORRES.—	 Señor Borobio.	MONTESINOS
El señor GONZALO.—	 Me agrada su arbolito. Para mí es un agrado conocerlo, doctor, le agradezco muchísimo su gentileza de recibirme y tener la oportunidad de conocerlo.	SERPA
El señor MONTESINOS TORRES.—	 De igual manera. ¿Cómo lo trata el Perú?	MONTESINOS
El señor GONZALO.—	 A mí el Perú, tengo que distinguir, si me permite, frente a su pregunta. Yo le diría que el Perú como todo, me trata bien, yo me he sentido en lo personal o con mi mujer cuando he venido solo, muy grato el Perú, por muchas razones. Entrando más en detalle, alguna gente del gobierno, como he tenido la suerte de conocer bastante al ministro Camet, a quien, naturalmente le hecho presente sistemáticamente nuestra molestia y desazón por el proceso vivido, me ha permitido conocerlo aparte de que creo que es un excelente ministro, por lo menos así lo demuestran los resultados económicos de Perú, que son los mejores de América Latina en el año 97. Yo creo que es un tema muy importante de destacar, es un país. Este país es el menos afectado por la crisis asiática de toda América del Sur. Y eso a veces no se percibe tan claro adentro como se percibe afuera. Entonces, yo le diría que la gente que ha tenido la suerte de conocer, el ambiente general ha sido positivo. Yo le diría que profundamente ingrato ha sido la actitud de este miserable, disculpe la expresión pero...	SERPA
El señor MONTESINOS TORRES.—	 Sí, sí, sí.	MONTESINOS
