speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1368 “AUDITORIO JOSÉ RUIZ” DEL 13 DE MARZO DE 1999	BACKGROUND
El JEFE DEL ESTADO MAYOR DE LA FUERZA ARMADA, GENERAL EP, DON CÉSAR CANO.—	 Permiso, señor Ministro, para dar inicio a la sesión del Comando Conjunto N.° 5. Señores oficiales generales y almirantes: Con la participación del señor General del Ejército, don Julio Salazar Monroe, Ministro de Defensa; del señor General de División, don José Villanueva Ruesta, Ministro del Interior; señor General del Ejército, don César Saucedo Sanchez, Presidente del Comando Conjunto de las Fuerzas Armadas y Comandante General del Ejército, palabras de saludo del señor General del Ejército, don Julio Salazar Monroe, Ministro de Defensa.	MONTES DE OCA
El señor MINISTRO DE DEFENSA, General EP, don Julio Salazar Monroe.—	 Señores oficiales generales y almirantes, señores todos: Como representante del sector Defensa y en compañía del señor General de División, Ministro del Interior; del señor General del Ejército, Presidente del Comando Conjunto y  Comandante General del Ejército; del señor Almirante, Comandante General de la Marina de Guerra del Perú; del señor General del Aire, Comandante General de la Fuerza Aérea del Perú; del señor Teniente General, Director General de la Policía Nacional del Perú; del señor Contralmirante, jefe del Servicio de Inteligencia Nacional; y del señor asesor de la Alta Dirección del Sistema de Inteligencia Nacional, nos hemos reunido en esta oportunidad con todos los señores generales y almirantes de las Fuerzas Armadas y señores generales de la Policía Nacional del Perú para realizar una sesión histórica, puesto que es la primera vez que se realiza una reunión de este tipo con todos los señores oficiales generales y almirantes de la Fuerza Armada y de la Policía Nacional. Y, digo, que es histórica, porque en los anales de la historia en ninguna oportunidad nos hemos reunido como el día de hoy, para asistir a esta sesión que luego dará inicio el señor Presidente del Comando Conjunto de las Fuerzas Armadas. Esta convocatoria ha sido en esta oportunidad y luego daremos paso a la sesión, en donde veremos los detalles de ella misma. Con tal motivo les doy la más cálida bienvenida y espero que esta sesión llegue a culminar con éxito, para que se cumpla el objetivo para la cual ha sido convocada. Señores, reitero, mi cálida bienvenida y les deseo, pues, muchas felicidades en cada uno de los puestos que ustedes están desempeñando. Muchas gracias. Y dejo con ustedes al señor Presidente del Comando Conjunto.	MONTES DE OCA
El JEFE DEL ESTADO MAYOR DE LA FUERZA ARMADA, GENERAL EP, DON CÉSAR CANO.—	 El señor General del Ejército,  don César Saucedo Sanchez, Presidente del Comando Conjunto de las Fuerzas Armadas y Comandante General del Ejército declarará abierta la Sesión N.° 5 del Comando Conjunto de las Fuerzas Armadas.	MONTES DE OCA
El señor PRESIDENTE DEL COMANDO CONJUNTO DE LAS FUERZAS ARMADAS Y COMANDANTE GENERAL DEL EJÉRCITO, General de División EP, don César Saucedo Sanchez.—	 Señor General del Ejército, don Julio Salazar Monroe, Ministro de Defensa; señor General de División, don José Villanueva Ruesta, Ministro del Interior; señor Almirante, don Américo Ibárcena Amico, Comandante General de la Marina de Guerra del Perú; señor General del Aire, don Elesván Bello Vásquez, Comandante General de la Fuerza Aérea del Perú; señor General, don Fernando Dianderas Ottone, Director General de la Policía Nacional del Perú: señor Contralmirante, don Humberto Rosas Boniccelli, jefe del Servicio de Inteligencia Nacional; señor doctor, don Vladimiro Montesinos Torres, asesor de la Alta Dirección del Servicio de Inteligencia Nacional; señores oficiales generales y almirantes aquí presentes: Declaro abierta la Sesión N.° 5 del Comando Conjunto de las Fuerzas Armadas, con participación de la Policía Nacional del Perú (2) y estamentos del Sistema de Inteligencia Nacional, esperando que los objetivos que nos hemos propuesto en la presente reunión sean alcanzados a entera satisfacción.	SAUCEDO SANCHEZ
El señor JEFE DEL ESTADO MAYOR DE LAS FUERZAS ARMADAS, General EP, don César Cano.—	 El señor General del Ejército, don César Saucedo Sanchez, realizará una exposición sobre la situación del asunto que es objetivo de la presente sesión.	MONTES DE OCA
El señor PRESIDENTE DEL COMANDO CONJUNTO DE LAS FUERZAS ARMADAS Y COMANDO GENERAL DEL EJÉRCITO, General de División EP, don César Saucedo Sanchez.—	 Señores: Nos hemos reunido, como ha manifestado el señor Ministro de Defensa, en una, valga la redundancia, en una reunión histórica en el hito de las Fuerzas Armadas y de la Policía Nacional, para tratar dos asuntos de la mayor importancia. El primero, tiene relación con la decisión unánime de apoyo institucional que adoptaron las Fuerzas Armadas, la Policía Nacional y los estamentos del Sistema de Inteligencia Nacional a la decisión tomada por el señor Presidente de la República, ingeniero Alberto Fujimori Fujimori, el 5 de abril de 1992. Y que actualmente viene siendo objeto de la crítica y manipulación de elementos interesados en dañar nuestro prestigio e imagen, atribuyendo responsabilidades individuales a sus más altos mandos para de esta manera conseguir, mediante el amedrentamiento, la inhibición de nuestras instituciones para adoptar decisiones esenciales para la vida y desarrollo del país. Ayer, ante una situación en la que estaba en inminente riesgo la institucionalidad del país, las Fuerzas Armadas, la Policía Nacional del Perú y los estamentos que conforman el Sistema de Inteligencia Nacional respaldaron firmemente la decisión del señor Presidente de la República el 5 de abril de 1992, asumiendo un delicado compromiso con el país y contribuyendo de esta manera decisivamente a su desarrollo como Nación. Hoy el tiempo y la realidad presentes nos han dado la razón y nos han confirmado que el respaldo que se dio a esta decisión fue aceptado, pues permitió la derrota estratégica del terrorismo y del narcotráfico, quienes en criminal alianza pusieron en peligro la viabilidad del Perú como Estado-Nación. Siempre nos hemos mantenido al margen de aquello que no fuese el interés superior de la Patria, por eso frente a las actitudes y acusaciones que en la hora presente se están formulando, y que falazmente tratan de presentar la decisión de los altos mandos, como si se hubiera dado al margen y sin interpretar el sentir institucional. Y, también, frente a la necesidad de mantener en alto el honor y el decoro de nuestras instituciones consideramos que es absolutamente necesario dejar de manifiesto, con la más transparente claridad, que la posición adoptada el 5 de abril de 1992 fue la verdadera expresión del sentir institucional, y la voluntad unánime de todos los componentes de las Fuerzas Armadas, de la Policía Nacional y de los estamentos que integran el Sistema de Inteligencia Nacional en todos los niveles y grados que conforman la jerarquía de dichas instituciones. En segundo lugar, también es de sumo interés tratar un asunto que tiene relación con una campaña de desprestigio y arteros ataques contra las Fuerzas Armadas, Policía Nacional del Perú y estamentos conformantes del Sistema de Inteligencia Nacional, en la cual se nos acusa de violaciones de los derechos humanos, desconociendo maliciosamente la política respetuosa sobre el particular que hemos seguido con convicción y fidelidad. Todos los hombres de uniforme y civiles que de una u otra manera estuvimos vinculados a la lucha contrasubversiva, nos debemos sentir orgullosos por nuestra labor en una guerra interna cruel y sangrienta que costó decenas de miles de muertos y decenas de miles de millones de soles en pérdidas materiales. Y se logró el éxito gracias a una eficiente estrategia de pacificación eminentemente peruana diseñada por el señor Presidente de la República, ingeniero Alberto Fujimori Fujimori; estrategia, que ha demostrado fehacientemente su eficiencia para derrotar al terrorismo (3) en una lucha violenta e irregular, pero respetando plenamente los derechos humanos y con el menor costo social, con la decidida, valiente y sacrificada participación de nuestras instituciones; participación que tuvo su corolario glorioso en el rescate de los rehenes de la residencia del Embajador del Japón en el Perú. Ahí veo un general que está dormido. Pero los enemigos de las fuerzas del orden y los opositores al gobierno no pueden aceptar ni reconocer este éxito de transcendencia mundial. Olvidan a todos aquellos mártires uniformados y miembros de la comunidad de Inteligencia que dieron sus vidas para derrotar al terrorismo, y para tal efecto no dudan de calumniar, difamar, engañar, tergiversar e incriminar gratuitamente a nuestras instituciones, acusándolas de supuestas violaciones de derechos humanos, pretendiendo de esta manera dañar nuestra tradición y reconocido prestigio. Al respecto, cabe anotar que están vigentes las leyes Núms. 26479 y 26492, que conceden la amnistía general a todo el personal militar, policial o civil que se encontrara inmerso en problemas judiciales por acciones relacionadas con hechos propios de la lucha antisubversiva. Esta amnistía comprende el periodo desde mayo de 1980 hasta el 14 de junio de 1995, sin importar que el personal militar, policial o civil involucrado se encuentre o no denunciado, investigado, sujeto a proceso penal o condenado, quedando todos los casos judiciales en trámite o en ejecución archivados definitivamente. Sin embargo, hay quienes pretenden plantear denuncias y acusaciones contra miembros de nuestras instituciones bajo el falaz pretexto de supuestas violaciones de los derechos humanos, llegándose al extremo de pretender conformar las autodenominadas comisiones de la verdad, cuyo único propósito es no sólo desprestigiar, sino desestabilizar, romper la unidad y ejercer represalias contra el personal que participó en la lucha contra la subversión. El pretender revivir situaciones fenecidas por mandato legal que tienen amparo constitucional, representa una actitud injusta y antipatriótica, motivada por la venganza y otros intereses protervos , que deben merecer el rechazo enérgico de las Fuerzas Armadas, Policía Nacional del Perú y estamentos conformantes del Sistema de Inteligencia Nacional, por lo que nuestras instituciones deben asumir plenamente en el presente acto, el compromiso moral de defender, respaldar y solidarizarse con cualquiera de sus integrantes, sea cual fuese su situación militar, policial o funcional. 	SAUCEDO SANCHEZ
Background	—Fin del vídeo N.° 1368. —Fecha de transcripción: jueves 5 de abril de 2001.	BACKGROUND
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1369 “AUDITORIO JOSÉ RUIZ” DEL 13 DE MARZO DE 1999 El señor PRESIDENTE DEL COMANDO CONJUNTO DE LAS FUERZAS ARMADAS Y COMANDANTE GENERAL DEL EJÉRCITO, General de División EP, don César Saucedo Sanchez.— ... Policía Nacional del Perú y estamentos conformantes del Sistema de Inteligencia Nacional.	BACKGROUND
El JEFE DEL ESTADO MAYOR DE LAS FUERZAS ARMADAS, General EP, don César Cano.—	 A continuación, y como conclusiones, el señor General del Ejército, don César Saucedo Sanchez, expresará los acuerdos motivos de la presente reunión.	MONTES DE OCA
El señor PRESIDENTE DEL COMANDO CONJUNTO DE LAS FUERZAS ARMADAS Y COMANDANTE GENERAL DEL EJÉRCITO, General de División EP, don César Saucedo Sanchez.—	 Antes de continuar con lo que ha manifestado el General Cano, Jefe del Estado Mayor de las Fuerzas Armadas, quiero manifestarles a ustedes si es que no han tenido la opción o la oportunidad de leer el diario La República el día de hoy, miren cómo es la coincidencia, sale en la carátula de La República el día de hoy: “Investigarían al General Hermoza. Fiscal Aljovín admite denuncia de ex congresista Genaro Ledesma. Investigación sería por los delitos de rebelión, daños al país, violación de la libertad de expresión y abuso de autoridad”, por el acto histórico que el señor Presidente dispuso el 5 de abril de 1992. Ven ustedes que lo que estamos nosotros tratando el día de hoy nos da la razón para realizar este evento  —repito— histórico, como lo ha manifestado el señor Ministro de Defensa. Igualmente, acá tengo un documento del Ministerio Público, Fiscalía de la Nación, la 46.° Fiscalía Provincial de Lima, donde dice así, voy a leer el texto: “Señor General de la Policía Nacional, Jefe de la División de la Policía del Ministerio Público”, esto lo envía el Fiscal Provincial Adjunto, dice así: “Me dirijo a usted remitiendo adjunta, en fojas 05, la denuncia presentada por Genaro Ledesma Izquieta, representante del partido político Frente Obrero Campesino Estudiantil y Popular (FOCEP) contra el General EP Nicolás Hermoza Ríos y los que resultaran responsables, por delitos contra los poderes del Estado y del orden constitucional, rebelión y otros, a fin de que se dé cumplimiento a la resolución que se acompaña”, y aquí está toda la denuncia que hace este señor, justamente por los hechos que yo les estoy manifestando del 5 de abril de 1992. Entonces, lo que estamos tratando en este acto histórico — repito nuevamente, creo que es la cuarta vez que estoy repitiendo— es algo que nos da la razón para poder haber convocado a los señores generales y almirantes de las Fuerzas Armadas y de la Policía Nacional del Perú. Luego de haber manifestado esto, voy a permitirme leer los acuerdos que van a figurar posteriormente en una acta, ya el señor General Cano va a indicar qué cosa es lo que va a venir posteriormente. Acuerdos 1. La participación de las Fuerzas Armadas, de la Policía Nacional del Perú y de los estamentos del Sistema de Inteligencia Nacional en la decisión adoptada por el gobierno del señor Presidente de la República el 5 de abril de 1992 fue un acto consciente y serenamente meditado, por lo que el respaldo y apoyo brindado a tal decisión fue la expresión de la voluntad institucional unánime de los miembros que conforman las Fuerzas Armadas, Policía Nacional del Perú y estamentos del Sistema de Inteligencia Nacional. 2. Que en tal decisión no primaron criterios individuales, sino la voluntad general de las corporaciones, correspondiendo a los altos mandos castrenses exteriorizar y formalizar la voluntad general de sus propias corporaciones. 3.	Las Fuerzas Armadas, la Policía Nacional del Perú y los estamentos del Servicio de Inteligencia Nacional conjunta e institucionalmente defenderán y protegerán a sus miembros en el caso que se pretendiera responsabilizarlos individualmente por el apoyo institucional otorgado a la decisión del 5 de abril de 1992, lo cual se consideraría como una ofensa contra las instituciones tutelares que obligara a los respectivos comandos en el futuro (2) a defender irrestrictamente al miembro comprometido de manera institucional. El acatamiento de este acuerdo constituye un compromiso de honor insoslayable. El incumplimiento del presente acuerdo acarreará para el infractor el ser sometido a una corte de honor por grave falta contra el honor y el decoro militar. 4.	Rechazo institucional a la actitud de algunos oficiales en situación de retiro que están emitiendo juicios y opiniones interesadas y que demuestran una conducta infraterna con sus camaradas y deslealtad con sus instituciones. 5.	Orgullo por la demostración de eficiencia profesional desplegada a lo largo de la guerra contrasubversiva, labor que merece el reconocimiento de la sociedad peruana y la comunidad internacional. 6.	Remarcar el prestigio de las Fuerzas Armadas, Policía Nacional del Perú y estamento del Servicio de Inteligencia Nacional, así como el de las personas que los integran está muy por encima de las calumnias, tergiversaciones y versiones tendenciosas que pretenden dañar la imagen de nuestras instituciones. 7. 	Precisar que la Nación ha dictado leyes de amnistía general que están en plena vigencia, en los cuales queda establecido muy claramente que no le corresponde responsabilidad alguna, institucional o individual, al personal militar, policial y de la comunidad de Inteligencia que participaron en la lucha contraterrorista. 8.	Asumir el compromiso institucional, sin límite en el tiempo, de defender, proteger y solidarizarse con los integrantes de las organizaciones, a los cuales se pretende responsabilizarlos, encausarlos o ejercer algún tipo de represalia contra ellos por su participación en la lucha contra el terrorismo. 9.	Acordar que los presentes acuerdos sean consignados en el libro de Actas del Comando Conjunto de las Fuerzas Armadas con la clasificación "estrictamente secreto", quedando, sin embargo, a criterio de los altos mandos la decisión de hacer pública la parte pertinente de los acuerdos adoptados, siendo ésta una posición permanente de las Fuerzas Armadas, Policía Nacional del Perú y estamentos del Servicio de Inteligencia Nacional. Finalmente, se determinó que en el Acta de sesión especial para tratar el caso de Baruch Ivcher Bronstein, de fecha 14 de enero de 1999, sea incorporado como parte integrante de los acuerdos adoptados en la presente sesión.	SAUCEDO SANCHEZ
El señor JEFE DE ESTADO MAYOR DE LAS FUERZAS ARMADAS, General EP don César Cano.—	 El señor General de Brigada Luis Albarracín Torres procederá a dar lectura al Acta de la Sesión Especial N.° 5 del Comando Conjunto de las Fuerzas Armadas.	MONTES DE OCA
