speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2001 TRANSCRIPCIÓN DEL VÍDEO N.° 1795 (Reunión Gral. Villanueva – Gral. Bello – Alm. Ibárcena – Winter) DEL 26 DE NOVIEMBRE DE 1999 —Se encuentran presentes en la sala, los señores: Bello Vásquez, Ibárcena Amico y Villanueva Ruesta. Posteriormente ingresan a la sala los señores: Boloña Behr, Samuel Winter Zuzunaga, Mendel Winter Zuzunaga y Montesinos Torres. Luego de saludarse toman asiento y dan inicio a la reunión.	BACKGROUND
El señor WINTER ZUZUNAGA	.—	 Hemos sacado una canción, para el día de la Paz.... y esto para...	SERPA
EL señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor WINTER ZUZUNAGA.—	 Bien simpática.	SERPA
El señor MONTESINOS TORRES.—	 Estamos reunidos todo el equipo.	MONTESINOS
El señor VILLANUEVA RUESTA.—	 Felicitaciones por tus declaraciones, muy buenas, fue un golpe ...	VILLANUEVA RUESTA
El señor MONTESINOS TORRES.—	 Salieron  excelentes (ininteligible)	MONTESINOS
El señor BOLOÑA BEHR.—	 Fue un impacto creo.	SERPA
El señor MONTESINOS TORRES.—	 Un misil como conversamos ¿no?	MONTESINOS
El señor WINTER ZUZUNAGA	.—	 Sí.	SERPA
El señor MONTESINOS TORRES.—	 Es un misil y además ha girado el escenario, ¿no?, y mira, más nadie ha querido comenzar a atacarte, eso es una opinión al respecto, Andrade (ininteligible), Silva Ruete , Castañeda se ha corrido.	MONTESINOS
El señor BOLOÑA BEHR.—	 No vi a Castañeda.	SERPA
El señor MONTESINOS TORRES.—	 No vi a Castañeda, entonces mando a Villarán, pero ninguno ha salido a atraverse si esta afirmación es cierta, nada, en silencio, se han descomputado. Y en el Congreso, ayer y hoy día han estado todos estaban capacaídas, desmoralizados.	MONTESINOS
El señor WINTER ZUZUNAGA.—	 Ni hablaban del presupuesto y estaban discutiendo de...	SERPA
