"speaker","speech","speaker_std"
"BACKGROUND","﻿Reunión de Marino Costa, representantes de la embajada de Estados Unidos y Vladimiro Montesinos. (del 18 de agosto de 1999). La entrevista trata sobre la lucha contra el tráfico ilicito de drogas, habiéndose elaborado planes precisos para su represión. VMTplantea la necesidad de aprobar una nueva ley de lavado de dinero que obligue a la SUNAT a entregarle la información tributaria al SIN. En determinado momento la embajadora norteamericana informa que ante la prensa ha expresado su preocupación por violaciones a los DD. HH., por la formación de escuadrones de la muerte y por actos de corrupción. VMT se muestra sorprendido y sostiene ""Acá no hay nada de eso"".","BACKGROUND"
"BACKGROUND","[La cámara enfoca la sala, donde se encuentran conversando Representante de Estados Unidos con un señor no identificado y, posteriormente, hace su ingreso el señor Vladimiro Montesinos.]","BACKGROUND"
"Representante de Estados Unidos","(?) no tiene ningún problema para explicar.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Yo estaba en el Colegio Peruano-Norteamericano, entonces estudiábamos todo en inglés, matemáticas, geografía de los Estados Unidos, historia de los Estados Unidos, todo, todo. Cuando estaban los dos colegios juntos en San Isidro, el Lincoln y Roosevelt, entonces, ahí estaban. Pero ahora que me he puesto de nuevo a retomarlo, se me vino rápido el inglés. Ha sido todo en inglés en el colegio, jamás en español.","DESCONOCIDO"
"Representante de Estados Unidos","(?) mi hija está.","REPRESENTANTE ESTADOS UNIDOS"
"BACKGROUND","[Inicio del video N.° 1664.]","BACKGROUND"
"BACKGROUND","[Hace su ingreso el señor Vladimiro Montesinos Torres, saluda a Representante de Estados Unidos, seguidamen te a un señor que no se logra identificar.]","BACKGROUND"
"El señor Vladimiro Montesinos","¡Qué tal! ¿Cómo estás?","MONTESINOS"
"Representante de Estados Unidos","Hola, qué tal. Muy bien gracias.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Hola, doctor.","DESCONOCIDO"
"Representante de Estados Unidos","¡Qué sorpresa!, ¿no?","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Qué tal sorpresa agradable, que estés por acá.","MONTESINOS"
"Representante de Estados Unidos","Estaba en la vecindad y decidí pasar por aquí.","REPRESENTANTE ESTADOS UNIDOS"
