"speaker","speech","speaker_std"
"BACKGROUND","(sin fecha) Esta reunión parece haberse producido aproximadamente a mitad de abril del 2000, luego de la primera vuelta y en vísperas de la campaña para la segunda. Los contertulios planean cómo bloquearla candidatura de Alejandro Toledo realizan do atentados que puedan ser atribuidos al candidato opositor o acusándolo falsamente ante un fiscal; asimismo, acuerdan montarle un video. Luego, VMT infor ma del ánimo derrotista que ha percibido en Fujimori y elaboran un plan de con tingencia que consiste en un golpe de estado.","BACKGROUND"
"BACKGROUND","[Silencio en la cinta de audio por unos segundos.]","BACKGROUND"
"BACKGROUND","[Se escucha a alguien que conversa por teléfono.]","BACKGROUND"
"Desconocido","¿Cuánta gente había en la plaza de armas?","DESCONOCIDO"
"El Interlocutor","(?).","LOCUTOR"
"Desconocido","Ya.","DESCONOCIDO"
"El Interlocutor","(?).","LOCUTOR"
"Desconocido","Ya.","DESCONOCIDO"
"El Interlocutor","(?).","LOCUTOR"
"Desconocido","Ya.","DESCONOCIDO"
"El Interlocutor","(?).","LOCUTOR"
"Desconocido","Ya.","DESCONOCIDO"
"El Interlocutor","(?).","LOCUTOR"
"Desconocido","Ya, okay.","DESCONOCIDO"
"El Interlocutor","(?).","LOCUTOR"
"Desconocido","Ya, okay.","DESCONOCIDO"
"El Interlocutor","(?).","LOCUTOR"
"Desconocido","Ya, gracias, ah. Nos vemos. Chau.","DESCONOCIDO"
"BACKGROUND","[Fin de la llamada telefónica. ]","BACKGROUND"
"Desconocido","Arequipa acaba de terminar (?) 3 mil personas.","DESCONOCIDO"
"Desconocido","Son del alcalde Guillén, ¿no?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, porque para 11 años (?) de lo que dicen de Guillén, que Guillén iba a ser uno de los líderes.","MONTESINOS"
"BACKGROUND","[Vacío en la grabación.]","BACKGROUND"
"Desconocido","Ahí tienen que estar los canales de señal abierta, ¿no? Sacar a Toledo, dice que…","DESCONOCIDO"
"Desconocido","(?).","DESCONOCIDO"
"Desconocido","Él saca a Toledo y ¡pum!","DESCONOCIDO"
"El señor Vladimiro Montesinos","Eso no va a haber problema porque justamen te en la hipótesis se ha quedado con la descripción de la imagen de Toledo.","MONTESINOS"
"Desconocido","Eso tiene que ser.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y para eso estamos haciendo el aporte económico, los canales van a figurar en lo real, o sea, él, sin darse cuenta, está trabajan do para ambas informaciones.","MONTESINOS"
"Desconocido","Así es, así es.","DESCONOCIDO"
"El señor Vladimiro Montesinos","O sea, van a jugar con la alternativa ""A"" del tema de la reelección; y van a jugar la alternativa ""B"" que es esta que es el uso de ima gen del Cholo, que en el momento determinado que se haga la alternativa, porque si se hacía en la madrugada esto, tenían que estar acá encerrados y el día viernes había que sacarlos; ahora no lo han podido sacar porque no van a salir, sino que de acá tienen que salir y es la única forma. Porque ¿de dónde los saco a las 5 de la ma ñana de su casa...? No se van a levantar.","MONTESINOS"
"Desconocido","Feroz.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ahora, esta segunda vuelta debe ser dentro de los 30 días, después de proclamado, o sea, más o menos en el término son máximo 40 días, o sea, no tenemos…","MONTESINOS"
"Desconocido","Para que no se sienta.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Más que 40 días. Y no la vamos a hacer para el día de la víspera de la elección, ¿no?","MONTESINOS"
"Desconocido","No, pues no.","DESCONOCIDO"
"El señor Vladimiro Montesinos","O sea, digamos, tenemos 10 ó 15 días.","MONTESINOS"
"Desconocido","10 ó 15.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Como máximo.","MONTESINOS"
"Desconocido","La pregunta es: en la medida que van, los dos, los dos van a ir paralelos. O sea, si se puede ir al grano, también todo vale, digamos, o sea, la cuestión, ¿no es cierto?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Pero por eso vamos a ir evaluando.","MONTESINOS"
"Desconocido","Una…","DESCONOCIDO"
"Desconocido","Pero, sobre la medida que haya desorden en sus ciudades.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"Desconocido","Va a ser que el éxito de este (?).","DESCONOCIDO"
"Desconocido","Una pregunta, ¿ah? Nosotros vamos a ir con dos frentes paralelos, uno es que el Presidente salga, etcétera, va a trabajar para... Y al decir tú: ""Vamos evaluando..."", suponte que tú vas evaluando que...","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y nos confiamos que va a salir.","MONTESINOS"
"Desconocido","O el Cholo va subiendo.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Así es.","MONTESINOS"
"Desconocido","Ya. Se supone que de acá a 20 días, tú te des cuenta de que el asunto ya es imparable.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Así es.","MONTESINOS"
"Desconocido","Una cosa que puede suceder. La otra es que no hayan los desórdenes. Bien, se han dado las condiciones dentro de 15 días, ¿qué hacemos?","DESCONOCIDO"
"Desconocido","(?).","DESCONOCIDO"
"Desconocido","Los ""ricarditos"".","DESCONOCIDO"
"El señor Vladimiro Montesinos","Pero ya no entran, pues.","MONTESINOS"
"Desconocido","¿Por qué no entran?","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿Por qué no entran?","MONTESINOS"
"Desconocido","¿Por qué?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Pero no, pues.","MONTESINOS"
"Desconocido","Es que los desórdenes tenemos que hacerlos nosotros, es lo que hemos acordado. La idea es que nosotros provoquemos desórdenes. Para invalidar, para invalidar a ambos, y la idea es justamente cómo invalidamos la imagen de Toledo si no le damos en ese esquema; a él tenemos que invalidarlo.","DESCONOCIDO"
"Desconocido","Por todo lo que ha estado hablando.","DESCONOCIDO"
