"speaker","speech","speaker_std"
"BACKGROUND","﻿Visita de Barry McCaffrey. (del 21 de abril de 1998). Este video muestra la reunión entre la comitiva del general norteamericano Barry McCaffrey, zar antidrogas de su país, con una delegación peruana integrada en tre otros por VMT, Marino Costa y el alto mando militar. VMT interviene para plantear dos puntos que considera cruciales. El primer punto es la nueva ruta del narcotráfico por vía marítima y la importancia de laboratorios de producción de cocaína ubicados en la costa. En segundo lugar, precisa las nuevas modalidades del lavado de dólares provenientes del narcotráfico y la inadecuación de la legis lación para combatirla.","BACKGROUND"
"BACKGROUND","[En las imágenes se aprecia la reunión con el señor Barry McCaffrey y su comitiva, en donde también se encuentran presentes los señores Nicolás de Bari Hermoza Ríos, Tomás Gonzales Reátegui, Marino Costa Bauer, César Saucedo Sánchez, José Villanueva Ruesta, Fernando Dian deras Ottone, Antonio Ibárcena Amico, Elesván Bello Vásquez, Vladimiro Montesinos Torres y el embajador norteamericano Dennis Jett, entre otros. Se observa al embajador saludando a los presentes y conversando con algunos de ellos, luego to ma asiento y espera el inicio de la reunión.]","BACKGROUND"
"El señor Marino Costa","Bueno, yo quisiera primeramente a nombre de Contradrogas, a nombre de todos los presentes hoy día en esta sala, en representación del gobierno peruano, dar una bienvenida muy cordial al general McCaffrey, que por tercera vez nos honra con su presencia en este país, y a toda la comitiva que lo acompaña. Hemos querido preparar una reunión, tener una reunión de trabajo, en donde pensamos que podemos aprovechar bien la oportunidad que se nos presen ta de poder conversar de manera totalmente abierta, transparente, con toda la con fianza... [salto de grabación] ... que gracias a la participación de todas las entidades que de una u otra forma tienen una responsabilidad en lo que es el diseño y la implementación de la estrategia de la lucha antidrogas en nuestro país, como el ministerio de defensa, Contradrogas, etc. Hemos tenido la oportunidad de poder realmente ensamblar una estrategia nacional, sobre la base de una aproximación integral al problema, y está dando resulta dos realmente importantes en este terreno. Creo que el elemento fundamental en esta lucha contra las drogas es sin duda la la bor de intervención de inteligencia que se viene desarrollando, en base a la cual se ha logrado disminuir drásticamente los precios de la hoja de coca, de la pasta básica que se exporta a países como Colombia, etc., para su procesamiento final y luego distribución al mundo entero. A partir de ello, hemos logrado una reducción muy importante del hectareaje cultivado en hoja de coca; sin embargo, éstos son aspectos en los que yo quisiera dejar que el general Villanueva en unos minutos haga una exposición un poquito más detallada. La consecuencia inmediata de esta exitosa estrategia nacional antidrogas es que, por un lado, se viene produciendo un empobrecimiento del campesinado en las zonas donde se siembra la hoja de coca y, por otro lado, se viene produciendo también un... [salto de grabación] ...a poder generar infraestructura de apoyo a la producción en estas zonas cocaleras, apoyo al campesinado en términos de organizado, en términos de llegar con ayuda técnica, en términos de llegar con ayuda comercial, en términos de mejorar su capacidad de gestión, en términos de poder ofrecerles una alternativa para comercializar estos productos sustitutos competitivamente, tanto en mercados nacionales como inter nacionales, y de esta manera poder decir que estos resultados son quizás frágiles y podríamos eventualmente estar experimentando en un futuro un retroceso en este importantísimo avance que hemos tenido. En ese sentido, yo quisiera... [salto de grabación] ...yo quisiera, sin embargo, y en función de la confianza que ahora existe a la apertura, creo que debe haber muchos diálogos, decir que nos parece fundamental para el éxito de la mesa de donantes que el gobierno de los Estados Unidos pueda incrementar significativamente el apoyo que nos viene brindando y que reconocemos como enormemente útil y positivo, para poder, por un lado, alcanzar los objetivos que nos hemos trazado y, por otro lado, para que sea un estímulo, creo que muy importante, a otros países amigos cooperantes para que tengan una mayor participación en lo que es la mesa de donantes que ya hemos convocado y espera mos tenga lugar en el mes de octubre próximo, como había mencionado. Éstos son en términos generales... [salto de grabación.]","COSTA"
"El señor José Villanueva","(?) ... invitados, como bien lo ha explicado el doctor Costa Bauer, presidente del directorio de Contradrogas, uno de los objetivos fun damentales a nivel nacional que se ha establecido este gobierno es la lucha frontal contra el tráfico ilícito de drogas, y con ese objetivo principal nos hemos estableci do tres objetivos, pongamos, de menor jerarquía, pero también importantes. Tenemos un objetivo que es la interdicción y la erradicación, que es la que realiza el Ministerio del Interior con la Policía Nacional. Tenemos la prevención; luego otro objetivo es la prevención y el tercer objetivo es el desarrollo alternativo. Deesos dos objetivos se encarga el directorio de Contradrogas, en realizar la ejecución de esos dos objetivos.Dentro de ese objetivo y la interdicción, que viene realizando el sector interior con el apoyo sostenido y permanente del Servicio de Inteligencia Nacional y de las Fuerzas Armadas, se viene obteniendo una serie de logros tendientes a lograr el desbaratamiento de las organizaciones que operan en el país, la erradicación de plantaciones y almácigos de coca, combatir la microcomercialización en las ciudades, así como al control y fiscalización de los insumos que son destinados para producir la droga. Dentro de este marco, dentro de esta conexión estratégica, el Ministerio del Inte rior se ha propuesto el presente año, intensificar las operaciones de interdicción e incrementar las acciones de inteligencia para esta lucha.","VILLANUEVA RUESTA"
"BACKGROUND","[Salto de grabación.]","BACKGROUND"
"El señor Barry MacCaffrey","Le agradezco la presentación y, lo más importante, le agradezco que me lo haya dado por escrito, yo lo voy a compartir con las autoridades apropiadas de mi gobierno. Una de las razones por la cual vine aquí a Perú era para alzar mi moral; enormes éxitos, felices. Obviamente la erradicación... tal vez no debamos de llamar erradicación sino la eliminación de la producción de co ca, mediante una combinación de técnicos comenzando por la brillante manera de intervenir de la Fuerza Aérea del Perú, el trabajo del Servicio de Inteligencia y Policía y todo el resto que está haciendo trabajo múltiple. Creo que hubo un total el año pasado de 131 millones de dólares, es algo modesto, pero nos da mucho orgullo haber podido participar; pero ésa no es la explica ción por la cual han logrado éxito. Creo que lo más probable es que fue la organización y la voluntad política de los que están aquí presentes, pero también como el doctor Mazinatti y su organización que se llama Cedro tuvo un grupo muy bueno de maestros, alcaldes, profesores, policías, jóvenes todos, que tuvieron parte en el aspecto de prevención. Así que le agradezco al doctor Costa Bauer y a usted, señor ministro, por el paso que han dado. También les doy las gracias a los otros oficiales por constituirse y estar aquí presentes, yo sé qué tan ocupados están. Agradezco mucho, tanto, al señor embaja dor porque yo he tenido la oportunidad de escuchar sus pensamientos. Señor Ministro de Defensa, yo entiendo bien, las Fuerzas Armadas tienen un pa pel sumamente importante también. Me interesa mucho ver la nueva estrategia pa ra ver cómo va a funcionar. El papel de la armada y del ejército, y yo saliendo y la policía moviéndose hacia el frente. Agradezco haber tenido la oportunidad de escuchar a mi amigo, el general Hermoza Ríos, como siempre me da mucho orgullo poder pronunciar su liderazgo. Inicié el día hoy con la oportunidad de ir a visitar al presidente Fujimori, yo creo que fue hace tres años que vinimos acá y entré con un oficial de muy alta jerarquía de nuestro gobierno. Pienso muy buenas ideas para ofrecerle al presidente Fujimori, cuidadosamente pensadas y se las estaba presentando con un amigo del Perú; el presidente Fujimo ri nos escuchó muy cuidadosamente, muy cortés. Se supone que íbamos a estar 20 minutos y estuvimos más de una hora y el presidente nos dio su propio pensar y análisis del problema. Cuando estuvimos regresando a casa le diría a vuestros oficiales del gobierno que ya era hora de comenzar a escuchar y dejar de estar hablando tanto, me alegra que lo estemos haciendo ya. Creo que nos quedan días difíciles hacia adelante, hay 200 mil campesinos ahí. To das estas variables están interrelacionadas, yo sé que ustedes ya lo saben, la pasta ba se de Perú ahora se está mandando hacia Bolivia, para que se procese la cocaína, y después ir a Argentina y Brasil, y de allí hacia Alemania y otros lugares. La amenaza de la droga es dinámica, su gran éxito ha presionado a Colombia don de hay una explosión de producción de la droga de coca. Bolivia les está tratando de seguir el liderazgo que ustedes están empezando. Sí que sé que tendremos algunos días con grandes demandas hacia el frente. El uso de la cocaína va a disminuir en los próximos diez años, se ha reducido al 75% en los úl timos diez años. Creemos que actualmente estamos usando el 26% de la cocaína mun dial, quién sabe, pero ése es el estimado de la información que tenemos. Londres está anunciando nuevos mercados, hablé con el jefe de la seguridad de Río de Janeiro, 12 millones de personas, nueve mil homicidios el año pasado. Me dijo que tuvo más de mil policías muertos o heridos. Me dijo, ""Usted luchó en Vietnam, esto está tan malo como en Vietnam y por causa de la droga bazuca, se le puede vender a un joven brasileño por dos, tres, cuatro dólares al día"". Tuvimos dos días muy importantes en Santiago de Chile, una ocasión, un momento muy histórico para escuchar a estos líderes democráticos electos, comprometer nos a la cooperación contra la droga de una manera multinacional. Vamos a cruzar el cuatro de mayo en la OEA., en la reunión del SICAD para construir un nuevo sistema de cooperación y evaluación, lo podemos lograr, tendremos que andar con cuidado, cada país tiene que tener su propia estrategia, todos tenemos amenazas diferentes de la droga, diferentes tradiciones legales. Yo le he pedido al señor presidente Fujimori que el liderazgo peruano esté presen te en ese proceso, espero escuchar sus propias ideas. Una última cosa, si me lo per miten, el general Hermoza Ríos y yo lo hemos hablado muchas veces, la verdadera guerra contra la droga está en la familia y en las escuelas, en el lugar de trabajo y en las comunidades, pero claramente no podemos lograr nada en el aspecto de prevención y tratamiento de adictos, sino mantenemos el estado de derecho, si la policía se mantiene en un aspecto crítico obviamente dentro del país, pero también en cooperación internacional y las otras fuerzas de la nación y levanta el veto a to dos nosotros que somos los soldados o policías, oficiales selectos. Cómo mantener el mantenimiento del estado de derecho, la protección de derechos humanos, la apertura de nuestras sociedades ante la prensa internacional; aquellos que no en tienden esta nueva realidad estamos poniéndonos nuestros uniformes en el ciclo equivocado, esto sí que es un reto continuo para nosotros, de dejarnos vulnerables a la evaluación externa. En los Estados Unidos, yo ofrezco como ejemplo a las Fuerzas Armadas de los Es tados Unidos, en 1979 tuvimos una tercera parte de la Fuerza usando drogas, era una pesadilla, afectó nuestra disciplina, nuestro nivel de profesionalismo, nuestra fuerza espiritual. En diez años lo reducimos a una tasa de menos de 2%, 1 ó 2%, pero las técnicas que fueron apropiadas para las Fuerzas Armadas de los Estados Unidos no son apropiadas para una sociedad libre, tenemos que mejorarlas. Algu nos de mis líderes políticos, no mi presidente, algunas veces piensan por qué es que no puedo yo ser un general como si estuviésemos en la segunda guerra mundial. Uno de nuestros senadores me dijo algo como crítica pero de lo cual en verdad ten go mucho orgullo, él me dijo ""Pedimos un general, pero nos dieron un trabajador social"", yo le dije, ""Es que usted no entiende la naturaleza del problema, esto no es Tormenta del Desierto, esta batalla está en nuestras escuelas, en nuestros pueblos y ellos no son el enemigo, tampoco lo son los campesinos peruanos"", lo he aprendi do escuchando a su presidente. Les agradezco de nuevo la oportunidad de estar aquí con ustedes. No sé si el em bajador, ¿tiene algo que quisiera decir?","MACCAFFREY"
"Desconocido","El señor Thomas Sanders, quien es mi principal asociado para asuntos internacionales. Sí, les puedo ofrecer una idea si me lo permiten, si no hubiese cámaras en el salón, traje a mi oficial principal de la CLA quien a nivel nacional es la encargada de asun tos delictivos de las drogas, desde el cultivo de las drogas. En una forma global, si ustedes quisieran, ella podría darles una presentación de cinco minutos para de mostrarles el gran éxito dramático que han logrado desde el punto de vista del aná lisis de medios técnicos.","DESCONOCIDO"
"BACKGROUND","[Se ordena salir de la sala a los señores fotógrafos y camarógrafos.]","BACKGROUND"
"BACKGROUND","[En esta parte hay un vacío de grabación.]","BACKGROUND"
"El señor Cesar Saucedo","Realmente es algo loable porque quien va a salir beneficiada va a ser la juventud mundial, no solamente los habitantes de nuestros modernos países, tanto Estados Unidos como Perú así como, creo yo, la población a nivel mundial. Desearía que mis palabras expresen el reconocimiento por el apoyo que brinda Estados Unidos en esta lucha frontal contra el narcotráfico, y así también a los regimientos de las Fuerzas Armadas de mi país tanto la Fuerza Aérea del Perú, la Marina de Guerra del Perú y el Ejército, para continuar trabajando dentro de la estrategia establecida en nuestro país en apoyo a la labor de la Policía Nacional, específicamente Dinandro, y también gracias al aporte sustantivo del Servicio de Inteligencia Nacional. Eso quería manifestarle, general, como intervención y participa ción de las Fuerzas Armadas. Gracias, mi general.","SAUCEDO SANCHEZ"
