"speaker","speech","speaker_std"
"BACKGROUND","﻿Reunión de General Delgado, Vicente Silva, Eduardo Calmell y Vladimiro Montesinos. (del 6 de noviembre de 1999). No obstante el rótulo, VMT participa desde el comienzo y en determinado mo mento se incorpora el General Delgado. Antes de su llegada, Vicente Silva, que es taba designado para representar a las FFAA en la compra de Cable Canal de No ticias, argumenta las inconveniencias de su papel porque, al estar casado, tiene que conseguir ¡afirma de su esposa y no le parece conveniente. Luego, VMT entre ga dos millones de dólares a Vicente Silva. Finalmente, conversan sobre una es trategia de medios para enfrentar la campaña electoral.","BACKGROUND"
"El señor Vladimiro Montesinos","¿Cómo te ha ido, ah?","MONTESINOS"
"El señor Vicente Silva","Los abogados son una plaga, ah.[Risas.] Aunque tres abogados hay acá.","SILVA"
"El señor Vladimiro Montesinos","Pero los otros son más fregados","MONTESINOS"
"El señor Eduardo Calmell Del Solar","O sea, que yo le digo que él no sé quién, al contrario no hagas tanto papel, haz menos papel y sí más rápido.","CALMELL"
"El señor Vicente Silva","No deben hacer tanto papel, hermano.","SILVA"
"El señor Vladimiro Montesinos","Pero, hermano, es que el problema es el siguien te. Tú sabes que esta gente siempre pide un dictamen a la asesoría jurídica y la ase soría jurídica, ha venido acá el asesor jurídico de ellos porque así como Vicente es un intermediario, en el estudio también soy un intermediario...","MONTESINOS"
"El señor Vicente Silva","Claro.","SILVA"
"El señor Vladimiro Montesinos","En la boca, el dinero no lo estoy entregando yo, están poniendo ellos. Entonces, ellos piden opinión a la asesoría jurídica y la asesoría jurídica dice ""Señor, se requiere A, B, C, D, E"" y ya tú sabes cómo es la mct talidad de los abogados…","MONTESINOS"
"El señor Vicente Silva","Claro, pero hay cosas que están bien; o sea, por ejemplo me dicen las generales de mi mujer, yo a mi mujer cómo la voy a meter…","SILVA"
"El señor Vladimiro Montesinos","Pero, el tema...","MONTESINOS"
"El señor Vicente Silva","¡Cómo le voy a decir a mi mujer que estoy representando acciones del SIN!","SILVA"
"El señor Vladimiro Montesinos","Pero el tema es la reflexión que hay ahi, seguido... es la siguiente, muy bien; no sé si Manuel será soltero o casado...","MONTESINOS"
"El señor Vicente Silva","Es soltero.","SILVA"
"El señor Vladimiro Montesinos","Es soltero, no hay ningún problema en esa fase","MONTESINOS"
"El señor Vicente Silva","Así es.","SILVA"
"El señor Vladimiro Montesinos","Ya perfecto, eso está bien. El asunto está en que tú apareces como propietario del asunto, apareces firmando un recibo, que recite el dinero, no aparece Manuel, no aparece...","MONTESINOS"
"El señor Eduardo Calmell Del Solar","Claro, tú recibes.","CALMELL"
"El señor Vladimiro Montesinos","Tú recibes, entonces, haces la recepción. El tema está que cuando tú quieras hacer el tema de la venta vas a necesitar de das maneras la firma de tu mujer porque tú eres casado, es sociedad conyugal Entonces ¿qué pasa si tu señora se separa contigo? ¿qué pasa si hay alguna cuestion Eso es lo que ellos piensan en ese tema.","MONTESINOS"
"El señor Vicente Silva","Mira, no vamos a entrar a discutir el detalle. Las acciones se transfieren por la sola venta del titular...","SILVA"
"El señor Vladimiro Montesinos","Sí, no, pero...","MONTESINOS"
"El señor Vicente Silva","Escucha, Vladimiro, yo compro y vendo acciones todos los días.","SILVA"
"El señor Vladimiro Montesinos","Sí, yo sé.","MONTESINOS"
"El señor Vicente Silva","Mi esposa tiene acciones a su nombre, las vence ella sola.","SILVA"
"El señor Vladimiro Montesinos","Pero la sociedad conyugal, no te olvides, como  se llama esto que...?","MONTESINOS"
"El señor Vicente Silva","Lógico, si mi mujer hiciera líos, sí, pero, en circumstancias normales, yo ¿cómo le explico a mi mujer que estoy representando acciónes de las Fuerzas Armadas...?","SILVA"
"El señor Vladimiro Montesinos","Pero, también ponte a pensar, ellos piensan en qué pasaría si es que...","MONTESINOS"
"El señor Vicente Silva","¿Qué hago...?, separación de bienes.","SILVA"
"El señor Vladimiro Montesinos","Ah, no.","MONTESINOS"
"El señor Vicente Silva","Pero no lo puedo hacer hoy día, yo no puedo...","SILVA"
"El señor Eduardo Calmell Del Solar","Puedes hacer un documento firmado ven diendo las acciones, eso sería...","CALMELL"
"El señor Vladimiro Montesinos","No, no, es que el asunto es que justamente ellos han preparado un documento, hoy día están...","MONTESINOS"
"El señor Vicente Silva","Pero, no me, digamos, arrinconen porque yo no estoy ha ciendo aquí nada para mí.","SILVA"
"El señor Vladimiro Montesinos","Yo lo sé, yo lo sé perfectamente, o sea, el recibo que tú recibes no hay ningún problema, pero...","MONTESINOS"
"El señor Vicente Silva","Yo tengo acá todo firmado, yo al recibo le he agregado una notita, porque después me puse a pensar ya como abogado.","SILVA"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"El señor Vicente Silva","Y este recibo está tan mal redactado, que yo reconozco a un fantasma.","SILVA"
"El señor Vladimiro Montesinos","Sí, al tenedor, al tenedor.","MONTESINOS"
"El señor Vicente Silva","Sí, pues, imagínate, mañana que aparezca un narcotraficante, ya sé que no va a pasar.","SILVA"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Vicente Silva","Pero, que aparezca un narcotraficante y diga ""Yo soy el te nedor, las acciones son mías"".","SILVA"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Vicente Silva","¡Puta, me dan cadena perpetua! Entonces, yo he redacta do una, he hecho el recibo como tú pediste y le he hecho esta pequeña nota que es una declaración mía, que no afecta en nada la naturaleza del recibo, pero simple mente un poco aclara las circunstancias.","SILVA"
"El señor Vladimiro Montesinos","Eso, eso.","MONTESINOS"
"El señor Vicente Silva","Ahora, viendo los papeles he adjuntado también esto, ¿no es cieno?","SILVA"
"El señor Vladimiro Montesinos","El que yo hago firmar.","MONTESINOS"
"El señor Vicente Silva","Claro, ya para que tú, para que aquí sepan exactamente  cómo es toda la cuestión.","SILVA"
"El señor Vladimiro Montesinos","Claro. Esto, no hay problema en esta cuestion; no.","MONTESINOS"
"El señor Vicente Silva","Yo lo que quería era que fuera Manuel, y te he añadido también la copia de su pasaporte.","SILVA"
"El señor Vladimiro Montesinos","De su pasaporte.","MONTESINOS"
"El señor Vicente Silva","Donde está estado civil ""soltero"". Ahí está.","SILVA"
"El señor Eduardo Calmell Del Solar","Ahora, yo quiero que Vicente sea. el que porque eso es lo que hemos quedado, que él sea el que le entregue a Mantiel tocio","CALMELL"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Eduardo Calmell Del Solar","Entonces, un recibo.","CALMELL"
"El señor Vicente Silva","Bueno, está bien, yo voy.","SILVA"
"El señor Vladimiro Montesinos","Ahora, él.","MONTESINOS"
"El señor Eduardo Calmell Del Solar","Yo no voy a tener la plata yo.","CALMELL"
"El señor Vicente Silva","No, yo tampoco, pero a mí que me pongan un guardia vamos y se lo entregamos a Manuel.","SILVA"
"El señor Eduardo Calmell Del Solar","No, ¡qué un guardia!, pero se lo entresu r y se lo entregas a él.","CALMELL"
"El señor Vladimiro Montesinos","Claro, está bestial, está bien; incluso le anadido, pues, me parece perfectamente razonable; o sea, estamos pensando más.","MONTESINOS"
"El señor Eduardo Calmell Del Solar","(?) ahora que...","CALMELL"
"El señor Vladimiro Montesinos","Que en términos formales y legales...","MONTESINOS"
"El señor Vicente Silva","Claro, está correcto.","SILVA"
"El señor Vladimiro Montesinos","Porque mañana aparece Juan Pérez...","MONTESINOS"
"El señor Eduardo Calmell Del Solar","¿Por qué no hacemos una cosa?","CALMELL"
"El señor Vladimiro Montesinos","Sí...","MONTESINOS"
"El señor Eduardo Calmell Del Solar","¿Por qué no, yo le digo a Manuel, Manuel (?) el recibo a Vicente""?","CALMELL"
"El señor Vladimiro Montesinos","No, el problema no es ése, la primera parte es tá perfecta...","MONTESINOS"
"El señor Vicente Silva","Lo que ellos dicen, una vez que las acciones están a mi nombre...","SILVA"
"El señor Vladimiro Montesinos","Claro. Entonces, ¿cómo las puedes transferir?","MONTESINOS"
"El señor Vicente Silva","Como las ha adquirido un pata que es casado...","SILVA"
"El señor Vladimiro Montesinos","Tiene que tener la autorización de su señora.","MONTESINOS"
"El señor Vicente Silva","Forma parte de la masa, de la masa...","SILVA"
"El señor Vladimiro Montesinos","De la sociedad conyugal.","MONTESINOS"
"El señor Vicente Silva","De la sociedad conyugal.","SILVA"
"El señor Vladimiro Montesinos","Y la sociedad conyugal no puede transferir, no puede transferir nada si no tiene autorización.","MONTESINOS"
"El señor Vicente Silva","Como yo no estoy casado con una idiota.","SILVA"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Vicente Silva","Yo tengo que explicarle a mi mujer cuando firma.","SILVA"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Vícente Silva","Entonces, hay cosas que mi mujer me firma sin preguntarme...","SILVA"
"El señor Vladimiro Montesinos","Y hay cosas...","MONTESINOS"
"El señor Vicente Silva","Pero hay cosas que, o sea, si firmo un contrato en el cual estoy diciendo que las acciones no son mías, sino son de un fantasma. Es una cosa fuerte, yo ¿cómo le explico eso a mi mujer?, ¿me entiendes?","SILVA"
"El señor Eduardo Calmell Del Solar","Dile que tienes un contrato de compra venta no más, pues.","CALMELL"
"El señor Vicente Silva","Eso sí lo puedo hacer, tengo que pensar qué cosa, yo no puedo firmarle lo que un asesor jurídico quiere así nada más, porque ellos tienen un sistema de redacción...","SILVA"
"El señor Vladimiro Montesinos","No, no, pero la...","MONTESINOS"
"El señor Vicente Silva","Ni de lorcho, Vladimiro, no.","SILVA"
"El señor Vladimiro Montesinos","No, pero el documento está exactamente tal cual, o sea, no ha cambiado...","MONTESINOS"
"El señor Vladimiro Montesinos","O sea, tú has visto que la (?) inclusive se ha meioracic","MONTESINOS"
"El señor Vicente Silva","No, las observaciones en el contrato eran las pertinentes.","SILVA"
