speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS VIDEOS Núms. 1614 – 1615 REUNIÓN GRAL. BERGAMINO – GRAL. SAUCEDO – DR. – CG FAP – CG AP – DIRGEN – GRAL. VILLANUEVA 22 DE JULIO DE 1999	BACKGROUND
El señor BERGAMINO CRUZ.—	 Éste, nosotros tenemos. Las conversaciones desde el primer día el Presidente dijo que había que fortalecer la relaciones entre los dos, en cuanto al problema de seguridad. Los dos han coincidido que el problema principal es seguridad por un asunto primero, de Colombia y también por el problema del narcotráfico. ¿Te acuerdas que acá ya habíamos pensado firmar en Convenio?	BERGAMINO
El señor MONTESINOS TORRES.—	 Claro, que hicimos esa exposición esa de...	MONTESINOS
El señor BERGAMINO CRUZ.—	 ¿Te acuerdas? Claro. Pero, ya el año pasado ya había habido un intercambio.	BERGAMINO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Inclusive ya había remitido la Cancillería Peruana un convenio con la Cancillería Brasileña.	BERGAMINO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Para firmar un convenio para controlar las (?).	BERGAMINO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Entonces, la Cancillería Brasileña contestó con algunas observaciones.	BERGAMINO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Las observaciones fueron sometidas acá a la Fuerza Aérea y la Fuerza Aérea le dio el pase.	BERGAMINO
El señor MONTESINOS TORRES.—	 Ya. El Ministerio de Defensa devolvió a Cancillería Peruana para que (?). Y en Cancillería Peruana estaba el embajador Rutia a cargo de eso. Y lo cambian a Rutia y (?). Y ahí se ha quedado.	MONTESINOS
El señor MONTESINOS TORRES.—	 Se ha parado.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Se ha parado. Pero yo creo que esto, ahora, se puede más ampliar al ámbito fluvial también, hermano.	BERGAMINO
El señor MONTESINOS TORRES.—	 Si, pues. Claro. (?) Si justamente a Cesar, que en cuanto a la estrategia de los seis meses para el tema del Narcotráfico	MONTESINOS
El señor BERGAMINO CRUZ.—	 Claro	BERGAMINO
El señor MONTESINOS TORRES.—	 Tenemos que afianzar las relaciones con los Brasileros	MONTESINOS
El señor BERGAMINO CRUZ.—	 Así es.	BERGAMINO
El señor MONTESINOS TORRES.—	 En el ámbito aéreo y en el ámbito fluvial.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Así es.	BERGAMINO
El señor MONTESINOS TORRES.—	 Y también en la parte terrestre.	MONTESINOS
El señor BERGAMINO CRUZ.—	 La parte terrestre.	BERGAMINO
El señor MONTESINOS TORRES.—	 Y es importante, ¿por qué? Porque no te olvides (?) que una cosa es el control de ríos y otra cosa.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Así es.	BERGAMINO
El señor MONTESINOS TORRES.—	 Es el ingreso de los narcos que utilizan las trochas.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Claro.	BERGAMINO
El señor MONTESINOS TORRES.—	 Y esas cosas. Si no habría Convenio estaríamos nosotros haciendo violación de soberanía.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Sí. Y además han quedado en que van a dinamizar más la construcción de la carretera que va entre Madre de Dios o Puerto Maldonado al Departamento de (?).	BERGAMINO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Y entonces, parece que ya estuvo Pandolfi, también..	BERGAMINO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BERGAMINO CRUZ.—	 O sea, en realidad ha habido un intercambio de información bastante positiva, ¿no?	BERGAMINO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Entonces, ¿qué se puede hacer?, Yo le dije al Embajador de Brasil, él esta dispuesto y él sabe también que había habido intercambio.	BERGAMINO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BERGAMINO CRUZ.—	 A nivel de ministros de defensas se puede firmar un convenio macro.	BERGAMINO
El señor MONTESINOS TORRES.—	 Ah.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Macro. ¿No? Y después cada comando de fuerza puede firmar lo que respecta. La Fuerza Aérea con la Fuerza Aérea, el control de aeronaves. La Marina con la otra Marina y el Ejército con el Ejército en cuanto al problema terrestre. ¿No?	BERGAMINO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Porque, para estar firmando un Convenio o firmar un solo convenio los tres; no va a servir. ¿No?	BERGAMINO
El señor MONTESINOS TORRES.—	 Lógico.	MONTESINOS
El señor BERGAMINO CRUZ.—	 ¿Te das cuenta?	BERGAMINO
El señor MONTESINOS TORRES.—	 Sí, sí.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Entonces, es cuestión que se le proponga ya Cancillería.	BERGAMINO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Nosotros a Cancillería. Entonces, estamos estudiando eso.	BERGAMINO
El señor MONTESINOS TORRES.—	 Pero, hay que presionar un poco a Cancillería, porque esos patas son muy lentos, hermanos.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Sí, hombre. Se quedan, y éstos patas se quedan. Después el asunto de SIVAM - SIPAM. Eso que lo tienen hace tiempo. ¿No? SIVAM - SIPAM, es Estados Unidos, perdón, Brasil tiene el sistema de vigilancia de la Amazonia. SIVAM (Sistema de Vigilancia de la Amazonia) y SIPAM (Sistema de protección de la Amazonia). Entonces, un sistema que controla por medio de satélites, de radares; todo el territorio amazónico. Ahí. Pero, esto acá, debe ir también no solamente para cuestión de defensa, seguridad sino también para el desarrollo. Entonces, ya, esto también Cancillería ha hecho, ha tomado este asunto y ha preguntado a los sectores, cuál es, cómo, cuál es el parecer de cada uno de los ministerios. Para el Perú, el Ministerio de Defensa ha recomendado (?). Ellos quieren vendernos a nosotros.	BERGAMINO
El señor MONTESINOS TORRES.—	 Claro, así es.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Pero cuesta más de mil 300 millones de dólares. ¡Un montón de plata!	BERGAMINO
El señor MONTESINOS TORRES.—	 Ah, ya.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Entonces, el Ministerio de Defensa ha recomendado que nosotros podríamos desarrollar un sistema propio, pues.	BERGAMINO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Va a salir más barato. ¿No?	BERGAMINO
El señor MONTESINOS TORRES.—	 Lógico.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Y después lo integramos con ellos.	BERGAMINO
El señor MONTESINOS TORRES.—	 Está bien.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Ahora, no se qué cosa contestará los otros sectores. Esa es la respuesta que ha dado Cancillería. Y eso desde el año pasado ¿Te acuerdas que yo fui? Me dijiste que yo fuera a Manaos.	BERGAMINO
El señor SAUCEDO SÁNCHEZ.—	 Ah, sí.	SAUCHEDO SANCHEZ
El señor BERGAMINO CRUZ.—	 Yo te dije que debía (?).	BERGAMINO
El señor SAUCEDO SÁNCHEZ.—	 Por la cuestión de la Amazonia.	SAUCHEDO SANCHEZ
El señor BERGAMINO CRUZ.—	 Claro, por cuestión de la Amazonia. Y éste, están muy preocupados por el asunto de Colombia.	BERGAMINO
El señor MONTESINOS TORRES.—	 (?)	MONTESINOS
El señor BERGAMINO CRUZ.—	 Bueno, eso ya el Presidente lo dijo y el Presidente Cardoso. Y, como yo he estado en Colombia.	BERGAMINO
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Yo tengo un hijo en Colombia y mi hijo me dice “papá” cada vez que hablo me dice: “Acá la gente ya está pidiendo que intervengan los gringos. (?). Entonces, el Presidente dijo que si intervienen los gringos sonamos todos acá.	BERGAMINO
El señor MONTESINOS TORRES.—	 Claro, por qué.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Entonces, si hay que hacer una intervención, entonces puede intervenir una fuerza regional.	BERGAMINO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Perú-Brasil.	BERGAMINO
El señor MONTESINOS TORRES.—	 Perú-Brasil.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Claro, claro, pues.	BERGAMINO
El señor MONTESINOS TORRES.—	 Para evitar que los gringos se metan.	MONTESINOS
El señor BERGAMINO CRUZ.—	 Así es.	BERGAMINO
El señor MONTESINOS TORRES.—	 Pero, si los dos Presidentes se ponen de acuerdo y nos ponemos de acuerdo con Pastrana; entramos ahí al tema ¿no?	MONTESINOS
El señor BERGAMINO CRUZ.—	 Claro, va a tener que ser así al final antes de que se metan los gringos.	BERGAMINO
