"speaker","speech","speaker_std"
"Desconocido","Sí, diez toneladas.","DESCONOCIDO"
"El señor Humberto Rozas","O sea, la embarcación no ha salido de Estados Unidos.","ROZAS"
"Representante de Estados Unidos","No, eso es de Colombia.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Así es. Ha entrado al Canal, de allí al Caribe y se ha ido por la ruta de las Islas Canarias.","ROZAS"
"Desconocido","Pero de Perú.","DESCONOCIDO"
"Representante de Estados Unidos","No, no, no, es una aventura.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Buena aventura.","ROZAS"
"Representante de Estados Unidos","Diez, diez, diez toneladas.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Sí.","ROZAS"
"Desconocido","Diez toneladas.","DESCONOCIDO"
"El señor Humberto Rozas","Lo que sucede es que es una buena cantidad. Ahora, si eso es hormiga…","ROZAS"
"Desconocido","Pero Washington parece que tiene, como se dice, evidencia, que el producto parece cantidad delicada de España (?).","DESCONOCIDO"
"Desconocido","Sí, no mucho pero (?).","DESCONOCIDO"
"Desconocido","(?).","DESCONOCIDO"
"Representante de Estados Unidos","Se diría que hay mucho movimiento marítimo entre España, es pecíficamente, y el (?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Por la pesca, ¿no es cierto? Por la pesca de altura, que ahí van todas las embarcaciones españolas que están allí, frente a Canadá y a la cos ta norte de ustedes.","ROZAS"
"Representante de Estados Unidos","Sí. Entonces es... y claro hay más concentraciones en eso, les hablo de Europa (?) de sus techos grandes, de eso. Si queremos hablo de...","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Ahora, claro, como dices, mira, si la droga va a llegar a España y de nuevo para traerla a América, lo veo yo... bueno, de todas maneras si hay algún indicio bueno, hay que investigarse, ¿no?","ROZAS"
"Representante de Estados Unidos","Pero a mí me parece que hay mejoría, 80% (?) en Europa.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Así es.","ROZAS"
"Representante de Estados Unidos","Y en un 100% también.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Los países estos ahora de Hungría, Checoslovaquia, parece que el monto de pago es elevado.","ROZAS"
"Desconocido","Es elevado porque hay delincuentes allá.","DESCONOCIDO"
"El señor Humberto Rozas","Así es. Un poco la juventud, la población de estos países se está liberando de una serie de presiones en las cuales estaban, entonces hay un poco de demanda, digamos, ¿no? Hay demanda y está con el precio arriba.","ROZAS"
"Representante de Estados Unidos","No, y por eso queremos un cambio acá, el precio está subiendo otra vez, no sé si es una cosa crítica, ¿no? Depende de (?), pero en este momento el precio se está (?) y (?) campos (?) por ejemplo hay mucho movimiento (?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","La parte de Apurímac.","ROZAS"
"Representante de Estados Unidos","Sí, entonces necesitamos reconsiderar eso y concentrar esfuerzo. Pero eso se suministra antes que tengamos más ejercicios (?) de las plantas.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","(?).","DESCONOCIDO"
"Desconocido","No, el martes parto. Si traemos más forward, acá, acá, acá, ¿qué dice? Que les hace un trato. Tú sabes ya que su esposo (?) bien (?).","DESCONOCIDO"
"Desconocido","Es importante, digamos, nuevamente su posición. Asumo, tres aprueban y ellos van al examen. Nosotros, cuando no está cerca del origen hace el impacto. Entonces, organizar es posible para hacerlo si no tienen ningún impacto en el precio (?) tan importante.","DESCONOCIDO"
"Desconocido","Importante (?).","DESCONOCIDO"
"Desconocido","Usted tiene que ser (?) mantener un precio bajo.","DESCONOCIDO"
"Desconocido","Sigue nuestra dosis.","DESCONOCIDO"
"Desconocido","Claro.","DESCONOCIDO"
"Desconocido","Entonces, (?) es interesante.","DESCONOCIDO"
"BACKGROUND","[Risas.]","BACKGROUND"
"Desconocido","Una palabra que se hizo mucho acá, es interesante.","DESCONOCIDO"
"Desconocido","Una palabra bien diplomática.","DESCONOCIDO"
"Desconocido","Bien diplomática.","DESCONOCIDO"
"Representante de Estados Unidos","Creen un montón de incentivos.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Este... tú vienes de frente de Washington para acá.","ROZAS"
"Desconocido","Sí, yo vengo de Washington, pero antes estaba en Panamá.","DESCONOCIDO"
"El señor Humberto Rozas","Ah, ya.","ROZAS"
"Desconocido","Pero antes de Panamá estuve otro tiempo en Europa. Pero estando en Panamá (?) estos años (?).","DESCONOCIDO"
"El señor Humberto Rozas","Bonito es Panamá.","ROZAS"
"Desconocido","Sí, pero más bonito es aquí.","DESCONOCIDO"
"El señor Humberto Rozas","Ah, sí.","ROZAS"
"Desconocido","Y es un país mucho más interesante que Panamá.","DESCONOCIDO"
"El señor Humberto Rozas","Sí.","ROZAS"
"Desconocido","Y se habla mucho de Panamá, muchísimo.","DESCONOCIDO"
"BACKGROUND","[Risas.]","BACKGROUND"
"Desconocido","Es increíble.","DESCONOCIDO"
"Desconocido","No es la lluvia, es mar, es agua. Agua del cielo.","DESCONOCIDO"
"El señor Humberto Rozas","Yo me acuerdo cuando fui de teniente a (?) salí el primer día no más, el día que tenían que entregarme uniforme, botas... una lluvia y había que ir caminando, no había carro. Ahora el alumno va caminando…","ROZAS"
"Desconocido","Ajá.","DESCONOCIDO"
"El señor Humberto Rozas","... hasta la barraca. Llegamos con todo mojado.","ROZAS"
"Representante de Estados Unidos","Pero eso cae todo el tiempo, ¿ah?","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Sí.","DESCONOCIDO"
"El señor Humberto Rozas","Llueve fuerte.","ROZAS"
"Desconocido","Es más que fuerte.","DESCONOCIDO"
"El señor Humberto Rozas","Más.","ROZAS"
"Desconocido","Delante de la embajada, la lluvia, el agua, sube hasta aquí en diez minutos y mueren...","DESCONOCIDO"
"Representante de Estados Unidos","Tú no vas a tener ese problema.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Claro.","DESCONOCIDO"
"Desconocido","Sí, sí.","DESCONOCIDO"
"Representante de Estados Unidos","La lluvia acá no es un problema.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Pero aquí hay humedad.","DESCONOCIDO"
"El señor Humberto Rozas","Sí.","ROZAS"
"Desconocido","No hay lluvia pero...","DESCONOCIDO"
"El señor Humberto Rozas","Tenemos una humedad de noventa, noventa y cinco.","ROZAS"
"Representante de Estados Unidos","Ah, ya.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Allá es la misma cosa con la lluvia y con el calor.","DESCONOCIDO"
"El señor Humberto Rozas","El calor, pues.","ROZAS"
"Desconocido","El calor increíble. Todos los días 35 grados, lluvia, un verano; es difícil vivir así.","DESCONOCIDO"
"Representante de Estados Unidos","Realmente no estamos, pues... Perú es un país de ilusiones y frío.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Claro, como dices tú.","ROZAS"
"Desconocido","Contrastes (?).","DESCONOCIDO"
"Representante de Estados Unidos","Lima es Lima.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Hay cultura, ¿no?","ROZAS"
"Desconocido","Sí, una gran cultura","DESCONOCIDO"
"Representante de Estados Unidos","(?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Y también hay diferentes zonas.","ROZAS"
"Representante de Estados Unidos","Son muy diferentes.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Bonitas, bonitas.","ROZAS"
"Representante de Estados Unidos","(?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Ahora, lo que estamos promoviendo, pues, es el turismo aquí, a toda la selva, esto de Candamo, por ejemplo, ¿no? Se está abriendo, digamos, para el turismo, ¿no?","ROZAS"
"Desconocido","Es una historia muy interesante, y el turismo sí le puede ayudar mucho al país a desarrollar.","DESCONOCIDO"
"El señor Humberto Rozas","Eso es lo que... bueno, ahora hay una buena noticia ahí de la cadena esta de los hoteles, —¿cómo se llama?—, Howard Johnson. Esta dos Unidos va a invertir acá.","ROZAS"
"Representante de Estados Unidos","Ah, no me digas.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Sí, van a hacer una cadena como de ocho o diez hoteles.","ROZAS"
"Desconocido","¡Ah, qué bien!","DESCONOCIDO"
"Representante de Estados Unidos","Ah, muy bien.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","De un nivel, digamos, ¿no?, cinco estrellas, ¿no?","ROZAS"
"Representante de Estados Unidos","Sí, está bien.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Pero sí tres.","ROZAS"
"Representante de Estados Unidos","Está muy bien, está bien.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Pero hay cuatro, para que... un turismo digamos que tenga acceso a alojarse.","ROZAS"
"Desconocido","Exacto.","DESCONOCIDO"
"Representante de Estados Unidos","Y eso es importante, (?) para ver su infraestructura.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Claro.","ROZAS"
"Representante de Estados Unidos","Es cuestión de recursos.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Como dices tú, llega a un sitio y, bueno, tiene que es tar buscando, ¿no?","ROZAS"
"Representante de Estados Unidos","(?)","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Howard Jhonson ha visto, ¿no? Ha hecho un estudio.","ROZAS"
"Desconocido","Sí.","DESCONOCIDO"
"El señor Humberto Rozas","Más de seis meses de trabajo, él ha visto en qué si tios y van a comenzar, ¿no? En una sociedad parece con una... con ecuatorianos y peruanos.","ROZAS"
"Desconocido","¡Qué bien!","DESCONOCIDO"
"El señor Humberto Rozas","Porque Howard Jhonson también no deja de lado que ahora, con la tranquilidad esta que ya tenemos con Ecuador, hay un circuito turístico muy interesante que es Galápagos y después venir a Machu Picchu.","ROZAS"
"Desconocido","Sí, sí, es verdad.","DESCONOCIDO"
"El señor Humberto Rozas","¿No?","ROZAS"
"Representante de Estados Unidos","Es más fácil todo lo que sea dinero (?).","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Pero en estos momentos no hay las medidas para las inversiones que quiere el extranjero, está difícil.","DESCONOCIDO"
"El señor Humberto Rozas","Sí, está un poco difícil, ¿no?","ROZAS"
"Desconocido","Mucho más difícil.","DESCONOCIDO"
"El señor Humberto Rozas","Pero nosotros estamos con todas las puertas abiertas para las posibilidades de inversiones, entonces... este... ellos están tratando de un planeamiento, digamos, de unos hoteles de tres estrellas, donde, pues, el turista, un poco que llamamos de mochila.","ROZAS"
"Desconocido","Exacto.","DESCONOCIDO"
"El señor Humberto Rozas","¿No? Llegue y diga, ""¿Cuánto cuesta?"" ""Cuarenta dólares . Bueno, me puedo alojar , ¿no? Nosotros le decimos, ciento veinte, ciento cincuenta dólares la habitación, no va.","ROZAS"
"Desconocido","Sí, (?) limpias.","DESCONOCIDO"
"El señor Humberto Rozas","Así es. Las veces que yo he tenido alguna oportuni dad, creo que me he alojado en uno o en dos ahí, en la cadena esta Howard John son. Los hoteles te brindan todas las facilidades, ¿no?","ROZAS"
"Desconocido","Y para solventar tienen un nombre conocido, y cuando hay nombres conocidos hay más cadenas de hoteles. Por lo menos los americanos cuan do vienen, tienen más confianza.","DESCONOCIDO"
"El señor Humberto Rozas","Así es. No, ya ellos ven ahí en…","ROZAS"
"Desconocido","Eso es muy importante.","DESCONOCIDO"
"El señor Humberto Rozas","No, algo, a ver la lista y, bueno, éste es... este... que le podemos decir, pues, Perú Howard Johnson, ya con esto dicen, como dices tú, yo ahí quiero, ¿no?","ROZAS"
"Representante de Estados Unidos","Así es.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Bueno, lamentablemente, pues... no... este... siempre los nombres, la propaganda siempre.","ROZAS"
"Desconocido","Lo mismo ha tomado, ha hecho eso Holiday Inn. Holiday Inn ya tiene varios hoteles en Latinoamérica.","DESCONOCIDO"
"Representante de Estados Unidos","Hay uno en Miraflores.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Pero ellos hicieron hoteles más lujosos, muchos de los que vienen, los turistas en mochila, no pueden pagar eso para quedarse en el Holiday Inn, entonces se le da otra opción.","DESCONOCIDO"
"El señor Humberto Rozas","Otra, otra, otra óptica le va a dar, digamos, como te decía, ¿no?, de un turista, ¿no? A veces, esos de grupo, que son cinco, seis, turismo de aventura.","ROZAS"
"Desconocido","Exacto.","DESCONOCIDO"
"Desconocido","Esos turistas de Latinoamérica también.","DESCONOCIDO"
"El señor Humberto Rozas","Y también de Latinoamérica. Nosotros mismos, por que a veces pues... este... no, aquí el hombre...","ROZAS"
"Representante de Estados Unidos","El país es para tener turistas que van a regresar. En este momen to hay muchos que van a visitar el Perú una vez.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Claro.","ROZAS"
"Representante de Estados Unidos","Visitar Cuzco, el Valle Sagrado, Machu Picchu, gracias, chau; pe ro y... es casi el método de muchos, son un montón en otros sitios. Realmente y en ese sentido más interesante y más importante, cultural e históricamente. En fin, de ahí Machu Picchu, de ahí (?) pero no hay, no hay nada, entonces, el futuro depen de del turismo, mucho de eso.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Ahora, tú sabes que esto de.... Esto del turismo, pues, como dicen y la propaganda esto, prácticamente es de per sona a persona porque, ""¿Adonde has ido?"" ""¡Pucha!, que me fui al Perú, al Cuzco. Machu Picchu, qué bien, buen hotel, me han atendido bien"", ""Ah, caramba, yo el otro año me voy"".","ROZAS"
"Representante de Estados Unidos","(?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","A veces un poco la propaganda esa fría de...","ROZAS"
"Representante de Estados Unidos","Sí.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","¿No? Escrita no.","ROZAS"
"Desconocido","No hace (?).","DESCONOCIDO"
"El señor Humberto Rozas","No entra, la propaganda esa de que uno a un familiar, a un amigo, le dice, ""¿Dónde has estado?"" ""Me han atendido bien"", esto, ésa llega más, tiene más profundidad, porque... ""me paseé por aquí"", ""me costó míni mo , esto, ¡ah, caramba!, yo el otro año me voy para allá"".","ROZAS"
"Representante de Estados Unidos","El año pasado tuvimos 600 mil turistas, 600 mil. Este año la (?) es más pues, casi, cercana de 800.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Por ejemplo, Paracas, si tú has ido, hay un grupo es pañol que quiere hacer un...","ROZAS"
"Representante de Estados Unidos","Un hotel... real.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Un hotel, tipo, ¿cómo le llaman?, este... Cadena, un tipo resort.","ROZAS"
"Representante de Estados Unidos","Ya.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","¿No?","ROZAS"
"Representante de Estados Unidos","Está bien, es un buen país.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Vaya tres días, vaya cuatro días, paga por tres, ¿no? Con todo incluido.","ROZAS"
"Representante de Estados Unidos","Está bien, déjeme ver, tenemos solamente sin contar a Paracas.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","El Hotel Paracas, ya eso le expliqué, es antiguo, rústico.","ROZAS"
"Representante de Estados Unidos","Ese hotel, ¿dónde está?","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Está en Paracas, por el sur.","ROZAS"
"Desconocido","Por la costa, ¿no?","DESCONOCIDO"
"El señor Humberto Rozas","Donde están las ruinas de Nazca, donde están las lí neas de Nazca.","ROZAS"
"Representante de Estados Unidos","(?) lea, y hay un lugar, hay una isla como Galápagos.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Sí.","ROZAS"
"Representante de Estados Unidos","Pero más pequeña, Ballestas.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Ajá.","DESCONOCIDO"
"Representante de Estados Unidos","Ballestas creo le llaman, y hay un Parque Nacional.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Sí.","DESCONOCIDO"
"El señor Humberto Rozas","Ya, esto es interesante. Por si acaso, si hay un consor cio español que quiere hacer tipo resort, la gente va a ir. Que no sea muy caro.","ROZAS"
"Representante de Estados Unidos","¿No? Es un sitio estratégico porque es cercano a Nazca, y enton ces van ahí.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Así es.","ROZAS"
"Representante de Estados Unidos","(?) ruinas, entonces.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Tienen para movilizar allí al turista, que vea las Islas Ballestas, las ruinas…","ROZAS"
"Representante de Estados Unidos","Nosotros necesitamos cambiar el olor de Pisco.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Ah, el Pisco.","ROZAS"
"Representante de Estados Unidos","Hay unos vientos (?) no están en la dirección, ¿bien? ¡Ay, caramba!","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","(?).","DESCONOCIDO"
"Representante de Estados Unidos","Hay de pescado, pues.","REPRESENTANTE ESTADOS UNIDOS"
"BACKGROUND","[Risas.]","BACKGROUND"
"El señor Humberto Rozas","A veces las fábricas de harina.","ROZAS"
"Representante de Estados Unidos","No y eso.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Lo otro es lo de las conchas.","ROZAS"
"Representante de Estados Unidos","¿Conchas?","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Claro, se lleva (?) también.","DESCONOCIDO"
"El señor Humberto Rozas","Hay todo tipo de conchas, ¿no?","ROZAS"
"Representante de Estados Unidos","Paracas (?) es una palabra para turistas fuertes, vientos fuertes.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","¡Ah, sí!, a partir de la una del día arranca.","ROZAS"
"Representante de Estados Unidos","¡Ajá! En abril, marzo y abril es muy fuerte, pero todo el tiempo van.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Todo el tiempo.","ROZAS"
"Representante de Estados Unidos","Pero está bien, por una diversión, un fin de semana, está bien, está bien.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Éstos quieren... ya parece que están ubicando el área, ¿no?","ROZAS"
"Representante de Estados Unidos","Sí. (?) en lea ellos tienen.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","¡Tú has ido a Puerto Maldonado?","ROZAS"
"Representante de Estados Unidos","No, no he querido, últimamente no he tenido mucho tiempo.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","(?) selva de, donde está la zona esta, para visitar el, la…","ROZAS"
"Desconocido","Hay un lugar donde hay...","DESCONOCIDO"
"El señor Humberto Rozas","El Manú, Manú.","ROZAS"
"Representante de Estados Unidos","Manú.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","El Manú y después, ahora, Candamo.","ROZAS"
"Desconocido","Candamo.","DESCONOCIDO"
"El señor Humberto Rozas","Sí, que son zonas intangibles.","ROZAS"
"Desconocido","Ah, sí, sí, sí.","DESCONOCIDO"
"El señor Humberto Rozas","Digamos, ¿no?","ROZAS"
"Desconocido","He leído un poco de eso.","DESCONOCIDO"
"Representante de Estados Unidos","Pero ése es un pretexto realmente (?) y otras están…","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Están trabajando allá.","DESCONOCIDO"
"Desconocido","Trabajando ahí.","DESCONOCIDO"
"Representante de Estados Unidos","A veces tenemos (?) a veces tenemos (?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Y allí hay un buen aeropuerto.","ROZAS"
"Representante de Estados Unidos","Excelente.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Una pista que tiene más de dos mil, tiene dos mil ochocientos metros la pista.","ROZAS"
"Representante de Estados Unidos","No hay ningún (?) es una pista increíble.","REPRESENTANTE ESTADOS UNIDOS"
"BACKGROUND","[Risas.]","BACKGROUND"
"El señor Humberto Rozas","Es una buena pista para un avión.","ROZAS"
"Representante de Estados Unidos","Bueno, pero en este momento el sitio (?) es para poner dos tu canos allá.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","¿Ahí?","ROZAS"
"Representante de Estados Unidos","Porque realmente tenemos mucho tráfico en los (?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Sí.","ROZAS"
"Representante de Estados Unidos","Y en este momento (?) capacidad para cerrar.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Claro esa zona, ¿no? Inclusive habría que ver de ponerle un…","ROZAS"
"Representante de Estados Unidos","(?) una vez que (?) plataformas.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","¿No?","ROZAS"
"Representante de Estados Unidos","Necesitamos (?).","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","para cambiar.","DESCONOCIDO"
"Representante de Estados Unidos","Sí, realmente (?) funciona acá.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","¿No?","ROZAS"
"Representante de Estados Unidos","No, porque si no tenemos un sistema integral...","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Integrado, ¿no?","ROZAS"
"Representante de Estados Unidos","Si no tenemos eso, pues, no va a funcionar.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Claro, porque la otra vez en una conferencia en Washington, si no me equivoco, que salió ahí la señora, la señorita esta María Salazar.","ROZAS"
"Representante de Estados Unidos","(?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","La sub, sub.","ROZAS"
"Representante de Estados Unidos","Sub, sub, sub. Se ha atracado ahí.","REPRESENTANTE ESTADOS UNIDOS"
"BACKGROUND","[Risas.]","BACKGROUND"
