"speaker","speech","speaker_std"
"El señor Vladimiro Montesinos","(?) ya no puede Federico Salazar dar puntos de vista (?) al canal.","MONTESINOS"
"Desconocido","Ya se está comiendo el sermón (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿Federico Salazar? Yo sé que él no va a venir a joderme.","MONTESINOS"
"Desconocido","(?) tanto renunciar a canal 4 para que el (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","De acuerdo a los (?) que lo suelte. Resulta que por otro lado (?) le darán por artículo más de 100 dólares, 100 dólares diarios.","MONTESINOS"
"Desconocido","(?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Por ser solito ahí.","MONTESINOS"
"BACKGROUND","[Risas.]","BACKGROUND"
"El señor Vladimiro Montesinos","Tan tranquilo que estaba yo con el programa ¿no? Se adelantó que no (?) se adelantó el tema ¿no?","MONTESINOS"
"Desconocido","(?) dice el 92 ó 93 salió, ¿no? dice que tiene condiciones como para ser presidente.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"Desconocido","¿Te acuerdas?","DESCONOCIDO"
"Desconocido","(?) hablando del 2005.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro, no, no, nosotros estamos preparando pa ra eso, ¿no? (?) pero felizmente que nos reunimos en televisión y (?) necesitamos, ¿no?, peor hubiera sido que se (?).","MONTESINOS"
"Desconocido","Pero al margen del riesgo igual podríamos figurar 5 meses.","DESCONOCIDO"
"Desconocido","Mentira.","DESCONOCIDO"
"El señor Vladimiro Montesinos","(?) ¿no?","MONTESINOS"
"Desconocido","Ahora entiendo, todo el mundo decía porqué sales, ahora (?).","DESCONOCIDO"
"Desconocido","(?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","(?) maletín ¿no?","MONTESINOS"
"Desconocido","(?) arrancan el primero ¿no?","DESCONOCIDO"
"Desconocido","En el Empleado está.","DESCONOCIDO"
"Desconocido","En el Empleado dijeron.","DESCONOCIDO"
"El señor Vladimiro Montesinos","En los colegios se mandan el 11 todavía. O sea, (?) salones para que no... Salones ya (?).","MONTESINOS"
"Desconocido","Muy bien, (?) Ricardo, venía de polo.","DESCONOCIDO"
"Desconocido","Bueno, mucho (?).","DESCONOCIDO"
"Desconocido","Poner el decreto ahí.","DESCONOCIDO"
"Desconocido","Bueno, vamos a dormir (?).","DESCONOCIDO"
"Desconocido","Mañana ya tienes chocolate.","DESCONOCIDO"
"Desconocido","Pensando en chocolate y hay que comerse el chocolate ahí mismo.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Bueno, ¿está bien o no?","MONTESINOS"
"Desconocido","Claro.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Bueno, la otra cosa que tenemos que hacer es (?) necesitamos cuatro (?) están los cuatro sentados indica, y ya la (?) después se abre (?). Aparecen los cuatro sentados y ahí (?) manda la imagen (?).","MONTESINOS"
"Desconocido","Eso, ya es grabado.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Es grabado, ya no sale la imagen de ella.","MONTESINOS"
"Desconocido","No.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Termina donde hacen el manifiesto, sus esta tutos (?) o sea, si tú agarras ese mensaje a la Nación y sale un texto, tú no sabes si hicieron, no lo hicieron, una cosa es ver a los cuatro sentados ahí. Entonces, ¿qué te parece esa idea?","MONTESINOS"
"Desconocido","Mi idea hubiese sido…","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"Desconocido","...todo esto inclinar más (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","El tema obviamente tiene que ser (?)","MONTESINOS"
"Desconocido","Claro.","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿No?","MONTESINOS"
"Desconocido","Y hacer una denuncia.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, la juramentación, estoy hablando del acto.","MONTESINOS"
"Desconocido","Claro.","DESCONOCIDO"
"Desconocido","No. Yo no estoy diciendo (?).","DESCONOCIDO"
"Desconocido","(?) se ve muy calato.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Van los cuatro, pues, sí son ellos, son los que aparecen en los institutos.","MONTESINOS"
"Desconocido","(?) el resultado.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ahora, la otra figura es solamente pasar el texto del Mensaje a la Nación de las Fuerzas Armadas y se lee (?) Sabes por qué te digo, porque sino (?) vamos comenzando la mecánica…","MONTESINOS"
"Desconocido","Del mensaje.","DESCONOCIDO"
"El señor Vladimiro Montesinos","...del mensaje.","MONTESINOS"
"Desconocido","Ya.","DESCONOCIDO"
"El señor Vladimiro Montesinos","La idea inicial es, filmamos según (?) todas las imágenes donde están los 4 sentados en la mesa (?).","MONTESINOS"
"Desconocido","Ya.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Van a aparecer ahí sentados, hay una fila ahí, la televisión de repente entra en cadena nacional y salen en la pantalla los cuatro, di ciendo Mensaje a la Nación de las Fuerzas Armadas, ¡pum!, sale la imagen y apare cen los cuatro sentados. Y en ese momento (?) vamos a dar lectura al Mensaje a la Nación de las Fuerzas Armadas y la Policía Nacional, entonces aparecen ellos en la pantalla y empiezan a salir las letras (?) porque si tú (?) y tú lo estás mirando ya, por mirarlos a ellos no escuchan lo que están hablando (?).","MONTESINOS"
"Desconocido","Pero déme un texto que al menos se pierda.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Se pierde.","MONTESINOS"
"Desconocido","Yo creo que se pierde al lado de usted porque no es lo mismo. Eduardo llega, después lo entrega, Eduardo va a leer, la gente no va a saber, quiere escuchar qué pasa y ahorita (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"Desconocido","Después los medios pueden pasarlo, si tienen el telepronter (?)","DESCONOCIDO"
"Desconocido","Normalmente estamos (?) cuando dejan (?) normalmente ¿no?","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, no, no.","MONTESINOS"
"Desconocido","(?) la vez pasada con Morales Bermúdez.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, no, no.","MONTESINOS"
"Desconocido","Porque el mensaje de Morales Bermúdez","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, no, no.","MONTESINOS"
"Desconocido","Un comunicado nomás salió (?).","DESCONOCIDO"
"Desconocido","La Primera Región, la Segunda","DESCONOCIDO"
"El señor Vladimiro Montesinos","Salen comunicados distintos (?) y cuando fue el golpe del 68, leí, había (?) solución en texto (?) nunca saca nadie. Entonces, ¿cómo mejora el tema? Cambiándole la imagen.","MONTESINOS"
"Desconocido","Eso habría que (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Porque si sale solamente el texto sin letras, la gente dice: chucha, ¿serán ellos?","MONTESINOS"
"Desconocido","Claro.","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿Están de acuerdo o alguien estará en desacuerdo?","MONTESINOS"
"Desconocido","Por supuesto, la decisión me parece de los 4.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ahora la otra forma es..., la otra forma es que viendo que están los 4 sentados ahí…","MONTESINOS"
"Desconocido","Es eso lo que ha leído.","DESCONOCIDO"
"El señor Vladimiro Montesinos","(?) están en un atril y no lo van a leer ninguno de los 4, porque sino lo leen (?).","MONTESINOS"
"El señor Carlos Boloña","Y los van ponchando a ellos.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y él sólo va leyendo.","MONTESINOS"
"Desconocido","(?) muy poco.","DESCONOCIDO"
"El señor Carlos Boloña","No, no tienes que ver.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ahora, de repente el Estatuto, solamente, lo otro sería leer más el mensaje a la Nación, porque el Estatuto artículo tal, artículo tal; la Ley de Bases pues.","MONTESINOS"
"Desconocido","Ya.","DESCONOCIDO"
"Desconocido","Eso se puede leer el día de la juramentación.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, la Ley Marco, la Ley Marco, la Ley Marco, leerla ahí.","MONTESINOS"
"Desconocido","No, leerla no.","DESCONOCIDO"
"El señor Vladimiro Montesinos","De repente se publica en el El Peruano.","MONTESINOS"
"Desconocido","Eso ya se publica.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Se publica el día sábado.","MONTESINOS"
"Desconocido","Claro.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Acá lo tenemos nada más el …","MONTESINOS"
"Desconocido","El manifiesto.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Nada más.","MONTESINOS"
"Desconocido","El día de su juramentación ...","DESCONOCIDO"
"El señor Vladimiro Montesinos","Porque si la ley, la ley, el día sábado debe salir en El Peruano la ley y el manifiesto, por supuesto. Porque el tema está que si tú vas a leer: ""artículo 2.°"".","MONTESINOS"
"Desconocido","No, no.","DESCONOCIDO"
"Desconocido","No.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Entonces, el manifiesto solamente sería para los cuatro sentados ahí, con la bandera al costado y (?) sentados y al costado ponen su Mensaje a la Nación de las Fuerzas Armadas y Policía Nacional, pum, sale la ima gen y aparecen los cuatro (?). Proceda, le dice, a dar lectura , le dice Villanueva, ""proceda a dar lectura al Men saje de las Fuerzas Armadas y la Policía Nacional a la Nación"".","MONTESINOS"
"Desconocido","Van a creer que el mensaje es para ver lo de las elecciones.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Entonces…","MONTESINOS"
"Desconocido","Agárrense los cuatro ahí.","DESCONOCIDO"
"Desconocido","No, van a ver a los cuatro, pero la gente está esperando unos segundos, el pronunciamiento sobre las elecciones.","DESCONOCIDO"
"Desconocido","(?) la Fuerza Armada.","DESCONOCIDO"
"Desconocido","Pero cuando sale la Fuerza Armada...pero cuando sale la Fuerza Armada no es para decir: ""Oye, todo va bien, todo es transparente"".","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, ya…","MONTESINOS"
"Desconocido","Ya se sabe.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Lo que sale el lunes (?) un impase.","MONTESINOS"
"Desconocido","Lo mínimo me van a preguntar.","DESCONOCIDO"
"Desconocido","¿Qué?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ahora (?).","MONTESINOS"
"BACKGROUND","[Risas.]","BACKGROUND"
"Desconocido","No entiende lo que es la primera pregunta.","DESCONOCIDO"
"Desconocido","Sacas un ministro de Defensa.","DESCONOCIDO"
"Desconocido","Un ministro de Defensa","DESCONOCIDO"
"Desconocido","(?) la conferencia de mi parte.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro. No, la conferencia de prensa…","MONTESINOS"
"Desconocido","(?) no conviene.","DESCONOCIDO"
"Desconocido","Yo te sugiero que ya debes comenzar a salir.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, sí, claro.","MONTESINOS"
"Desconocido","Para demostrar a...","DESCONOCIDO"
"El señor Vladimiro Montesinos","No voy a estar encerrado, está jodido vivir en cerrado.","MONTESINOS"
"Desconocido","Puta, carajo.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y los primeros días para estabilizar la vaina hay que joderles duro. Los primeros 7, 10 días, mira qué va a hacer el Apra.","MONTESINOS"
"Desconocido","Van a sacar …","DESCONOCIDO"
"Desconocido","Van a ir a disolver los cojudos estos, carajo.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Van a ir a los de Profam, a decirles: carajo ahora, los han engañado, es una farsa, es una farsa, Fujimori, se tira abajo (?).","MONTESINOS"
"Desconocido","Nada que ver con hacer invasión. (?) febrero.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Vamos a tener que estar en movimiento, si lo gramos 7 días aguantar la turba pasamos la vaina. Eso es, aguantar 7 días.","MONTESINOS"
"Desconocido","(?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, no, ahí tenemos. Otros (?) la vaina. Eso sí es fácil (?).","MONTESINOS"
"Desconocido","¿Sí?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"Desconocido","Se ha molestado (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, además yo, carajo, yo con el general de di visión, por ejemplo, le meto ahí dos misiles y ya estamos ahí en Moquegua (?) 80 mil cojudos (?).","MONTESINOS"
"Desconocido","¿Si?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Lógico.","MONTESINOS"
"Desconocido","(?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Me los he traído a Lima, nadie se ha dado cuenta. En el mes de diciembre los he traído acá, porque dije les puede pasar algo (?) los rusiles. Ahora, dice, salió Fujimori a poner las reacciones fuertes. Ahí si saca los tan ques a la calle, carajo, para que (?).","MONTESINOS"
"BACKGROUND","[Risas.]","BACKGROUND"
"Desconocido","¿Ya están acá?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya están acá. Están listos, ya están llegando los tanques ahora disimuladamente, porque también, carajo (?) están protestando.","MONTESINOS"
"Desconocido","Claro.","DESCONOCIDO"
"El señor Vladimiro Montesinos","(?) cada día 10, 10, 10 vienen, no se dan cuenta. El viernes en la mañana llegan los ""patas"" y a las 5 de la tarde (?) de oficiales con movilidad (?).","MONTESINOS"
"Desconocido","¿Van a salir juntos?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"Desconocido","Ni siquiera es disuasivo.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Es disuasivo.","MONTESINOS"
"Desconocido","Pero en la mañana del sábado van a aparecer tanques en Palacío de Gobierno.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro, (?) Palacio de Gobierno (?) el Palacio tiene que defender a sus autoridades.","MONTESINOS"
"Desconocido","(?) Palacio, íntegramente.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Tiene que haber Palacio de Justicia, Congreso, .0 principal pues hermano.","MONTESINOS"
"Desconocido","¿Y al embajador americano cuándo lo van a notificar?","DESCONOCIDO"
"El señor Vladimiro Montesinos","El sábado, el embajador esa noche del sábado no va a dormir..—O sea, ¿cuándo lo van a notificar?, digamos.","MONTESINOS"
"El señor Vladimiro Montesinos","El sábado en la mañana Hugo de Zela, hay que juramentarlo para que inmediatamente el canciller convoque a todas las embaja das y citarlos. A Hugo de Zela mañana lo voy a llamar.","MONTESINOS"
"Desconocido","(?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y a él hay que (?) el viernes inclusive, no antes, el viernes, porque si ya le decimos ya de acá no sale, porque se va a su casa y avi sa. El viernes lo traigo.","MONTESINOS"
"Desconocido","Si descubrimos los correos también (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, no, acá van a escuchar el mensaje toditos, yo le traigo a Blanca Nélida, a todos los de la Corte Suprema, los traigo acá, los siento, les invito una cena acá (?) y van a estar contentos y a la hora de la cuestión prenden el televisor y... a ver, ¿qué ha pasado? Tranquilos nomás, tranquilos, por que sino el lunes todos están renunciando masivamente y no nos conviene para la estabilidad.","MONTESINOS"
"Desconocido","Claro.","DESCONOCIDO"
"El señor Vladimiro Montesinos","De ninguna manera.","MONTESINOS"
"Desconocido","¿Tú los conoces a ellos?","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, yo a Blanca Nélida es (?) Fujimori.","MONTESINOS"
"Desconocido","¿Su novia?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Su novia, yo me voy a sacrificar.","MONTESINOS"
"BACKGROUND","[Risas.]","BACKGROUND"
"Desconocido","Va a ser un sacrificio mayúsculo.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Semejante ¿no?, ya.","MONTESINOS"
"Desconocido","(?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y los de la Corte Suprema, queremos que todo se salga en la tranquilidad para que (?) tú vas a ir al Palacio, me van a joder ¿entien des? No pasa nada, todo sigue igual, no hay problema, todos seguimos la misma cuerda, entonces se sienten tranquilos.","MONTESINOS"
"Desconocido","¿No hay la censura a (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, esa es la clave, sino carajo controlan todos los juicios. No se puede, pues, se nos voltea toda la cojudez y al día siguiente (?).","MONTESINOS"
"Desconocido","Se supone que la reorganización acaba el 31.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, está hasta el 31 de diciembre, por eso es que con gran previsión yo le he puesto hasta el 31 de diciembre. O sea que usted no nos puede decir (?) la ley estaba hasta el 31 de diciembre.","MONTESINOS"
"Desconocido","¿Y el 31 de diciembre qué pasa?","DESCONOCIDO"
"El señor Vladimiro Montesinos","De aquí al 31 faltan 9 meses.","MONTESINOS"
"Desconocido","(?) ahí está (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Lógico (?).","MONTESINOS"
"Desconocido","(?) entonces todo está bien.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Este es el mejor año de todos. El ingeniero (?) controlada.","MONTESINOS"
"Desconocido","Es (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿No?","MONTESINOS"
"Desconocido","(?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Le dirá que (?).","MONTESINOS"
"BACKGROUND","[Risas.]","BACKGROUND"
"El señor Vladimiro Montesinos","Está listo, señor, bien jodido pues, ¿no? Ya tienes ganas.","MONTESINOS"
"Desconocido","A Guillen le tiene unas ganas.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ni lo vayas a tocar, le digo, déjalo que hable.","MONTESINOS"
"Desconocido","Carlos, pues, me dice: lo tengo a Guillermo en el bolsillo. Él mismo se delata.","DESCONOCIDO"
"Desconocido","Le salió por la culata, carajo.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, sí, sí.","MONTESINOS"
"Desconocido","Ahora recién me llama, dice. Él no sabe.","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿Quién?, ¿el ministro?","MONTESINOS"
"Desconocido","No, este... Carlos.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, De los Heros tiene que saber.","MONTESINOS"
"Desconocido","No lo saben (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","(?) las autoridades.","MONTESINOS"
"Desconocido","¿Entonces cómo le avisas?","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, vienen acá, vienen acá.","MONTESINOS"
"Desconocido","El día no saben o ya saben.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, el día no saben, o sea saben que en cual quier momento (?) me llama (?) más tarde.","MONTESINOS"
"Desconocido","Cuando es la jarana.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro, él me dice cuándo es la jarana.","MONTESINOS"
"Desconocido","Cuando les conviene.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya está disculpado.(?) preguntaron a la pieza clave (?) una improvisación y sacaron la clave para proyectos. Creo que tienen que hacer tomas (?) en Lima, puede ser en provincia.","MONTESINOS"
"Desconocido","(?) Tacna.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Hay que asegurar bien, hay que asegurar los mercados, teléfonos, el agua, imagínate, carajo, que nos vuelan la Atarjea (?) hay que asegurar (?) y sino (?). La gente sí está con televisión, con agua, luz y teléfono …","MONTESINOS"
"Desconocido","Y bancos.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y bancos. Con esa vaina no pasa nada.","MONTESINOS"
"Desconocido","(?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","La construcción civil para también con Risco; pero al Risco, al Gorritti, a esos cojudos, pum, mierda adentro, como cabecillas. Si Del Castillo va a joder, si es que friega mucho lo metemos adentro, si no friega mucho lo dejamos ahí, carajo.","MONTESINOS"
"Desconocido","Van a querer salir en una marcha.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Así dicen, bueno, pero…","MONTESINOS"
"Desconocido","Hoy en día cada marcha cuesta un montón de plata, ya no es como antes.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"Desconocido","Ahora una marcha...","DESCONOCIDO"
"El señor Vladimiro Montesinos","Compadre, si esa marcha que armaste (?) ha costado 50 mil dólares, hermano. 50 mil dólares le ha costado su marchita.","MONTESINOS"
"Desconocido","Claro. Ahora sí te cobran como 50 mil dólares.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ponemos 20 mil mujeres, igual, carajo, de aquí 1 15 días sale una marcha civil, cojudo, van a Palacio de Gobierno (?) y tenemos que hacerlo. No, la gente está de acuerdo frente al programa social es importante.","MONTESINOS"
"Desconocido","En lo que sí... ¿Gonzalo vendría acá o no?","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, acá tenemos que estar, esa noche hay que estar acá, ya el lunes o sábado ya te pasas a Palacio para la juramentación. Ya tu ha ces la banda.","MONTESINOS"
"El señor Carlos Boloña","¿Y el viernes?","DESCONOCIDO"
"Desconocido","¿Quién le pone la banda?","DESCONOCIDO"
"El señor Vladimiro Montesinos","La banda se la pone Villanueva.","MONTESINOS"
"Desconocido","Ah, Villanueva.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro, la pone Villanueva.","MONTESINOS"
"Desconocido","(?) qué va a solucionar.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Nada.","MONTESINOS"
