speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS VÍDEOS Núms. 1830 Y 1831 (Agustín Mantilla Campos) 13 de marzo de 2000	BACKGROUND
"El señor 		.—"	 (continuando)... Voy a llamarlo ahorita a (ininteligible).	SENOR
El señor MANTILLA CAMPOS.—	 Ahí fracasa todo, y por un detalle se derrumba cualquier cosa.	CAMPOS
"El señor 		.—"	 Así es. Entonces, sin dársela (ininteligible)	SENOR
El señor MANTILLA CAMPOS.—	 Sí, pues.	CAMPOS
"El señor 		.—"	 Entonces, ahí, no sé, debe ser parejo.	SENOR
El señor MANTILLA CAMPOS.—	 Aparentemente no, aparentemente vinculado por uno de estos, confiesa un arrepentido.	CAMPOS
"El señor 		.—"	 Ya.	SENOR
El señor MANTILLA CAMPOS.—	 Y otro chico que entre en contradicciones con el arrepentido señalando de que uno de que él estuvo en el momento de un embarque y el otro es él iba manejando la camioneta de la unidad. Entonces, bueno, se ha constatado que (ininteligible).	CAMPOS
"El señor 		.—"	 (Ininteligible).	SENOR
El señor MANTILLA CAMPOS.—	 Así es.	CAMPOS
"El señor 		.—"	 Como él dice, lo señala.	SENOR
El señor MANTILLA CAMPOS.—	 Y otra es que él no sabe manejar, nunca ha manejado un vehículo. Entonces no podría (ininteligible) era un loquito mi compadre pero qué hago. (Ininteligible).	CAMPOS
"El señor 		.—"	 No, no, para la esposa, para los hijos.	SENOR
El señor MANTILLA CAMPOS.—	 Y mi ahijado que llora amargamente, es un desastre.(ininteligible) un poco serio mi compadre.	CAMPOS
"El señor 		.—"	 (Ininteligible) o sea, empezaba a hacer las cosas.	SENOR
El señor MANTILLA CAMPOS.—	 Era una especie de visitador médico en la Policía, no tenía una tarea específica.	CAMPOS
"El señor 		.—"	 (Ininteligible).	SENOR
El señor MANTILLA CAMPOS.—	 Ha tenido suerte porque es mayor.	CAMPOS
"El señor 		.—"	 Lo pone diligente.	SENOR
El señor MANTILLA CAMPOS.—	 Totalmente diligente.	CAMPOS
