speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 907 DEL  13 DE JUNIO DE 1998 MONTESINOS - SANTANDER	BACKGROUND
El señor MONTESINOS TORRES.—	 Siéntese.	MONTESINOS
El señor SANTANDER.—	 ¿Cómo está usted doctor? Ayer usted nos ha dado una lección. Ayer estaba comentando con el doctor Valle Riestra.	SANTANDER
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor SANTANDER.—	 Es una gran lección. Usted le ha hecho un gran bien al país, se lo digo con sinceridad. Usted debe ser saber que yo fui un poquito agitador, cuando era muchacho.	SANTANDER
El señor MONTESINOS TORRES.—	 Lógico, natural.	MONTESINOS
El señor SANTANDER.—	 Creíamos que teníamos que cambiar el mundo. (ininteligible) Cuando uno es muchacho pues cae en el idealismo ¿no?	SANTANDER
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor SANTANDER.—	 Doctor, yo estoy muy preocupado por lo siguiente. Primero porque, éste es el organigrama.	SANTANDER
Background	—El señor Santander le hace entrega del organigrama al señor Montesinos Torres.	BACKGROUND
El señor SANTANDER.—	 Entonces, aquí está el señor Camacho, o sea, que tiene vinculaciones con (ininteligible), informó al doctor Valle Riestra y al doctor Torres Lara. El doctor no lo quiere mover porque es un hombre de experiencia, que conoce, está muy bien, es un hombre que debe estar ahí.	SANTANDER
El señor MONTESINOS TORRES.—	 Así es.	MONTESINOS
El señor SANTANDER.—	 El problema que sucede aquí es en el gabinete de asesores. Entonces, ¿qué sucede? El gabinete de asesores hay un presupuesto de 30 mil ó 35 mil dólares.	SANTANDER
El señor MONTESINOS TORRES.—	 ¿Mensuales?	MONTESINOS
El señor SANTANDER.—	 Mensuales para distribuir entre cinco o seis asesores.	SANTANDER
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor SANTANDER.—	 Ahí es la (ininteligible) está trabajando con  Dávila, con el doctor. Y también hay un equipo que está el señor Aljovín con el doctor Gonzales Olaechea.	SANTANDER
El señor MONTESINOS.—	 Ya.	MONTESINOS
El señor SANTANDER.—	 (ininteligible) el doctor ha mandado de jefe del gabinete de asesores al señor Aljovín, al viejito.	SANTANDER
El señor MONTESINOS TORRES.—	 Ése que no sabe dónde está parado.	MONTESINOS
El señor SANTANDER.—	 Que no sabe dónde está parado. Y el que se lo está comiendo con zapatos y todo es el (ininteligible) Gonzales Olaechea. (ininteligible) Estado. (ininteligible) peligrosísima. Es un tipo vinculado a la UPP y puede...	SANTANDER
El señor MONTESINOS TORRES.—	 ... puede dar más información.	MONTESINOS
El señor SANTANDER.—	 Claro.	SANTANDER
El señor MONTESINOS TORRES.—	 El doctor no se da cuenta.	MONTESINOS
El señor SANTANDER.—	 El doctor se da cuenta, lo que sucede es que como es medio pariente de él, hijo de un tío, su sobrino, en fin (ininteligible). Relaciones públicas, diplomático. Él se ha presentado a despacho.	SANTANDER
El señor MONTESINOS TORRES.—	 A diplomático.	MONTESINOS
El señor SANTANDER.—	 A diplomático. Entonces, el doctor, se ha visto. Es un hombre que no sabe decir no.	SANTANDER
El señor MONTESINOS TORRES.—	 Él no sabe decir no.	MONTESINOS
El señor SANTANDER.—	 Lo han acorralado. Entonces, está despachando, ya quieren ganar 6 mil dólares, ya quieren celulares, ya están haciendo pues abusos. Y esta es una decisión política. (Ininteligible) Empieza a agitarse, empieza a ponerse ya extremadamente violento; entonces, la señora Gonzales Olaechea va a calmarlo, va a hablarle, a explicarle que se calme.	SANTANDER
El señor MONTESINOS TORRES.—	 ¿Ese tipo es temperamental? ¿Es notorio?	MONTESINOS
El señor SANTANDER.—	 Sí.	SANTANDER
El señor MONTESINOS TORRES.—	 Es alucinante.	MONTESINOS
El señor SANTANDER.—	 Así es, usted lo sabe. Ése es el problema. Yo me encuentro limitado y el problema también es (ininteligible) Yo estoy al servicio de...	SANTANDER
El señor MONTESINOS TORRES.—	 Y la señora Gonzales, ¿qué dice?	MONTESINOS
El señor SANTANDER.—	 (ininteligible)	SANTANDER
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor SANTANDER.—	 ¿Usted no le ha dicho que venía a entrevistarme con usted?	SANTANDER
El señor MONTESINOS TORRES.—	 No, no, no hay que decirle nada.	MONTESINOS
El señor SANTANDER.—	 Yo no le he dicho nada, pero me dijo, anda donde el doctor y dile que yo también quiero hablar con él; vamos los dos juntos.	SANTANDER
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor SANTANDER.—	 O sea, (ininteligible)	SANTANDER
