speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1833 ‘‘REUNIÓN ALEX KOURI - DOCTOR’’ 15 DE MARZO DE 2000	CROUSILLAT
El señor MONTESINOS TORRES.—	 Un millón de perdones, por dos razones. Primero, por este silencio no doloso, sino culposo ¿ya?	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 No se preocupe, no hay problema.	MELLADO
El señor MONTESINOS TORRES.—	 Y, segundo, por la espera de una hora que realmente, créame, estoy avergonzado.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Entiendo perfectamente, no se preocupe.	MELLADO
El señor MONTESINOS TORRES.—	 No, no. Pero sí quiero transmitirle mi vergüenza a su persona, haber pasado por esta actitud, contra mi voluntad, poco caballerosa de hacerlo esperar una hora.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 No se incomode, yo lo entiendo perfectamente.	MELLADO
El señor MONTESINOS TORRES.—	 Entonces, por eso le digo no mil perdones, sino un millón de perdones por las dos cosas, por lo de hoy y por la...	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Quería comentarle, si me permite, muy brevemente, un poco para que entienda quizás un poco cuál ha sido mi percepción de las cosas.	MELLADO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Pero muy brevemente, porque no soy una persona que procura, digamos, plantear estas ideas.	MELLADO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Cuando tuvimos ocasión...	MELLADO
El señor MONTESINOS TORRES.—	 De conversar.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 De conversar la otra vez dije que no se, digamos, diluya el diálogo porque no haya un interlocutor.	MELLADO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Y se lo comenté por una razón en aquel entonces. Porque yo había experimentado en dos ocasiones anteriores —que se lo digo con franqueza— una transparencia lo que me ha significado a mí.	MELLADO
El señor MONTESINOS TORRES.—	 Sí, sí.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Lo del tema del lanzamiento a Lima, que fue conversado aquí y estuvo Salgado y Absalón en aquel entonces, luego del lanzamiento, mucha gente de la mayoría yo entendí que iban a tener una actitud mucho más positiva de apoyo a esa opción.	MELLADO
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	" Se abstuvieron, dijeron, al contrario, ""bueno, es una opción, quién sabe hayan otras opciones""."	MELLADO
El señor MONTESINOS TORRES.—	 Bueno, no, pero es que también usted tiene que tener presente que no necesariamente las cosas que se conversan se comunican a la mayoría, ése es el tema. Entonces, ellos parten, o no digo ellos, sino no debemos pensar que esto funciona como una institución castrense donde se conversa con la cabeza, se transmite la orden y todos la cumplen.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Claro, entiendo.	MELLADO
El señor MONTESINOS TORRES.—	 Aquí no. Aquí, digamos, conversamos 4, 5 ó 6 y no tienen por qué saber. Porque tú sabes que las personas humanas somos boconas.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Así es.	MELLADO
El señor MONTESINOS TORRES.—	 Y, entonces, tenemos que cuidar ¿a quién? al interlocutor.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Por eso me permito comentarle.	MELLADO
El señor MONTESINOS TORRES.—	 Claro. Entonces, yo comprendo.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 A propósito de eso, como luego no hubo, digamos, la posibilidad de una comunicación ...	MELLADO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Yo entendí que el tema se había desactivado, digamos, y eso significó ya de mi parte buscar una salida honrosa para retirarme de algo que yo entendía que era un esfuerzo con un final exitoso. Y luego, bueno, hubo una segunda experiencia que también se la transmito, eso significó con gran parte de la oposición ya una relación muy compleja, que yo la administro perfectamente.	MELLADO
El señor MONTESINOS TORRES.—	 Usted es un hombre capaz, es una de las virtudes que le reconocemos.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Bueno, quizás. Al menos enfrento los retos.	MELLADO
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Y el otro segundo fue un tema familiar, que se lo comenté en algún momento donde seguí el conducto que usted me manifestó.	MELLADO
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Se hizo los trámites conforme a ello, y luego no hubo comunicación. Lo cierto es de que, mire usted por esas casualidades del destino ...	MELLADO
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Hoy se inicia el juicio oral. Él está detenido hace dos años ya, desde el año 98, y eso me ha significado con mi familia.	MELLADO
El señor MONTESINOS TORRES.—	 Una situación...	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 No, sí.	MELLADO
El señor MONTESINOS TORRES.—	 Pero en el juicio oral va a salir en mejores condiciones.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Ojalá. Le digo, conversé, bueno, he movido cielo y tierra, con muchas personas; el tema es que eso familiarmente a mí me ha hecho mucho daño.	MELLADO
El señor MONTESINOS TORRES.—	 Pero felizmente que está con el tema de juicio oral, el asunto es más manejable que a nivel de juzgado, porque la sala superior que va a juzgar es una sala colegiada de decisión, el juez es un juez de investigación.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Correcto. Pero le transmito un poco a raíz de esas experiencias ...	MELLADO
El señor MONTESINOS TORRES.—	 Claro ...	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Me permití comentarle eso en aquel entonces ...	MELLADO
El señor MONTESINOS TORRES.—	 Y tiene usted toda la razón. Yo si estuviera en su lugar no solamente le diría esas tres cosas, yo le agregaría una cuarta más, de repente podría yo agregarle, haciéndome la autocrítica, que quizás ha habido un poco de falta de consideración a una persona que tuvo una buena predisposición. Le hago la autocrítica.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Pero no se trata de eso, porque acá tengo errores yo.	MELLADO
El señor MONTESINOS TORRES.—	 Claro, pero creo que hay que ser hidalgo. A esas tres cosas o a una cuarta, yo le agrego esta.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Le comento un último detalle.	MELLADO
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 A raíz de este silencio último se agregó un hecho adicional cuando hablé con el comandante Dellepiane y se lo dije a él.	MELLADO
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Tengo una orden expresa en el sentido de suspender un convenio con la Municipalidad del Callao. Porque si él ha suscrito iguales convenios con varias municipalidades y ha cumplido con todas las municipalidades, ¿por qué se focaliza en una actitud que sabiendo que tengo que enfrentar muchas obligaciones se me corta de un momento a otro? Entonces, frente a ello dije, bueno, me desentendí, y eso fue ya a propósito de un comentario que él me hizo de una conversación que tuve muy... No quise entrar en muchos detalles porque no venía al caso, no me gusta hablar con muchas personas de esto ¿no?	MELLADO
El señor MONTESINOS TORRES.—	 No, no.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	" Y él me dice: ""Bueno, pero ¿cómo es (2) posible que hayas comentado este asunto a Radio Programas sobre el asunto de Toledo y de Salas?”. Entonces, yo le dije: ""¿Pero, perdón?"" Eso fue aproximadamente hace tres semanas, y hasta hace tres semanas ..."	MELLADO
El señor MONTESINOS TORRES.—	 No había ninguna respuesta de nada.	MONTESINOS
El señor KUORI BUMACHAR.—	 No. Es que no solamente es que no ha habido respuesta, sino hace tres semanas la idea última que habíamos conversado entre usted y yo era levantar justamente a los pequeños ...	MELLADO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor KUORI BUMACHAR.—	 Y el problema en ese entonces era Castañeda, básicamente ...	MELLADO
El señor MONTESINOS TORRES.—	 Así es.	MONTESINOS
El señor KUORI BUMACHAR.—	 Entonces, la intención era, y ante una pregunta no formulada por mí, sino insistida en Radio Programas por Enrique Vidal, quien entiendo está ligado a un trabajo en conjunto, él me insistió en la pregunta porque yo no quería responderla.	MELLADO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor KUORI BUMACHAR.—	" Yo le dije: ""Bueno, no he decidido mi voto, pero creo que una opción pude ser Toledo o eventualmente Salas"". ""Sí, pero es eso se ha asociado con el tema del crecimiento..."". Yo le dije: “No, por favor, yo he mantenido con mesura mi participación en el proceso electoral, no he tenido ningún protagonismo, me he centrado en el tema técnico...”"	MELLADO
El señor MONTESINOS TORRES.—	 Pero ahora, digamos, viendo objetivamente. Mire, usted y yo lo conocemos a Toledo perfectamente.	MONTESINOS
El señor KUORI BUMACHAR.—	 Yo digo lo siguiente: a Toledo hay que dinamitarlo por dentro.	MELLADO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor KUORI BUMACHAR.—	 Todo golpe de fuera, mi percepción se la digo con franqueza, yo veo en la calle, no sé cómo será el manejo del focus group de ustedes, cómo será el tema de encuestas, las cortes que hará, las contrataciones...	MELLADO
El señor MONTESINOS TORRES.—	 Hay una tendencia al alza..	MONTESINOS
El señor KUORI BUMACHAR.—	 La tendencia es muy fuerte. Es el feeling que yo saco no del segmento A, B ...	MELLADO
El señor MONTESINOS TORRES.—	 Sino de las visitas que usted hace.	MONTESINOS
El señor KUORI BUMACHAR.—	 En calle.	MELLADO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor KOURI BUMACHAR.—	 Más aún, lo que antes la gente no recibía como propaganda de Toledo, ahora es muy efusiva, muy cercana. Más ahora estuve, antes de venir vi en Canal 8 sus giras por Huaraz, inclusive me llamaba la atención ver algunos policías que se le acercaban, lo saludaban, en una actitud abierta, sabiendo de que podía ser motivo quizás ...	MELLADO
El señor MONTESINOS TORRES.—	 No, no, pero es una forma de ver no que se le está utilizando.	MONTESINOS
El señor KUORI BUMACHAR.—	 Pero, le explico un poco para que vea usted cómo podría ser hasta la propia lectura de la gente.	MELLADO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor KUORI BUMACHAR.—	 Porque hay un sentido, digamos, de varias aristas que se pueden apreciar. Yo en el Callao, por ejemplo, y en algunas zonas que yo he revisado en Lima el Presidente lo veo casi volcánico.	MELLADO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor KUORI BUMACHAR.—	 Un golpe por fuera no va a ser efectivo. Creo que hay que dinamitarlo por dentro. A mí se me conversó sobre esa posibilidad, en su momento...	MELLADO
El señor MONTESINOS TORRES.—	 Sí, sí, sí.	MONTESINOS
El señor KUORI BUMACHAR.—	 Se han planteado dos, tres nombres.	MELLADO
El señor MONTESINOS TORRES.—	 Para la renuncia.	MONTESINOS
El señor KUORI BUMACHAR.—	 Y ninguno ligado...	MELLADO
El señor MONTESINOS TORRES.—	 A ustedes.	MONTESINOS
El señor KUORI BUMACHAR.—	 A nosotros, sino que yo le plantee dos opciones.	MELLADO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor KUORI BUMACHAR.—	 Una que es (Ininteligible) que es una opción posible, es una persona totalmente clara y que tiene repercusión en el segmento A, B, donde él está fuerte.	MELLADO
El señor MONTESINOS TORRES.—	 Así es.	MONTESINOS
El señor KUORI BUMACHAR.—	 Y el otro es —y se lo comenté a esta persona el día de ayer en la noche y se lo he ratificado hoy— el número 118, que es Vidal Vidal, Roberto Vidal, quien fue alcalde de Independencia y fue vacado por un libramiento de cheques.	MELLADO
El señor MONTESINOS TORRES.—	 Ya. Indebidos.	MONTESINOS
El señor KUORI BUMACHAR.—	 Indebidos. Quien es muy cercano a Vidal es una persona que yo conozco, sin embargo, la he sacado del camino para no meter mucha gente en esto.	MELLADO
El señor MONTESINOS TORRES.—	 Poca gente debe saber eso.	MONTESINOS
El señor KUORI BUMACHAR.—	 Quien está muy ligado a Vidal Vidal es Enrique Vidal.	MELLADO
El señor MONTESINOS TORRES.—	 ¿El negro Vidal?	MONTESINOS
El señor KUORI BUMACHAR.—	 Él es como hermano. Enrique Vidal me llevó a mí a comer con él en varias oportunidades y yo estuve en el cumpleaños en la casa de este Roberto Vidal.	MELLADO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor KUORI BUMACHAR.—	 Porque Roberto Vidal quería correr conmigo al Congreso si yo postulaba al Congreso.	MELLADO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor KUORI BUMACHAR.—	 Esto fue hace mucho tiempo. Entonces, sé que ya se le habló a Enrique Vidal, por lo que me han comentado, porque al preguntársele ...	MELLADO
El señor MONTESINOS TORRES.—	 Ya ha aceptado.	MONTESINOS
El señor KUORI BUMACHAR.—	 Al aparecer él ha analizado el tema —lo que le transmito a usted para que sepa— de que tanto el número 35, como el 118...	MELLADO
El señor MONTESINOS TORRES.—	 Estarían dispuestos a conversar.	MONTESINOS
El señor KUORI BUMACHAR.—	 No sé si estarán dispuestos. Creo que el 35 sí definitivamente, a renunciar a la lista; ah, pero seguir corriendo. Entiendo que ésa es la opción.	MELLADO
El señor MONTESINOS TORRES.—	 No, no, claro, la idea es que siga corriendo.	MONTESINOS
El señor KUORI BUMACHAR.—	 Sigue corriendo, pero diciendo, claramente, que hace distancia del candidato.	MELLADO
El señor MONTESINOS TORRES.—	 Así es.	MONTESINOS
El señor KUORI BUMACHAR.—	 Y que él, obviamente, ingresaría como independiente al Parlamento porque considera que la pulcritud ...	MELLADO
El señor MONTESINOS KOURI.—	 Eso es lo fundamental.	MONTESINOS
El señor KUORI BUMACHAR.—	 Ha sido mellada en virtud de esta serie de denuncias. Yo creo que el 118 es una persona a la cual se le puede ajustar un poquito y Vidal tiene una cercanía y de una aproximación evidente.	MELLADO
El señor MONTESINOS TORRES.—	 Voy a anotar el número ¿ya?	MONTESINOS
El señor KUORI BUMACHAR.—	 Cómo no. Creo que es el número 118 en la lista.	MELLADO
El señor MONTESINOS TORRES.—	 Vidal apellida ¿no?	MONTESINOS
Background	—Ruido.	CROUSILLAT
El señor KUORI BUMACHAR.—	 Roberto Vidal Vidal y (3) la persona cercana a él es Enrique Vidal; no sé si será familia, me parece que no, pero sí hay una aproximación, una cercanía muy, muy puntual. Yo he almorzado con ambos juntos, ha asistido al Callao en una ocasión y he estado en un cumpleaños de Roberto Vidal en conjunto con Enrique también.	MELLADO
Background	—Ruido. Y en el caso del 35, D’Acunha, entiendo que Oscar Dufour es la persona directa ...	CROUSILLAT
El señor MONTESINOS TORRES.—	 Sí, ya habló con él, está de acuerdo.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Entiendo que está frontalmente en el tema, en la idea era apoyar en esta línea. Ahora, según la encuesta de CPI el segmento A, B es quien mejor responde, por el momento, a la opción de Toledo.	MELLADO
El señor MONTESINOS TORRES.—	 Así es.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Aún cuando la composición, el desagregado porcentual, sin duda  hay una mayor (ininteligible) del C determinaba una mayor proporcionalidad. Y en la encuesta que me alcanzaron luego ...	MELLADO
El señor MONTESINOS TORRES.—	 Hay una caída de 6 puntos.	MONTESINOS
