speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO Núm. 916 Medelius Rodríguez - Rómulo Muñoz 21 DE JULIO DE 1998 —El señor Medelius Rodríguez está contestando una llamada telefónica.	BACKGROUND
El señor MEDELIUS RODRÍGUEZ.—	 Oye, cholo, te pido un favor,  compadre, tenemos que ver lo siguiente, dentro de lo que es el Callao hay alguna gente que no ha aceptado y piensa de que el chico está en la línea y tienes que llevarlo en la lista, ¿no? ¿Tú cómo estás tocando el tema? Ya, ¿pero cómo estás viendo la cosa tú? No, ¿de acuerdo? yo no me estoy comprometiendo con nada, lo que pasa es que, uno, acá tenemos que ver de hay gente que forma parte del grupo y que lo ha apoyado te das cuenta. Por eso, pues, pero espérate. Oye, compadre, ¿tú a dónde vas ahorita? Ya, ya, ya, ya, ya, ya. Espérate, pues. Sí, sí. Pero eso es responsabilidad, pues, hermano, (ininteligible) Willy Campos, porque a quien le dieron la pintura, compadre, y a quien le dieron la (ininteligible) y que después ya no hubo más, pues, aún no voy a (ininteligible), porque se pone para otras cosas; o sea, ahí se (ininteligible). Entonces a esa gente (ininteligible) pinta ¿no?, pero el asunto está en que hay que ver bien el asunto, ¿no es cierto?, hay que sumar en estos momentos ya. Toma nota del teléfono y llama a (ininteligible) Morales para que hables con él y en qué momento te visita él y toda la vaina, compadre. 973, llama ya, 973, no, ya que lo suelten, compadre. Pero, hermano, ya no hay nadie que sea pre candidato en el Callao ya. Ya, entonces, llámalo tú, llámalo tú, 9737880, llámalo y dile que estoy en una reunión ahorita, compadre. Chau, compadre.	MEDELIUS
Background	—Pausa. —El señor .......... está contestando una llamada telefónica.	BACKGROUND
Desconocido	 Compadrito, ¿cómo estás? Todo tranquilo. Sí, sí, ya, ya, de las tres de la mañana a las nueve, ya. ¿Para cuándo es? Para este viernes. Ya, ya, ya, perfecto; entonces, tú estás ahí y lo firmas, pues, ¿no?...	DESCONOCIDO
Background	— Pausa. —Llamada telefónica. (2)	BACKGROUND
El señor    .—	 Sí, sí. Ya, ya, ya. De la Sala nomás sale, ¿para cuándo es? , ¿para este viernes? Ya, ya. Me mandas una copia compadre, me das también el recibito compadre y coordinamos acerca de si vas a ir a nueva otra persona. Ya compadre. Te pueden dar a saber cuándo pagan el asunto. Ahí te van a dar el asunto. Ya compadre, ya, ya. Yo paso por otro lado y de ahí ya vemos el asunto en otro lado ¿ya? Gracias, compadre.	SENOR
El señor   .—	 (ininteligible) se encarga de esto del partido y acuerda una votación, (ininteligible)  partido.	SENOR
El señor     .—	 (ininteligible)  partidario. En este caso el huevo se pone 25 mil dólares como dijo el cojudo este que postulaba (ininteligible) y me han dado 25 mil dólares  (ininteligible)	SENOR
El señor      .—	 (ininteligible)	SENOR
El señor      .—	 (ininteligible)	SENOR
El señor      .—	 Para qué has presentado tú 90 días para hacer tiempo nomás.	SENOR
El señor     .—	 (ininteligible) nada más.	SENOR
El señor       .—	 Y por qué lo pones a tu empleado tan huevón.	SENOR
El señor    .—	 Yo no lo he puesto a mi empleado.	SENOR
El señor      .—	 ¿Quién lo ha puesto?	SENOR
El señor        .—	 (ininteligible) mi empleado estaba allá porque estaba cubriendo de mi copia certificada.	SENOR
El señor       .—	 Ah sí, siempre te he escuchado.	SENOR
El señor        .—	 Mi empleado estaba ahí porque yo tenía la copia certificada y hoy día  (ininteligible) y mañana voy a ir porque (ininteligible)	SENOR
El señor        .—	 Ah, tú le vas a presentar aquí (ininteligible)	SENOR
El señor       .—	 (ininteligible)	SENOR
El señor          .—	 A la mierda.	SENOR
El señor         .—	 O sea, hermano, ellos son congresistas y ese congresista yo estoy seguro que (ininteligible) pero conozco algo del tema, (ininteligible)	SENOR
El señor        .—	 Complicadísimo.	SENOR
