speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS VIDEOS Núms. 1574 Y 1575 REUNIÓN DEL SEÑOR VLADIMIRO MONTESINOS TORRES CON DIONISIO ROMERO SEMINARIO, EL GENERAL EP SAUCEDO SÁNCHEZ, GENERAL PNP FERNANDO DIANDERAS OTTONE, ALMIRANTE IBÁRCENA AMICO, GENERAL EP VILLANUEVA RUESTA Y GENERAL EP BELLO VÁSQUEZ 14 DE JUNIO DE 1999	BACKGROUND
El señor MONTESINOS TORRES.—	 Adelante.	MONTESINOS
El señor ROMERO SEMINARIO.—	 Primer comentario que se me viene a la mente, que orgullo de estar conversando con las Fuerzas Armadas del Perú.	ROMERO SEMINARIO
El señor MONTESINOS TORRES.—	 Y la Policía Nacional.	MONTESINOS
El señor ROMERO SEMINARIO.—	 Bueno, me refiero al conjunto.	ROMERO SEMINARIO
El señor MONTESINOS TORRES.—	 Bien, somos todos acá un equipo de trabajo homogéneo que venimos desde el año 90 con la comisión del Presidente apoyando el proyecto nacional, del proyecto político del Gobierno que ha permitido al Perú salir de la situación de crisis que nos dejó Alan García el año 90 y en la cual es plenamente conocido. Muchas caras han variado en estos 9 años porque eso normal (ininteligible) pero el equipo tiene (ininteligible) o sea, no está dentro el General Hermoza porque ya (ininteligible) en fin, pero todos ellos vienen con el equipo uniforme. Ahora, cambios generacionalmente mucho mejor en cuanto a edad. (Risas)	MONTESINOS
El señor MONTESINOS TORRES.—	 Y la idea era de la invitación  que hicimos a través de la reunión que tuvimos el día de ayer con (ininteligible), era un poco conversar contigo para que tu supieras directamente de nosotros cuál es la posición de la Fuerza Armada y de la Policía Nacional respecto a la forma de (ininteligible) el próximo año, y a su vez también un poco ver el tema de (ininteligible) limitación (ininteligible) Ese es el motivo de la renuncia. Ese es un problema amistoso de intercambio de ideas y de opiniones. Tu sabes, cómo se llama esto, de que el panorama en América Latina, como te lo conversé la vez pasada en la reunión que tuvimos, que dicho sea de paso, entre nosotros tenemos un principio que se ha mantenido legítimamente. Tenemos una comunicación fluida y permanente, o sea, conversamos todo, porque eso lo mantiene la (ininteligible). Las formas que tu converses de manera o converses conmigo, siempre nosotros intercambiamos ideas en conjunto porque este es un equipo que trabajamos con una metodología de Estado Mayor en donde ahí cada uno aporta las perfecciones donde está con el empresario y con las gentes que trabajan con cada cultura diferente personalidad. Entonces, nosotros vamos haciendo una evaluación en función de los objetivos que estamos apoyando. Entonces, la primera conclusión que se hace en esta reunión es de que todos los que estamos acá representamos a la Comunidad del Sistema de Defensa Nacional, entre ellas, Fuerzas Armadas, Policía Nacional y órganos de inteligencia, estamos comprometidos no hasta el fin, sino hasta cuando el Presidente debe continuar, y aquí.	MONTESINOS
El señor ROMERO SEMINARIO.—	 Yo estoy (ininteligible).	ROMERO SEMINARIO
El señor MONTESINOS TORRES.—	 Por eso, y era eso lo que queríamos decirte.	MONTESINOS
El señor ROMERO SEMINARIO.—	 Se dice para ninguna duda. De hecho no tengo relación con ninguno de los dos candidatos.	ROMERO SEMINARIO
El señor MONTESINOS TORRES.—	 Bueno, entonces, acá solamente.	MONTESINOS
El señor ROMERO SEMINARIO.—	 Me parece que por el bien del Perú y de todos, debería de haber un ganador (ininteligible) Fujimori, pero lo que me tiene preocupado ver que lo que están haciendo hasta ahora no conduce; Por eso hice un memo que entregué a.	ROMERO SEMINARIO
El señor MONTESINOS TORRES.—	 Sí, sí.	MONTESINOS
El señor ROMERO SEMINARIO.—	 Desde el punto de vista económico.	ROMERO SEMINARIO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor ROMERO SEMINARIO.—	 Te escucho.	ROMERO SEMINARIO
