speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1792 DIÁLOGO: GRAL. VILLANUEVA – ALM. IBÁRCENA – GRAL. BELLO 26 DE NOVIEMBRE DE 1999 —Comienza el vídeo con la antesala a la reunión que hacen los señores comandantes generales de la Marina, almirante A.P. Antonio Ibárcena Amico y de la Fuerza Aérea del Perú, teniente general FAP Elesván Bello Vásquez, quienes conversan en voz baja. En dicha sala se encuentra encendido un televisor, lo cual hace imposible escuchar el diálogo que sostienen ambos oficiales generales. Transcurridos algunos momentos, ingresa un oficial, al parecer de la Policía Nacional del Perú, quien luego de saludar a ambos comandantes generales se dirige al escritorio, ordena algunos documentos y luego se retira de la sala. Seguidamente, hace su ingreso un mozo, quien sirve el café a los señores comandantes generales. Posteriormente hace su ingreso el señor Comandante General del Ejército, general de división E.P. José Villanueva Ruesta. Finalmente, ingresa el señor Vladimiro Montesinos Torres, quien saluda a los tres comandantes generales y hace apagar el televisor, con lo cual es posible escuchar la conversación.
El señor  MONTESINOS TORRES.—	 Yo considero, uno, es el tema del día. Bueno, el asunto es de la clausura de las escuelas, el 12, el día 14, todos; o sea Ejército, Marina, Aviación y Policía para arreglar la situación. Vamos a dar la imagen de la unidad, como va a ser que la Fuerza Armada esté de un lado, la Policía en otro.
El señor COMANDANTE GENERAL DE LA MARINA DE GUERRA DEL PERÚ, almirante A.P. Antonio Ibárcena Amico.—	 Todos.
El señor MONTESINOS TORRES.—	 Además hay otra cosa, el Presidente está viajando todos los días a las provincias, está viajando a cada rato y si le mandamos 5 días, para la entrega ya perdemos 5 días; no estamos para eso. En un solo día, cerramos todo el tiempo, ya damos un mensaje de unidad, porque termina el milenio y nunca se ha hecho en la historia del Perú en conjunto. Entonces ya está la directiva para eso.
El señor COMANDANTE GENERAL DE LA MARINA DE GUERRA DEL PERÚ, almirante A.P. Antonio Ibárcena Amico.—	 Se está coordinando todo ya.
El señor MONTESINOS TORRES.—	 Entonces hay que ver nomás el tema, ya para el tema de la ejecución. Después el otro asunto es para el día del Ejército. Tenemos que hacer también una cosa similar a lo que hicimos la vez pasada, la diferencia es que, claro,  van a salir puros oficiales del Ejército al frente, pero la idea está de que estuvieran todos los generales, todos los almirantes de la Fuerza Armada y de la Policía Nacional. ¿Por qué? Porque después de ahí vamos a pasar al tema del almuerzo y no vaya a ser que vengan puros del Ejército, vienen 20 de  Marina, 20 de acá, entonces el esquema de unidad que hemos dado el día de la Fuerza Armada lo diluimos. Pero, si están todos los estos, y es conveniente que esté también la Policía, tenemos que poner la Banda del Ejército. Llega ahí, entra tocando los himnos de los institutos también, bueno, toca del Ejército, tocamos los himnos de los institutos Tú sabes que para eso no es un bandón, en la tarde del almuerzo ¿te das cuenta? Va a ser un almuerzo más o menos de 4 ó 5 horas, pero todos que sentir amenizada la música y hasta que pare eso, y tocamos los himnos, empezamos por el Ejército, que es el Día del Ejército, después empezamos por los institutos, hay toda una unidad entre todos allí, es una fiesta de todos el asunto. Entonces, tiene que haber ahí una banda de cada instituto que esté en la parte de atrás, y en el momento que viene una hurra la banda se adecua allí, entonces, que sean un poco visibles, que se note que son bandas de los institutos.
El señor COMANDANTE GENERAL DEL EJÉRCITO, General de División E.P. José Villanueva Ruesta.—	 Le damos el uniforme de cada.
El señor MONTESINOS TORRES.—	 Claro, van con uniforme, entonces se ve una cosa, entonces para ti y el tema está de que ese día (5) avisamos a todos los almirantes, todos los generales. Vienen el día anterior para acá, vamos el día a la ceremonia y al día siguiente ya se regresan a sus sedes. No vamos a hacer almuerzo esta vez, lo haremos después de los ascensos, entonces ya con los ascendidos, ya. El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, Teniente General FAP Elesván Bello Vásquez.- El hecho que estén todos los generales el Día el Ejército, creo que ya es una buena.
El señor MONTESINOS TORRES.—	 Una buena bofetada. No, además, estamos pues en el almuerzo todos, ahí ya nos vemos, entonces ya no es necesario hacer un nuevo almuerzo. Y después hacemos uno antes de fin de año, volvemos a hacer uno antes, como vienen para los ascensos, ya con los ascendidos y esos cuantos ya se incorporan al tema, y cerramos así el circuito del año. Entonces, eso sería en sí para el Día del Ejército. ¿Por qué? Porque tenemos que dar un mensaje de unidad y de institucionalidad fuerte para todos estos políticos, todas estas cosas. Bueno, pues, ya tenemos dos cosas. El señor VILLANUEVA RUESTA.- Una cosa que, ahora, hablando con Herrera me ha recomendado.
El señor MONTESINOS TORRES.—	 El nombre de la promoción. El señor VILLANUEVA RUESTA.- El nombre de la promoción.
