speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPUBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCION DEL VÍDEO N.° 857 (Los Audios Núms. 862 y 863 tienen el mismo contenido que el Vídeo N.° 857) “DIALOGO DR. – LUCCHETTI” DEL 6 DE MARZO DE 1998 —El representante de Lucchetti y el señor Vladimiro Montesinos Torres hacen su ingreso a la sala.	BACKGROUNDUNIDENTIFIED
El señor MONTESINOS TORRES.—	 Buenas, ¿como está? Adelante.	MONTESINOS
El representante de LUCCHETTI.—	 Qué le pasó en la mano.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Una pequeña.	MONTESINOS
Background	—Le muestra la mano derecha que está vendada.	BACKGROUNDUNIDENTIFIED
El representante de LUCCHETTI.—	 A lo mejor desea sentarse aquí.	LUCCHETTI
El señor MONTESINOS TORRES.—	 No, no, siéntese ahí.	MONTESINOS
El representante de LUCCHETTI.—	 Muchas gracias, muy gentil.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Al bajar del vehículo, bajé rápidamente e imprudentemente puse la mano así y con la puerta empujé y me agarró el dedo, tengo una pequeña fractura ahí (?).	MONTESINOS
El representante de LUCCHETTI.—	 Se partió el hueso.	LUCCHETTI
El señor MONTESINOS TORRES .—	 Sí (?) es un poco incómodo, porque con el calor que hace acá. Bueno, ése es un problema.	MONTESINOS
El representante de LUCCHETTI.—	 Ahora, antes que nada le quiero decir dos cosas. Uno, agradecerle la molestia de anoche.	LUCCHETTI
El señor MONTESINOS TORRES.—	 No, no.	MONTESINOS
El representante de LUCCHETTI.—	 Lo tengo que decir (?) muy gentil de su parte. Y dos, discúlpeme que haya llegado un poquito tarde, pero.	LUCCHETTI
El señor MONTESINOS TORRES.—	 No, son las 3.	MONTESINOS
El representante de LUCCHETTI.—	 (?) está en manos del señor Daniel, un gusto muy grande conocerlo.	LUCCHETTI
El señor MONTESINOS TORRES.—	 De igual manera.	MONTESINOS
El representante de LUCCHETTI.—	 Por supuesto, un gusto también poder estar acá en Lima y poder tener la oportunidad de conversar (?).	LUCCHETTI
El señor MONTESINOS TORRES.—	 Y de ver alguna serie de ideas de cómo va el problema entre ustedes y sobre todo ver las proyecciones , porque (?) óptica del gobierno peruano, dentro de su óptica (?)somos dos países que hemos estado hermanados (?) un país hermano (?) Entonces, bienvenido; ahora, obviamente dentro de la democracia tiene su pro y su contra (?) lo vamos a solucionar, y como yo sé que usted es un hombre concreto y elástico, antes de pasarnos, antes le voy a explicar en tres minutos el problema, porque me imagino que ustedes los abogados vienen de frente con la cabeza, una serie de cosas (?) .	MONTESINOS
El representante de LUCCHETTI.—	 No, no, no, me interesa, porque lo que me interesa honestamente.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Nos están tonteando, claro, nos están tonteando.	MONTESINOS
—	 Ambos se levantan de sus asientos, dirigiéndose a otro lugar de la sala.	MONTESINOS
El señor MONTESINOS TORRES.—	 Pásese por acá.	MONTESINOS
El representante de LUCCHETTI.—	 Dónde está ...	LUCCHETTI
El señor MONTESINOS TORRES.—	 El acuerdo prolijo.	MONTESINOS
El representante de LUCCHETTI.—	 Vamos a proteger.	LUCCHETTI
El señor MONTESINOS TORRES.—	 (?).	MONTESINOS
El representante de LUCCHETTI.—	 No, no, no (?) así está suficiente.	LUCCHETTI
