speaker,speech,speaker_std
BACKGROUND,"﻿Reunión de jefes policiales y Vladimiro Montesinos. (sin fecha). Este audio registra una reunión para ultimar planes operativos destinados a la nueva fase de la ""guerra política"", en palabras de VMT, quien les Informa que, al haber proclamado el JNE como presidente a Alberto Fujimori, la campaña electo ral ha concluido y deben prohibirse los mítines de Alejandro Toledo. Es decir, VMT intenta retomar control político a nivel nacional aplicando una dosis de fuerza y para ello los ha convocado, ""el principio fundamental es la energía y el ejercicio del comando"". A continuación, VMT elabora planes que consisten en actos de sa botaje a ser realizados por personal lumpen contratado especialmente para ese fin. VMT se detiene especialmente en este punto subrayando que personal militar o policial no debe ser detenido ni filmado bajo ninguna circunstancia. Por ello, VMT recomienda contratar lúmpenes para ese fin y que por último se les puede detener y luego soltar montando un carrusel. Finalmente, dispone la realización de una serie de medidas de presión y actos de amedrentamiento para impedir la Marcha de los Cuatro Suyos.",BACKGROUND
El señor Vladimiro Montesinos,(?) fueron los contenidos del tema...,MONTESINOS
BACKGROUND,[Corte en la grabación.],BACKGROUND
El señor Vladimiro Montesinos,"... tema de las movilizaciones y las invasiones; ese tema se nos iba a desbordar, se nos iba a escapar de la mano. Y, del otro lado, el vector ha sido los motivos...",MONTESINOS
BACKGROUND,[Corte en la grabación.],BACKGROUND
El señor Vladimiro Montesinos,"... compatriotas, que ya no son adversarios, si no son adversarios en el sentido que...",MONTESINOS
BACKGROUND,[Corte en la grabación.],BACKGROUND
El señor Vladimiro Montesinos,"(?) entonces esto motiva a continuar este tema de conflicto; y este tema de conflicto lo reflejamos, con la sorpresa y con la iniciativa, que no se ha dictaminado nunca que nosotros íbamos a utilizar el tema de los helicópteros que nos dio un buen resultado, porque nos permitió, en 48 y 72 horas, desactivar todo un proceso que era inmanejable e incontrolable porque hubiéramos tenido que hacer un despliegue de todo nuestro personal, no solamente en la capital y en el otro país, y hubiera resultado insuficiente para poder controlar el orden público, el orden interno. Con la sorpresa de los helicópteros hemos quebrado la voluntad de lucha del con trario, porque ya han tenido temor de enfrentarse, porque ven que tenemos una ca pacidad de respuesta que rápidamente conjuramos la situación de ellos. Y, para qué, el personal policial ha actuado con bastante rapidez, con bastante me sura; y hemos logrado el objetivo de evitar el tema de las invasiones, y después vie ne el asunto de la titulación a través del PROFAM, que logró canalizar esa corriente de explosión social que estaba orientada por la oposición para generar conflicto y confusiones antes del proceso electoral, la hemos canalizado en un sentido positivo. El segundo elemento fue el tema del conflicto en los penales. Tuvimos el motín del penal de Yanamayo que se produjo por circunstancias a, b o c que no vienen al caso manifestar, pero era un hecho. Tuvimos una reacción rápida y sofocamos, en menos de 24 horas, el motín. La respuesta rápida fue que empezamos con el personal de la DINOES, al igual que el de (?)DINOES, fue el propio general jefe de la DINOES, se controló eso en me nos de 24 horas. ¿Por qué? Utilizamos la sorpresa, utilizamos la iniciativa, la respuesta rápida de todos los institutos, todos pusimos nuestro granito de arena junto con una concep ción y una detección central, política, estratégica en el manejo de la situación y esto nos dio un resultado, el resultado fue que el motín fue debelado; y fue debelado sin costos, con una buena imagen para las Fuerzas Armadas y la Policía Nacional. Y entonces nuevamente impusimos el principio de la autoridad, sin llegar a los extremos de la violencia, sin llegar a extremos de gravedad o heridos. Más bien hubo de nuestra parte bastantes personas que tuvieron heridas, y que hubieron dos o tres de los elementos del MRTA pero sin mayores consecuencias. Entonces, logramos superar situaciones de crisis. Y, finalmente, vino el tema del penal de mujeres, que se desarrolló durante varios días. Pero en una noche, a las dos, tres de la mañana, en coordinación con el gene ral Dianderas, se produjo que en 5 minutos terminó el asunto. Y el control del penal de Lurigancho, ustedes lo han visto por la televisión, hemos ido con la fuerza de helicópteros y en una hora controlamos una situación que ha podi do ser un motín de 10 o de 15 días y hubiéramos tenido que utilizar, pues, 5 mil, 10 mil efectivos, porque hay más de 7 mil internos y era muy difícil lograr imponer el orden y la disciplina en gente que son antisociales, que son personas de nivel de alta peligrosidad, por un lado, y que estaban orientados, políticamente, por los sectores políticos azuzados y preparados para producirnos una situación de conflicto y presen tarnos ante el mundo como que ya se perdió el principio de autoridad.Entonces, no han podido con nosotros. ¿Por qué? Porque nosotros siempre tene mos una buena inteligencia puntual, siempre tenemos las previsiones, y trabajamos tocias las medidas de seguridad y permanentemente estamos en coordinación; la coordinación es un factor importante en el ejercicio del comando, no solamente de los institutos sino en el comando a nivel de los escalones de cada uno de ustedes, con los elementos subordinados. Por eso están acá los señores generales de las regiones policiales, que trabajan en es trecha coordinación con los otros generales jefes de las grandes unidades y de las re giones militares; porque los vasos comunicantes entre ustedes es el éxito, es el fac tor fundamental para lograr el objetivo de controlar el orden público. Si no tene mos una buena coordinación de aquí al 30 de julio, entonces un poco que el apa rato se descontrola pues, ¿no? Entonces, este... ¿qué va a pasar?, ¿qué va a hacer Toledo? Va a continuar con la política de ir asistiendo primero a las universidades. Y ¿por qué a las universidades? Porque en las universidades está el caldo de cultivo, por la vehemencia de la juven tud, los estudiantes por naturaleza son rebeldes, por naturaleza son personas —¿cómo se llama esto?— opuestas, por propia posición ideológica, a lo que significa el orden constituido. Son personas que se enfrentan al padre, están en el tema de la drogadicción, están en el tema de la libertad sexual, están en el tema de no creer en el principio de autoridad; y entonces son un caldo de cultivo muy fácil para poder los motivar. Entonces, la conducción estratégica de Toledo ha encontrado una buena veta para incendiarle a esos muchachos, motivarlos ¿Qué es lo que está haciendo? Él está ha ciendo una campaña de motivación a la juventud, para que esa juventud pueda sa lir después a las calles y unirse a los otros elementos que son sindicales, junto a construcción civil, y, en una simbiosis, producir actos de fuerza que nos obligan a nosotros a intervenir drásticamente y producir el tema de (?)... Entonces estamos en una nueva fase de la guerra política donde las universidades... es votar. Y el nuevo hecho es motivar a la juventud, y nuevamente va a continuar con el tema de seguir efectuando lo mismo en las plazas, o en los (?) donde va; y para eso, ustedes tienen que tomar las siguientes medidas de seguridad, y es muy importante saber (?), tienen que controlar particularmente en los sitios generales de las regiones policiales que conocen más este procedimiento.",MONTESINOS
Desconocido,Sí.,DESCONOCIDO
El señor Vladimiro Montesinos,"Toledo está utilizando maliciosamente el proce dimiento de presentar solicitudes a los prefectos o a las autoridades locales —llámese gobernadores, tenientes gobernadores, etc.— para efectuar mítines con mo tivo de llevar a cabo una tercera vuelta electoral. O sea, están dejando solicitudes maliciosas, dando la sensación como que no ha terminado el proceso, como que él estaría atrapado en los mítines porque el proceso continúa abierto. Entonces, nuestros prefectos ingeniosamente controlan…",MONTESINOS
Desconocido,... no se permite gente ingenua y enemiga.,DESCONOCIDO
