speaker,speech,speaker_std
BACKGROUND,"﻿Reunión de Alex Kouri y Vladimiro Montesinos. (del 8 de setiembre de 1998). Se trata de una de las múltiples conversaciones entre VMTy Aiex Kouri. La razón para ubicarla en esta sección es que Kouri solicita autorización a VMT para tener una entrevista con un primo que había sido detenido por tráfico ilícito de drogas. Al revisar ambos el caso del primo de Kouri, diseñan una estrategia judicial para resolver su situación. En un pasaje notable, Kouri solicita especial reserva y VMT se la ofrece en forma absoluta.",BACKGROUND
BACKGROUND,[La grabación es deficiente y el diálogo comienza a los siete minutos; además se escuchan voces y timbrado de teléfono.],BACKGROUND
El señor Vladimiro Montesinos,"Kouri, ¿cómo está?, ¡qué gusto de verlo!",MONTESINOS
El señor Alex Kouri,De igual manera.,ALEX KOURI
El señor Vladimiro Montesinos,A los tiempos.,MONTESINOS
El señor Alex Kouri,"Disculpe la informalidad, pero…",ALEX KOURI
El señor Vladimiro Montesinos,Ya estamos en la informalidad.,MONTESINOS
El señor Alex Kouri,"Entonces, no hay problema.",ALEX KOURI
El señor Vladimiro Montesinos,(?) bueno en el Callao tiene una (?).,MONTESINOS
El señor Alex Kouri,"Sí, pues, estoy trabajando.",ALEX KOURI
El señor Vladimiro Montesinos,"Bueno, ahí lo veo por la televisión (?).",MONTESINOS
El señor Alex Kouri,(?),ALEX KOURI
El señor Vladimiro Montesinos,"Estuvo buena la entrevista, me parece bastante sensata su posición, sobre todo de marcar una distancia con las dos posiciones y mantener un término de equilibrio, y una ponderación que no es muy propia en estos momentos en los políticos tradicionales, es un poco, o sea, me pareció, creo que ha sido una de las mejores entrevistas que he visto en los últimos tiempos, ah.",MONTESINOS
El señor Alex Kouri,Le agradezco mucho.,ALEX KOURI
El señor Vladimiro Montesinos,Sí.,MONTESINOS
El señor Alex Kouri,"Como ve, la circunstancia era oportuna para precisar algunos detalles.",ALEX KOURI
El señor Vladimiro Montesinos,Sí.,MONTESINOS
El señor Alex Kouri,"Que escapan de lo estrictamente coyuntural, de manejo co tidiano.",ALEX KOURI
El señor Vladimiro Montesinos,Claro.,MONTESINOS
El señor Alex Kouri,"En los asuntos propios de la decisión municipal, y entender que el tema macro del país y la coyuntura que estamos viviendo nos exige -digamos- otras actitudes.",ALEX KOURI
El señor Vladimiro Montesinos,Así es.,MONTESINOS
El señor Alex Kouri,"En el quehacer político, de ello, lo ideológico es más sencillo, en realidad en términos ideológicos (?) que no tiene una posición ideológica y con el gobierno, pues, me parece que, aun cuando puedo opinar a favor o en con tra de algunas medidas, entonces tengo mis distancias. Sobre esta base, creo que las consideraciones se plantearon y el hecho de poder, co mo lo dije, en ese caso, sería un domingo, concentrarnos en ejes fundamentales, que es, familia (?).",ALEX KOURI
El señor Vladimiro Montesinos,"Así es, ésos son los tres ejes centrales que sus tentan las naciones, o cualquier país de América Latina en el mundo.",MONTESINOS
El señor Alex Kouri,"Yo tengo que darle un consejo ahí, esa es una opinión que yo el domingo se la comenté, para mí el primer partido político es la fuerza armada.",ALEX KOURI
El señor Vladimiro Montesinos,Claro.,MONTESINOS
El señor Alex Kouri,"Entonces, para mí el sustento de cualquier democracia re presentativa, en el caso de nuestra realidad peruana...",ALEX KOURI
El señor Vladimiro Montesinos,Y de América Latina.,MONTESINOS
El señor Alex Kouri,Así es.,ALEX KOURI
El señor Vladimiro Montesinos,"Pero a donde van las fuerzas armadas ahí van los gobiernos (?) eso lo estamos viendo en Ecuador. Estamos viendo al señor Mahuad con el problema que está pasando en estos momentos, tiene un problema interno bastante difícil, no logra cuajar su situación con el tema de las negociaciones (?).",MONTESINOS
El señor Alex Kouri,El tema de Ecuador es un tema es muy complejo.,ALEX KOURI
El señor Vladimiro Montesinos,Así es.,MONTESINOS
El señor Alex Kouri,Por la actitud de toda una generación alimentada por el odio a través de los años.,ALEX KOURI
El señor Vladimiro Montesinos,"Claro, es un problema nacional.",MONTESINOS
El señor Alex Kouri,"A Jamil Mahuad lo conozco, él es de descendencia libanesa, nos conocemos; lo conozco más a él que al anterior Presidente Bucaram.",ALEX KOURI
El señor Vladimiro Montesinos,Ya.,MONTESINOS
El señor Alex Kouri,"Más aún, Jamil Mahuad, hasta hace poco fue vicepresidente de la ODCA, que es la Organización Demócrata Cristiana de América.",ALEX KOURI
El señor Vladimiro Montesinos,Ya.,MONTESINOS
El señor Alex Kouri,"Porque él representaba al Partido de la Democracia Popular Ecuatoriana (?) Partido Popular Cristiano, entonces lo conocí a él hace algunos años y sus padres y mis padres son amigos.",ALEX KOURI
El señor Vladimiro Montesinos,Ya.,MONTESINOS
El señor Alex Kouri,"Comenzó aquí en su condición de Alcalde de Quito, estu camos (?) Embajador de Ecuador.",ALEX KOURI
El señor Vladimiro Montesinos,De Cedillo (?).,MONTESINOS
El señor Alex Kouri,"Conversamos, se expresó muy cordial y jovial, y tiene mu cho aprecio por mi familia; sin embargo, bueno, las cuestiones familiares (?).",ALEX KOURI
El señor Vladimiro Montesinos,"En lo político, en el Estado...",MONTESINOS
El señor Alex Kouri,En ese aspecto se tiene que...,ALEX KOURI
El señor Vladimiro Montesinos,Así es.,MONTESINOS
El señor Alex Kouri,"Entonces, entiendo la posición ecuatoriana, las confronta ciones de la Democracia Popular con el Partido Social Cristiano (?) pidiendo la de cisión de Sixto Durán.",ALEX KOURI
El señor Vladimiro Montesinos,Ya.,MONTESINOS
El señor Alex Kouri,"Que después tuvo conexión con Alberto Dahik, del Partido Conservador.",ALEX KOURI
El señor Vladimiro Montesinos,Sí.,MONTESINOS
El señor Alex Kouri,Luego salió por el problema de venta que tuvo.,ALEX KOURI
El señor Vladimiro Montesinos,De la venta de información.,MONTESINOS
El señor Alex Kouri,"Bueno, se le asoció con la (?) de información, sobre fondos privados.",ALEX KOURI
