speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VIDEO N.° 1318 (Rómulo Muñoz Arce y Óscar Medelius Rodríguez) DEL 11 DE NOVIEMBRE DE 1998 TRANSCRIPCIÓN DOMINGO 11 DE FEBRERO DE 2001	CROUSILLAT
El señor MUÑOZ ARCE.—	 Dónde están (Ininteligible). Sándwich de, ¿cómo se llama eso, eso? De soja, carne de soja. Eso es bueno para (Ininteligible)	MELLADO
El señor MEDELIUS RODRÍGUEZ.—	 (Ininteligible)	MELLADO
El señor MUÑOZ ARCE.—	 Agüita nomás toma.	MELLADO
El señor MEDELIUS RODRÍGUEZ.—	 Acá le echamos (Ininteligible).	MELLADO
Background	—Suena el teléfono.	CROUSILLAT
El señor MUÑOZ ARCE.—	 Aló. Hola compadre, ¿cómo estás? De igual manera. Ah, no, mañana temprano en mi casa. Sí, a un cuarto para las ocho. Ya, chau. Mi cuñado que quiere que yo vaya a su casa; que no joda.	MELLADO
Background	—Risas.	CROUSILLAT
El señor MEDELIUS RODRÍGUEZ.—	 Oye, compadre, (Ininteligible) se ha hecho el bien pendejo en esta vaina.	MELLADO
El señor MUÑOZ ARCE.—	 (Ininteligible) Además, es notorio, hermano. Rompe toda la estructura lógica de un proceso electoral.	MELLADO
El señor MEDELIUS RODRÍGUEZ.—	 Y no guarda además ¿no es cierto?	MELLADO
El señor MUÑOZ ARCE.—	 No hay coherencia.	MELLADO
El señor MEDELIUS RODRÍGUEZ.—	 Coherencia, hermano.	MELLADO
El señor MUÑOZ ARCE.—	 Antonio me dijo: hermano, hay una revolución de huelguista. Hay que ir a la contra.	MELLADO
El señor MEDELIUS RODRÍGUEZ.—	 A la contra.	MELLADO
El señor MUÑOZ ARCE.—	 Yo no soy el jurado, yo me cuido en eso mucho.	MELLADO
El señor MEDELIUS RODRÍGUEZ.—	 Pero, por supuesto, hermano, (Ininteligible)	MELLADO
El señor MUÑOZ ARCE.—	 (Ininteligible) y él cree que nadie se da cuenta, él cree que nadie se da cuenta. Por supuesto que los congresistas no se dan cuenta porque no tienen tiempo, pero si yo fuera congresista le hubiera dicho: señor, usted está dando resoluciones contradictorias. La primera la ha sacado así, la vuelve a sacar así; eso no puede ser, no nos podemos equivocar.	MELLADO
El señor MEDELIUS RODRÍGUEZ.—	 Y se te ve que la espera es larga.	MELLADO
Background	—Risas.	CROUSILLAT
El señor MUÑOZ ARCE.—	 No, (Ininteligible)	MELLADO
El señor MEDELIUS RODRÍGUEZ.—	 Después sale en Caretas, Gente, (Ininteligible).	MELLADO
El señor MUÑOZ ARCE.—	 No hay coherencia en lo que dice.	MELLADO
El señor MEDELIUS RODRÍGUEZ.—	 Qué bárbaro ¿no?	MELLADO
