speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1607 ‘‘REUNIÓN DR. – CROUSILLAT – SR. WO – SR. BERTINI’’ DEL 19 DE JULIO DE 1999 —Aparece el señor José Francisco Crousillat López Torres sentado en la sala, coge una revista y la hojea. Luego llega el señor Wo, que también coge una revista. —Se desarrolla una conversación respecto a las revistas.	BACKGROUNDUNIDENTIFIED
El señor CROUSILLAT LÓPEZ TORRES.—	 (?) información económica.	CROUSILLAT
El señor WO.—	 (?)	SENOR
El señor CROUSILLAT LÓPEZ TORRES.—	 Cómo va el nombre (?) nuestro especial, la promoción (?)	CROUSILLAT
El señor WO.—	 Claro, lo vi.	SENOR
El señor CROUSILLAT LÓPEZ TORRES.—	 La promoción fue (?) era matadora. Hay un proceso.	CROUSILLAT
El señor WO.—	 (?) le he ganado (?) Hay una inauguración americana.	SENOR
El señor CROUSILLAT LÓPEZ TORRES.—	 ¿En Estados Unidos?	CROUSILLAT
El señor WO.—	 (?) de compras (?) Estados Unidos.	SENOR
El señor CROUSILLAT LÓPEZ TORRES.—	 ¿Sí?	CROUSILLAT
Background	—Continúan leyendo cada uno sus revistas. —Y hace su ingreso el señor Vladimiro Montesinos Torres.	BACKGROUNDUNIDENTIFIED
El señor MONTESINOS TORRES.—	 Maestro.	MONTESINOS
El señor WO.—	 Muy buenas, ¿cómo está?	SENOR
El señor MONTESINOS TORRES.—	 ¿Cómo estás?	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 Qué tal, felicitaciones.	CROUSILLAT
El señor MONTESINOS TORRES.—	 Sí. Sienténse. Oye, hermano, lo tengo acá a Eugenio Bertini, por el problema. Estamos viendo tu asunto, ¿no?. En la mañana hablé con el almirante que también está acá y tenemos 2 esquemas. Un esquema es que Pandolfi te firma el contrato para poder sacar 2 millones a la sola, al solo documento; lo podemos sacar esta semana y el otro es que Bertini nos haga la financiación o la refinanciación, no sé cómo nos va a presentar ahorita por los 6, si él da la garantía, la Caja entrega los 6  inmediatamente, podemos tener los 8 millones entre esta y la otra semana. Lo voy a traer primero a Bertini acá, para que hablemos con Bertini lo que haya que hablar y lo otro lo hacemos mañana. O sea, mañana lo llamo yo a Pandolfi, le voy a decir qué tiene que hacer el documento de leasing, ¿no es cierto?, creo, ahorita lo llamamos a (?) o lo llamas tú en un ratito, se hace el documento, mañana viene Pandolfi acá, lo hago firmar a él y ya tienes tu documento y con eso usted se va a la Caja con el almirante, y pin los 2 primeros, ¿ya?. Y después el otro pata, vemos ahorita cómo lo hacemos. Lo voy a traer ¿ya?	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 ¿Estás resfriado?, ¿te estás cuidando?	CROUSILLAT
El señor MONTESINOS TORRES.—	 No, sigo mal de la garganta, estos días he tenido malas noches.	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 ¿Has viajado bastante?	CROUSILLAT
El señor MONTESINOS TORRES.—	 Sí, hermano, pésimo.	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 Oye, te felicito (?)	CROUSILLAT
El señor MONTESINOS TORRES.—	 Estuvo bien, ¿no?	MONTESINOS
El señor CROSUSILLAT LÓPEZ TORRES.—	 (?) increíble.	CROUSILLAT
El señor MONTESINOS TORRES.—	 Ha salido el programa, lo hizo bien la mujer ayer ¿no?	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 Muy bien, excelente.	CROUSILLAT
El señor MONTESINOS TORRES.—	 Muy bien.	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 Y por primera vez alguien tuvo el valor de decir las cosas como son por televisión.	CROUSILLAT
El señor MONTESINOS TORRES.—	 Sí pues, por primera vez.	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 (?) hoy día hablamos, le he dicho a Laura “por primera vez alguien ha salido y ha dicho lo que tiene que decir, otros andan escondidos, in creíble. Esa es la diferencia con Panorama.. .	CROUSILLAT
El señor MONTESINOS TORRES.—	 No, Panorama no tiene ...	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	  Panorama es medio tímida.	CROUSILLAT
El señor MONTESINOS TORRES.—	  Panorama no tiene. Los chocolateros ahora en la mañana estuvieron muy bien.	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 Más bien tenía que tranquilizar a Laura porque ya la forma de “malditos”; le dije, “tranquila, calma, calma.”	CROUSILLAT
El señor MONTESINOS TORRES.—	 Claro, claro.	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 Estuvo muy bien.	CROUSILLAT
El señor MONTESINOS TORRES.—	 No, pero la (?) ha salido buena, ¿no?	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 Y ganó así.	CROUSILLAT
EL señor MONTESINOS TORRES.—	 Le ganó 20, ¿no?	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 A Panorama le sacó la mugre.	CROUSILLAT
El señor MONTESINOS TORRES.—	 Le sacó la mugre, sí. Es que Panorama tiene demasiado, sabes qué cosa, el tema de Panorama , ya la gente ya no quiere ver la “coboyada”, que los fulanos que corren, saltan, porque de eso ya están cansados, mejor ponen una película de Vietman, esas cosas, quieren la historia real.	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 Sí, es increíble que haya tenido rating, el mapa normalmente la gente ...	CROUSILLAT
El señor MONTESINOS TORRES.—	 No entiende.	MONTESINOS
El señor CROUSILLAT LÓPEZ TORRES.—	 Le aburre la explicación del mapa.	CROUSILLAT
