speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 904 ‘‘REUNIÓN DR. - VALLE RIESTRA’’ DEL 12 DE JUNIO DE 1998 —Se aprecia a tres personas reunidas en un salón con cortinas blancas y muebles con tapiz floreado. A la derecha el señor Santander y el señor Javier Valle Riestra Gonzales Olaechea sentados en un sillón de tres cuerpos y a la izquierda el señor Vladimiro Montesinos Torres. El diálogo ha comenzado antes de la grabación.	KOURI
El señor MONTESINOS TORRES.—	 ...nos salió mejor con lo que calculamos, porque la mujercita. Bueno, siempre es una, es perversa ¿no? ¿Sabes lo que más me indigna? Primero, ¿cómo es esto? Uno puede discrepar políticamente con Haya de la Torre, pero no puede dejar de desconocer la dimensión humana de un hombre que sacrificó su vida por un ideal.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Que ha renunció a sus justas expectativas a cambio de...	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Y entonces no le puedo expresar bajeza. Primero, ella, cuando Haya de la Torre sufría el martirologio y sufría todas las peripecias que ha pasado, ésta ni siquiera estaba en embrión.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Así, es.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	" Entonces, como usted dice ""usted no tiene historia para venir a juzgar a una persona"", ni con creencias de lo que me dijeron."	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	" Y se asustó y dijo ""no lo he dicho"", pero sí lo dijo."	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Claro que está bien claro, y está la grabación, y esa es una bajeza, bien claro digamos que es una viveza.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Yo le dije, es una torpeza y una bajeza. Y después cuando le dije no se dice irrogarse sino arrogarse.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 No, bueno, allí quedó como una ignorante la mujer, totalmente quedó como una...	MONTESINOS
El señor SANTANDER.—	 Muy vulgar, doctor.	SANTANDER
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	" No, pero había que ir porque si decía ""no, se está escondiendo"", e iba a decir ella, amenazó con decir que yo ya estaba reblandecido. entonces, yo dije ""bueno, mejor voy"", ya está."	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 No, pero ya está, se zafó usted del tipo...	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Ya no voy, ya no vuelvo más donde esa tipa ¿Qué tal estuvo mi defensa de Alejandro?	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Ha estado muy bien, ah.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Hay un (?), un hombre de talento.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Pero además hay dos cosas que usted distinguió, dos momentos: una cosa es el hecho policiaco de la captura.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Claro, que es una captura sicológica. ¿Qué tal estuvo eso?	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Está excelente	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Yo no (?) físicamente, no tengo la menor duda que estuvo muy bien. Pero le dije ahí lo capturó sicológicamente, pero...	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Claro, ahora en cuanto ella habla de Merino. Efectivamente Merino es una persona, es un funcionario que trabaja como los cientos de funcionarios. Pero usted ha visto, la única persona —usted ha visto los vídeos— que la agarró, y no ha ido nadie, ese es mi trabajo personal.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Por supuesto y qué bueno usted está y el estuvo allá, eso quiere decir que se ha rodeado de buenos asesores. Pero es que yo no sabía si estaba o si no estaba.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Bueno, Merino es un funcionario acá, pero jamás él tuvo ninguna conversación con Abimael Guzmán, ¿por qué? porque la operación la hice yo en exclusividad.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Sí, lo sé.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Y Merino no tuvo que ver absolutamente nada.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Hay ciertas cosas que vengo diciendo reiteradamente, que para mí...	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Está bien, claro, me parece...	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Vladimiro es un hombre inteligente, es un hombre culto, es un sociólogo.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Bueno, y además hay una cuestión, por ejemplo, cuando a mí me echan la responsabilidad del Grupo Colina y esas cosas. Estamos hablando de acá, como abogados, y la amnistía es el perfecto silencio. Yo puedo moralmente estar en desacuerdo, pero jurídica y constitucionalmente, eso está, pues.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Incluso el Tribunal Constitucional ha declarado constitucional esa ley.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Así es, el propio Tribunal.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Cuando estaba integrado por siete personas.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Así, es, o sea que ya eso ya, de eso no hay que hablar. Y encima de eso, la otra cosa que era importante. a mí no me ha procesado en ese caso, ni me han mencionado.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Y además la amnistía no se refiere a personas sino al hecho, los hechos.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Los hechos y los hechos han quedado. Pero es una mujer, una cosa es ser periodista de oposición y otra cosa es ser ya una mujer.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	" En la última para fue donde yo le pregunté: ""no me sigas hablando tanto de Vladimiro, porque voy a creer que estás enamorada de él."""	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Eso, por ejemplo.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Al toque nos desviamos.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Porque eso hubiera sido el remate. Y lo vas a poner celoso a Cruz.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Claro, yo le dije esto de la llamada del presidente, le dije que es romántica.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Pero fue, colosal estuvo la.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Sí, estuvo bien. Claro, tiene poca audiencia creo, tendrá 3% ó 4%.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 No, tiene 3% ó 4%, pero seguramente ayer por la presencia suya puede haber subido a un doble por ciento. Porque, mire, Hildebrandt ahora está con 5 de rating.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 ¡Qué bueno!	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 5 de rating. Esta está con 3, pero ayer tiene que haber subido por la cuestión esta, para balancear el tema de Gibson, cómo se llama, que último no hay ya nada. Ya la gente está cansada y está harta de esta cuestión. todos los días que dale y dale y dale. O sea, acá usted ha venido a hacer pedagogía política.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Claro, esa es mi misión.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Esa es la pedagogía política.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Me dan una tribuna para que hable de pedagogía política, no voy. ¿No voy? Y la pedagogía que me he metido en la calle ayer.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Claro, lógico.	MONTESINOS
El señor SANTANDER.—	 ¿Qué le pareció, doctor?	SANTANDER
El señor MONTESINOS TORRES.—	 Yo le dije ¿te acuerdas? Estuvimos de acuerdo totalmente, me pareció muy bien, excelente.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Además, ha resultado en la interpretación popular superior a lo que calculábamos.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Claro, porque en primer lugar, cómo se llama, el hecho de ir solo, solamente con las armas, de qué, de la virilidad y de la presencia física, y sobre todo con la solvencia moral de hablar, eso es más importante que ir rodeado de 5 de seguridad.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Claro, pues, y de ahí, si no hubiera sido.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Pero ¿usted ha visto la marcha de ayer? Es decir, se desinfló, no hay nada.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Y La República no dice una sola palabra.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Nada, y cuando llegaron a la Plaza de Armas se encontraron con dos hileras de mujeres.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Dándoles garantías.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	" Dándoles garantías. Con mujeres, le digo, ¿Pero cómo, entonces qué policías han ido? ""No, ellos son los policías, mujeres femeninas""."	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Y cantaron y se fueron.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Y cantaron y se fueron.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Y encima algunos chicos han declarado pidiéndome disculpas.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Y ahí estaba de dirigente el hijo de Del Pomar.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Ese es el que hablaba hasta por los codos.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Él es el hijo de Del Pomar, y el otro que estaba ahí es el hijo de este de la UPP, cómo se llama, Guerra creo que es. De la UPP, uno gordito que es uno de los dirigentes de la UPP.	MONTESINOS
El señor SANTANDER.—	 ¿Forsyth?	SANTANDER
El señor MONTESINOS TORRES.—	 No, Forsyth, no.	MONTESINOS
El señor SANTANDER.—	 ¿Chipoco?	SANTANDER
El señor MONTESINOS TORRES.—	 Tampoco.	MONTESINOS
El señor SANTANDER.—	 ¿Guerra-García?	SANTANDER
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 ¿Grados Bertorini?	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 No, Grados Bertorini no, Róger Guerra, creo que es.	MONTESINOS
El señor SANTANDER.—	 Ah, ya es el médico. El médico que fue rector de la universidad.	SANTANDER
El señor MONTESINOS TORRES.—	 Su hijo era otro de los agitadores.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Me ha parecido de lo más candente lo del día de ayer, aparte de todo	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Ah lógico, un buen manejo estable. (2)	MONTESINOS
El señor VALLE RIESTRA GONZALES-OLAECHEA.—	 De la Fuerza Armada de la justicia.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Claro, lógico,  pero además hay una cosa, doctor, viendo la perspectiva. Nosotros podemos reatribuir de que el gobierno tiene una serie de errores como todo gobierno tienen los errores, pero si hacemos el balance de lo positivo y de lo negativo, más es positivo	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Hoy día que el doctor Blancas que es socialista y radical.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 (?) y me reconoció lo que es el terrorismo.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Claro, donde el perfil.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Todo el mundo, el embajador de Canadá, todo el mundo y ahora también con experiencia. Entonces, yo convoqué a un almuerzo, tuve que hacerlo para coordinar qué cosa se podía hablar. Me llevé una gran impresión.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 El ministro Baca, excelente; Mirian Schenone ni que decir.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Así es.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Hokama, estupendo.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Así es.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Es un equipo de gente valiosa.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Es un equipo de gente valiosa.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Inclusive no saben nada política, que no opina, que no están ahí con el Gobierno porque (?) el país.	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Nada más, porque ninguno de ellos va por una cuestión de percepción, porque usted sabe que son desconocidos en política ni hablan, son mudos.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Hablan cuestiones técnicas. Yo he hablado en estos siete días por todo lo que ellos no han hablado mucho antes. (Risas.)	VALLE RIESTRA
El señor MONTESINOS TORRES.—	 Los mudos.	MONTESINOS
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Y Fujimori hasta ahora no me desautoriza ¿no?	VALLE RIESTRA
