speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL AUDIO N.° 1475 ‘‘REUNIÓN DR. – EDUARDO CALMELL’’ DEL 13 DE ABRIL DE 1999 —La grabación empieza con fuertes ruidos que impiden percibir con claridad el diálogo.	BACKGROUND
El señor CALMELL DEL SOLAR DÍAZ.—	 Ahí estuvieron en lo de la cita en Jamaica.	CALMELL
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Una larga discusión, pues.	CALMELL
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Previamente dejé un mensaje.	CALMELL
El señor MONTESINOS TORRES.—	 Sí, sí.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Antes de irnos,  para  ver...	CALMELL
El señor MONTESINOS TORRES.—	 Si podría hacer algo.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Si podría hacer algo.	CALMELL
El señor MONTESINOS TORRES.—	 Claro, para poder recomponer un poco el tema.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Bueno, no ha quedado tan mal . Lo que pasa es que ahí ya había un problema ya de... al viejo Miró Quesada que pudiese hablar claro.  Menos mal que...	CALMELL
El señor MONTESINOS TORRES.—	 Ya. Porque también, pues, al Presidente le oficiaron a última hora.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Claro.	CALMELL
El señor MONTESINOS TORRES.—	 El presidente, él está abierto a recibir a todo el mundo, inclusive a personas contrarias ideológica, políticamente porque, ¿qué pierdes tú recibiendo a una persona? Nada.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Al contrario, esa gente además viene negociando.	CALMELL
El señor MONTESINOS TORRES.—	 Claro, le gusta,  le gusta que lo reciba el jefe del Estado, es parte del status.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Es parte del tema.	CALMELL
El señor MONTESINOS TORRES.—	 Es parte del status y encima de eso, y bueno, él sabe cómo manejar esto.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Sí, yo creo que ahí Alejo no quiso perder cara.	CALMELL
El señor MONTESINOS TORRES.—	 Pero, además veamos el continente latinoamericano y no nos centremos en el tema peruano; o sea veamos qué está pasando en  la región. Entonces, al analizar la región veamos nuestra casa.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Eso fue lo que pasó.	CALMELL
El señor MONTESINOS TORRES.—	 Entonces, muy bien, veamos nuestra casa y recién a partir de ahí, digamos, si efectivamente lo que pasó en el casa es algo muy grave, grave, o realmente es una cosa simplona que estamos haciendo “una tempestad en un vaso de agua”.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Tú sabes que al final el resultado del análisis, la gente tenía eso muy claro ¿no?	CALMELL
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Porque Colombia pues tiene pues veinte, treinta muertos todos los días.	CALMELL
El señor MONTESINOS TORRES.—	 Mira, por ejemplo, mira, vamos a analizar. Ayer acaban de raptar el avión de Avianca, en las guerrillas se han capturado a los...	MONTESINOS
