speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS AUDIOS Núms.  858 y 861 (El Audio N.° 861 tiene el mismo contenido del Audio N. 858) ‘‘SR. LUCCHETTI - DR. - ALMUERZO’’ DEL 10 DE FEBRERO DE 1998	BACKGROUND
Desconocido	 (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 (?) Ah, caramba.	MONTESINOS
Desconocido	 Le traigo una pequeña demostración de mi afecto y agradecimiento.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Muchas gracias.	MONTESINOS
Desconocido	 (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Ah, que bien.	MONTESINOS
El señor     .—	 (?)	SENOR
El señor MONTESINOS TORRES.—	 Ya, a almorzar.	MONTESINOS
Desconocido	 Me voy a sacar la chaqueta.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Póngase cómodo porque hace un calor.	MONTESINOS
Desconocido	 (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Esto es un horno (?)	MONTESINOS
El señor     .—	 (?)	SENOR
Desconocido	 (?) debe haber algo especial entre tu y yo.	DESCONOCIDO
Desconocido	 (?)	DESCONOCIDO
Desconocido	 (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 (?)  He visto que está (?) desaforado loco, ¿no?	MONTESINOS
Desconocido	 Uh. (?) Tienes que seguir dándole duro.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 No podemos parar.	MONTESINOS
Desconocido	 (?) no (?)	DESCONOCIDO
Desconocido	 Que gusto verlo.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 De igual manera. ¿Cómo va?	MONTESINOS
Desconocido	 Bien (?) va subiendo (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Sí, sí, sí.	MONTESINOS
Desconocido	 (?) Están buenos.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Son excelentes. Ah sí.	MONTESINOS
Desconocido	 Bien, aquí porque todo el mundo de vacaciones.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Bueno, ahora ya las labores(?) escolares ¿no?	MONTESINOS
Desconocido	 Claro.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 ¿La familia?	MONTESINOS
Desconocido	 Todos bien. Sin novedad.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 (?)	MONTESINOS
Desconocido	 (?) la señora (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
Background	—Diálogo ininteligible.	BACKGROUND
Desconocido	 (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Está en Tumbes (?) El Sr. (?)	MONTESINOS
El señor MONTESINOS TORRES.—	 Bueno, el calor de Tumbes ahí es 40º (?)	MONTESINOS
Desconocido	 (?)	DESCONOCIDO
Background	—Corte en la grabación.	BACKGROUND
El señor MONTESINOS TORRES.—	 (?) al Presidente le quedan (?) en el mes de mayo son las elecciones, el 30 de mayo, el 9 de agosto es cambio de gobierno. Se prevé que va a haber una segunda vuelta, sería en julio. Pero ninguno de los candidatos tiene la opción para ser mayoría. (?)	MONTESINOS
Desconocido	 ¿Y las conversaciones, los acuerdos con esta gente? Entonces (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Bueno, van positivos en el sentido de que hay una voluntad política de ambas partes de llegar a un arreglo (?) como estas cosas tienen que ser ratificadas lógicamente (?) No sabemos si el Congreso del 3 al 9 de agosto.	MONTESINOS
Desconocido	 Va a ratificar.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Va a ratificar o no. Porque, en primer lugar, el actual Presidente no tiene partido o sea ha salido (?)	MONTESINOS
Desconocido	 Claro, ha perdido frente al tema con (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 (?)	MONTESINOS
Desconocido	 (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Los vocales pasan a retiro a fines de este mes (?)	MONTESINOS
Desconocido	 Debe tener harto apoyo en esto.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Tiene mucho carisma. Por lo menos es una persona que tiene una posición más clara que la misma clase política, respecto a lo que son (2) los intereses del Estado.	MONTESINOS
Desconocido	 Del Estado, de todas maneras.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Y el Presidente no es un hombre que se mueve en función de coyunturas personales o partidarias, sino en función de los nacionales.	MONTESINOS
Desconocido	 (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Sí, sí, sí. Ya (?) en Santiago (?) iba a pasar con el General Pinochet. Lo que yo estoy viendo de que la situación se le va a poner muy difícil (?) él va a dejar el cargo el 10 y le van a hacer un escándalo en el Congreso, no lo van a dejar juramentar. Suponga que le hagan una ceremonia muy especial para él, pero ya no va a poder ir al Congreso. Y encima de eso, quién le garantiza que estando ya de Congresista.	MONTESINOS
Desconocido	 Le den la protección.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Le den la protección o le levanten la inmunidad, porque de repente el mismo gobierno le interesa soltar anclas, y que sea un poco como válvula de escape, y al final pague las consecuencias de todo lo que ha pasado, de toda esa presión política que se está viendo ahora y (?)	MONTESINOS
Desconocido	 Yo creo que es un escenario posible pero no probable.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 (?) de gobierno, estaban dando decretos para mantener la continuidad. Tengo 81 años de vida y me expongo ahora, dentro de 1 mes a ir al Congreso para que me (?) el desafuero, para irme a la cárcel a hacerle compañía al (?)	MONTESINOS
Desconocido	 Lógico (?) un escenario (?) constitucional.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Entonces, (?) frente a ese esquema.	MONTESINOS
Desconocido	 Las Fuerzas Armadas no van a permitir eso.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Frente a ese esquema, ¿qué me quedaría a mí?,  permanecer en el Comando del Ejército. Ahora tenemos La Cumbre de las Américas que es en abril (?) otro factor.	MONTESINOS
Desconocido	 Otro factor (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 (?) con el tema (?)	MONTESINOS
Desconocido	 Con 1 mil 200 personalidades (?) personas que cuidar, 5 (?)	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Yo sé porque nosotros hemos mandado gente allá a Santiago  (?) Pero yo veo la situación de Pinochet se va a retirar justamente en este momento.	MONTESINOS
Desconocido	 En este momento, y puede ser.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Entonces, ¿qué hago?	MONTESINOS
Desconocido	 Porque allá van a tratar de crear problemas.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Uhm, de (?) político.	MONTESINOS
Desconocido	 Claro.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 (?) fuera (?) porque ahorita él se mantiene con los 4 generales que han pasado al retiro y (?)	MONTESINOS
Desconocido	 Claro.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 (?) Pero después Izurrieta un poco que ha guardado distancia porque el 6 de enero  la reunión de generales para anunciar que se quedaba y se fue de vacaciones.	MONTESINOS
Desconocido	 Claro.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Ah.	MONTESINOS
Desconocido	 Ahora según dicen de común acuerdo con Pinochet.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Bueno, de repente tú lo estás diciendo de (?)	MONTESINOS
Desconocido	 Eso es lo que ustedes me dijeron que esto había sido, es lo legal, sálgase usted porque. ¿No?	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Lo meten en la colada.	MONTESINOS
Desconocido	 “Lo meten en la colada y después va a tener problemas”.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Ujum.	MONTESINOS
Desconocido	 Bueno, yo supongo, yo creo que el Ejército tendrá que mantenerle en cuenta su apoyo irrestricto, porque sino. Ahora, es cierto, ah, cuando se pierde el poder.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 Definitivamente	MONTESINOS
Desconocido	 Los que están en retiro están en retiro.	DESCONOCIDO
El señor MONTESINOS TORRES.—	 No, ya no va a poder (?) ninguno de los (?) En este momento ¿qué es lo que conviene?, que no le levanten la inmunidad del Congreso (?) juicio, usted tiene su inmunidad, por eso digo: “Con mi inmunidad yo me protejo”.	MONTESINOS
Desconocido	 Claro.	DESCONOCIDO
