speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 892 19 DE MAYO DE 1998 —El señor Jaime Beltrán Quiroga se encuentra en la sala, luego hace su ingreso el señor Vladimiro Montesinos Torres y se saludan.	BACKGROUNDUNIDENTIFIED
El señor MONTESINOS TORRES.—	 ¿Cómo está?	MONTESINOS
El señor BELTRÁN QUIROGA.—	 Bien.	BELTRAN
El señor MONTESINOS TORRES.—	 Asiento, ¿Cómo va el trabajo?	MONTESINOS
El señor BELTRÁN QUIROGA.—	 Hoy día nomás ha sido un día pesado.	BELTRAN
El señor MONTESINOS TORRES.—	 ¿Y su mamá cómo está?	MONTESINOS
El señor BELTRÁN QUIROGA.—	 Bien, bien. El señor MONTESINOS TORRES.	BELTRAN
Background	— Está bien, anoche se sintió un poco mal.	BACKGROUNDUNIDENTIFIED
El señor BELTRÁN QUIROGA.—	 Sí, creo. El señor MONTESINOS TORRES.	BELTRAN
Background	— Hoy día ha sido un día movido, no.	BACKGROUNDUNIDENTIFIED
El señor BELTRÁN QUIROGA.—	 Hoy día ha sido movido. El señor MONTESINOS TORRES.	BELTRAN
Background	— Cuántas horas han estado ahí. El señor BELTRÁN QUIROGA. — Hemos estado seis horas en continuidad. la maratón.	BACKGROUNDUNIDENTIFIED
El señor MONTESINOS TORRES.—	 Un poco pesado estar escuchando ahí. El señor BELTRÁN QUIROGA.	MONTESINOS
Background	— Tantas cosas. El señor MONTESINOS TORRES. — Un poco aburrido. El señor BELTRÁN QUIROGA. — Hay algunos que hablan en contra de ustedes, ¿no? El señor MONTESINOS TORRES. — Pero de todas maneras se agota estar 6 horas sentado, ¿a que hora es eso?	BACKGROUNDUNIDENTIFIED
El señor BELTRÁN QUIROGA.—	 2 de la mañana.	BELTRAN
El señor MONTESINOS TORRES.—	 2  de la tarde. El señor BELTRÁN QUIROGA . 3, 4 de la tarde.	MONTESINOS
El señor MONTESINOS TORRES.—	 ¿Sin parar?, anoche el Presidente quiso conversar con usted, estuvo esperando casi hasta las 3 de la mañana. Estaba sumamente interesado en resolver este problema porque la controversia esta en el borde del marco legal meramente penal y jurisdiccional ya se convierte en un problema de Estado, porque aquí hay de por medio 2 países y un tercer país que es el Perú. Acá Estados Unidos, Francia y el Perú, si bien es cierto es el litigio de 2 empresas, perdón, de dos gobiernos, hay interesados en la solución del litigio. Y nosotros como gobierno peruano, como estado peruano, estamos en el medio del problema, ¿por qué?, Porque Estados Unidos es garante del Protocolo de Río de Janeiro. Y el estado peruano en este momento por el problema con el Ecuador, le conviene, como estado y los intereses nacionales que ese garante no nos exceptúe y podamos llegar al 30 a la firma del Protocolo con el Ecuador. La posición americana está caminando un poco por ese lado y la otra contrapartida no nos interesa absolutamente nada.	MONTESINOS
El señor BELTRÁN QUIROGA.—	 Se tiene que...	BELTRAN
El señor MONTESINOS TORRES.—	 La política del país en lo que es, digamos, los intereses nacionales y objetivos nacionales son cuestiones de Estado. Entonces, está en estos momentos en manos tuyas un problema que transborda lo meramente jurisdiccional, ya entra en juego intereses nacionales, estatales...(ininteligible)... en las cuales hay que ver de nuestra perspectiva y óptica. Yo ayer he tenido una reunión con el doctor Castillo y el doctor Serpa y he tocado ese tema y ellos coinciden conmigo de que la posición debe ser en defensa de los intereses nacionales. Por eso que anoche lamentablemente ya no se pudo comunicar con usted el Presidente de la República, no pudo hablar directamente, pero ahora yo le transmito el encargo, porque tiene en sus manos un asunto que está en juego, ya no el poder Judicial, sino un poco la imagen del país y sobre todo el problema de la seguridad nacional, ¿por qué el problema de la seguridad nacional?, porque nosotros tenemos como un objetivo que el 30 de este mes tiene que resolverse el tema con el Ecuador y Estados Unidos es una pieza clave porque es el país mas importante de los 4 países, entonces la solución de ese problema tiene que darse y eso lo tiene usted que entender de una perspectiva, ya no es una perspectiva ..(ininteligible).. pero ya cuando hay intereses nacionales...	MONTESINOS
El señor BELTRÁN QUIROGA.—	 La opinión no cuenta.	BELTRAN
