speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS VÍDEOS Núms. 1487 - 1488 “REUNIÓN DR. - GENARO DELGADO PARKER” DE FECHA 21 DE ABRIL DE 1999 —El señor Genaro Delgado Parker hace su ingreso a la sala de espera.
El PERSONAL DE SERVICIOS.—	 ¿Desea algo?
El señor DELGADO PARKER.—	 Sí, un cafecito.
El PERSONAL DE SERVICIOS.—	 Correcto.
Background	—Hace su ingreso el señor Vladimiro Montesinos Torres.
El señor MONTESINOS TORRES.—	 Me siento tan leal. 
El señor DELGADO PARKER.—	 Me ha hecho usted asustar la semana pasada. (Risas) Parece que se metieron con los notarios.
El señor MONTESINOS TORRES.—	 Sabe qué cosa, lo hemos aguantado 20 días, yo lo pensaba aguantar más, pero ya la cosa fue escandalosamente; fue la televisión, fueron notarios; y entonces los notarios se asustaron y entonces me llamaron y me dijeron: doctor, lamentablemente no lo podemos hacer, porque esto va en contra de nosotros ya en lo personal ¿no?, y después ya vino Canal 5 y toda la cuestión, porque la solución total no estaba en ellos. Entonces, usted me mandó en la mañana y yo le dije que no se preocupe que todo está bajo control, les hemos ganado 20 días que para usted han sido oro.
El señor DELGADO PARKER.—	 Valiosos.
El señor MONTESINOS TORRES.—	 Valiosos. Entonces cumplimos con hacer lo máximo posible. Ahí era que usted me dijera: ya ¿no? Pero, fatalmente, pues, ya hay cosas que escapan a la voluntad tanto de ellos, como la mía, pero lo que interesa es el resultado, y hay cosas que pasan en el intermedio. Usted me ha mandado este proyecto.
El señor DELGADO PARKER.—	 (?) Le agradezco, le agradezco, estoy muy agradecido.
El señor MONTESINOS TORRES.—	" Entonces, se está haciendo exactamente lo que usted ha pedido acá, estamos poniendo los seis millones de soles, estamos pidiendo la contra medida cautelar. Voy a leer: ""Se resuelve la amnistía (?) medidas cautelares que se ejecutarán (?) especialista una vez que la parte solicitante de la medida cumpla con la (?) referida suma."" Hecho eso."
El señor DELGADO PARKER.—	 Muy bien, señor, la idea era suya.
El señor MONTESINOS TORRES.—	 Sí, yo le dije sobre el tema de una vez que hagamos eso.
El señor DELGADO PARKER.—	 Le estoy muy agradecido, realmente esto es lo que yo necesitaba.
El señor MONTESINOS TORRES.—	 Ya con esto le doy el oxígeno que usted quiera, ahora va a apelar la otra parte obviamente, ya que apele, ya pues, pero usted tiene... Mi idea inicial fue ésta y para eso ya le he dado armas para negociar con Manuel.
El señor DELGADO PARKER.—	 Yo he estado conversando dos días con Manuel y yo... mejor dicho, me llamó mi hermana Raquel, que por supuesto está conmigo ahora totalmente de acuerdo, entonces me dice: oye, (?) está llamando, por favor, haz esto. Entonces, le dije, (?) comenzamos a hablar y le dije: mira, yo quiero arreglar esto porque ya tengo 70 años y quiero tener paz en mi vida, no quiero estar peleando con mis familiares ni nada. Alguna cosa, pues (?) estamos ya cerca. Le digo: pero no me vengas a fregar ¿ah? en este proceso de conversación vamos a llegar a un acuerdo, pero nada de que tirarnos cabes por abajo. Ayer presentó ella una carta a la CONASEV...
El señor MONTESINOS TORRES.—	 ¿Ayer presentó una carta?
El señor DELGADO PARKER.—	 Hoy día tuve que ir a la CONASEV para preguntarle como va la cosa y llevarle esa cartita que le dejé el otro día, más o menos explicándome. Pero en fin, me dijeron: mire, nosotros en esto vamos a ser imparciales, esta carta no dice nada, lo único que nosotros (?) que no parar la hora, no va a parar la oferta pública que se está (?) no se va parar, eso sigue adelante. Esperaremos, pues.
El señor MONTESINOS TORRES.—	 No, bueno ya pues, eso está con fecha de mañana, yo lo quería soltar esto rápido, está con fecha de mañana 22, mañana lo suelto, mañana notifico (2) el asunto. Claro, zapatearán, gritarán, que apelen; pero ya están hechos.
El señor DELGADO PARKER.—	 Sí, pues. Ahora, yo tengo, mire le voy a explicar cómo es la verdad ¿no? Hasta el 18 de mayo no se cierra la oferta.
El señor MONTESINOS TORRES.—	 O sea, está abierta. Pero esto le da oxígeno, pues...
El señor DELGADO PARKER.—	 Claro, si yo llego hasta el 18 de mayo sin nada, sale ya el asunto, ya es más fácil negociar con ellos, yo ya puedo llegar a un acuerdo más tranquilo. Y yo creo que nos vamos a entender. Así que esto es una buena jugada que hace usted.
El señor MONTESINOS TORRES.—	 Lo estoy ayudando, estoy cumpliendo la palabra.
El señor DELGADO PARKER.—	 Así es. Usted me ayuda porque le dio la gana, como yo le dije.
El señor MONTESINOS TORRES.—	 Claro.
El señor DELGADO PARKER.—	 Porque yo había hecho mi decisión.
El señor MONTESINOS TORRES.—	 Así es.
El señor DELGADO PARKER.—	 Y usted quiso ser generoso conmigo es esto, ayudarme. Bueno, ya estaba usted de nuestro lado, pero ahora se ha puesto en una situación, porque los españoles por el otro lado. Ahora, pues, se ha puesto en una situación más... porque cuando uno se pelea con dos amigos tiene que tratar de que éstos se junten, pues.
El señor MONTESINOS TORRES.—	 Bueno pues, justamente ése ha sido mi propósito, porque él también es mi amigo.
El señor DELGADO PARKER.—	 Claro, por eso, yo lo entiendo.
El señor MONTESINOS TORRES.—	 Yo sé que es amigo mío. Entonces, ahora le estoy dando el punto de entrada para que busquemos el equilibrio.
El señor DELGADO PARKER.—	 A ver, busquemos una solución entre todos.
El señor MONTESINOS TORRES.—	 El equilibrio es el amiste de los hermanos y la solución armónica de familia.
El señor DELGADO PARKER.—	 Sí, señor, eso es lo que hay que buscar.
El señor MONTESINOS TORRES.—	 Eso es lo más importante.
El señor DELGADO PARKER.—	 Y yo le prometo que yo voy a hacer todo de mi parte.
El señor MONTESINOS TORRES.—	 Le da pie de entrada en ese sentido, tal cual usted me lo ha enviado, tal cual se lo he sacado, usted ha visto, tal cual. Entonces, mañana debe estar firmado por el juez, mañana sale el asunto. Hoy día mismo usted me recibe.
El señor DELGADO PARKER.—	 Una gran eficiencia.
