speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS VIDEOS Núms. 1577 y 1578 “REUNIÓN DOCTOR – BEDOYA - REÁTEGUI” DEL 17 DE JUNIO DE 1999 —En la sala de espera se encuentran los señores Luis Bedoya de Vivanco y Tomás Gonzales Reátegui. En el ínterin se les ofrece bebidas gaseosas. Transcurrido más o menos 15 minutos se hace presente el señor Vladimiro Montesinos Torres y se saludan.	KOURI
El señor GONZALES REÁTEGUI.—	 Esto es para el trome.	REATEGUI
El señor MONTESINOS TORRES.—	 Ah, ya.	MONTESINOS
El señor GONZALES REATEGUI.—	 Esta botella de aguardiente contiene pura caña.	REATEGUI
El señor MONTESINOS TORRES.—	 Así.	MONTESINOS
El señor GONZALES REÁTEGUI.—	 En alambique de acero inoxidable.	REATEGUI
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor GONZALES REÁTEGUI.—	 Tradicionalmente en el Perú se creía que el aguardiente  destila en cobre.	REATEGUI
El señor MONTESINOS TORRES.—	 Pero no era así.	MONTESINOS
El señor GONZALES REÁTEGUI.—	 No, el cobre cuesta mucho más caro que (?). Entonces la bomba que se mete por dentro uno.	REATEGUI
El señor MONTESINOS TORRES.—	 Al día siguiente amanece uno pero.	MONTESINOS
El señor GONZALES REÁTEGUI.—	 Y este es siete raíces.	REATEGUI
El señor MONTESINOS TORRES.—	 Ah, siete raíces.	MONTESINOS
El señor GONZALES REÁTEGUI.—	 Siete raíces.	REATEGUI
El señor MONTESINOS TORRES.—	 Milagroso.	MONTESINOS
El señor BEDOYA DE VIVANCO, Luis.—	 Si te tomas toda la botella vas a terminar. (Diálogo y risas).	BEDOYA
El señor MONTESINOS TORRES.—	 Mañana tengo ya las encuestas, ah. He mandado hacer encuestas a POP.	MONTESINOS
El señor BEDOYA DE VIVANCO, Luis.—	 La última.	BEDOYA
El señor MONTESINOS TORRES.—	 Para ver cómo va el tema. Eso es ya de todo, de toditos, que va a servirnos de algo.	MONTESINOS
El señor BEDOYA DE VIVANCO, Luis.—	 Lo que tenemos es la relación completa de los votantes.	BEDOYA
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BEDOYA DE VIVANCO, Luis.—	 Y, entendemos, que los que no tienen la dirección.	BEDOYA
El señor MONTESINOS TORRES.—	 Es porque, es porque no están.	MONTESINOS
El señor BEDOYA DE VIVANCO, Luis.—	 Viven fuera	BEDOYA
El señor MONTESINOS TORRES.—	 Viven fuera de la.	MONTESINOS
El señor BEDOYA DE VIVANCO, Luis.—	 Ya	BEDOYA
El señor MONTESINOS TORRES.—	 Entonces, ni en el Registro Electoral ni en la Reniec no están.	MONTESINOS
El señor BEDOYA DE VIVANCO, Luis.—	 Ya. Sí, claro. Nosotros a través de la guía telefónica ya.	BEDOYA
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BEDOYA DE VIVANCO, Luis.—	 Ya comenzamos a detectar a esas personas.	BEDOYA
El señor MONTESINOS TORRES.—	 Pero lo importante es que tenemos la dirección de todos los que son hábiles para, y hay algunos que están agrupados por mesas	MONTESINOS
El señor BEDOYA DE VIVANCO, Luis.—	 Sí, todos. Inclusive están, hay una lista de los que son miembros de mesa.	BEDOYA
El señor MONTESINOS TORRES.—	 Exactamente, sí.	MONTESINOS
El señor BEDOYA DE VIVANCO, Luis.—	 Estamos trabajando en ese tema.	BEDOYA
El señor MONTESINOS TORRES.—	 Ya. Después, este, hay una información importante. Hay una mujer que trabaja en el Jurado Especial de Lima, el presidente del Jurado es el doctor.	MONTESINOS
