speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2001 TRANSCRIPCIÓN DEL VÍDEO N.° 1795 (Reunión Gral. Villanueva – Gral. Bello – Alm. Ibárcena – Winter) DEL 26 DE NOVIEMBRE DE 1999 —Se encuentran presentes en la sala, los señores: Bello Vásquez, Ibárcena Amico y Villanueva Ruesta. Posteriormente ingresan a la sala los señores: Boloña Behr, Samuel Winter Zuzunaga, Mendel Winter Zuzunaga y Montesinos Torres. Luego de saludarse toman asiento y dan inicio a la reunión.
"El señor WINTER ZUZUNAGA	.—"	 Hemos sacado una canción, para el día de la Paz.... y esto para...
EL señor MONTESINOS TORRES.—	 Ya.
El señor WINTER ZUZUNAGA.—	 Bien simpática.
El señor MONTESINOS TORRES.—	 Estamos reunidos todo el equipo.
El señor VILLANUEVA RUESTA.—	 Felicitaciones por tus declaraciones, muy buenas, fue un golpe ...
El señor MONTESINOS TORRES.—	 Salieron  excelentes (ininteligible)
El señor BOLOÑA BEHR.—	 Fue un impacto creo.
El señor MONTESINOS TORRES.—	 Un misil como conversamos ¿no?
"El señor WINTER ZUZUNAGA	.—"	 Sí.
El señor MONTESINOS TORRES.—	 Es un misil y además ha girado el escenario, ¿no?, y mira, más nadie ha querido comenzar a atacarte, eso es una opinión al respecto, Andrade (ininteligible), Silva Ruete , Castañeda se ha corrido.
El señor BOLOÑA BEHR.—	 No vi a Castañeda.
El señor MONTESINOS TORRES.—	 No vi a Castañeda, entonces mando a Villarán, pero ninguno ha salido a atraverse si esta afirmación es cierta, nada, en silencio, se han descomputado. Y en el Congreso, ayer y hoy día han estado todos estaban capacaídas, desmoralizados.
El señor WINTER ZUZUNAGA.—	 Ni hablaban del presupuesto y estaban discutiendo de...
El señor WINTER ZUZUNAGA.—	 Estaban discrepando entre ellos.
El señor MONTESINOS TORRES.—	 Claro, no.
El señor WINTER ZUZUNAGA.—	 Por eso uno está.., Miro Quesada está pidiendo, una candidatura colegiada, una cosa tan novedosa, quieren lanzar una candidatura colegiada,
El señor BOLOÑA BEHR.—	" Hasta canal ""N"", tuvo que pasar todo."
El señor MONTESINOS TORRES.—	" Canal ""N"" pensó era otra cosa.., este es el favor del siglo, porque pasaron completo, todo; en el 7 también pasamos íntegramente la.., y bueno, todos los canales se han portado muy bien."
"El señor WINTER ZUZUNAGA	.—"	 Fue espectacular.
El señor MONTESINOS TORRES.—	 Y además el factor sorpresa ha sido claro, porque nadie se ...
El señor BOLOÑA BEHR.—	 No se esperaban.
El señor MONTESINOS TORRES.—	 Nadie se esperaba una cosa de esta naturaleza. Era trabajo de equipo, ¿no?, somos los 4 y ustedes 2 y digamos que estamos pensando en el 2005; y el 2005 lo construimos ahora y tu salida es el inicio de esto.
El señor BOLOÑA BEHR.—	 Ya, hay que agarrar al APRA y al (ininteligible)
El señor MONTESINOS TORRES.—	 Y además al cojo Diez Canseco le cayo en su.., por lo de penales.
El señor BOLOÑA BEHR.—	 Los penales, quien no dejaba entrar a los penales, se oponía ahí hablando de los derechos humanos,  y defendía a Sendero y si se oponía no dejaba entrar mientras que Sendero manejaba Lurigancho.
El señor MONTESINOS TORRES.—	 Se necesitaba recobrar
El señor WINTER ZUZUNAGA.—	 Aquí hubo una gran respuesta que digamos, ¿no?, dice 5 ataques, digamos 5 atentados has tenido tu, ¿no?
El señor BOLOÑA BEHR.—	 6...
EL señor WINTER ZUZUNAGA.—	 6 atentados.
El señor BOLOÑA BEHR.—	 2 en la casa, 2 en (ininteligible)
El señor MONTESINOS TORRES.—	 No me vengan a hablar de derechos humanos
El señor BOLOÑA BEHR.—	 Lo único que faltaba era que inviten  a Polay y a Abimael Guzmán que también tuvieron vigencia, en ese período, ¿no?
El señor MONTESINOS TORRES.—	 Así es, así es.
El señor BOLOÑA BEHR.—	 Ya iba a decir eso, pero mejor me guardo. Solo falta que Polay y Abimael (ininteligible) para el siglo, porque han tenido vigencia.
El señor MONTESINOS TORRES.—	 Han tenido vigencia.
El señor BOLOÑA BEHR.—	 Han tenido vigencia, no se puede negar, les (ininteligible) igual que a nosotros.
El señor MONTESINOS TORRES.—	 Como no.
El señor BOLOÑA BEHR.—	 Pero había que golpearlos así, nos quisieron gobernar al país, ahora me vienen a decir Pacto de Gobernabilidad.
"El señor WINTER ZUZUNAGA	.—"	 Los has cuadrado ¿no?
El señor MONTESINOS TORRES.—	" El ""Expreso"" está trabajando bien."
El señor WINTER ZUZUNAGA.—	 Tu primer decreto también fue bueno.
El señor WINTER ZUZUNAGA.—	 ¿Esa la sacaste tu? El
señor BOLOÑA BEHR.—	" La saqué yo, y eso la agarró ""Expreso"" en primera plana."
El señor MONTESINOS TORRES.—	 Este es el modelito para el día domingo. Y (2) Castañeda; no se ha hecho un especial sobre el equipo de Castañeda, ¿quiénes son el equipo de Castañeda? O sea, los sarcófagos ¿no? Entonces, se va a mandar un eco, estamos poniendo un  —digamos— adecuándolo al momento. Se habla del password, etcétera, y qué has dicho tú; vuelven a pasar el tema del caballo de Troya y después,  el señor Silva Ruete ¿quién es Silva Ruete?, bueno, fue un ministro de la dictatura militar de la década de los 70, y 30 años después aparece ahora a luz.
El señor BOLOÑA BHER.—	 Bueno, el gordito, entabla en la década de los 70 y después quería estar con Belaunde, estuvo con el APRA, estuvo con Vargas Llosa, quería entrar con Fujimori.  El gordito quería estar en el poder, no importa con quién.  (Ininteligible).
El señor MONTESINOS TORRES.—	 Tampoco se ha atrevido el gordito  salir a replicar nada, se ha quedado callado.
El señor BOLOÑA BHER.—	 El gordo salió en Cable Canal.
El señor MONTESINOS TORRES.—	 Pero no habló nada. No habló nada.
El señor BOLOÑA BHER.—	 Pero se notaba nervioso.
El señor MONTESINOS TORRES.—	 Totalmente, totalmente. Se notaba desencajado (ininteligible). Todos pensamos que era otro anuncio ¿no?
El señor BOLOÑA BHER.—	 Claro.
El señor MONTESINOS TORRES.—	 Al comienzo mando y dijo acá.
El señor BOLOÑA BHER.—	 Aquí se lanza la candidatura.
El señor MONTESINOS TORRES.—	 Se han demorado ya, cuando estaban ya no podían salir del aire, y le salió el tiro por la culata.
El señor BOLOÑA BHER.—	 El pobre Rey está que me persigue, porque cree, como mi señora llegó el miércoles en la mañana, dijo “ha llegado la señora y le ha dicho anda pues, está lista la candidatura (risas)”. Ni hablar, le decía, pero por favor déjalo (risas).
El señor MONTESINOS TORRES.—	 Se han desconcertado totalmente, la población entera, catastrófica.
El señor BOLOÑA BHER.—	 Ya el lanzamiento, en realidad ya arranca.
El señor MONTESINOS TORRES.—	 No no, nonato ya. Se puede compartir la defunción.
El señor BOLOÑA BHER.—	 Es así.
El señor MONTESINOS TORRES.—	 No solamente, sino además, esa fotografía donde está Diez Canseco, está Andrade y toda esa gente, eso es mortal. (Ininteligible).
El señor BOLOÑA BHER.—	 Pero para ellos era entrar y ver  cómo manejar  el gobierno, meterse.
El señor MONTESINOS TORRES.—	 Participación en sociedad era. Ha sido una presentación en sociedad. Ahora el gran inspirador y maestro de ceremonias y al final aparece (ininteligible).
El señor BOLOÑA BHER.—	 Pero, es que él se está vendiendo como el aglutinador, el artífice. Bueno , La República lo único que le queda.
