speaker	speech	speaker_std
Background	" Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1753 ""REUNIÓN DR. - EDUARDO CALMELL"" MARTES 5 DE OCTUBRE DE 1999 —El señor Montesinos Torres ingresa a una Sala y ocupa un sillón forrado con un fino cuero."	KOURI
El señor MONTESINOS TORRES.—	 ¿Y que tal?, ¿cómo estás?	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Oye, para comentarte, algunas cosas son buenas, pero algunas otras no, estaba con todos (?) atorado.	SENOR
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Yo ya me la olía esa cosa en el Congreso ..	SENOR
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Incluso la situación que usted debe saber (?).	SENOR
El señor MONTESINOS TORRES.—	 Claro y simultáneo, todo, mejor que haya pasado ahora porque si pasara en enero o en febrero donde...	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Hubiera sido mucho más difícil.	SENOR
El señor MONTESINOS TORRES.—	 Y además eso no tiene eco, a la gente no le gusta el discurso.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Pero no pega.	SENOR
El señor MONTESINOS TORRES.—	 La muerte de los seres (?) es una noticia todo el día de mañana es el velatorio y mañana pasan es un entierro multitudinario (?).	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Ahora, independientemente de eso creo que se ha sentado un cambio en Relaciones Exteriores (?).	SENOR
El señor MONTESINOS TORRES.—	 Claro, pero tú sabes que las resoluciones han sido firmadas solamente por 8 congresistas.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Así es.	SENOR
El señor MONTESINOS TORRES.—	 No es el Congreso.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 No, no, no.	SENOR
El señor MONTESINOS TORRES.—	 Están dando la sensación como que es el Congreso. En realidad yo les expliqué que son 440 congresistas del Pleno y de esos solamente han firmado 8 y esos 8 no quieren aprobar la Resolución 57, que la propuso Hillmann y otros 2 más que han aprobado, hubo una reunión de ese Comité de 12, de esos 12 votaron 8 a favor y 4 en contra.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Tenían algún tipo de (?).	SENOR
El señor MONTESINOS TORRES.—	 Pero, eso queda ahí no queda, eso no va al Pleno ni nada, son mociones (?).	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Claro, son mociones particulares, como acá también hay (?) de Defensa (?).	SENOR
El señor MONTESINOS TORRES.—	 Pero eso jamás fue un pronunciamiento del Congreso Norteamericano.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 ¡Ah! Claro, no es una resolución.	SENOR
El señor MONTESINOS TORRES.—	 No, no, una resolución ni siquiera administrativa sino una opinión que se llama resolución, en una comisión sobre un punto específico, que no causa... no es imperativa, ni (?) iniciativa administrativa, es más que nada indagativa. Pero que está plagada de una serie de falsedades y de incongruencias. Por ejemplo, te pongo una de ellas, en el caso de Baruch Ivcher dice que el gobierno todavía no ha ordenado una captura por INTERPOL. Eso es absolutamente falso, porque si tu lees el estatuto de la INTERPOL, la INTERPOL solamente puede cumplir mandato de autoridades judiciales de los países afiliados, mandatos judiciales, el Ejecutivo por más que le dé la gana de ordenar a la INTERPOL, la INTERPOL no puede, no podría dar cumplimiento a una petición si no viene de un Juez competente. Y esto es, que ellos todavía califican si eso es o no un delito, dentro de lo que tiene compromiso la INTERPOL, porque para asuntos militares, políticos y religiosos no puede, no puede, no puede (?) por un delito militar no hay extradición, en un tema religioso tampoco, y en tema político cuando se trata de persecución política tampoco, para delitos comunes, sí. Entonces, ése es por ejemplo un tema (?), el otro tema es una cosa particular, el tema general, se dice que la rama legislativa en el Perú no merece confianza etcétera, y lo mismo dicen del Jurado Nacional de Elecciones y el Poder Judicial, no ofrecen confianza en el Perú, la pregunta viene acá, cuando vino el general Mc Cafrey, o cuando certifica el Congreso Americano, el Congreso certifica al Perú ha reconocido los éxitos de las instituciones peruanas en la lucha contra el narcotráfico, que es el problema número uno que tienen los Estados Unidos. ¿Y cuáles son las instituciones? El Congreso de la República que da las leyes, el Poder Judicial que juzga a los terroristas, el Ministerio Público que los persigue y la Policía que hace la declaración o las fuerzas del orden. (2)  Entonces, ¿cómo pueden hablar de una desinstitucionalización e ineficacia en el Perú, cuando ellos mismos están felicitando a estas instituciones por la eficacia en el problema número 1 de la humanidad?	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Ahí está, el mérito del hombre, por ejemplo el congresista (?) después lo saca, un (?) militar. Ya hartos. Llevártelos para ti. ¿Qué les queda?	SENOR
El señor MONTESINOS TORRES.—	 (?) esta mañana completa porque va un fulano y crea (?)	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Medianamente en los Estados Unidos tú eres un hombre que está (?).	SENOR
El señor MONTESINOS TORRES.—	 Ahora, cómo puede decir que no hay libertad de prensa en el Perú, hermano, basta ver República, ¿Ah?	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Ése es un lema que (?) síntesis.	SENOR
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Pero, yo me estoy llevando todos los papeles.	SENOR
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Todos. Me estoy llevando los diarios completos de varios días, incluido el referéndum, ¿ya?	SENOR
El señor MONTESINOS TORRES.—	 Perfecto.	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 Yo he hablado con el Secretario General de la SIP. Y no tenía ninguna información, no tenía nada. Toda la información que tenía, algunos comentarios a la República y le he dicho que no voy a aceptar su informe. Tema de infundada que no vamos a poder lograr. La misión comprende como verá nada más del (?) de una carta de la Asociación de Radio y Televisión (?) un problema de técnica, un problema de televisión. Además, (?). Una tarjeta le he dicho . que me traiga el muy cantor a una colega de prensa no debate, discusión. Ya entonces, denuncio la camilla que esperen. Además como uno está a cargo.	SENOR
El señor MONTESINOS TORRES.—	 Claro, ella no le van a	MONTESINOS
El señor CALMELL DEL SOLAR DÍAZ.—	 (?) de la imprenta.	SENOR
El señor MONTESINOS TORRES.—	 Lo que pasa es que han llegado que le deben medio millón de dólares. El tipo ya no, como es el dueño de la imprenta y dueño del logotipo.	MONTESINOS
