speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1230 “PRESIDENTE ALBERTO FUJIMORI Y EL INGENIERO JORGE TRELLES” 12 DE OCTUBRE DE 1998	BACKGROUND
El señor FUJIMORI FUJIMORI.—	 Adelante.	FUJIMORI
El señor TRELLES MONTERO.—	 Presidente, cómo está usted.	TRELLES
El señor FUJIMORI FUJIMORI.—	 ¿Bien de salud, ya?	FUJIMORI
El señor TRELLES MONTERO.—	 Resfriado, pero mejor. Digamos que estoy de salida. Me dio una bronquitis espantosa. Pero, creo que hay una epidemia. ¿La tienes tú?	TRELLES
Desconocido	 No, congresista. No.	DESCONOCIDO
El señor FUJIMORI FUJIMORI.—	 Bueno, le voy a dictar un documento y eso más o menos, después por supuesto voy a (ininteligible). Estimado Jamil: El portador de la presente, el doctor Jorge Trelles, congresista de la República, es una persona de mi absoluta confianza. Tiene el encargo de transmitirle con cierto detalle la conversación que sostuve de una manera muy reservada, por supuesto sin que esto sea interferencia, con (parte testada) No es una exigencia inmediata en que podría darse esta solución, en un plazo alrededor de 90 días. (Puede ser, incluso, más). Y, además, asume el compromiso de no interferir con la política del Ecuador actualmente. Te saluda, atentamente, etcétera, ¿no? (2)	FUJIMORI
Background	—Se retira el Secretario de la sala .	BACKGROUND
El señor FUJIMORI FUJIMORI.—	 Este es el asunto, (Ininteligible). Una pregunta, estas 5 horas (Ininteligible) no sé a que se refiere (Ininteligible). Coincido con (Ininteligible) pero su preocupación de él (Ininteligible) tendría o podría ser cuestionada por el Congreso y (Ininteligible). Por eso es que ideamos esta forma si es posible (Ininteligible) digamos y vemos en qué forma (Ininteligible). Vamos a ver en qué forma concluimos, si acepta o no acepta ¿no? La carta casi (Ininteligible) prácticamente pero él necesita (Ininteligible) la firma (Ininteligible) 34 votos a lo más que llegue a 44 con excepción de (Ininteligible) El señor TRELLES MONTERO.	FUJIMORI
Background	— A mí me puede cobrar eso (Ininteligible) de los diarios.	BACKGROUND
El señor FUJIMORI FUJIMORI.—	 Están observando bien (Ininteligible)	FUJIMORI
El señor TRELLES MONTERO.—	 Pienso que es un Presidente nuevo, con fuerza.	TRELLES
