speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL AUDIO N.° 1492 ‘‘REUNIÓN DR. - EDUARDO CALMELL’’ DEL  21 DE ABRIL DE 1999	CROUSILLAT
El señor MONTESINOS TORRES.—	 ... ¿están los 140 comandos?	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Ya están haciendo ahí su...	MELLADO
El señor MONTESINOS TORRES.—	 Están ahí, que tomen las fotos que el fotógrafo crea conveniente. De repente puedes poner tú una partidita de fotos.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Sí, sí, tengo varias cosas ahí que estamos armando con  editorial para mañana para que salgan bien las cosas. Además, a nosotros nos interesa levantar el tema, pues.	MELLADO
El señor MONTESINOS TORRES.—	 Por supuesto, hay que levantar el tema. Entonces, ahí puede salir una muy buena foto o...	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Sí, ya les he dicho además toda la vida porque les he comprado máquinas nuevas, pues... una buena foto.	MELLADO
El señor CALMELL DEL SOLAR.—	 Claro.	MELLADO
El señor MONTESINOS TORRES.—	 Y ahí tiene los 140 comandos, están los túneles. Ellos podrán tomar las fotos que se les ocurra en la imaginación.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 A ver cómo funciona.	MELLADO
El señor MONTESINOS TORRES.—	 A ver cómo funciona. Mañana puedes tener, pues, una secuencita de fotos, ¿sí?	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Sí, hay que tomarle fotos. ¿ Y cómo va la cosa? Bien.	MELLADO
El señor MONTESINOS TORRES.—	 Bien, felizmente. El tema de los... ya te lo estamos desinflado al máximo porque eso me parece a mí de que ha sido una extralimitación de la mujer, innecesaria, de mortificación...	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Lo que ha generado es que Mufarech tenga algunos argumentos a su favor.	MELLADO
El señor MONTESINOS TORRES.—	 Totalmente. Eso a mí me parece, eso está desinflándose este viernes.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Ya le he dicho que lo pase ya para atrás, también. Lo que pasa es que como yo le tengo mucho cariño a Carmen y a la gente que trabajó en Aduanas...	MELLADO
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Lo que no quería es que se viera, pues, una cuestión parcializada, ¿no es cierto?	MELLADO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Que yo la defiendo pese a todo...	MELLADO
El señor MONTESINOS TORRES.—	 Claro	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Y porque evidentemente a mucha gente de ahí, la mayoría gente amiga que te llama y te dice, oye...	MELLADO
El señor MONTESINOS TORRES.—	 ...cómo me han hecho esto.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Claro. Y yo le digo, bueno, yo mismo estoy en la lista, ¿has visto mi nombre? Sí, ya bueno. Entonces, yo le digo, ¿tú crees que lo hubiera puesto si fuera con maldad? No. Bueno, no sé qué y no sé cuanto. Entonces, la gente se ha calmado un poco.	MELLADO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Pero sabes qué, la sensación que le ha dejado a la gente que tiene recursos, pues, evidentemente, es como que hubiera sido una venganza contra ellos, ¿no? Bueno yo digo, no porque la mayoría... me ha llegado gente que es de origen israelí porque se (?), etcétera y le digo, no tengo porque tener rabia (?)	MELLADO
El señor MONTESINOS TORRES.—	 Claro, lógico, sí, sí.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Pero, les ha generado malestar a todo el mundo porque...	MELLADO
El señor MONTESINOS TORRES.—	 Innecesariamente. A mí me parece que es una...	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Esos son los pequeños errores que yo te decía la vez pasada.	MELLADO
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Oye, bueno, te cuento una cosa que ya, (?) esperando, (?) situaciones con él. Yo te soy absolutamente honesto, si yo tuviera que recurrir a alguien para trabajar y me hiciera un servicio, recurriría.	MELLADO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Entonces, ahí habría dos posibilidades —que es lo que yo pienso—, ¿qué me propondría el doctor Montesinos si me tuviera que defender? Siempre hay una posibilidad dicen. Bueno depende de esto, del 30%, lo que ganes, 40% de aquello o un honorario profesional. En mí caso específico, yo había visto... Yo creo primero en la causa...	MELLADO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 ...tuya y en la del Presidente Fujimori. Pero sobre todo, en el Presidente Fujimori que está llegando a una cosa absolutamente impecablemente.	MELLADO
El señor MONTESINOS TORRES.—	 Impecable, él es el conductor.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 En consecuencia, yo te soy absolutamente honesto. Yo creo que mi compromiso no es un compromiso de carácter monetario sino amical.	MELLADO
El señor MONTESINOS TORRES.—	 Yo sé perfectamente, así es.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Y así se va a quedar, absolutamente amical contigo, con el Presidente, con el Gobierno. Si quieres tomarlo como un favor, tómalo como un favor, pero sino simplemente como la amistad que uno tiene a horas idas y vueltas.	MELLADO
El señor MONTESINOS TORRES.—	 Claro.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Y con mucho gusto ayudarlos en todo lo que sea la campaña, en todo lo que yo pueda, con la libertad, como tú sabes, uno siempre es libre cuando las cosas vienen bien (?), con absoluta libertad.	MELLADO
El señor MONTESINOS TORRES.—	 Ese es el deseo.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Yo te agradezco que me hayas dado unos minuto, pero al lado de uno siempre hay una gente amiga que a mí... Que la gente me haga daño no me preocupa, lo único que te pediría es que si hay alguien dentro del periódico, siempre me avises a mí.	MELLADO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 O sea, si a alguien vas a contratar en el periódico me avisas a mí. Yo encantado de ayudarlos, en lo (?) especialmente a ti, en lo que tiene Manuel Ulloa en el medio.	MELLADO
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Creemos en lo que está haciendo. No necesita haber ningún tipo de recompensa o algo premial.	MELLADO
El señor MONTESINOS TORRES.—	 No. Yo todo eso lo hacía, digamos, porque no tanto tomándolo como el tema  del *Newdess* para que de eso, de la recompensa, sino porque obviamente los medios de comunicación viven de 2 cosas, no tanto de la venta del periódico; porque tú lo sabes perfectamente bien, que la venta no justifica el gasto de la inversión.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Así es.	MELLADO
El señor MONTESINOS TORRES.—	 El medio vive esencialmente de la publicidad y la publicidad tiene dos variables: la publicidad oficial o estatal, y la publicidad privada. Esa es la realidad.	MONTESINOS
El señor CALMELL DEL SOLAR.—	 Sí, así es, así es.	MELLADO
El señor MONTESINOS TORRES.—	 Esa es la realidad. Entonces, el tema de la publicidad estatal tú lo sabes perfectamente que ahora por las razones de austeridad...	MONTESINOS
