speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS VIDEOS Núms. 872 Y 873 ‘‘REUNIÓN ALEX KOURI – DR.’’ 28 DE ENERO DE 1998 —Se aprecia la habitación de los sillones de cuero. Luego de uso miniutos ingresan en primer lugar el Comandante General de la Marina, almirante Antonio Ibárcena Amico, seguido por el Alcalde de la Municipalidad Provincial del Callao, doctor Alexander Kouri Bumachar. Ambos toman asiento frente a frente y sostienen una charla.	BACKGROUND
El señor KOURI BUMACHAR, Alexander.—	 Tú lo has pasado mejor.	KOURI
El señor IBÁRCENA AMICO.—	 (Ininteligible)	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 Me parece que (Ininteligible)	KOURI
El señor IBÁRCENA AMICO.—	 (Ininteligible).	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 Con muy poca presencia del pueblo, muy poca presencia del pueblo.	KOURI
El señor IBÁRCENA AMICO.—	 (Ininteligible).	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 Es al igual que una panadería. Es muy esclavo. Hasta que logras ya, como en muchos negocios, encontrar a la gente idónea. Pero, siempre es un problema eso de estar ahí permanentemente.	KOURI
El señor IBÁRCENA AMICO.—	 (Ininteligible)	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 Bueno, a mi sí, impide.	KOURI
El señor IBÁRCENA AMICO.—	 (Ininteligible) sábado o domingo, si no está él en el proceso.	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 Quién controla al alternancia.	KOURI
El señor IBÁRCENA AMICO.—	 (Ininteligible).	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 Lógico	KOURI
Background	—En ese momento ingresa un mozo al cual el almirante Ibárcena ordena un refrigerio y el señor Kouri pide lo mismo.	BACKGROUND
El señor KOURI BUMACHAR, Alexander.—	 (Ininteligible). Sí, pero lo que inviertes. (Ininteligible) hace un trabajo, pues, de años ¿no? tiene ya cuánto ¿25 años acá?	KOURI
El señor IBÁRCENA AMICO.—	 Claro.	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 Tiene ya una reputación, una calidad en el servicio, hay un trato personal.	KOURI
El señor IBÁRCENA AMICO.—	 (Ininteligible)	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 A ese nivel.	KOURI
El señor IBÁRCENA AMICO.—	 (Ininteligible)	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 Es inigualable, por ubicación. La Rosa Náutica fue el único que pudo haber captado algo, Pero, por los problemas económicos que hubo con el Banco Hipotecario. El casino sí jaló mucha gente.	KOURI
El señor IBÁRCENA AMICO.—	 Y todos en nada.	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 Cerraron el casino y eso ya no se armó porque mucha gente quiebra. A mí me gusta mucho.	KOURI
El señor IBÁRCENA AMICO.—	 Yo iba por el casino, pues. Claro, iban porque le gusta mucho, cierran hasta el restaurante.	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 Pero hay una cosa, bueno. Hay una lancha de comida japonesa ¿no te gusta? Es cuestión de costumbre, ¿sabes?	KOURI
El señor IBÁRCENA AMICO.—	 (Ininteligible).	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 De recuerdo.	KOURI
El señor IBÁRCENA AMICO.—	 (Ininteligible). ¿O el sábado?  No, porque yo tengo que ir a trabajar.	IBARCENA
El señor KOURI BUMACHAR, Alexander.—	 Yo como una vez por semana, cada quince días. El suchi, el sachimi, el matsui maki, el inka maki, el tempura. Porque yo estuve en Tokio, invitado por el Gobierno japonés, fuimos a un restaurante que se comía más o menos unas 50 variedades de tempura.	KOURI
Background	—En este momento ingresa el mozo y sirve a atiende a ambos personajes.	BACKGROUND
