speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 864 ‘‘DIÁLOGO CON CHILENO – OFICINA’’ 8 DE ENERO DE 1998 —El señor Montesinos Torres se encuentra de pie en la sala de espera, luego ingresan el señor Daniel Borobio Guede y el señor Gonzalo.
El señor MONTESINOS TORRES.—	 Un gusto en conocerlo,
El señor GONZALO.—	 Encantado de conocerlo.
El señor MONTESINOS TORRES.—	 Siéntese.
El señor GONZALO.—	 Gracias, muy amable.
El señor MONTESINOS TORRES.—	 Señor Borobio.
El señor GONZALO.—	 Me agrada su arbolito. Para mí es un agrado conocerlo, doctor, le agradezco muchísimo su gentileza de recibirme y tener la oportunidad de conocerlo.
El señor MONTESINOS TORRES.—	 De igual manera. ¿Cómo lo trata el Perú?
El señor GONZALO.—	 A mí el Perú, tengo que distinguir, si me permite, frente a su pregunta. Yo le diría que el Perú como todo, me trata bien, yo me he sentido en lo personal o con mi mujer cuando he venido solo, muy grato el Perú, por muchas razones. Entrando más en detalle, alguna gente del gobierno, como he tenido la suerte de conocer bastante al ministro Camet, a quien, naturalmente le hecho presente sistemáticamente nuestra molestia y desazón por el proceso vivido, me ha permitido conocerlo aparte de que creo que es un excelente ministro, por lo menos así lo demuestran los resultados económicos de Perú, que son los mejores de América Latina en el año 97. Yo creo que es un tema muy importante de destacar, es un país. Este país es el menos afectado por la crisis asiática de toda América del Sur. Y eso a veces no se percibe tan claro adentro como se percibe afuera. Entonces, yo le diría que la gente que ha tenido la suerte de conocer, el ambiente general ha sido positivo. Yo le diría que profundamente ingrato ha sido la actitud de este miserable, disculpe la expresión pero...
El señor MONTESINOS TORRES.—	 Sí, sí, sí.
El señor GONZALO.—	 A referirse a personas en un país ajeno. El señor Andrade, con su corte ¿no es cierto? de personeros que medran y circulan en torno a él, y naturalmente un sector de la prensa que sigue su agua por distintos intereses. Eso ha sido muy ingrato. Ahora efectivamente desde octubre, en particular, me ha sido poco grato. Pero en resumen, yo le diría entrando derechamente frente a su pregunta. Nosotros nos sentimos cómodos en el Perú, y digo nosotros con Merardo Luksic, hemos venido a este país, creemos en este país, creemos en su presente y creemos en su futuro. La verdad que estamos profundamente asombrados, profundamente desazonados, desolados, impresionados de la bajeza con que se nos ha tratado, se nos han dicho monstruosidades, falsedades, un lenguaje que honestamente en mi país no estamos acostumbrados ni a utilizarlo ni por cierto a recibir en que se dice mentiras. Y, bueno, eso ha sido muy ingrato y consecuentemente nosotros llegamos con mucho optimismo, llegamos, ustedes deben saber, tenemos fuertes inversiones en Perú, y digo nosotros.
El señor MONTESINOS TORRES.—	 Aparte de la planta que tiene, ¿qué otras inversiones tiene usted?
El señor GONZALO.—	 Nosotros somos los dueños del Banco del Sur.
El señor MONTESINOS TORRES.—	 Ah, el Banco del Sur.
El señor GONZALO.—	 Somos los dueños del Banco del Sur donde tenemos un joint venture, doctor, con el grupo financiero español, el tercero más grande del conglomerado del Banco Central Hispano, y además invitamos al Hong Kong Shangai Group, que es primero en el mundo y que también es accionista del Banco del Sur.
El señor BOROBIO GUEDE.—	 Ahí estuvo Alfonso Bustamante, está todavía.
El señor GONZALO.—	 Está todavía, lo dejamos en la Presidencia, en realidad era de él y un grupo de otras personas, le compramos. La verdad es que nosotros llegamos al sistema financiero peruano por una cosa desafortunada en el banco y después lo conformamos con el Banco Libertadores, le pidió dinero al Banco O’Higgins de Chile, le pidió al ING y no le pagó y al final nos tuvimos que hacer cargo del banco, un escándalo que hubo en la financiera y nos quedamos finalmente con la institución. Junto con ello nosotros somos las principales empresas en Chile de manufacturas de cobre, somos los dueños (2) de Madeco y de todo el sector del aluminio y el sector del plástico, y lo mismo tenemos en Argentina. En Perú somos los dueños de Indeco, accionistas controladores mayoritarios de Indeco y de Perú Plastic y por añadidura somos muy aficionados a la minería, somos del grupo privado minero más grande del país. A Dios mediante y con el mazo dando, vamos a ser el quinto grupo minero del mundo cuando terminemos el proyecto de alambre en Chile, del cobre fundamentalmente, y creamos una compañía que se llama Canaconda Perú. Hemos apostado fuerte a Perú, a su gobierno, a lo que ustedes han hecho. Este país, no sé, está designado acá el peruano después de estar 25 o más años.
El señor MONTESINOS TORRES.—	 Así es.
El señor GONZALO.—	 Pero la verdad que yo vine por primera vez a Perú en 1974, casi coincidente con el tema de (?), el famoso (?). Desde ahí por distintas circunstancias pasé dos o tres veces y la verdad que el país...
El señor MONTESINOS TORRES.—	 Estaba en picada.
El señor GONZALO.—	 Estaba en picada. Era una cosa (?). Este país, a fines de la década del 50, tenía una situación económica que era dos y picos veces mejor el ingreso per cápita que el chileno.
El señor MONTESINOS TORRES.—	 Así es.
El señor GONZALO.—	 Esa situación se hizo exactamente, porque obviamente no ayudó mucho en esta comparación de un gobierno de Alan García, que fue el desastre más grande que le pudo pasar.
El señor MONTESINOS TORRES.—	 Así es.
El señor GONZALO.—	 Unido a ello tuvieron otra lacra horrorosa que fue el terrorismo, una cosa impresionante. La verdad que fue una cosa magnífica, el gobierno ha erradicado fundamentalmente el terrorismo. Evidentemente delincuencia hay, podrá haber el narcoterrorismo, pero es una cosa mínima.
El señor MONTESINOS TORRES.—	 Así es.
El señor GONZALO.—	 Este país era sólo conocido, yo sólo lo leí en la prensa mundial...
El señor MONTESINOS TORRES.—	 Por Sendero.
El señor GONZALO.—	 Por Sendero Luminoso. En el Times sólo veía a Perú con shine pass .
El señor MONTESINOS TORRES.—	 Así es, nada más.
El señor GONZALO.—	 No había nada más, una cosa tremenda. Y el último atisbo del terrorismo, ¿no es cierto?, que fue la toma de la Embajada del Japón lo solucionaron de manera magistral, casi superior al rescate (?), que era un paradigma en materia de rescate de rehenes tomado por un grupo de extremistas y la verdad que la operación Chavín de Huántar, donde usted tiene un mérito destacado.
El señor MONTESINOS TORRES.—	 El señor Presidente.
El señor GONZALO.—	 Y no lo digo sólo yo, lo dice el Presidente de la República, el señor Fujimori, lo declara don Nicolás de Bari Hermoza Ríos, a quien tuve la oportunidad de leer su libro, se lo regalé a mi cuñado que es Almirante de la Armada de Chile y la verdad que estábamos con un tremendo optimismo, con una tremenda fe, con una tremenda confianza en Perú. Este es un país que lo tiene todo para salir adelante. Evidentemente que es un proceso largo, es un proceso difícil, muchas veces la gente no comprende esto, nosotros lo vivimos también en Chile, pero claramente va en una senda de progresos y nos hemos encontrado con esta situación absurda y que para mí tiene explicaciones muy claras. Nosotros somos el pato y la (?).
El señor MONTESINOS TORRES.—	 Así.
El señor GONZALO.—	 El señor que quiere ser candidato presidencial y quiere aglutinar a la oposición y no se da cuenta en su responsabilidad política de las consecuencias que tiene para el Perú, porque esto no es un problema de la planta de Luchetti, tiene capacidad de entender que esto es un problema de inversión.
El señor MONTESINOS TORRES.—	 Así es.
El señor GONZALO.—	 No sólo al conglomerado más grande de Chile y uno de los más grandes de América del Sur, nosotros tenemos nuestras compañías matrices en Nueva York y en Londres con accionistas institucionales de Europa y Estados Unidos; por lo tanto, está tocando a la bandera negra, ¿no es cierto?, a la calavera y las líneas cruzadas que es una bandera muy poderosa.
El señor MONTESINOS TORRES.—	 Así es. El señor GONZALO.- Y este país que fue estigmatizado por el mundo financiero, que después de todo lo que ustedes han hecho, el gobierno del Presidente Fujimori empieza a restablecer la respetabilidad en los círculos financieros, renegocia con el  Fondo, etcétera, etcétera, lo digo yo que le he prestado 850 millones de dólares a su país. Yo soy Presidente del Banco Latinoamericano de Exportaciones, que no tiene nada que ver con el grupo (?), es una cosa personal.
El señor MONTESINOS TORRES.—	 Su Presidente, sí.
El señor GONZALO.—	 Y este individuo en su irresponsabilidad, no se da cuenta que incluso está poniendo en juego aquello, a pesar de que él hace declaraciones a más de un cúmulo de falsedades diciendo que él respeta las inversiones extranjeras. Yo no la creo, porque a la gente se le conoce por sus hechos y no por sus palabras.
El señor MONTESINOS TORRES.—	 Así es.
El señor GONZALO.—	 Y además como este hombre viene y aquí me permito hacer juicio de la experiencia de mi vida en estas cosas híbridas y poco clara que es la sociedad, el cristianismo, la democracia cristiana,  no se sabe si realmente creen en la economía de mercado, pero tienen ese concepto de izquierdismo; entonces, para mí es muy preocupante. Pero este caballero se va a encontrar con una  sorpresa, porque esto ya es un problema para nosotros de principio fundamental y nosotros hemos invertido, como le digo, doctor, en Chile, en Argentina, en Paraguay, en Uruguay, en Brasil y en Perú y no nos vamos a dejar  avasallar por un personaje de la calaña que es (?). Que, además, cito una reunión en la cual actúa y festina la reunión del día 19, después de que el día 16 de diciembre lo aprueba el Consejo limeño por más de los dos tercios. Según me han dicho la gente nuestra que estuvo ahí, como los señores Francesco, se reían mientras hacían esta farsa de conteo de votos. Pues, bien, nosotros, le reitero, venimos con optimismo y nos fue muy bien.
El señor MONTESINOS TORRES.—	 Pero se ha encontrado con este obstáculo.
El señor GONZALO.—	 Nosotros al año tomamos la decisión de construir una fábrica, ya la fábrica que estamos construyendo...
El señor MONTESINOS TORRES.—	 Sí, ya la he visto, que está casi concluida. (3)
El señor GONZALO.—	 ...queda chica. Cuando nosotros estábamos pensando comprar, y estuve a punto yo de colocar la orden en junio por una nueva línea a los suizos de (?). Obviamente, después de lo vivido, estamos en un compás de espera. Nosotros hemos dado trabajo.
El señor MONTESINOS TORRES.—	 Dígame una cosa, ¿usted conversó con el señor Camet sobre este tema?
El señor GONZALO.—	 Sí.
El señor MONTESINOS TORRES.—	 ¿Qué cosa dice el señor Camet? ¿Qué le recomendó?
El señor GONZALO.—	 El señor Camet, obviamente, está viendo las implicancias que esto tiene.
El señor MONTESINOS TORRES.—	 Él comprende la importancia de la inversión extranjera.
El señor GONZALO.—	 Absolutamente, absolutamente, por dos razones: Uno, porque es un hombre inteligente y la comprende; y dos, porque además está en el Ministerio que tiene la obligación de comprender este tipo de situaciones. De tal manera que me ha ayudado mucho. Y yo he estado en una reunión con el Primer Ministro, con el Ministro de Industria y con él ayer, la verdad que ya habrá la oportunidad de hablar de nuestras preocupaciones con el señor Presidente.
