speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1825 ‘‘REUNIÓN ALEX KOURI - DOCTOR’’ 2 DE FEBRERO DE 2000 —Se aprecia al señor Alexander Kouri Bumachar en una sala hojeando una revista. Ingresa el señor Vladimiro Montesinos Torres.	KOURI
El señor MONTESINOS TORRES.—	 ¿Cómo está?	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Bien.	KOURI
El señor MONTESINOS TORRES.—	 Lo vi en la mañana, con Lombardi.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 ¡Ah! ¿En canal 11?	KOURI
El señor MONTESINOS TORRES.—	 Sí, sí, sí.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Bueno, ahí me encontré circunstancialmente con Andrade...	KOURI
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Estuvo a primera hora con su esposa, y justo fue a raíz de eso que me dijo...bueno, fue un poco tensa la...un poco fría, digamos, la relación ¿no? El señor MONTESINOS TORRES .— Claro.	KOURI
El señor KOURI BUMACHAR, Alexander.—	 Y nos hemos reencontrado nuevamente ahora en el Hotel Miraflores Park Plaza. El señor MONTESINOS TORRES .— ¡Ah! Con el Frei.	KOURI
El señor KOURI BUMACHAR, Alexander.—	 Con el presidente Frei. Hemos estado Castañeda, Andrade, el presidente Belaunde. El señor MONTESINOS TORRES .— Ya.	KOURI
El señor KOURI BUMACHAR, Alexander.—	 Había una cantidad importante de industriales, gente de CONFIEP. Lo quería molestar, y era el propósito de la llamada el día de ayer, por lo siguiente: Tuve ocasión de conversar el día de ayer al mediodía con el señor Dellepiane y con el señor Gómez. El señor MONTESINOS TORRES .— Ya.	KOURI
El señor KOURI BUMACHAR, Alexander.—	 Ellos me comentan lo siguiente. Me dijeron, bueno, me hicieron una breve exposición de cual había sido la evolución de la intención de voto en el Callao, y (ininteligible) presidente Fujimori como los candidatos de (ininteligible). Y la conclusión, me dijo, es necesario salir al frente en el caso Andrade, adelantando las fechas de lo que se viene más o menos planteando. Eso me parece muy bien, no hay ningún problema, se puede ir trabajando. Sin embargo, creo, el exceso de entusiasmo de ellos	KOURI
—	 lo cual, sin duda, puede ser canalizado para otros propósitos	MONTESINOS
—	 no cubre, creo yo, me refiero al análisis frío en el tema no sólo político, sino al aspecto metodológico de cómo hacer una difusión de impacto más directa para que sea realmente efectiva. Por eso me permití, y le agradezco la gentileza de que usted me haya dado (ininteligible) el día de hoy, conversé con (ininteligible) la posibilidad de que usted designara a una persona... El señor MONTESINOS TORRES .— Ya.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Que sea más un estratega ¿no? El señor MONTESINOS TORRES .— Ya.	KOURI
El señor KOURI BUMACHAR, Alexander.—	 Que me diga: “Mire,  señor Kouri, es apropiado en este momento, podemos trabajar en esta línea”, y poder tratar con él de asuntos tanto de contenido como de las normas. Por tanto, el comandante como el almirante, como le reitero, tenía yo que sugerir un poco las ideas y los planteamientos que, pero entiendo (Suena un teléfono) una visión global del tema. El señor MONTESINOS TORRES .— Ya.	KOURI
El señor KOURI BUMACHAR, Alexander.—	 Para poder hacerlo de una manera mucho sincronizada. Y quiero plantear una cosa más puntual, podría ser este viernes o el lunes, digamos, una opción mucho más clara, ir a este asunto de los humedales , se inicia la semana de los humedales, hacemos un operativo conjunto entre el gobierno con el municipio, el cual permite una relación coordinada. Esto es, el Ministerio de la Presidencia comunique municipalidad provincial con la comunidad. Si se hace simultáneamente el tema de Chotay - Chorrillos, y en horas de la tarde yo voy con mi maquinaria a los humedales, yo limpio la zona periférica. Entonces, ¿esto qué implica? Implica conversar con el alcalde de Chorrillos.	KOURI
El señor MONTESINOS TORRES. —	 Con Miyashiro.	MONTESINOS
El señor KOURI BUMACHAR, Alexander. —	 Con Miyashiro, y que los dirigentes de la zona colindante no sólo que le oficien al alcalde del Callao para que les limpie la zona aledaña, sino que sea básicamente confrontarlo a Andrade con la población. Entonces, la población va y dice: “Señores, nos parece realmente importante que venga la Municipalidad del Callao, la Corporación de Desarrollo con el municipio a limpiarnos aquí el humedal ante la proximidad de la Semana de los Humedales; y realmente llama la atención de que quien debió asumir la responsabilidad esté abocado a otras tareas de promover invasiones y demás” ¿comprendes? Eso implica, primero, un trabajo sincronizado entre el gobierno con el municipio, en el caso puntual de la Provincia del Callao. Y en horas de la tarde mostrar la falencia o la carencia de un trabajo o una preocupación del Municipio de Lima en referencia a sus obligaciones y sus responsabilidades. Entonces, en la mañana es solamente hablar del trabajo en el Callao, y en la tarde ya entrar al tema fuerte. Y en el noticiero, en la noche, sale en el noticiero “Jornadas de limpieza en el Callao”. Y lo que quedó demostrado es que inclusive los del Callao tuvieron que limpiar Lima, porque el Alcalde de Lima está abocado a su campaña electoral .  Eso fue lo que yo le sugerí, pero entiendo que esto tiene que ser parte de una discusión con alguien que (ininteligible) o más.	KOURI
El señor MONTESINOS TORRES.—	 Claro	MONTESINOS
El señor KOURI BUMACHAR.—	 Que me diga: “Señor Kouri, nos parece bien o no nos parece, usted ha trabajado de tal manera”. Porque de alguna forma, el hecho solamente de confrontar autoridad con autoridad o dirigente con dirigente escapa en la apreciación del tiempo que dan los medios informativos, entre los cuales la gente de la oposición ha vendido como que hay un cargamontón en contra de él. Confrontar ahora a la población con las autoridades. O sea, el poblador le exige al quien le dio el voto, yo lo elegí no, sino (ininteligible), al señor Andrade. Y ese señor está preocupado en la tarea. Entonces, hacer la tarea, estar en el campo y, obviamente, si yo tengo que opinar: “Mire, usted, lamento que el señor Alcalde de Lima, se ha abocado a hacer en Huancayo, en Cajamarca, etcétera, (2) y no responde a sus responsabilidades inmediatas, que es el compromiso que tiene con la ciudad de Lima”. Éste es un primer detalle. Un segundo detalle, y eso no lo había comentado todavía, es que manifestaba no sólo a la necesidad de inutilizar a Andrade, sino de poder hacer un trabajo más integrado de lo que es un liderazgo en el Callao basándonos en el presidente Fujimori. Yo dije, bueno, ideen ustedes algunas posibilidades, algún anunció importante del Presidente, que estamos acompañándolo en el Callao y un poco expresarle el agradecimiento a nombre de la ciudad. Sin embargo, yo le adelanto un hecho que puede ser de interés, que lo podrían tomar o no como una cuestión de gobierno. Al margen del asunto, de la quincena de marzo, que es el tema importantísimo sobre el corredor vial, nosotros por esos viajes que realizamos en algunos lugares del mundo, hemos logrado hermanar en el tema cultural la ciudad del Callao con París. Entonces, la primera semana de abril están viajando 20 estudiantes.	KOURI
El señor MONTESINOS TORRES.—	 A hacer un intercambio.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Así es. Veinte estudiantes de los colegios nacionales del Callao, los primeros puestos, premiados por la municipalidad para hacer turismo cultural en París. Lo que podríamos hacer es quizás en una semana o semana y media, con el presidente Fujimori, hacerles entrega a esta gente que son de asentamientos humanos del Callao, en una reunión, sus pasaportes y sus pasajes. Y eso es propicio no sólo para identificar al Presidente con un trabajo en la provincia, sino hablar del tema relacionado con el premio al esfuerzo en el sector educación. Hablar de educación, del liderazgo juvenil, tarea preventiva, y ésa es una idea que la planteamos porque la tenemos a la mano. Yo lo iba a hacer solo.	KOURI
El señor MONTESINOS TORRES.—	  Claro.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Ya conseguí las empresas que me van a financiar los pasajes, de igual manera los pasaportes, y la municipalidad lo iba a lanzar. Pero si esto puede ser útil para el gobierno. Creo que con los ministros también podría ser, pero si se trata ya de una situación más política,. Evidentemente ponemos a disposición de la idea para que el Presidente lo pueda evaluar, que vaya gente, jóvenes que vienen con una vestimenta humilde de zonas de asentamientos humanos y decir: “Este muchacho que vive en el asentamiento humano tal del Callao...	KOURI
El señor MONTESINOS TORRES.—	 Se ha ganado el premio.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 ...se va a ir a París por ser el primero de su clase”. Entonces, en vez de hablar de pandillaje, violencia, etcétera, estamos hablando de una cultura, de respaldar el éxito, de impulsar a esa juventud que con esfuerzo quiere ver algo más promisorio.	KOURI
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Lo planteo como una idea para que lo puedan evaluar. Entonces, un poco la intención es decir: Muy bien, estamos en la mejor disposición de colaborar; pero es importante que haya un orden para hacerlo de tal manera que sea todo adecuado y no permitir solamente lo que puedan editar los medios informativos.	KOURI
El señor MONTESINOS TORRES.—	 No, no, no, nosotros tenemos que tomar la iniciativa, los medios van a reflejar la estrategia.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Exactamente.	KOURI
El señor MONTESINOS TORRES.—	 Y no a la inversa, ¿no? Yo creo, como se llama, coincido con usted que tienen  que ver de aquí. En realidad no faltan ni 50 días para las elecciones, porque del primero al nueve ya básicamente murió el tema, 7 días antes ya no hay campaña, esto termina el 31 de marzo. O sea, faltan los 31 días del mes de marzo más los 26 días de este mes, estamos hablando de 30 y 26 días  son cincuenta y pico de días, no falta más. Entonces, nosotros tenemos que en 56 días hacer un cronograma de qué cosa es lo que vamos a hacer para ir mellando la imagen de los dos candidatos que van en pugna y en qué forma nosotros podemos consolidar el objetivo inmediato. En esa orientación no debemos de perder la perspectiva del otro objetivo que estamos buscando, que es las elecciones del 2002. O sea, una cosa debe estar amarrado a la otra cosa ¿no?	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Para que tenga un sentido de la participación.	KOURI
El señor MONTESINOS TORRES.—	 Claro, porque sino también no tiene razón que salga y salga...entonces, tenemos que hilvanar uno con el otro, pero que sea muy sutil.	MONTESINOS
El señor KOURI BUMACHAR, Alexander.—	 Acá el un punto que quisiera precisar. La entrevista hoy en la mañana ha sido muy tímidas las definiciones, porque no entiendo aún una estrategia clara. Entonces, cuando me preguntan sobre el tema de las inversiones, bueno, yo digo “a mí ese tema de las inversiones (ininteligible)  la propiedad privada y brindar para que la gente acceda a la propiedad, sobre todo los comedores populares, bueno, reivindicar a la madre”. (3) O sea, no fui a la confrontación  con ninguno de los candidatos para no agotar la fórmula todavía que fuese a expresar una manera más contundente.	KOURI
El señor MONTESINOS TORRES.—	 Claro. Porque eso yo pienso, ¿cómo se llama esto? Tenemos acá, definitivamente el que está en segundo lugar es Castañeda, no Andrade; Andrade está tercero, o sea, está con un 14, un 13 a nivel de Lima-Callao. Entonces es un poco difícil que en 50 días él pueda hacer...	MONTESINOS
