speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS VÍDEOS NÚMS. 1299 Y 1301 (Estos videos tienen el mismo contenido pero de diferente ángulo) ‘‘REUNIÓN DR.-GRAL. VILLANUEVA Y CRNLS. FERNÁNDEZ BACA, TORRES VARGAS, PÉREZ DEL ÁGUILA, MORENO ROJAS, CALLE, SERNA LONA, BALUARTE GUEVARA, MUÑOZ DÍAZ, DE LA MELENA, FIGUEROA, MEJIA, FABLISH GARAYCOA, BALUARTE, BONILLA, LEÓN GARCÍA, RAMÍREZ, MURGOITO’’ DEL 7 DE DICIEMBRE DE 1998 —Se encuentra en la sala el General Villanueva Ruesta, después ingresan el señor Montesinos Torres y el señor Benigno.	KOURI
El señor MONTESINOS TORRES.—	 (?)	MONTESINOS
El señor BENIGNO.—	 (?)	SENOR
El señor BENIGNO.—	 ¿Qué tal?	SENOR
El señor MONTESINOS TORRES.—	 ¿Qué ha sido de tu vida Benigno?	MONTESINOS
El señor BENIGNO.—	 Bien mi general, bien	SENOR
El señor MONTESINOS TORRES.—	 ¿Qué dice el SIN? Ah.	MONTESINOS
El señor BENIGNO.—	 (?) con la confianza que me (?)	SENOR
El señor MONTESINOS TORRES.—	 ¿Y cómo va la gente ahí, está más tranquila o no?	MONTESINOS
El señor BENIGNO.—	 Ahí, están bien, están bien todos los casos no pendientes, sino los casos que el año pasado (?)	SENOR
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BENIGNO.—	 Eso lo estamos manejando.	SENOR
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BENIGNO.—	 Pero lo estamos manejando porque tenemos que solucionarlo(?)	SENOR
El señor MONTESINOS TORRES.—	 (?) padrones, hay que tener cuidado con todo este proceso de (?) penetraciones (?) reales (?) pueden ingresar y no pasa nada, y eso no es así.	MONTESINOS
El señor BENIGNO.—	 Yo creo que sería (?)	SENOR
El señor MONTESINOS TORRES.—	 Ahora, el tema de las mujeres también es importante porque hay mucho relajo hay (?)	MONTESINOS
El señor BENIGNO.—	 Pero ahora se ha hecho un control (?) ya se (?) todo está actualizado, todo el mundo(?) especialistas, sino técnicos y oficiales	SENOR
El señor MONTESINOS TORRES.—	 Manteniendo la jerarquía, pues.	MONTESINOS
El señor BENIGNO.—	 Sí, manteniendo la jerarquía.	SENOR
El señor MONTESINOS TORRES.—	 Igual como son las (?)	MONTESINOS
El señor BENIGNO.—	 Claro que sí	SENOR
El señor MONTESINOS TORRES.—	 (?) las mujeres están igualitas(?)	MONTESINOS
El señor BENIGNO.—	 (?)	SENOR
El señor MONTESINOS TORRES.—	 Mira Benigno, tú sabes de que ya se viene esta semana el proceso de los ascensos.	MONTESINOS
El señor BENIGNO.—	 Sí.	SENOR
El señor MONTESINOS TORRES.—	 Entonces, con el General Villanueva hemos estado viendo ya la cuestión de (?), hemos llegado a una de las conclusiones de que tú eres una de las personas de mayor confianza demostrada  como (?) para que puedas ascender a general y puedas ocupar un cargo que va a ser bien importante, o sea ir a la DINDE para que tú les de una continuidad, (?) Tú conoces la problemática del SIE en estos 2, 3, 4 meses que has estado tú ahí, es más fácil desde la DINDE  poder controlar el tema del SIE, y evitar problemas que ha pasado anteriormente y que tú los conoces, indisciplina, del relajo, actos contrarios (?) el tema de la Leonor La Rosa y esas cosas, porque eso va en contra de la imagen de la institución y en contra del comando. Entonces, tú ya conoces el SIE, vas a pasar a ser del DINDE, vas a trabajar con Yáñez, pero ten presente tu responsabilidad. Ahora, va a ir como el Jefe del SIE Príncipe, está viniendo de agregado de Ecuador, y va a ser el Jefe del SIE, o sea que va a trabajar aquí, o sea Príncipe ya está con fecha 15 está llegando acá. (?) trabaja con él, trabaja con Yáñez y ya en 15 días se ambiente y pueda para el primero de enero estar ya en condiciones de conducir. Y tu ya, ahora anda un poco conversando con el General Yáñez, por supuesto en forma muy reservada, (?) ya como hemos quedado, siempre cualquier cosa que haya en tu institución, cualquier problema que haya, tenemos que entrar en comunicación.	MONTESINOS
El señor BENIGNO.—	 Sí.	SENOR
El señor MONTESINOS TORRES.—	 Obviamente ahora cuando pases a la DINDE el radio que tiene en Miami, él te lo entrega a ti.	MONTESINOS
El señor BENIGNO.—	 Ya.	SENOR
El señor MONTESINOS TORRES.—	 Un radio se lo entregas a Príncipe. Cualquier cosa me avisas a mí, le avisas al General Villanueva, o sea a las 2 personas cualquier problema que haya para nosotros inmediatamente ver qué solución damos al problema. O sea lo que tú puedas detectar, tu primera es hacernos conocer a nosotros y nosotros veremos como (?), que no vayan a pasar cosas de que se cometan actos de indisciplina, esas cosas y nosotros no sepamos nada o te sorprendan a ti. O sea que a mí me entere por el periódico, por la revista. Entonces, ya tenemos una experiencia con (?) lo que le ha pasado ¿no? Justamente él ha tenido un (?) desleal y en segundo lugar no informa al canal de inteligencia, o sea como (2) un canal de inteligencia.	MONTESINOS
El señor BENIGNO.—	 Ya.	SENOR
