speaker	speech	speaker_std
Background	" Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1822 ‘‘REUNIÓN KOURI - CROUSILLAT - DR.’’ 27 DE ENERO DE 2000 —Se encuentra en la sala —sentado en un sofá— el señor Alexander Kouri Bumachar; luego, ingresa el señor José Francisco Crousillat Carreño, quien toma asiento a lado del señor Kouri y empieza a hojear una revista. A continuación se inicia el siguiente diálogo: El señor KOURI BUMACHAR, Alexander. — (Ininteligible) tiene —digamos— aun cuando no tenía ninguna participación del Gobierno Central, que firmemos el Convenio de Contrato en Palacio de Gobierno (ininteligible) hay un mensaje muy claro, va a decir: “Señores, esto obedece a que hay un clima de estabilidad política, que hay —digamos— reglas claras para la inversión privada en el Perú."" Es una señal positiva frente a una situación, o de la privatización que está generando mucha contradicción en la opinión pública. Entonces..."	KOURI
El señor CROUSILLAT CARREÑO, José Francisco.—	 ¿Y qué, y qué, cuál es el nuevo (Ininteligible) de esta gente?	CROUSILLAT
El señor KOURI BUMACHAR, Alexander.—	 El peaje, pues.	KOURI
El señor CROUSILLAT CARREÑO, José Francisco.—	 ¿El peaje? ¿Eso va a ser un peaje?	CROUSILLAT
El señor KOURI BUMACHAR, Alexander.—	 Faucett, es una vía rápida y las alternas; la vía rápida al medio y las alternas (Ininteligible).	KOURI
El señor CROUSILLAT CARREÑO, José Francisco.—	 Pero debería tener opciones para completar eso ¿no? Eso es importantísimo. Y eso ¿de dónde crees tú que debería venir, por la Costa Verde o?	CROUSILLAT
El señor KOURI BUMACHAR, Alexander.—	 Depende. Eso debería venir por todo Javier Prado; Javier Prado, José Faustino Sánchez Carrión, entra hasta la Avenida La Marina y luego hasta la avenida Faucett.	KOURI
El señor CROUSILLAT CARREÑO, José Francisco.—	 Javier Prado, Marina Faucett.	CROUSILLAT
El señor KOURI BUMACHAR, Alexander.—	 Que es el proyecto de Graña y Montero con Andrade, que no salió (ininteligible).	KOURI
El señor CROUSILLAT CARREÑO, José Francisco.—	 Todo sería rápido.	CROUSILLAT
El señor KOURI BUMACHAR, Alexander.—	 Todo sería rápido, sería una highway .	KOURI
El señor CROUSILLAT CARREÑO, José Francisco.—	 Sería perfecto (Ininteligible).	CROUSILLAT
El señor KOURI BUMACHAR, Alexander.—	 Mira, hemos estimado que desde Faucett al Aeropuerto en horas punta te puedes demorar quince minutos. Con esta nueva vía te puedes demorar entre cuatro y cinco minutos.	KOURI
El señor CROUSILLAT CARREÑO, José Francisco.—	 Y —digamos— si el proyecto es integral luego, desde el zanjón al Aeropuerto, ¿podría demorarse diez minutos?	CROUSILLAT
El señor KOURI BUMACHAR, Alexander.—	 Un poco más.	KOURI
El señor CROUSILLAT CARREÑO, José Francisco.—	 ¿15?	CROUSILLAT
El señor KOURI BUMACHAR, Alexander.—	 Sí, quince minutos.	KOURI
El señor CROUSILLAT CARREÑO, José Francisco.—	 Pero antes demoraba una media hora.	CROUSILLAT
El señor KOURI BUMACHAR, Alexander.—	 Una hora.	KOURI
