speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS VIDEOS Núms. 1604 Y 1605 (Estos videos tienen el mismo contenido pero de diferente ángulo) ‘‘REUNIÓN DR. - DON - EMBAJADORA - GRAL. BERGAMINO’’ DEL 19 DE JULIO DE 1999 —En la proyección de este vídeo se puede ver  una sala, y detrás —en una mesa de trabajo—  al Gral. EP (r) José Villanueva Ruesta, al Gral. EP (r)  Carlos Alberto Bergamino Cruz y una tercera persona, que en cierta circunstancia aparece sólo su brazo izquierdo. —A los 2 minutos y 31 segundos de empezada esta grabación ingresa el señor Vladimiro Montesinos Torres —portando un fólder—, quien luego del saludo respectivo toma asiento al lado derecho del Gral. EP (r) José Villanueva Ruesta. —A continuación, el señor Vladimiro y ambos generales empiezan a revisar sus respectivas carpetas. —Se percibe un diálogo ininteligible. —También se percibe un noticiario que a continuación se transcribe :	KOURI
“El locutor.—	 La Casa de Estudios celebra también hoy sus 82  años de creación.	LOCUTOR
La locutora.—	 Estados Unidos se anunció oficialmente que ya no hay posibilidades de encontrar sobrevivientes en el avión de John Kennedy junior,  hijo del ex Presidente de Estados Unidos, John F. Kennedy, dado por desaparecido el pasado viernes.  A partir de hoy las operaciones de búsqueda (?).	LOCUTOR
El locutor.—	 México será el próximo rival de Perú, luego que nuestro equipo se  clasificara para la final del Grupo II, de la Zona Americana de la Copa Davis, tras ganarle a Uruguay por 4 a 1. Los partidos de ayer, el peruano Luis Horna superó al uruguayo Federico Dongo por 3 a 2, y el juvenil Iván Miranda  hizo lo propio frente a Alejandro Olivera por 2 set (?) .	LOCUTOR
La locutora.—	 Después de 6 días de su captura Oscar Ramírez Durand será presentado en la tarde de hoy ante la prensa nacional y extranjera en la sede (?) de Justicia Militar, ubicado en la cuadra 4 de la avenida Arequipa. Ayer el presidente Alberto Fujimori  podrá anunciarse (?) plenamente respetado en el momento de su captura, durante el interrogatorio realizado por el asesor del Servicio de Inteligencia Nacional, Vladimiro Montesinos.	LOCUTOR
El locutor.—	 El Presidente Fujimori también remarcó que el comunicado emitido por la Organización de Estados Americanos (?)  organismos internacionales como la OEA deberían reestructurarse y adecuarse a la situación que afrontan las diferentes partes. El Presidente, Alberto Fujimori dio ayer estas declaraciones en el Grupo Aéreo N.° 8 antes de partir a Cuba en compañía de sus hijas Keiko y Sachi.	LOCUTOR
Background	—Continúa el noticiario, ininteligible. —A continuación se transcribe el casete de audio N.° 1606 del mismo escenario: —Diálogo ininteligible.	KOURI
El señor MONTESINOS TORRES.—	 Hemos conversado sobre el tema de la versión y acá, a la versión original (?) 2 hojitas. Ésta es la versión original (?), la primera versión de la (?) social y el trabajo que vamos a hacer es el comparativo. Bueno, entonces, de acuerdo a la ley nosotros tenemos que acondicionar esto a la ley de ustedes y a las leyes peruanas, porque no podemos (?). De acuerdo a las leyes peruanas las instituciones no tienen responsabilidad, solamente tienen las personas; o sea, los individuos, las entidades no tienen responsabilidades. Eso es de acuerdo a la ley peruana. O sea, no pueden tener responsabilidad el Ejército, la Marina, la Fuerza Aérea, porque la responsabilidad penal individual (?) un peruano; o sea, si hay un elemento de la Policía o del Ejército, de la Marina o del SIN, encontrar un narcotráfico, la responsabilidad es del individuo o de las cuatro, cinco, diez o quince personas; pero las instituciones no tienen —de acuerdo con esta ley— responsabilidad penal. Por eso es que nosotros estamos quitando la palabra “entidad”. Después, en lugar de “evidencias” estamos poniendo “pruebas fehacientes”. No para creer; porque en Derecho Penal Peruano (?), que acrediten (?) un individuo haya sido condenado, etcétera, etcétera.	MONTESINOS
La señora EMBAJADORA.—	 (?)	EMBAJADORA
El señor MONTESINOS TORRES.—	 ¿Hasta ahí está claro?	MONTESINOS
La señora EMBAJADORA.—	 (?)	EMBAJADORA
El señor MONTESINOS TORRES.—	 Aquí viene otra atingencia. En caso, el incumplimiento del acuerdo (?) Aquí tenemos un problema, (2) entre diez y quince del reembolso de cualquier fondo (?), en eso tenemos una limitación. Vamos a suponer que (?) ¿Por qué tenemos esa limitación? Nosotros tenemos una ley que aprueba el Congreso de la República en el mes de diciembre de cada año, que es la Ley del Presupuesto General de la República, en base al fondo disponible del Estado. Entonces, el Estado dice, para dar dinero, vamos a suponer, en diciembre de este año 99 se aprueba la ley que va a regir el presupuesto para el año 2000. Ese presupuesto se asigna en función de la disponibilidad de plata que tiene el Tesoro Público. Entonces, la ley dice, hay que usar esta plata en tales sectores, en tales sectores, en tales áreas, para obras o para bien social o para desarrollo. Entonces, no hay ningún punto fuera de este presupuesto, no hay ningún punto fuera de este presupuesto, porque todo el dinero está orientado hacia esos segmentos. Entonces, si nosotros (?) a un (?) no lo podríamos hacer por el mandato de la ley.	MONTESINOS
La señora EMBAJADORA.—	 Ustedes pongan (?) El señor MONTESINOS TORRES .—  Que no existe, o sea, los fondos que no existen. Entonces, sería materialmente imposible, iríamos contra la propia ley (?) de ley del Presupuesto. Entonces, saben, señores, “en caso de incumplimiento el acuerdo podría ser suspendido o concluido en su totalidad o en parte”. Y le hemos puesto, “o suspender o dar por concluido”, “o suspender o dar por concluido el apoyo”, eso sí (?), ¿no?	EMBAJADORA
