speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N° 1197 “REUNIÓN DR. - BOROBIO - JULIO VERA” DEL 12 DE OCTUBRE DE 1998 —En la sala se encuentra sentado el señor Vera Gutiérrez, luego ingresa empleado entregándole una revista. El señor VERA GUTIÉRREZ .— Gracias, muy amable. —El señor Vera Gutiérrez realiza una llamada telefónica desde su celular.	BACKGROUNDUNIDENTIFIED
El señor VERA GUTIÉRREZ.—	 Mamá, hola me voy a demorar un poquito ... tengo una reunión ... porque tengo reuniones ... ya ... no ... se fueron ... correcto. A las nueve y media estaré por ahí ... estoy con la conciencia ensamblada ... me duele la cabeza ... ¿Qué comeré? Una sopita, pues.  ¿Hay sopa? ¿Sopa? No hay ... No ... Ya ... Déjame, yo me caliento algo ... Comeré, pues, lo que quedó de lasagna ... Bueno, alguna cosa comeré ... No te preocupes ...	VERA
Background	—Ingresa un empleado y pone un diario en la mesa de centro.	BACKGROUNDUNIDENTIFIED
El señor VERA GUTIÉRREZ.—	 Ya ... te aviso ... Chau.	VERA
Background	—Termina de hablar en el celular. —Luego ingresa un empleado y le trae un vaso de agua y continúa leyendo la revista. —Ingresa a la sala el señor Montesinos Torres acompañado del señor Borobio.	BACKGROUNDUNIDENTIFIED
El señor MOTESINOS TORRES.—	 Hola hermano, cómo estás, qué gusto de verte, a los tiempos.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Después de tiempo. 	VERA
El señor MOTESINOS TORRES.—	 Siéntate, después de tiempo que te dejas ver. (Risas.) Solamente se te ve nomás en los eventos sociales.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Una  vez nos vimos acá.	VERA
El señor MOTESINOS TORRES.—	 Claro, me acuerdo.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Con Armando Briceño,...	VERA
El señor MOTESINOS TORRES.—	 Así es, con Armando Briceño.-	MONTESINOS
El señor VERA GUTIÉRREZ.—	 (?) lo vi.	VERA
