speaker	speech	speaker_std
Background	" Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1682 ""REUNIÓN DR. - DEF. DEL PUEBLO - GRAL. PNP. VILLANUEVA"" DEL 1 DE SETIEMBRE DE 1999 —Se aprecia a dos personas que conversan en la sala de sillones de cuero del Servicio de Inteligencia Nacional, a la izquierda el General PNP. Villanueva y a la derecha el Defensor del Pueblo, doctor Jorge Santistevan de Noriega. La conversación es en su mayor parte inaudible."	KOURI
El señor GENERAL PNP VILLANUEVA.—	 Ésta es la oficina del director, del almirante.	VILLANUEVA RUESTA
Background	—El general Villanueva se retira momentáneamente, sostiene un diálogo inaudible y retorna.	KOURI
El señor GENERAL PNP VILLANUEVA.—	 Esto ha crecido mucho, aquí estuvimos un, esto ha sido (?. Él y el coronel han sido jefes del SIN. Esto antes se llamaba el SIN, el SIN ha cargo de la, se hizo un sistema, el sistema de inteligencia, con todas estas y el SIE (?)	VILLANUEVA RUESTA
Background	—Continúa su intervención en voz baja y además se filtran ruidos de motor de auto que hacen inaudible el diálogo. —Luego de algunos minutos ingresa una persona trayendo un periódico que deja sobre la mesa y el señor Santistevan recibe una llamada en su teléfono celular. —Momentos después ingresa el señor Vladimiro Montesinos Torres.	KOURI
El señor MONTESINOS TORRES.—	 ¡Hola, Jorge, qué gusto de verte!	MONTESINOS
El señor SANTISTEVAN DE NORIEGA.—	 Estaba por aquí.	MONTES DE OCA
El señor GENERAL PNP VILLANUEVA.—	 Encantado.	VILLANUEVA RUESTA
El señor SANTISTEVAN DE NORIEGA.—	 He hablado con Alfonso que estuve estudiando (?). O sea que iba viendo una cosa y otra (?) El 28 de julio me he levantado, para ir al Congreso, no fui a la misa de Cipriani porque estaba muriéndome de frío. Pero al salir del Congreso, regresé, caray.	MONTES DE OCA
El señor MONTESINOS TORRES.—	 Con la congestión y con el frío, para ponerte una cosa y tu sabes que como dicen (?) además el clima no está (?). Tú cómo vas, cómo están las cosas.	MONTESINOS
El señor SANTISTEVAN DE NORIEGA.—	 Bueno, empujando, trabajando. El hombre (?) una actitud con nosotros. Yo en estas cosas soy franco.	MONTES DE OCA
El señor MONTESINOS TORRES.—	 Esa es la idea.	MONTESINOS
El señor SANTISTEVAN DE NORIEGA.—	 Pero el Presidente me parece que se ha confundido ¿no?	MONTES DE OCA
El señor MONTESINOS TORRES.—	 No.	MONTESINOS
