speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS VÍDEOS Núms. 806 Y 807 REUNIÓN C90-NM CON EL DOCTOR VLADIMIRO MONTESINOS TORRES REALIZADA EN ABRIL DE 1998 FECHA DE TRANSCRIPCIÓN: SÁBADO 10 DE FEBRERO DE 2001 —Se encuentran en una sala de reuniones los señores Alberto Pandolfi Arbulú  y Rafael Urrelo Guerra. Luego hacen su ingreso los señores Carlos Blanco Oropeza, Jorge Trelles Montero, Alfredo Quispe Correa, Eduardo Pando Pacheco, Miguel Velit Núñez, Ricardo Marcenaro Frers, Adolfo Amorín Bueno, Oscar Medelius Rodríguez, Jorge Ruiz Dávila, Luz Salgado Rubianes de Paredes, Víctor Joy Way Rojas, Carmen Lozada de Gamboa, Daniel Espichán Tumay, Edith Mellado Céspedes, Gilberto Siura Céspedes. Después de una antesala de más de treinta minutos, hace su ingreso el señor Vladimiro Montesinos Torres y pide a los señores asistentes tomar asiento. La señora Edith Mellado Céspedes inicia la reunión.	KOURI
La señora MELLADO CÉSPEDES.—	 Buenas tardes y gracias por acudir a este llamado (2) que hemos hecho el señor Ministro, Ministro Pandolfi; el Ministro de Justicia, y de nuestro dueño de casa, el doctor Vladimiro (Ininteligible).	MELLADO
"El señor		.—"	 (Ininteligible)	SENOR
La señora MELLADO CÉSPEDES.—	 Porque es un buen sitio para poder conversar en confianza. Ustedes saben que este cargo a mí me cayó como a todos nosotros de sorpresa, porque todos pensábamos que Carlos estaba en perfecto estado de salud y que no iba a tener problemas (Ininteligible). El asumir yo mi cargo así de improviso y sin un periodo de comunicación previa, qué cosas están en trámite y cómo se están tramitando, lógicamente genera un vacío. Esto lo hemos conversado con el Presidente de la República, ayer nos hemos reunido por un buen rato y (Ininteligible). Y entre esa y otras causas pues aquí estamos para poder coordinar. Se nos vienen tiempos un poco difíciles porque, en primer lugar, se van a querer aprovechar este vacío; y, en segundo lugar, porque están generando un tema que es muy importante y que va a ser importante en lo futuro. Es el problema del no reconocimiento por Aljovín de la antigüedad de los tres fiscales que han sido nombrados por la doctora Blanca Nélida Colán a través del órgano competente del Ministerio Público. Esto esta mañana yo leía en los periódicos y escuché por radio que había una duda sobre el trámite que podría darle Aljovín a las denuncias de irregularidad en la elección de estos tres fiscales supremos, en el sentido de que no tendrían la antigüedad necesaria. Pero que la instancia que tendría que ver este caso, de acuerdo a la ley que hemos aprobado, sería justamente el órgano que preside Blanca Nélida, (3) la jefa de ...	MELLADO
"El señor		.—"	 (ininteligible) ejecutivo.	SENOR
La señora MELLADO CÉSPEDES.—	 Ahí esta. Entonces, esto por supuesto a Aljovín no le conviene entonces y refiere que no va a ir por ahí y nos lo están queriendo mandar a nosotros.	MELLADO
"El señor		.—"	 ¿Al Congreso?	SENOR
La señora MELLADO CÉSPEDES.—	 Al congreso. En particular tiene que ser una acusación constitucional en la cual tú tendrías que jugar un papel muy importante.	MELLADO
"El señor 	.—"	 Pero él me llamó.	SENOR
La señora MELLADO CÉSPEDES.—	 Porque está interesado. Este (ininteligible) de esto los conocen los señores ministros y el doctor Vladimiro, no sé si tú quisieras exponerlo, quisieras que lo expongan (ininteligible).	MELLADO
"El señor		.—"	 (ininteligible)	SENOR
