speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1788 (Este Vídeo tiene el mismo contenido que el Vídeo N.° 1789 y el Audio N.° 1790) “REUNIÓN: DR. - BERTINI” DEL 11 DE NOVIEMBRE DE 1999 —Se encuentra en la Sala el señor Bertini frente al señor Vladimiro Montesinos y empieza el diálogo:	BACKGROUNDUNIDENTIFIED
El señor MONTESINOS TORRES.—	 Y qué tal.	MONTESINOS
El señor BERTINI VINCI.—	 No, no.	BERTINI
El señor MONTESINOS TORRES.—	 (?)	MONTESINOS
El señor BERTINI VINCI.—	 Es necesario, pues. El señor MONTESINOS TORRES.— ¿ Es horrible, no?	BERTINI
El señor BERTINI VINCI.—	 Es una pesadilla, realmente el banco estaba prácticamente tratando de excluir, entonces reconstruir el banco para el caso del personal dada la cultura que tenía ésta gente de trabajo tan complicado, tan vertical, tan excesivamente familiar.	BERTINI
El señor MONTESINOS TORRES.—	 Ya, ya.	MONTESINOS
El señor BERTINI VINCI.—	 Sin control, sin nada y además cada vez que levantas la alfombra, no encuentras, uff. Porque si levantamos toda la alfombra, porque el polvo los ahoga, asì que vas poco a poco.	BERTINI
Background	—Risas.	BACKGROUNDUNIDENTIFIED
El señor MONTESINOS TORRES.—	 A medida que vamos levantando vamos poniendo las cosas en...	MONTESINOS
El señor BERTINI VINCI.—	 Óptica.	BERTINI
El señor MONTESINOS TORRES.—	 Orden, ¿no?	MONTESINOS
El señor BERTINI VINCI.—	 (?) mientras están trabajando 16 (?)	BERTINI
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BERTINI VINCI.—	 No hay otra opción para levantarlo.	BERTINI
El señor MONTESINOS TORRES.—	 Custodio se fue, ¿no?	MONTESINOS
El señor BERTINI VINCI.—	 Sí. (?) es profesor de la (?)	BERTINI
El señor MONTESINOS TORRES.—	 ¿Quién es el que lo había puesto a Custodio?	MONTESINOS
El señor BERTINI VINCI.—	 Mi gente, Rafael Llosa.	BERTINI
El señor MONTESINOS TORRES.—	 Claro, Rafael Llosa, está bien, ¿no?	MONTESINOS
El señor BERTINI VINCI.—	 Sí, buen muchacho.	BERTINI
El señor MONTESINOS TORRES.—	 Hay 2 personas, creo que trabajan con Llosa, ¡no?	MONTESINOS
El señor BERTINI VINCI.—	 Bueno, sì, estàn (?) y Francisco ¿no?	BERTINI
El señor MONTESINOS TORRES.—	 ¿Y debajo de Llosa?	MONTESINOS
El señor BERTINI VINCI.—	 Debajo de Llosa hay como 14 personas, hay un muchacho Pérez.	BERTINI
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El señor BERTINI VINCI.—	 (?) que es (?) cambista en ciudad, hay Dancourt.	BERTINI
El señor MONTESINOS TORRES.—	 Ya. Peri el clave es Llosa.	MONTESINOS
El señor BERTINI VINCI.—	 Sí, es gente de confianza nuestra. (?) cientos o decenas de millones diarios.	BERTINI
El señor MONTESINOS TORRES.—	 Lógico.	MONTESINOS
El señor BERTINI VINCI.—	 Por sentado, facilísimo (?)	BERTINI
El señor MONTESINOS TORRES.—	 Clave es, ¿no?	MONTESINOS
El señor BERTINI VINCI.—	 Entonces, por más que tienes miles de controles, sistemas automàticos, etcètera. Si quieres hacer algo lo haces.	BERTINI
El señor MONTESINOS TORRES.—	 Muy difícil de ...	MONTESINOS
El señor BERTINI VINCI.—	 Muy difícil (?) proyectado privatiza el hueco	BERTINI
El señor MONTESINOS TORRES.—	 Claro, que ese  forado.	MONTESINOS
El señor BERTINI VINCI.—	 El banco este venía perdiendo entre 20 y 27 millones mensuales, mensuales.	BERTINI
El señor MONTESINOS TORRES.—	 ¡Qué bárbaro! O sea, al año eran 270 millones ...	MONTESINOS
El señor BERTINI VINCI.—	 Cuando hemos entrado nosotros a julio publicó la utilidad (?) alza 20, no existía, digamos que para reservar un poquito y hemos visto las cifras. Comenzamos las utilidades (?) 20, 25, 27... Hemos hecho un primer esfuerzo cambiando tasas, ajustando pasivo, activo, reducciòn de personal, cierre de oficinas. Mil cambios y el primer mes, en balance a fines de setiembre nos ha dado...	BERTINI
El señor MONTESINOS TORRES.—	 ¿Quieres tomarte un café o algo?	MONTESINOS
El señor BERTINI VINCI.—	 Claro, pues. Hemos tenido cero.	BERTINI
El señor MONTESINOS TORRES.—	 Tácticas.	MONTESINOS
El señor BERTINI VINCI.—	 Este mes creo que vamos a ganar 300 mil soles. No me importa, no pierdo.	BERTINI
El señor MONTESINOS TORRES.—	 Lo importante es que estás ahí.	MONTESINOS
El señor BERTINI VINCI.—	 Entonces, ahora estoy comenzando a empujar la cuota, ojalá pueda terminar el año bien, puede ser y ya el próximo año levantando el... Pero el trabajo es endemoniado.	BERTINI
El señor MONTESINOS TORRES.—	 ¿Y los Wiese no colaboraron en nada?	MONTESINOS
El señor BERTINI VINCI.—	 Los Wiese no sabían, yo creo; (?) que los viejos no saben para qué vienen (?). Luego no saben.	BERTINI
El señor MONTESINOS TORRES.—	 Ni idea.	MONTESINOS
El señor BERTINI VINCI.—	 El problema lo habían manejado un poquito mal los sobrinos. Gonzalito De la Fuente, el chiquito Ducasi, el otro el que manejaba el banco en el ñao (?) de los tíos (?) y los gerentes.	BERTINI
El señor MONTESINOS TORRES.—	 Hubiera sido terrible que quebrara ese banco.	MONTESINOS
El señor BERTINI VINCI.—	 La quiebra de ese banco para mí la quiebra del sistema bancario peruano.	BERTINI
El señor MONTESINOS TORRES.—	 Claro, porque era...	MONTESINOS
El señor BERTINI VINCI.—	 No, porque el sistema está creado (?)	BERTINI
El señor MONTESINOS TORRES.—	 Sí, lógico, ya sabemos.	MONTESINOS
El señor BERTINI VINCI.—	 Arrastrabas la quiebra del segundo banco más importante del Perú, se acortaba en el acto la relación internacional de riesgo país, un tipo (?) puede ser cartas tráfico.	BERTINI
El señor MONTESINOS TORRES.—	 (?)	MONTESINOS
El señor BERTINI VINCI.—	 Y ahora me he metido a salvar  Orión.	BERTINI
El señor MONTESINOS TORRES.—	 Ya te has metido a Orión.	MONTESINOS
El señor BERTINI VINCI.—	 A pedido del Superintendente y me dice...	BERTINI
El señor MONTESINOS TORRES.—	 Ese Superintendente también medio...	MONTESINOS
El señor BERTINI VINCI.—	 “Ayúdanos a esto”, y le digo que voy a entrar pero con determinadas condiciones, porque ya tengo mil problemas.	BERTINI
El señor MONTESINOS TORRES.—	 Te vas a meter a uno más.	MONTESINOS
El señor BERTINI VINCI.—	 Me voy a meter a más. Veo la forma del fideicomiso, que yo ya te  administro, pongo 20 millones ¿Orión? con (?) de París para atender los retiros de la gente, pero la cartera me tiene que garantizar eso, porque sino me voy, pues, o ...	BERTINI
El señor MONTESINOS TORRES.—	 Lógico.	MONTESINOS
El señor BERTINI VINCI.—	 Entonces hemos subordinado los depósitos, Me retiro primero si no se recupera Orión. Para recuperar Orión, significa recuperar Carsa.	BERTINI
El señor MONTESINOS TORRES.—	 Ya, tú, Carsa, Carsa ya imposible.	MONTESINOS
El señor BERTINI VINCI.—	 Puede servir, puede ser bien social, si ya no funciona no, sino ver cómo financiar las ventas de electrodomésticos, ya nadie financia nada.	BERTINI
El señor MONTESINOS TORRES.—	 Y nadie compra nada.	MONTESINOS
