speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE VIDEO N.° 1292 REUNIÓN DR. - JOY WAY - CUCULIZA 5 DE ENERO DE 1999 —Se aprecia, reunidos en una sala a los señores Vladimiro Montesinos Torres, Luisa María Cuculiza Torre y Víctor Joy Way Rojas, quienes sostienen una conversación. La grabación reproduce una conversación ya comenzada.	BACKGROUNDUNIDENTIFIED
La señora CUCULIZA TORRE.—	 ...por ciento. Entonces, yo siento que me daba náuseas, mareos, vértigos. Le dije ¿sabes qué? Me voy, me voy porque te voy a pegar, y si te agarro al primer trompón no te suelto hasta sacarte la mugre y eso va a ser un escándalo. Y tú eres una porquería y seguirás siendo una porquería toda tu vida. Regresé que ya me daba un derrame cerebral. Cuando me encuentro en la casa con Juan me dice:  ¿Qué te pasa Liliana, qué tienes que estás morada? Mira lo que me acaba de decir, Gonzáles Reátegui. Él quiso ir, pero yo le digo se hace mayor escándalo, pero yo lo denuncio públicamente. Entonces Juan me dijo: “No, le haces daño al Presidente”. Mire que leal.	CUCULIZA
El señor MONTESINOS TORRES.—	 Sí, (ininteligible)	MONTESINOS
La señora CUCULIZA TORRE.—	 “Le hace daño al Presidente, porque sea como sea ese desgraciado es un ministro y es del entorno del Presidente, de su confianza. Tú sales a decir eso a la prensa,  por qué tu no eres candidato de Vamos Vecino y tumbas a Fujimori. Así que quédate ahí, que te crean desleal, que es preferible, “que algún día —me dijo— Lucha, yo hablaré con Montesinos, porque lo llamo muchas veces afuera.”	CUCULIZA
El señor MONTESINOS TORRES .—	 (Ininteligible)	MONTESINOS
La señora CUCULIZA TORRE.—	 “Y yo hablaré con Montesinos o hablaré con el Presidente en alguna oportunidad y le voy a decir por qué tú no; porque  yo ya estaba ya. Ya yo le había aceptado.	CUCULIZA
El señor MONTESINOS TORRES.—	 (Ininteligible)	MONTESINOS
La señora CUCULIZA TORRE.—	 Así es, por eso yo salí contenta, tranquila, inclusive hablé con Andrade y le dije: “Mira”. Me dijo: “Lucha, yo te doy la opción de hacer lo que tu creas conveniente, no te sientas desleal de fallar conmigo”. Yo acabo de llamar ahorita, viendo las posibilidades. Me dijo: “Si tienes la oportunidad de trabajar por el país acéptalo”. Entonces, una cosa franca, abierta totalmente, pero el comportamiento de este señor fue lo más asqueroso, eso no es de hombre, el tener un estatus de ministro no te da a ti para tratar a una mujer como si fuera una prostituta.	CUCULIZA
El señor MONTESINOS TORRES.—	 Atropellar.	MONTESINOS
La señora CUCULIZA TORRE.—	" Claro, así es por eso yo le dije: ""A ti te tienen que volver a parir, cojudo —le dije— para que vuelvas ya como un hombre. ¿No te das cuenta, le dije, que eres una porquería y que el hecho que seas ministro, vas a terminar siendo peor —le dije— que una porquería el día que dejes de ser ministro? Y ojalá le pase lo peor que le pueda pasar."	CUCULIZA
El señor MONTESINOS TORRES.—	 esto que usted me cuenta me hacer recordar  una anécdota real también que le pasó a la señora Martha Hildebrandt,. Tú sabes que ella estuvo en la época del gobierno militar en el INC. Y, bueno, estoy hablando de la década del setenta. Y un día el Ministro de Educación, que era el general Carpio Becerra, mandó a un comandante para que conversara con la señora Martha y que (ininteligible). Y el comandante, medio picaron, de ese tipo así un poco cunda, o asea al estilo del amigo que está hablando, del señor este, un poco que quiso sobrepasar con Martha y ella (ininteligible).	MONTESINOS
La señora CUCULIZA TORRE.—	 Yo no le pegué por no hacer escándalo.	CUCULIZA
El señor MONTESINOS TORRES.—	" Entonces el tipo le vino a decir que mentiras, que estoy enamorado, que es una cosa sincera, que tatatí y tatatá Ella le dijo: ""Vamos a hablar las cosas claras, aquí no hay errores ni hay vueltas, ya no hay más. Si tú quieres meterte a la cama conmigo, entonces es mejor que me lleves. Ahora no me vas a decir ""no me da la gana"". Yo elijo viendo las cosas y tú no me interesas, así que, compadre, chau."""	MONTESINOS
La señora CUCULIZA TORRE.—	 Así le dije yo.	CUCULIZA
El señor MONTESINOS TORRES.—	 Yo elijo ¿no es verdad? Y es mi opción y tú no eres mi opción, así que, chau.	MONTESINOS
La señora CUCULIZA TORRE.—	 Yo todavía elijo a la persona con que quiero estar.	CUCULIZA
El señor MONTESINOS TORRES.—	" Lógico, son opciones. La señora CUCULIZA TORRE.— ¿ Porque eres ministro tú lo primero que vas a hacer con una posible candidata es meterla a la cama? Es una obsesión, dice que nunca ha cumplido él esa realidad. Qué se vaya a (ininteligible) su realidad y que pague con la plata que tiene. No, es un ser anormal, no tiene calidad. Yo digo ¿cómo el Presidente falló con ese hombre? No me explico, porque no tiene. ""con ese hombre fallé yo —me dice— ya no te digo nada ya."	MONTESINOS
El señor MONTESINOS TORRES.—	 Bueno, el tema es.	MONTESINOS
La señora CUCULIZA TORRE.—	 ¿El tema es?	CUCULIZA
El señor MONTESINOS TIRRES.—	 Acá el señor Joy Way tiene cierta propuesta. Hemos estado conversando un poco para ver algunos personajes.	MONTESINOS
La señora CUCULIZA TORRE.—	 Si el Presidente elige	CUCULIZA
El señor JOY WAY.—	 El siguiente caso es un caso particular, porque ha habido eso.	JOY WAY
El señor MONTESINOS TORRES.—	 Hay un feeling , en primer lugar hay un feeling , porque ustedes son paisanos, entonces hay una química de amistades,	MONTESINOS
La señora CUCULIZA TORRE.—	 Total, es lo que más se respeta.	CUCULIZA
El señor MONTESINOS TORRES.—	 Es lo que más se respeta. Hay un reconocimiento de usted a la labor del Presidente en el tema de la seguridad ciudadana, en el tema del terrorismo, que lo hemos conversado cuando nos hemos reunido antes.	MONTESINOS
La señora CUCULIZA TORRE.—	 Así es, además yo no he dicho que el Presidente fue malo, nunca.	CUCULIZA
