speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 876 (El Audio N.° 877 tiene el mismo contenido del Vídeo N.° 876) ‘‘REUNIÓN DR. - DON - VISITA’’ DEL 14 DE ABRIL DE 1998 —Se aprecia a tres personas que han ingresado a una sala en cuyo fondo se aprecia un televisor de grandes dimensiones. En la parte central toma asiento el señor Vladimiro Montesinos Torres y a la derecha dos personas. El diálogo ya ha comenzado.	BACKGROUNDUNIDENTIFIED
"El señor		.—"	 Tuvimos una visita muy interesante. Yo visité la ruina hace 20 años, pero solo por un día como turista, con mi familia y después fuimos a Cusco y Machu Picchu, e hicieron.	SENOR
El señor MONTESINOS TORRES.—	 Y después de 20 años ha cambiado bastante.	MONTESINOS
"El señor		.—"	 Ha cambiado, pero de veras casi no recuerdo, porque estuvimos acá un corto tiempo.	SENOR
El señor MONTESINOS TORRES.—	 Veinticuatro horas no es nada. Y Machu Picchu en esa época no era lo que es hoy día, a pesar de que El Niño ha llegado a Machu Picchu. Ha llegado El Niño, sí llegó.	MONTESINOS
"El señor		.—"	 ¿Y qué cambio en cuanto a El Niño?	SENOR
El señor MONTESINOS TORRES.—	 En la parte alta, donde se iba por el ferrocarril se ha construido un hotel y entonces cuando ha venido el problema de El Niño toda la ruta del ferrocarril estaba inundada, entonces no pueden transitar los trenes. Entonces el problema está que el hotel se ha quedado aislado y la única vía de comunicación es solamente ferroviaria. Claro, podría ser por helicóptero, pero en el helicóptero, pues, no pueden estar en el helicóptero abordando 200, 300 personas si en el helicóptero hay una capacidad para 7 u 8 personas que es para asuntos de emergencia nada más. Pero, en fin, se está trabajando en el proceso de habilitación de la línea y se estima que en unos 15 ó 20 días más ya nuevamente estará operativo. El problema está en que la naturaleza del suelo es diferente a otras áreas geográficas, porque cuando viene una inundación uno limpia el barro y puede colocar nuevamente los rieles con los tarugos que van cada cierto trecho pero acá. El terreno allá es un terreno como pantano, entonces viene el barro, uno limpia, tú pones un riel, pasas un vagón y se hunde. Entonces, tienes que hacer una remoción con excavadora y sacar todo, tienen que poner un cimiento, volver a rellenar con tierra para darle consistencia. Se hizo, se expeditó más o menos como 200 metros para poder hacer un desplazamiento, dos vagones se hundieron. Entonces, con esa experiencia se ha dicho: no, mejor es que demore un poco, un mes o dos meses, y hacemos una cosa bien hecha que tratar de hacer la ruta así por hacer y entonces estamos con el problema de que pasa el ferrocarril y va a resultar así, todo el tren se hunde y va a haber ... Y para el turismo es negativo porque a la gente le gusta Machu Picchu y en este momento, por esta estación, siempre Semana Santa que es acá en el Perú, la gente mucho por el turismo de alta, no han podido ir porque mucha gente de América Latina, Europa, aprovechan y se vienen en las vacaciones; pero en fin, así son las cosas. O sea que estuvieron en Pucallpa, 40 grados.	MONTESINOS
"El señor		.—"	 Más o menos 40 grados, qué te digo. En esa zona la gente está bastante (?).	SENOR
El señor MONTESINOS TORRES.—	 Sí, sí, así me dijo el general Bello.	MONTESINOS
"El señor		.—"	 Ya, es importante (?)	SENOR
El señor MONTESINOS TORRES.—	 Claro, para que la moral de los pilotos no ...	MONTESINOS
"El señor		.—"	 Ellos quieren volar.	SENOR
El señor MONTESINOS TORRES.—	 Claro, pero no te olvides que de todas maneras siempre tiene que haber un período mínimo de reajustes, de integración de la gente, pero tienen buena moral, ah.	MONTESINOS
"El señor		.—"	 Buena.	SENOR
El señor MONTESINOS TORRES.—	 Tiene buena moral. Tienen esos asuntos de combate y ese trabajo.	MONTESINOS
"El señor		.—"	 Eso tienen en común todos.	SENOR
El señor MONTESINOS TORRES.—	 Es una gente muy unida, es como una familia, se toman esto como accidentes de trabajo. Es un poco como los senderistas, dicen que cuando van caen en la cárcel, dicen que ellos a eso le llaman un accidente de trabajo y el que no tiene accidentes de trabajo no es un buen terrorista.	MONTESINOS
"El señor		.—"	 No puedes hacer nada.	SENOR
El señor MONTESINOS TORRES.—	 Entonces, vamos a trasladar de la concepción del terrorismo a la concepción de las fuerzas del orden: el piloto que no tiene accidente no es un buen piloto. Tú que eres aviador ¿te ha fallado siempre el ... ?	MONTESINOS
"El señor		.—"	 Prohibido (?)	SENOR
El señor MONTESINOS TORRES.—	 Pero has tenido fallas siempre.	MONTESINOS
"El señor		.—"	 Claro. Mire, tuvimos una oportunidad de hablar con ellos, también ahí, siempre ahí. Son jóvenes, con  el ejercicio con la avioneta, ellos tienen mucha entereza (?).	SENOR
El señor MONTESINOS TORRES.—	 Sí, no parece ese.	MONTESINOS
"El señor		.—"	 Mira, prácticamente los tucanos van a empezar, a mí me parece en dos ...	SENOR
El señor MONTESINOS TORRES.—	 En dos semanas más. ¿El tema de los visores?	MONTESINOS
"El señor		.—"	 Estamos trabajándolo más, vamos a ofrecer 6 este mes, más después ...	SENOR
El señor MONTESINOS TORRES.—	 Progresivamente.	MONTESINOS
"El señor		.—"	 Pero ese no es el problema.	SENOR
El señor MONTESINOS TORRES.—	 El problema ha sido falla de máquina.	MONTESINOS
