speaker,speech,speaker_std
BACKGROUND,"﻿Reunión de Alex Kouri y Vladimiro Montesinos. (del 15 de septiembre de 1998). Alex Kouri y un acompañante no identificado conversan mayormente banalida des, hasta que VMT ingresa a la sala y sostiene un breve diálogo con Kouri.",BACKGROUND
BACKGROUND,[Inicio del audio N.° 1182 y del video N.° 1179.],BACKGROUND
Desconocido,"(?) en que ya viene, ¿no? Entonces, espérate que hay que darle coda la zona limpia a diferencia de la parte de arriba (?).",DESCONOCIDO
El señor Alex Kouri,Te has encargado de la seguridad en la zona por (?).,ALEX KOURI
El mozo,"Permiso, caballeros.",DESCONOCIDO
Desconocido,"(?) que te traigan un vaso con agua, un vaso de agua natural sin hielo (?)",DESCONOCIDO
El señor Alex Kouri,A mí un vaso con hielo y con agua.,ALEX KOURI
El mozo,¿De agua natural también?,DESCONOCIDO
El señor Alex Kouri,Sí. Se ofreció la marca Chuck. Es ese sentido que va a dar cuentas de los problemas en la frontera porque si hay problema económico en el Ecuador…,ALEX KOURI
Desconocido,"Simón me llamó en la mañana, ha logrado sacarle la verdad y me dice que de todas maneras lo van a pasar.",DESCONOCIDO
El señor Alex Kouri,¿Lo has agregado ahí?,ALEX KOURI
Desconocido,"No, él está, ahora está trabajando en España para el Servicio Industrial de la Marina; pero él está dentro del grupo de trabajo que tiene que ver con la cuestión de comercio y navegación, de conversaciones con el Ecuador. Ha venido hace tres días, está acá, y me dijo que el asunto de la comprensión que se ha endeudado acá ha salido, que nos interesa (?).",DESCONOCIDO
El señor Alex Kouri,Y esperaban ya casi por llegar al final de (?).,ALEX KOURI
Desconocido,"Increíble, parece que... la verdad que no lo creo (?). No hay el enfrentamiento militar con el (?) en que no se iba a llegar a nada en absoluto, pe ro sorpresivamente se estaba...",DESCONOCIDO
El señor Alex Kouri,Siempre la materia finanzas es más complicada.,ALEX KOURI
Desconocido,"Sí. En una reunión con unos amigos, en un almuerzo, la cosa es (?).",DESCONOCIDO
El señor Alex Kouri,¿Hace poco fue?,ALEX KOURI
