speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 869 ‘‘DR. FERRERO CON DR.’’ DEL 23 DE ENERO DE 1998	KOURI
El señor EDUARDO FERRERO COSTA.—	 (?) 60 (?)	FERROR
El señor MONTESINOS TORRES.—	 Dos (?) sofisticado.	MONTESINOS
El señor EDUARDO FERRERO COSTA.—	 Dos  (?)	FERROR
El señor EDUARDO FERRERO COSTA.—	 (Nosotros) no estamos con capacidad (?)	FERROR
El señor MONTESINOS TORRES.—	 Estamos en el período de (formación) (?)	MONTESINOS
El señor MONTESINOS TORRES.—	 Bien, en esencia esto, acá hay dos miras, dos ejes centrales que pueden definir el curso de un hipotético conflicto. Antes del inicio de cualquier operación para la toma de decisiones para (?) operaciones, el estadista, el estratega,  vale decir el jefe de Estado, el conductor militar, necesitan la obtención de informaciones puntuales. Esta obtención de informaciones puntuales se obtiene a través de este sistema de (rastreo) electrónico que se llama (¿dominu y eminu?). O sea, pueden ir monitoreando sus comunicaciones hasta Lima, de todo el Sistema de Defensa Nacional y aún las comunicaciones aerocomerciales. O sea, vale decir, por ejemplo, cuando viene un avión que ingresa al territorio nacional, un vuelo internacional, y va pasando por cada departamento, (?) lo va guiando hasta que llegue a Jorge Chávez, también tiene esa capacidad para escuchar eso. Pero, paralelamente a eso, es lo más grave, ellos tienen la capacidad de establecer la perturbación de la comunicación, o sea, que no solamente la escuchan sino que la pueden bloquear también cuando quieran. Entonces, esa primera viga la tienen ellos: o sea, saben la información en tiempo oportuno, real, de todo lo que se conversa, en el canal militar y en el canal común; tienen la capacidad de interferir y bloquear esas comunicaciones cuando, en función de sus objetivos, lo desean. Entonces, ese es un primer aspecto. El segundo aspecto es cuando se desencadena un conflicto, en uno de estos países pequeños que no son potencias económicas y que solamente el conflicto puede durar 48, máximo 52 horas, por la información (?), fundamentalmente por intervención de los Estados Unidos, se requiere tener una marcada superioridad aérea. Entonces, la superioridad aérea pasa por tres vectores. La primera es la supremacía, que es el control total del espacio aéreo, eso sí ya sería para (?). Una supremacía aérea es cuando yo agarro y aniquilo toda (?), tengo una capacidad que me permite tener la hegemonía en mi territorio y en el territorio adversario. El segundo vector es el período de jerarquía que se llama de la superioridad aérea, que es, vale decir, cuando tengo una Fuerza Aérea que está en mejores condiciones que la del adversario, pero no me da la capacidad total, pero sí me da un 60 ó un 70% de éxito. Y la tercera es, de que estamos en un nivel de equilibrio. El señor EDUARDO FERRERO COSTA.— ... de equilibrio...	MONTESINOS
El señor MONTESINOS TORRES.—	 ... de equilibrio. Entonces, viendo el primer aspecto de la guerra electrónica y viendo el segundo aspecto de la compra de los aviones, entonces ellos han pasado. Primero estuvimos en una situación de superioridad en la década pasada, en los años 80. Pasamos después a una situación de equilibrio y después pasamos a una situación de inferioridad. Eso, producto de la guerra interna que ha tenido el Estado con Sendero Luminoso. Cuando ya llega el Presidente Fujimori, ya se produce un (?), se levanta el asunto de la Fuerza Aérea, entonces nosotros pasamos a una superioridad, o sea, dimos un salto cualitativo. Pero, ¿qué pasa? Que ahora esta superioridad por la compra de los 12 aviones MIG-29 en el (?), esa superioridad ahora se convierte para nosotros en inferioridad y ellos pasan a tener la superioridad.	MONTESINOS
El señor EDUARDO FERRERO COSTA.—	 Y se quiere equilibrio.	FERROR
El señor MONTESINOS TORRES.—	 Y se quiere equilibrio, y pasar a tener la superioridad aérea. Entonces, al tener la superioridad aérea tienen la gran capacidad de que si ellos no tienen una fuerza terrestre lo suficientemente fuerte, tienen, con la Fuerza Aérea, la independencia de poder darle la cobertura a esa fuerza terrestre para que pueda ingresar.	MONTESINOS
El señor EDUARDO FERRERO COSTA.—	 ¿Y entonces?	FERROR
El señor MONTESINOS TORRES.—	 Y entonces lo que le falta en fuerza terrestre lo suple con Fuerza Aérea. Entonces, hay binomio tierra-aire, porque cuando hay superioridad de acá, entonces la inferioridad de acá se convierte en un binomio tierra aire que al adversario le...	MONTESINOS
El señor EDUARDO FERRERO COSTA.—	 ¿Y en Marina?	FERROR
El señor MONTESINOS TORRES.—	 En Marina, nosotros tenemos más submarinos que ellos, pero tenemos un problema ahí, que ellos han comprado... tres submarinos a Israel, no nuevos, sino usados; los están repotenciando y los dos primeros están llegando los cinco primeros días... de este año ... del último ... de este año. Con lo cual quiere decir de que básicamente van a pasar ellos al equilibrio. Entonces, la pregunta que nos hacemos acá: por qué, si el Presidente (?), los están viendo en la Cancillería y el Gobierno, han llegado, hemos llegado, a (dar el permiso) del Presidente, la gestión suya, y también el doctor Trazegnies, y todo el equipo que ha trabajado, es que el Ecuador se da el lujo en estos momentos de gastar 600 millones de dólares en comprar armas y aviones, en armar un sofisticado equipo de guerra electrónica, en potenciar la Marina no solamente con los tres submarinos, sino que han comprado dos lanchas torpederas ...	MONTESINOS
El señor EDUARDO FERRERO COSTA.—	 ... dos lanchas torpederas ...	FERROR
El señor MONTESINOS TORRES.—	 ... que lo conversamos, (pensamos) que tiene un alcance de 60 kilómetros, o sea, son sumamente (?); pero nosotros con los Destroyer, con las corbetas que tenemos, una sola lanchita de ésas tripuladas por ocho hombres nos vuelan la capacidad de alcance en 60 kilómetros. Y usted sabe que por ejemplo esas lanchas se aproximan más cerca de la costa, no es detectable, y de ahí lanzan los misiles y pueden hacer lo que quieran. Entonces, la pregunta es, ¿por qué todo esto si el objetivo es un objetivo de paz? Es por la disuasión. Entonces, si es por la disuasión, ¿realmente justificaba un gasto de esa naturaleza para una disuasión cuando no era necesaria la disuasión? Porque, en primer lugar, del lado de nosotros, nosotros lo estamos buscando, pero si yo tengo información del adversario que es superior o ha obtenido una superioridad y tiene las intenciones de atacar, entonces yo tomo mis previsiones para disuadirlo a que tome su iniciativa; pero si sabe que el objetivo del Gobierno es solucionar esto por la vía pacífica (?) tirar abajo el Protocolo de Río de Janeiro que es la mejor arma que tenemos.	MONTESINOS
El señor EDUARDO FERRERO COSTA.—	 Y ahora está más consolidado. 	FERROR
El señor MONTESINOS TORRES.—	 Y ahora está más consolidado porque ya ha sido reconocido por ellos y aceptado por ellos. Entonces, por qué hacen estos gastos. La pregunta es: ¿Qué es lo que buscan con esto? ¿A dónde quieren conducirlo? ¿A dónde quiere el estamento militar conducir este tema? Después viene la otra precisión: la Fuerza Armada ecuatoriana, los sectores o la clase política ... ¿ah? ... (?) No, doctor. Yo no fumo, pero me había olvidado que usted fumaba.	MONTESINOS
