speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1192 (LUIS VENERO GARRIDO Y ERNESTO GAMARRA OLIVARES) DEL 22 DE SETIEMBRE DE 1998	BACKGROUND
“El señor MANUEL TAFUR RUIZ.—	 (Se retira de la habitación abriendo la puerta)	RUIZ
El señor ROBERTO HUAMÁN AZCURRA.—	 (Ingresa al mismo tiempo a la habitación)	HUAMAN
El señor LUIS VENERO GARRIDO.—	 Algunos dispositivos antes.	VENERO
El señor ROBERTO HUAMÁN AZCURRA.—	 Si una persona, una, se puede sentar aquí está mejor.	HUAMAN
El señor LUIS VENERO GARRIDO.—	 Si yo quiero que cante todo.	VENERO
El señor ROBERTO HUAMÁN AZCURRA.—	 Por eso de aquí para allá tiene que estar al mano.	HUAMAN
El señor LUIS VENERO GARRIDO.—	 Me pongo acá.	VENERO
El señor ROBERTO HUAMÁN AZCURRA.—	 No, pero se puede sentar acá inclusive y tú le entregas la mano así, desde ese ángulo de allá.	HUAMAN
El señor LUIS VENERO GARRIDO.—	 Esto le voy a dar así.	VENERO
El señor ROBERTO HUAMÁN AZCURRA.—	 Y que cuente, pues. Mejor cuenta porque tú sabes que a la amistad tienes que decirle, oye hermano mejor cuenta.	HUAMAN
El señor LUIS VENERO GARRIDO.—	 Ya yo lo guardo aquí y le entrego.	VENERO
El señor ROBERTO HUAMÁN AZCURRA.—	 A ver siéntate aquí para ver como queda.	HUAMAN
El señor LUIS VENERO GARRIDO.—	 Esperando la llamada.	VENERO
Background	—El señor Roberto Huamán Azcurra se retira de la habitación abriendo la puerta. —Segundos después ingresa el señor Manuel Tafur Ruiz. —Mientras el señor Luis Venero Garrido, sentado en el sofá, ensaya la forma cómo le va a entregar el dinero con la mano derecha.	BACKGROUND
El señor MANUEL TAFUR RUIZ.—	 Siéntate ahí.	RUIZ
El señor LUIS VENERO GARRIDO.—	 Pero mejor me siento más acá.	VENERO
Background	—El señor Luis Venero Garrido sentado en el sofá sigue entrenando cómo debe entregar el dinero. —El señor Roberto Huáman Azcurra, ingresa a la sala abriendo la puerta.	BACKGROUND
El señor ROBERTO HUAMÁN AZCURRA.—	 Le entregas el billete en esta forma, así, a ver permíteme el dinero. Le entregas de esta forma. Toma compadre, cuéntalo. Así, toma hermano, tú sabes que plata es plata hermano. Cuéntalo compadre tú sabes, mejor cuéntalo.	HUAMAN
El señor MANUEL TAFUR RUIZ.—	 De refilón.	RUIZ
El señor ROBERTO HUAMÁN AZCURRA.—	 De refilón. Le dices así, toma hermano, toma compadre cuéntalo, una broma si te vas a jugar con él ¿no?	HUAMAN
El señor LUIS VENERO GARRIDO.—	 No me olvido.	VENERO
Background	—De pie los señores Luis Venero Garrido, Roberto Huamán Azcurra y Manuel Tafur Ruiz, conversan animadamente en la sala de espera. —Momentos después el señor Roberto Huamán Azcurra abriendo la puerta, se retira de la sala.  Lo mismo hacen los señores Luis Venero Garrido y Manuel Tafur Ruiz. —El vídeo continúa mostrando una sala un sofá de dos asientos y otro de un solo asiento de color marrón, una mesa de centro con algunos papeles encima y al costado de la puerta un macetero, se nota también un cuadro de pintura sobre el sofá de dos asientos y apenas se puede divisar otro sofá que el vídeo no lo toma completo. —Luego de unos minutos el vídeo muestra ya en el interior de la sala a Roberto Huamán Azcurra y a Manuel Tafur Ruiz quien, este último, tomando un maletín se acerca a la puerta a entregar a alguien que está afuera. —De pronto están dentro de la habitación el señor Manuel Tafur Ruiz y el señor congresista Ernesto Gamarra Olivares con el saco en la mano.  Momentos después antes de sentarse, el señor Gamarra se coloca el saco.	BACKGROUND
