speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 978 (Este vídeo continúa en el  Vídeo N.° 977) “CONDECORACIÓN AL DR. VLADIMIRO MONTESINOS TORRES POR LA FUERZA AÉREA DEL PERÚ” DEL 24 DE JULIO DE 1998 —Un grupo de altos mandos castrenses, en su mayoría FAP, se encuentran reunidos en un pequeño salón enchapado en madera fina y adornado con cuadros. Los oficiales esperan la llegada del Doctor Vladimiro Montesinos Torres.
"El señor		.—"	 (?) por primera vez (?).
El COMANDANTE GENERAL DE LA FAP, señor Elesván Bello Vásquez.—	 (?) para que... para que esté correcto.
"El señor		.—"	 (?) en exhibición y se ve el avión.
El GENERAL DE DIVISIÓN EP, señor Salazar Monroe.—	 (?) Parece que el Presidente no va y va a presidir Valle Riestra, o sea que va a estar candente la ceremonia (?). (Risas.)
El GENERAL DE DIVISIÓN EP, señor Salazar Monroe.—	 (?) está bonita (?) varios periódicos he visto. Sí. Ajá. ¿Cuándo fue? ¿Con quién...?
"El señor		.—"	 ¿No estaban adentro la...?
"El señor		.—"	 No, en dos minutos...
"El señor		.—"	 No, pues, ¿has visto el noticiero? ¿Tú viste o no?
"El señor		.—"	 Sí.
"El señor		.—"	 ¿O no has visto? O sea, no sabías a qué me refería.
"El señor		.—"	 No, no.
"El señor		.—"	 (?) es como si el Seguro no solamente (?).
"El señor		.—"	 (?) un magnífico atleta.
El GENERAL DE DIVISIÓN EP, señor Salazar Monroe.—	 Sí, pues.
"El señor		.—"	 Ha sido lo mejor que han tenido ustedes.
"El señor		.—"	 (?) para adelante ¿no? (?) más claro.
El GENERAL DE DIVISIÓN EP, señor Salazar Monroe.—	 (?) Se usa sólo en estas ocasiones.
"El señor		.—"	 Sí, pues.
El GENERAL DE DIVISIÓN EP, señor Salazar Monroe.—	 Sería bueno usarla todos los días. (Risas.)
Background	—Hace su ingreso al salón el Doctor Vladimiro Montesinos Torres.
El GENERAL DE DIVISIÓN EP, señor Salazar Monroe.—	 Aquí estamos hombre, aquí estamos.
"El señor		.—"	 Doctor, cómo está usted, buenos días.
"El señor		.—"	 Cómo está.
"El señor		.—"	 Cómo está, doctor.
"El señor		.—"	 Cómo está, doctor.
"El señor		.—"	 Doctor, buenos días.
"El señor		.—"	 Señor, doctor, buenos días. ¡Qué gusto de verlo!
El GENERAL DE DIVISIÓN EP, señor Salazar Monroe.—	 Estamos muy bien, hombre (?) de todas maneras.
El señor MONTESINOS TORRES.—	 Muchas gracias.
El GENERAL DE DIVISIÓN EP, señor Salazar Monroe.—	 Claro.
"El señor		.—"	 Sería bueno que repitan a ver, cómo va a ser la ceremonia.
"El señor		.—"	 (?)
El señor MONTESINOS TORRES.—	 Ya.
"El señor		.—"	 (?)
El señor MONTESINOS TORRES.—	 Perfecto.
El COMANDANTE GENERAL DE LA FAP, señor Elesván Bello Vásquez.—	 (?) izquierdo.
El señor MONTESINOS TORRES.—	 Ah, ya, ya,
El señor PRESENTADOR.—	 Señor Comandante General de la Fuerza Aérea del Perú, señores oficiales generales, señores: Hoy viernes 24 de julio se procederá a la imposición de la Condecoración Cruz Peruana al Mérito Aeronáutico en la clase de Gran Cruz al señor Doctor Vladimiro Montesinos Torres. La Condecoración FAP Cruz Peruana al Mérito Aeronáutico es la más alta recompensa que la Nación otorga por servicios excepcionales y meritorios en beneficio de la Fuerza Aérea del Perú. El Secretario General de la Fuerza Aérea, Mayor General FAP don Carlos Portillo Vásquez, dará lectura a la Resolución Suprema que la confiere.
El señor SECRETARIO GENERAL DE LA FUERZA AÉREA, Mayor General FAP, señor Carlos Portillo Vásquez.—	 Resolución Suprema N.° 391 - Defensa - Fuerza Aérea del Perú. Lima, 1 de julio de 1998. Vista la propuesta formulada (2) por el señor Ministro de Defensa para el otorgamiento de la condecoración Cruz Peruana al mérito aeronáutico en la clase de Gran Cruz, por la causal servicios excepcionales y meritorios en beneficio de la Fuerza Aérea del Perú, al doctor Vladimiro Montesinos Torres, Asesor del Servicio de Inteligencia Nacional, por los importantes servicios prestados a la Fuerza Aérea del Perú, contribuyendo a su desarrollo, engrandecimiento y superación institucional, que el Consejo de la Condecoración Cruz Peruana al Mérito Aeronáutico con Acta N.° 008 aprobó dicha propuesta y estando a lo acordado por el Consejo de la Condecoración, SE RESUELVE:
Artículo Único.—	 Otorgar la condecoración Cruz Peruana al mérito aeronáutico en la clase de Gran Cruz por la causal servicios excepcionales y meritorios en beneficio de la Fuerza Aérea del Perú al doctor Vladimiro Montesinos Torres, Asesor del Servicio de Inteligencia Nacional, a mérito de lo expuesto en la parte considerativa de la presente resolución. Regístrese y comuníquese. Rubrica del señor Presidente de la República Firmado: César Saucedo Sánchez . General del Ejército, Ministro de Defensa.
El señor PRESENTADOR.—	 El General del Aire, don Elesván Bello Vásquez, como Comandante General de la FAP y delegado del Canciller de la Orden, dará lectura a la fórmula de estilo e impondrá la condecoración al señor doctor Vladimiro Montesinos Torres.
El COMANDANTE GENERAL DE LA FAP, señor Elesván Bello Vásquez.—	 Señor doctor Vladimiro Montesinos Torres, como Comandante General de la Fuerza Aérea del Perú y delegado del Canciller de la Condecoración Cruz Peruana al mérito Aeronáutico, tengo la complacencia de imponer a usted la insignia de Gran Cruz, formulando votos para que la llevéis siempre con honor.
Background	—El Comandante General de la FAP Elesván Bello Vásquez, le impone la medalla de Cruz Peruana al Mérito Aeronáutico en la clase de Gran Cruz al señor Vladimiro Montesinos Torres.
El señor MONTESINOS TORRES.—	 Muchas gracias. (Aplausos.)
El señor PRESENTADOR.—	 A continuación, palabras del señor Comandante General de la FAP, General del Aire, don Elesván Bello Vásquez.
El COMANDANTE GENERAL DE LA FAP, señor Elesván Bello Vásquez.—	 Señor doctor, Vladimiro Montesinos Torres; señor Jefe del Servicio de Inteligencia Nacional; señor Jefe del Estado Mayor; señor Inspector General; señores Oficiales Generales: Constituye para mí un gratísimo honor y un privilegio, en mi calidad de Comandante General de la Fuerza Aérea del Perú, haber impuesto la Condecoración Cruz Peruana al Mérito Aeronáutico en la clase de Gran Cruz al doctor Vladimiro Montesinos Torres, por la causal de servicios excepcionales y meritorios en beneficio de nuestra institución. Es un testimonio de gratitud institucional y también personal por el apoyo que nos ha brindado constantemente en la indesmayable tarea de luchar contra los enemigos de nuestra patria, tanto en el frente externo como en el frente interno. De usted, doctor Montesinos, se puede decir que el destino supo colocarlo para el bien del Perú en el lugar preciso y en el momento preciso, cuando la sedición sectaria y fundamentalista del llamado Sendero Luminoso y también la igualmente sanguinaria facción del denominado Movimiento Revolucionario Túpac Amaru pretendían socavar las bases mismas de nuestra nacionalidad, (3) sumirnos en la barbarie, trastocar la escala de valores en el que se han forjado innumerables generaciones de peruanos bajo la sombra tutelar de nuestros héroes y mártires que ofrendaron generosamente sus vidas en defensa de la nación. Los hechos son recientes, y por ello todos tenemos imágenes muy vivas y trágicas, directas y palpitantes de lo acontecido. Éramos conscientes y algunas veces impotentes frente al terrorismo homicida que iba ganando posiciones mientras el Estado parecía abdicar de sus prerrogativas y obligaciones mostrándose carente de orientación y de reflejo para tomar las acciones coordinadas pertinentes para detener el caos al que parecíamos encaminarnos inexorablemente. La histórica decisión del 5 de abril de 1992, en que el Jefe del Estado puso de manifiesto su visión de estadista y su patriotismo que no se amilanó ante gritas estériles y demagógicas, respaldada por las fuerzas Armadas, por la Policía Nacional y por el Servicio de Inteligencia Nacional, hizo posible que nuestro país comenzara a tomar el rumbo adecuado en la lucha contra el terrorismo gracias a una serie de medidas, en las cuales el doctor Vladimiro Montesinos tuvo decisiva participación, medidas que tenían que darse de consuno, pues era preciso forjar una suerte de gran anillo de hierro para impedir que con argucias legales o al amparo de la debilidad de algunas personas u organismos los delincuentes persistan y pudieran encontrar como hasta ese momento una coartada para burlar el peso de la ley. Importante también, en esta ímproba tarea de pacificación, que hoy por suerte vive sus últimos tramos, fue la unificación de los Servicios de Inteligencia, permitiendo así que personal altamente calificado, con conocimientos castrenses, legales, políticos y sicosociales pudiera plantear la lucha al terrorismo en todos los frentes hasta jaquearlo y derrotarlo. Muchas personas hasta ese momento, con verdadero simplismo, pensaban que para vencer a la subversión sólo era necesario tener mano dura. Quienes afirmaban tal cosa olvidaban que hace muchos siglos Horacio, el poeta latino, había dicho que la fuerza sin la inteligencia se derrumba bajo su propia masa. El doctor Vladimiro Montesinos, hombre de gabinete y de acción, ha sido un elemento de vital importancia, no sólo en la lucha contra el terrorismo, sino también contra el narcotráfico, inspirando o proponiendo las normas legales adecuadas para combatir esa lacra, trazando también planes operativos para desarticular las organizaciones delictivas. La opinión pública nacional y mundial conocen ya el papel sustantivo que el SIN ha desempeñado en la operación Chavín de Huántar, logrando el exitoso rescate de los rehenes en la residencia del Embajador de Japón, víctimas inocentes de la vesania fanática de un grupo de desadaptados. Contra todo lo pensado, el operativo sólo tuvo un pequeño aunque valiosísimo costo de vidas que hoy la patria recuerda agradecida, porque murieron con heroísmo dejándonos también un ejemplo de profunda abnegación. En el plano institucional y en el personal mucho y grande es el apoyo que usted, doctor Montesinos, ha brindado a la Fuerza Aérea del Perú y a quien tiene la honra de dirigirle estas palabras. Los que conocemos su trabajo paciente, tenaz, siempre lúcido y creativo al servicio del Perú no podemos soslayar el disgusto que nos causa cuando leemos o escuchamos juicios o comentarios mendaces contra su persona. Nos queda el consuelo de saber que a lo largo de la historia muchos personajes no fueron comprendidos por sus contemporáneos y sólo con el peso de los años, aquietados mezquinos intereses o torvas, pasiones, recién se le juzgó objetivamente, comprendiendo en su auténtico valor la grandeza de sus logros. (4) Hay dos palabras que pueden definir muy brevemente lo que usted, doctor Vladimiro Montesinos, ha brindado en estos últimos años a nuestra patria: inteligencia y acción. Al respecto, un gran pensador ha escrito La inteligencia y la acción : “Sin ella la acción es vana, pero sin la acción que débil es la inteligencia. El doctor Montesinos nos ha dado mucho, muchísimo de ambas cosas, comprometiendo eternamente nuestra gratitud y la de nuestros conciudadanos. Muchas gracias. (Aplausos.)
El señor PRESENTADOR.—	 Acto seguido, el señor doctor Vladimiro Montesinos  Torres, hará uso de la palabra.
