speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN  DEL VÍDEO N.° 1430 “REUNIÓN DE CORONELES DE LAS FUERZAS ARMADAS Y POLICÍA NACIONAL DEL PERÚ” DEL 19 DE MARZO DE 1999
El señor HUAMÁN AZCURRA da lectura.—	 Del Sistema de Inteligencia Nacional que en forma unánime se adoptara el 5 de abril de 1992 y que ahora estaba siendo manipulada y criticada por elementos interesados en dañar la imagen institucional. El segundo asunto era, igualmente, de vital interés en la medida que diversos sectores ampliamente conocidos y caracterizados por su antimilitarismo, así como por ser radicales opositores del gobierno, tomando como pretexto una supuesta defensa de los Derechos Humanos, venían desarrollando una intensa campaña de desprestigio y ataques arteros contra las Fuerzas Armadas, Policía Nacional y estamentos conformantes del Sistema de Inteligencia Nacional, acusándolos de violaciones de los derechos humanos, pretendiendo ignorar alevosamente que a partir del año 1990, con el advenimiento del ingeniero Alberto Fujimori a la Presidencia de la República, se había diseñando y se llevaba a ejecución una nueva y exitosa estrategia de pacificación nacional en la que, entre uno de sus aspectos fundamentales, se ponía especial énfasis en el respeto a los Derechos Humanos y a la protección de la población frente al accionar homicida de los grupos terroristas, que en alianza criminal con el narcotráfico corruptor, constituían factores de perturbación de la seguridad nacional. En cuanto al primer asunto, señaló que, coincidentemente, el diario La República en su edición del día jueves 11 de febrero del presente año consignaba dos informaciones. En la primera se señalaba de que él, Genaro Ledesma Izquieta, en su condición de líder de la fantasmal organización Frente Obrero Campesino Estudiantil y Popular (FOCEP), había presentado ante la Fiscalía de la Nación una denuncia penal contra el ex Presidente del Comando Conjunto de las Fuerzas Armadas, General de División Ejército Peruano en situación de retiro, Nicolás De Bari Hermoza Ríos, por su participación en el, entre comillas, “auto golpe de Estado” del 5 de abril de 1992, acusándolo de los delitos de rebelión, daños al país, violación de la libertad de expresión y abuso de autoridad. La segunda información hacía referencia a una exposición hecha por el General de División Ejército Peruano en situación de retiro Jaime Salinas Cedó en el Foro “Retos y Posibilidades del Proyecto Nacional” organizado por un autodenominado Comité Cívico por la Democracia, en la que, entre otros conceptos, señaló con referencia al pronunciamiento del 5 de abril de 1992, que ese auto golpe fue el pretexto para cambiar las reglas de juego y perpetuarse en el poder. Estas expresiones vertidas por dos elementos que ideológicamente representan posiciones polares, pero que tienen en común su animadversión contra el actual gobierno, sus Fuerzas Armadas, Policía Nacional y Sistema de Inteligencia Nacional y que son recogidas por un diario, consideró que no deben interpretarse como hechos aislados, sino como el comienzo de una campaña sistemática que inserta dentro de la lucha preelectoral que está desarrollándose en el país, pretendería involucrar a las instituciones tutelares y a quienes, en su momento, las comandaron con relación a decisiones trascendentales que se tomaron en su momento con el claro propósito de dañar la imagen y prestigio institucional; atribuir responsabilidades individuales a sus más altos mandos; y conseguir vía el amedrentamiento, la inhibición de dichas instituciones para adoptar decisiones que son esenciales para la vida y el desarrollo del país. Ante estas protervas intenciones, señaló el Presidente del Comando Conjunto, que era preciso puntualizar algunos aspectos referidos a la situación que vivía la nación por aquella época, en la que se estaba generando un clima de ingobernabilidad sumamente peligroso para la supervivencia democrática del Perú. No podemos olvidar —dijo— que diversos grupos políticos, sin importarles el interés nacional, optaron por bloquear o desnaturalizar desde el Parlamento los Decretos Legislativos que oportunamente promulgara el gobierno y que constituían el marco legal necesario que permitía a las fuerzas del orden, combatir al terrorismo y al narcotráfico, a la vez que establecían las bases para que un Poder Judicial conformado por magistrados competentes y honestos, estuvieran en capacidad de sancionar drásticamente la violencia sangrienta y criminal con que el terrorismo amenazaba destruir la institucionalidad del país. (2) Todo ello, junto con otras medidas legislativas que iban a hacer posible superar la vulnerabilidad que implicaba para el estado de derecho el ser atacado durante diez años por una forma de guerra irregular para la cual no estaba preparado, pues el terrorismo y el narcotráfico aprovechaban las ventajas que les daba un ordenamiento legal concebido para una situación de paz y tranquilidad interna. Pues bien, ante estos decretos legislativos fundamentales, los partidos políticos tradicionales atrincherados en el Parlamento, adoptaron una posición obstruccionista con el propósito de bloquear la acción de gobierno. De una parte, derogaron las normas dictadas para contrarrestar el terrorismo y el narcotráfico. De otra parte, también recortaron las facultades del Ejecutivo en aspectos presupuestales y económicos. Y, finalmente, pasaron a acusarlo de estar promoviendo la militarización del país con el pretexto de la política de pacificación y de sus instrumentos legales que permitían ampliar el marco de participación de las fuerzas del orden en la vida civil, olvidando que en todo sistema democrático las fuerzas del orden constituyen el aparato encargado de defender el estado de derecho y que en cumplimiento de su alta y noble misión, las Fuerzas Armadas, la Policía Nacional del Perú y los estamentos que conforman el Sistema de Inteligencia Nacional, día a día daban su dolorosa cuota de vidas humanas sacrificadas en aras de la paz interna. Por otro lado, el que las fuerzas del orden se subordinen al poder político, en absoluto significa que éstas estén politizándose, pues, las instituciones militares enmarcan su acción dentro de normas reglamentarias claramente prefijadas y su accionar nada tiene que ver con la actividad político partidaria. En tal sentido, fue muy claro el Presidente de la República, ingeniero Alberto Fujimori, cuando en su Manifiesto a la Nación del 5 de abril de 1992 expresó que, a la inoperancia del Parlamento y la corrupción del Poder Judicial se suman la evidente actitud obstruccionista y conjura encubierta contra los esfuerzos del pueblo y del Gobierno, por parte de las cúpulas partidarias. Estas cúpulas, expresión de la politiquería tradicional actúan con el único interés de bloquear las medidas económicas que conduzcan al saneamiento de la situación de bancarrota que, precisamente, ellas dejaron. Igualmente, hay grupos a quienes interesa que fracase la estrategia de pacificación porque no se atreven a tomar posición clara frente al terrorismo. Los encarnizados adversarios políticos de ayer, se unen hoy, en el propósito de impedir el éxito de la gestión de gobierno, sin importarles el futuro del país. Detrás de esta innoble alianza, se encuentra el interés común por recuperar el espacio político perdido. Se preguntaba el señor Presidente, ¿cuál es la institución o mecanismo que permitiría realizar todos los cambios profundos que, a su vez, hagan posible el despegue del Perú? Sin lugar a dudas ni el Parlamento ni el Poder Judicial son, hoy por hoy, los agentes de cambio, sino más bien, un freno a la transformación y al progreso. Frente pues, a esta situación, en la que estaba en inminente riesgo de la institucionalidad del país, el 5 de abril de 1992, se constituyó, con carácter de transitorio, el Gobierno de Emergencia y Reconstrucción Nacional bajo la Presidencia del ingeniero Alberto Fujimori Fujimori, decisión que fue unánimemente respaldada por las Fuerzas Armadas, la Policía Nacional del Perú y los estamentos que conforman el Sistema de Inteligencia Nacional, los que, apoyando la acción del Gobierno, asumieron un compromiso con el país, a fin de que pudieran concretarse las medidas requeridas para asegurar la pacificación nacional, erradicar la corrupción y el narcotráfico, reorganizar el Poder Judicial, redimensionar el aparato estatal y hacer víable un modelo económico que, afianzando la inserción en el mundo financiero internacional, permitiese a su vez, que las potencialidades económicas internas pudieran realizarse a plenitud; de tal forma, que el reto del siglo venidero nos encontrase en capacidad de superar los históricos desajustes estructurales e injusticias que impidieron la construcción de una sociedad integrada, progresista, democrática y plena de oportunidades para todos los peruanos. Visto los sucesos desde la óptica actual, el tiempo y la realidad presente nos dan la razón, manifestó, y confirman que la decisión adoptada el 5 de abril de 1992 por el Presidente de la República, ingeniero Fujimori, fue acertada, pues, permitió la derrota estratégica del terrorismo de Sendero Luminoso y del Movimiento Revolucionario Túpac Amaru y el combate frontal contra el narcotráfico corruptor que, en alianza criminal, constituyeron factor permanente de perturbación de la seguridad nacional, poniendo en peligro la viabilidad del Perú como Estado-Nación, habiendo merecido el reconocimiento de la comunidad internacional. A todos los señores oficiales generales y almirantes integrantes de las Fuerzas Armadas, Policía Nacional y los estamentos que conforman el Sistema de Inteligencia Nacional aquí presentes, —añadió— les consta que, siempre, en todas las circunstancias que han rodeado nuestra acción abnegada de servicio al país, supimos mantenernos al margen de aquello que no fuese el interés superior de la Patria. Nos hemos limitado, pues, a trabajar, en la certeza que con el aporte que brindábamos, de alguna manera, estábamos contribuyendo al desarrollo y bienestar de nuestro pueblo. Por ello, frente a las actitudes y acusaciones que, en la hora presente, se están formulando contra la decisión institucional que adoptaran las fuerzas del orden el 5 de abril de 1992, de apoyar al Gobierno de Emergencia y Reconstrucción Nacional y frente a los falaces argumentos que tratan de presentar la decisión de los altos mandos institucionales como si se hubiera dado al margen y sin interpretar el sentir general de nuestras respectivas instituciones y, también, frente a la necesidad de mantener en alto el honor y el decoro institucional de las fuerzas del orden que no debe ser mellado, consideramos que es absolutamente necesario dejar de manifiesto, con la más transparente claridad, que la posición adoptada el 5 de abril de 1992 fue la expresión del sentir institucional y la voluntad unánime de todos los componentes de las Fuerzas Armadas, de la Policía Nacional del Perú y de los estamentos que integran el Sistema de Inteligencia Nacional, en todos los niveles (3) y grados que conforman la jerarquía de dichas instituciones. Con relación al segundo asunto, el señor General del Ejército, Comandante General del Ejército y Presidente del Comando Conjunto, expresó que todas las instituciones que de una u otra manera estuvieran vinculadas a la lucha contrasubversiva, debían sentirse orgullosas por su decisiva intervención  en una guerra contra el enemigo interno que durante 10 años hizo vivir al país la etapa más dolorosa y sangrienta de su historia Republicana, tanto en lo que se refiere a la pérdida de vidas humanas, como a la destrucción de la infraestructura material de la Nación. El éxito obtenido en esta lucha contra el terrorismo homicida, acotó, no sólo ha significado el reconocimiento agradecido de todos los sectores de la población que ahora pueden vivir en paz y dedicarse al trabajo creador, sino que, igualmente, ha sido reconocido por todos los países integrantes de la comunidad internacional como una nueva estrategia de pacificación, eminentemente peruana, que fue diseñada por el señor Presidente de la República y que ha demostrado su eficacia para derrotar al terrorismo en una guerra cruenta y regular, pero respetando los derechos humanos dentro de las leyes propias de un estado democrático con el menor costo social posible y que tuvo su corolario glorioso con el rescate de los rehenes de la residencia del Embajador del Japón en el Perú. Pero, como los enemigos de las fuerzas del orden y los opositores al Gobierno no pueden aceptar ni reconocer este éxito de trascendencia mundial y olvidan a todos aquellos uniformados y miembros de la comunidad de inteligencia que dieron sus vidas luchando por derrotar la acción criminal del terrorismo, no les queda otro recurso que calumniar, difamar, tergiversar, incriminar gratuitamente y pretender dañar la imagen de nuestra instituciones acusándolas de supuestas violaciones de los derechos humanos. A este respecto, debemos mencionar que el 15 de julio de 1995, se expidió la Ley N.° 26479 cuyo artículo 1.° a la letra dice: “Concédase amnistía general al personal militar, policial o civil, cualquiera que fuese su situación militar, policial o funcional correspondiente, que se encuentre denunciado, investigado, encausado, procesado o condenado por delitos comunes y militares en los fueros común o privativo militar, respectivamente, por todos los hechos derivados u originarios con ocasión o como consecuencia de la lucha contra el terrorismo y que pudieran haber sido cometidos en forma individual o en grupo, desde mayo de 1980 hasta la fecha de promulgación de la presente ley”. Asimismo, el artículo 6.° de la mencionada ley señalaba textualmente: “Los hechos o delitos comprendidos en la presente amnistía, así como los sobreseimientos  definitivos y las absoluciones, no son susceptibles de investigación pesquisa o sumario, quedando todos los casos judiciales en trámite o en ejecución, archivados definitivamente”. Adicionalmente, añadió, el 30 de junio de 1995 se promulgó la Ley N.° 26492 cuyo artículo 3.° textualmente dice: “Interprétase el artículo 1.° de la Ley N.° 26479 en el sentido que la amnistía general que se concede es de obligatoria aplicación por los órganos jurisdiccionales y alcanza a todos los hechos derivados u originados con ocasión o como consecuencia de la lucha contra el terrorismo, cometidos en forma individual o en grupo, desde el mes de mayo de 1980 hasta el 14 de junio de 1995, sin importar que el personal militar, policial o civil involucrado, se encuentre o no denunciado, investigado, sujeto a proceso penal o condenado, quedando todos los casos judiciales en trámite o en ejecución, archivados definitivamente de conformidad con el artículo 6.° de la ley precitada. (4) No obstante la vigencia de estas leyes que, conjuntamente con la Ley de Arrepentimiento, Decreto Ley N.° 25499 que benefició a miles de elementos pertenecientes a Sendero Luminoso y al Movimiento Túpac Amaru, dictada en aras de la concordia, la unidad nacional y la paz social, luego de una guerra interna que costó más de 25 mil muertos y miles de millones de soles en pérdidas materiales. Y en donde el Estado peruano, gracias a la estrategia de Pacificación Nacional y el rol fundamental desempeñado por las Fuerzas Armadas, la Policía Nacional y los estamentos conformantes del Sistema de Inteligencia Nacional, obtuvo la derrota estratégica del terrorismo, lo que hoy permite que el país viva un estado de tranquilidad y desarrollo pacífico, producto de la paz interna que vive la Nación. Hay sin embargo, quienes pretenden plantear denuncias y acusaciones en forma individual y colectiva, contra miembros de nuestras instituciones integrantes de las fuerzas del orden y del Sistema de Inteligencia Nacional, bajo el falaz pretexto de supuestas violaciones de los derechos humanos, llegándose al extremo de pretender conformar unas autodenominadas Comisiones de la Verdad, cuyo único propósito, en fin de cuentas, es no sólo desprestigiar, sino desestabilizar, romper la unidad y ejercer actos de represalia contra personal de las Fuerzas Armadas, Policía Nacional y estamentos conformantes del Sistema de Inteligencia Nacional que participaron (..no se percibe la voz en el audio, ni en el  vídeo..) y almirantes y miembros de los estamentos conformantes del Sistema de Inteligencia Nacional presentes en la reunión. Expresaron sus distintas opiniones y puntos de vista con relación a lo expresado por el señor General EP, Presidente del Comando Conjunto, quedando de manifiesto la absoluta coincidencia y unanimidad de criterios, en el sentido que se hacía necesario adoptar un acuerdo institucional en el que se deje claramente señalado, que la decisión adoptada por las Fuerzas Armadas, la Policía Nacional y los estamentos que conforman el Sistema de Inteligencia Nacional el 5 de abril de 1992 de apoyar la decisión del señor Presidente de la República, Ingeniero Alberto Fujimori Fujimori, representó la voluntad y sentir unánime de todos sus componentes. Asimismo, que también era necesario adoptar acuerdo, en el sentido de establecer que, igualmente, asumían el compromiso de honor de respaldar y dar su apoyo al personal de las fuerzas del orden y comunidad de inteligencia, sobre los que se pretendiese ejercer represalias o venganza, tomando como pretexto la supuesta violación de derechos humanos a raíz de la lucha contra el terrorismo, no obstante estar en plena vigencia las Leyes de Amnistía General. En vista de lo expresado por los señores oficiales generales, almirantes y miembros de los estamentos conformantes del Sistema de Inteligencia Nacional y habiendo absoluta coincidencia de opiniones acerca de la necesidad de emitir un pronunciamiento, se adoptaron por unanimidad los siguientes acuerdos:
Primero.—	 Que la participación de las Fuerzas Armadas, de la Policía Nacional del Perú y de los estamentos que conforman el Sistema de Inteligencia Nacional, en la decisión adoptada por el Gobierno del señor Presidente de la República y Jefe Supremo de las Fuerzas Armadas y Policía Nacional del Perú, ingeniero Alberto Fujimori Fujimori, el 5 de abril de 1992 fue un acto consciente y serenamente meditado, por lo que el respaldo y apoyo institucional brindado a tal decisión, fue la expresión de la voluntad institucional unánime de los miembros que conforman las Fuerzas Armadas, Policía Nacional y estamentos del Sistema de Inteligencia Nacional.
Segundo.—	 Que en tal decisión no primaron criterios individuales, sino más bien las ideas y planteamientos que constituyeron la voluntad general de las corporaciones castrenses, Policía Nacional y estamentos del Sistema de Inteligencia Nacional. Los que luego de una toma de conciencia respecto a la situación que vivía el país y de los peligros que se cernían sobre la gobernabilidad de la Nación, consideraron correcto y necesario brindar su total respaldo a la decisión tomada por el Ejecutivo, correspondiendo a los altos mandos castrenses, canales naturales de representación de sus bases, exteriorizar y formalizar la voluntad general de sus propias corporaciones.
Tercero.—	 Expresar que las Fuerzas Armadas, la Policía Nacional y los estamentos que conforman el Sistema de Inteligencia Nacional conjunta e institucionalmente, defenderán y protegerán a sus miembros en el caso de que se pretendiera responsabilizarlos individualmente, por el apoyo y la adhesión institucional que otorgaron a la decisión del 5 de abril de 1992; en razón de tratarse de una decisión institucional (5) que corresponde corporativamente a todos los hombres que integran las Fuerzas Armadas, la Policía y los estamentos del Sistema de Inteligencia Nacional. Por lo tanto, cualquier acción que en el futuro se pretendiera realizar en contra de un miembro de las fuerzas del orden y del Sistema de Inteligencia Nacional por el apoyo institucional al que se refiere la presente acta, comportaría por si misma una ofensa contra las instituciones tutelares que obligará a los respectivos comandos que se sucedan en el futuro a la defensa irrestricta de dicho miembro de manera institucional; en tal sentido, el acatamiento del presente acuerdo constituye un compromiso de honor y, como tal, una obligación con caráter imperativo de cuyo cumplimiento ningún mando podrá sustraerse. A su vez, el incumplimiento del presente acuerdo acarreará, para el infractor, no sólo el rechazo unánime de su institución, sino también la sanción disciplinaria correspondiente y el sometimiento a una corte de honor por graves faltas contra el honor y el decoro militar, sustentos éticos de la disciplina, pilar fundamental de toda institución castrense en la medida de que constituye también el soporte material de los principios de unidad y continuidad que permite la permanencia y el desarrollo estable de las fuerzas del orden en el tiempo.
Cuarto.—	 Expresar el rechazo institucional a la actitud adoptada por algunos oificiales en situación de retiro de las Fuerzas Armadas y de la Policía Nacional del Perú, que inmersos ahora dentro de la contienda política partidiaria, están emitiendo juicios y opiniones interesados que encierran el claro propósito de individualizar supuestas responsabilidades con relación a los sucesos del 05 de abril de 1992. Demostrando con ello, una conducta infraterna con sus camardas de armas y una absoluta deslealtad con las instituciones que los cobijaron y, en su momento, fueran su razón de ser.
Quinto.—	 Declarar que a las Fuerzas Armadas, Policía Nacional y los estamentos que conforman el Sistema de Inteligencia Nacional, les ha correspondido un papel de fundamental y decisiva importancia en la derrota estratégica de los grupos terroristas que desde el año 1980 ensangrentaron al país sumiéndolo en muerte y destrucción; que ésta participación es un motivo de patriótico orgullo y una demostración de eficiencia profesional que ha sido reconocida por la sociedad peruana y por la comunidad internacional.
Sexto.—	 Remarcar que, en tal sentido, el prestigio de las Fuerzas Armadas, Policía Nacional y estamentos conformantes del Sistema de Inteligencia Nacional, así como el de las personas que los integran, están muy por encima de las calimnias, tergiversaciones, y versiones tendenciosas y distorsionadas que determinados elementos conocidos por su animadversión a las instituciones tutelares, pretenden utilizar con el claro propósito de dañar la imagen de nuestras instituciones.
Séptimo.—	 Precisar que, si además del reconocimiento de la Sociedad Peruana y de la Comunidad Internacional, al éxito de la estrategia de pacificación nacional aplicada a partir de julio de 1990 por el señor Presidente de la República, ingeniero Alberto Fujimori Fujimori, con pleno y absoluto respeto a los derechos humanos, no fuese considerado suficiente por quienes pretenden dañar la imagen institucional, la nación ha dictado leyes de amnistía general, que están en plena vigencia, por las cuales se deja establecido con absoluta claridad que no le corresponde responsabilidad alguna, institucional o individual al personal militar, policial y de la comunidad de inteligencia que participaron en la lucha contra el terrorismo.
Octavo.—	 Declarar que las Fuerzas Armadas, Policía Nacional y estamentos que conforman el Sistema de Inteligencia Nacional, asumen el compromiso institucional sin límite en el tiempo, de defender, proteger y solidarizarse con sus integrantes ante la eventualidad y, no obstante, la plena vigencia de las Leyes de Amnistía General, de que se pretendiera responsabilizarlos encausarlos o ejercer cualquier tipo de represalia por su intervención en la lucha contra el terrorismo. (6) Este acuerdo, al igual que el consignado en el punto tres, constituye un compromiso de honor y como tal, es una obligación con carácter imperativo, de cuyo fiel y cabal cumplimiento ningún mando podrá substraerse bajo la responsabilidad esa que se refiere a la parte in fine del tercer acuerdo de la presente Acta.
