speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1317 (Rómulo Muñoz Arce y Óscar Medelius Rodríguez) DEL 11 DE NOVIEMBRE DE 1998
El señor MONTESINOS TORRES.—	 Entonces, nosotros tenemos que mantener a la gente, entonces es una demostración para los que trabajan acá y lo que es la responsabilidad y lo que es la ética profesional, entonces pues entramos.
El señor  MUÑOZ ARCE.—	 Eso lo que le acabo de decir, yo no tengo nada que ver con el problema de la (ininteligible), inclusive que lo ha dado, que tal concha, cómo va a ser posible que de hecho propio esté justificando.
El señor MONTESINOS TORRES.—	 Sí .
El señor MUÑOZ ARCE.—	 No lo ha dicho donde,  que se perjudica justamente que se ha favorecido, en todo caso, que los demás.
El señor MONTESINOS TORRES.—	 Claro, por supuesto.
El señor  MUÑOZ ARCE.—	 Entonces decir que no.
El señor MONTESINOS TORRES.—	 Naturalmente.
El señor MUÑOZ ARCE.—	 Nadie le dice nada, tiene  derecho propio, de ninguna manera.  Eso hemos estado viendo anteayer.
El señor MONTESINOS TORRES.—	 O sea, anteayer, el proyecto, antes  de eso, hermano, venimos ganando, hermano, le hemos ganado en ley franca, y ahora el tipo de anula, carajo, l anula, una mezcla, hace las cosas,  26 votos, de Carabayllo 11 a votos. Cuando ya hemos venido ganando, hermano, en esa (ininteligible) y todo por qué, porque recibe la marmaja, hermano. Entonces lamentablemente a pesar de que sabemos que tenemos la prueba, que lo podríamos muy bien denunciarlo.
El señor MUÑOZ ARCE.—	 Cortar el proceso.
El señor MONTESINOS TORRES.—	 Y entonces, hermano, cómo y tu te imaginas la responsabilidad que obliga a veces, hermano, lo que no a de ser bien castigado que quede callado, hermano.
El señor MUÑOZ ARCE.—	 Eso es la verdad.
El señor MONTESINOS TORRES.—	 Sí, hermano, pero para lograr tendría que hacerle el desajuste, pero lamentablemente tienes que quedarte callado, no puedo resistirle, hermano, jamás, pero sí te lo puedo decir a ti en la intimidad decirte oye hermano mira como es la cosa así y allá.
El señor MUÑOZ ARCE.—	 No, sin que me digas, yo estaba haciendo.
El señor MONTESINOS TORRES.—	 Pero por supuesto, pues hermano, pero lógico tu sabes que es así, hermano,  sabemos como se arreglan las cosas así. (diálogo). Entonces, carajo. (diálogo) Se ha sacado la mina, hermano. Yo te hago una pregunta, hermano, y por qué se va a necesitar, porque (ininteligible), porque eres buena gente Tú lo sabes que es así, cuando ocupó un cargo en la Corte. (interrupción con llamada telefónica) La Corte que la bancada de Inés Villa Bonilla y dependía directamente de Marcos Ibazeta, quién ponía a todos los vocales una corte de trabajo, y hermano, y tu sabes como es (ininteligible) Y tú lo sabes, es así o no es así, entonces tú yo, yo lo he defendido, carajo, en procesos; entonces, hermano, carajo, nosotros andamos con la vaina, tu sabes algo como es, no nos vamos a engañar, pues hermano, no, no, nos vamos a engañar, no, nos vamos a engañar. Entonces, caramba, cuando hablamos.
El señor  MUÑOZ ARCE.—	 (ininteligible). Cuando hay que cambiar (ininteligible)
El señor MONTESINOS TORRES.—	 Pero por supuesto es un billetazo, carajo, mi caso lleva adelante
El señor MUÑOZ ARCE.—	 A un amigo común, si la (ininteligible) ha ido a buscarme, pero para que lo favorezcamos en el asunto de precio. Yo cuando menos lo puedo ayudar, eso de dinero olvídate. (ininteligible) Mira, no había una cosa común en el Poder Judicial, en política no se puede.
El señor MONTESINOS TORRES.—	 Ya es otra causa
