speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LA CINTA DE AUDIO N.° 1195 REUNIÓN DR. - DR. SERPA - DR. BRINGAS - ING. JOY WAY 14 DE AGOSTO DE 1998
El señor MONTESINOS TORRES.—	 Ya.
El señor JOY WAY ROJAS (C90-NM).—	 (Ininteligible) es con nosotros (Ininteligible) voy a aprovechar (ininteligible) tú estás asumiendo también la contabilidad con él (ininteligible).
El señor MONTESINOS TORRES.—	 Te voy a decir una cosa, mira compadre, vamos a (ininteligible), hermano. Para tu hermano yo le doy tres y a ti doy tres mil dólares mensuales para que soluciones tus problemas mensuales. (Ininteligible) te voy a dar seis mil dólares, tres para tu hermano y tres para ti (ininteligible). Esto solamente lo sabes tú y yo (ininteligible) ése es mi problema, yo ya veré cómo chucha. Le das tres mil dólares a él y lo estabilizas en su economía (ininteligible). Entonces, a él también (ininteligible) Entonces, hemos asegurado este voto al 100%. ¿Te parece o no? A la Susy, a la Susy ¿cómo se llama esto? A la Susy me ha pedido el tema del divorcio, (ininteligible).
El señor JOY WAY ROJAS (C90-NM).—	 (Ininteligible) su divorcio y creo que podría ayudar a una persona a (ininteligible) ella quería venderle...
El señor MONTESINOS TORRES.—	 (Ininteligible) con Defensa Civil.
El señor JOY WAY ROJAS (C90-NM).—	 (Ininteligible) eso, eso.
El señor MONTESINOS TORRES.—	 Sí, sí, sí.
El señor JOY WAY ROJAS (C90-NM).—	 No me ha vuelto a mover el tema, pero esto sí es (ininteligible).
El señor MONTESINOS TORRES.—	 Ahora, si quieres yo le llamo también a ella porque ella me dijo a mí dos veces...
El señor JOY WAY ROJAS (C90-NM).—	 Olvídate, pero no quiero... o sea, esto hay que irlo cerrando, pues porque ahorita...
El señor MONTESINOS TORRES.—	 Sí.
El señor JOY WAY ROJAS (C90-NM).—	 (ininteligible) pero mejor tengo que llamar yo para ver si salió el asunto esto de... Ahora mismo me aseguré de llamar (ininteligible) cualquier cosa que saque Indecopi (ininteligible).
El señor MONTESINOS TORRES.—	 Bueno. No esto ya sale para hoy y pagamos eso, pagamos lo de la cojudez de la mujer esa, no sé cómo se llama institución esa.
"El señor		.—"	 Indecopi (ininteligible).
El señor MONTESINOS TORRES.—	 Y cuando salga le pagaremos 200 mil soles, qué chucha; o sea, le pagamos esa huevada. Hermano, acá (ininteligible) lamentablemente con dinero y tantas cojudeces.
El señor JOY WAY ROJAS (C90-NM).—	 Aparte, es una inversión...
El señor MONTESINOS TORRES.—	 Es una inversión.
El señor JOY WAY ROJAS (C90-NM).—	 Baratísima (ininteligible).
El señor MONTESINOS TORRES.—	 Por eso te digo. Entonces, mira (ininteligible). Ahora para ella lo que va a querer van a ser sus spots ¿no es cierto?
El señor JOY WAY ROJAS (C90-NM).—	 ¿Quieres que te diga una cosa?
El señor MONTESINOS TORRES.—	 Sí.
El señor JOY WAY ROJAS (C90-NM).—	 Me parece que las cosas son necesarias y (ininteligible).
El señor MONTESINOS TORRES.—	 (Ininteligible).
El señor JOY WAY ROJAS (C90-NM).—	 La parte de la información, a mi juicio, (ininteligible).
El señor MONTESINOS TORRES.—	 No hemos hecho nada, hermano. Pero no hemos podido hacer nada porque el huevón estaba en la PCM. Acuérdate.
El señor JOY WAY ROJAS (C90-NM).—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Ahora, claro, es que el tema está en que hablan como ha variado el concepto y ahora estamos con un esquema de paz, nosotros tenemos que preparar la publicidad con un tema de paz, no podemos preparar con en el tema de guerra ¿entiendes? Entonces el concepto inicialmente plantea esto. Por eso tenemos que definir nuestra posición. Entonces, ahora vamos a un Perú, país que fascina, una cosa así.
El señor JOY WAY ROJAS (C90-NM).—	 Claro.
El señor MONTESINOS TORRES.—	 (Ininteligible) Tú tienes qué cosa, el Perú busca la paz y el (ininteligible) el tema incansable, carajo, del terrorismo vuelve a las embajadas de Estados Unidos. Y nosotros hemos logrado lograr la paz, no solamente en el frente externo, sino en el frente interno.
El señor JOY WAY ROJAS (C90-NM).—	 Ahora (ininteligible) toda la dimensión de la historia del protocolo, (ininteligible) es real para ambos.
El señor MONTESINOS TORRES.—	 Y para recordación de lo que ha sido el terrorismo, que, carajo, viene (ininteligible) cojudeces, carajo, contra la embajada de Estados Unidos y (ininteligible).
El señor JOY WAY ROJAS (C90-NM).—	 Tiene una idea buenísima, me parece buena. (Ininteligible) Ellos han querido agarran 10 años de condena.
El señor MONTESINOS TORRES.—	 Sí.
El señor JOY WAY ROJAS (C90-NM).—	 (Ininteligible) hagamos 10 años y (ininteligible).
El señor MONTESINOS TORRES.—	 Claro.
El señor JOY WAY ROJAS (C90-NM).—	 El recuento (ininteligible) presentaste ese informe (ininteligible).
El señor MONTESINOS TORRES.—	 Sí (ininteligible).
El señor SERPA SEGURA.—	 Nos hemos enterado que nadie va a (ininteligible).
El señor JOY WAY ROJAS (C90-NM).—	 Eso hay que hacer.
"El señor		.—"	 (Ininteligible) a recuperar a este pata.
El señor JOY WAY ROJAS (C90-NM).—	 Claro, esto sí. Mandó llamar a su hijo que está en Estados Unidos.
El señor MONTESINOS TORRES.—	 Sí, sí, sí. Alfonsito.
El señor JOY WAY ROJAS (C90-NM).—	 Alfonsito. Entonces, incluso ya le avisé al Presidente porque no había hablado con el Presidente, por si acaso, (ininteligible) y yo le dije: “Ya recuperamos el... fortalecimos la (ininteligible)” y ya le he dicho que están colaborando aparte con... No vaya a sorprendernos, no vaya a decir que: “No me he enterado” y lo dejemos tirando cintura ¿no? Si habla con él, todavía está en Bolivia (ininteligible) no ha llegado ahí.
El señor MONTESINOS TORRES.—	 Sí, después ya sí.
El señor JOY WAY ROJAS (C90-NM).—	 Pero probablemente (ininteligible) con el Presidente (ininteligible). El mismo (ininteligible) ha llegado, porque ¿ya?
El señor MONTESINOS TORRES.—	 Pero, no hay problema. Pero ahora, no nos debemos de quedar acá, hermano, con esta huevada, tenemos que avanzar alguien nomás.
El señor JOY WAY ROJAS (C90-NM).—	 Yo hablé con Bartra y Bartra me dice: “Yo no puedo abiertamente tocarlo. Yo soy independiente. Yo te estoy ayudando en todo, pero no me voy a (ininteligible)”. Lo han querido sacar y lo hemos mantenido porque han querido sacarlo a Bartra. Él me dice: “Yo no puedo salirme mientras esté Belaunde vivo.
El señor MONTESINOS TORRES.—	 Ya.
El señor JOY WAY ROJAS (C90-NM).—	 “No puedo —me dice— no puedo.”
El señor MONTESINOS TORRES.—	 Ya.
El señor JOY WAY ROJAS (C90-NM).—	 “Él me ha hecho muchas... no puedo.” Y eso que él me dice: “Me da libertad de decisión, pero...” Él tiene un problema afectivo.
El señor MONTESINOS TORRES.—	 Pero, en este caso, ¿cómo ve el tema del referéndum?
El señor JOY WAY ROJAS (C90-NM).—	 En este caso yo le dije lo siguiente: “(Ininteligible) Nosotros somos una agrupación abierta, queremos personas que estén comprometidas con el país con las decisiones. Entonces —le dije—, mira, antes de tomar las decisiones a dónde pasar, tennos en consideración”. “Bueno, sí, perfecto, —me dijo— lo voy a tomar en cuenta.” (Ininteligible) porque tú sabes que no es, pues... ¿ya? ¿Cuántos (ininteligible) gestiones con Barba y (ininteligible)?
El señor MONTESINOS TORRES.—	 (Ininteligible). (Se oyen golpes de mano sobre una superficie sólida.)
El señor MONTESINOS TORRES.—	 Bueno, la otra cojudez es qué podemos hacer, carajo, el día... Primero ¿cómo va a ser el procedimiento una vez que llegue del Jurado la cojudez al Congreso. Ésa es la vaina.
El señor JOY WAY ROJAS (C90-NM).—	 Claro.
El señor MONTESINOS TORRES.—	 Por eso tienes que jugar bien con Medelius desde un comienzo.
El señor JOY WAY ROJAS (C90-NM).—	 Que entienda cómo empieza, quién lo hace, no sé.
El señor MONTESINOS TORRES.—	 Claro, lógico. Entonces tiene que someterse a la rotación y ahora esa rotación que no sea tan cojudo de someterla, pues, hermano, cuando estén todos ellos (ininteligible) pertinente, ¿no es cierto?
El señor JOY WAY ROJAS (C90-NM).—	 Bueno, yo te voy a decir que podemos (ininteligible).
El señor MONTESINOS TORRES.—	 Sí.
El señor JOY WAY ROJAS (C90-NM).—	 Pero, que no lo tengan. Si no lo van a tener, si no lo van a tener...
El señor MONTESINOS TORRES.—	 No lo van a tener, pues.
El señor JOY WAY ROJAS (C90-NM).—	 Entonces, hay que hacerlo porque eso es parte de la tranquilidad para que esto no camine. (2)
El señor MONTESINOS TORRES.—	 Así es.
