speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS AUDIOS Núms.  858 y 861 (El Audio N.° 861 tiene el mismo contenido del Audio N. 858) ‘‘SR. LUCCHETTI - DR. - ALMUERZO’’ DEL 10 DE FEBRERO DE 1998
"El señor		.—"	 (?)
El señor MONTESINOS TORRES.—	 (?) Ah, caramba.
"El señor		.—"	 Le traigo una pequeña demostración de mi afecto y agradecimiento.
El señor MONTESINOS TORRES.—	 Muchas gracias.
"El señor		.—"	 (?)
El señor MONTESINOS TORRES.—	 Ah, que bien.
El señor     .—	 (?)
El señor MONTESINOS TORRES.—	 Ya, a almorzar.
"El señor		.—"	 Me voy a sacar la chaqueta.
El señor MONTESINOS TORRES.—	 Póngase cómodo porque hace un calor.
"El señor		.—"	 (?)
El señor MONTESINOS TORRES.—	 Esto es un horno (?)
El señor     .—	 (?)
"El señor		.—"	 (?) debe haber algo especial entre tu y yo.
"El señor		.—"	 (?)
"El señor		.—"	 (?)
El señor MONTESINOS TORRES.—	 (?)  He visto que está (?) desaforado loco, ¿no?
"El señor		.—"	 Uh. (?) Tienes que seguir dándole duro.
El señor MONTESINOS TORRES.—	 No podemos parar.
"El señor		.—"	 (?) no (?)
"El señor		.—"	 Que gusto verlo.
El señor MONTESINOS TORRES.—	 De igual manera. ¿Cómo va?
"El señor		.—"	 Bien (?) va subiendo (?)
El señor MONTESINOS TORRES.—	 Sí, sí, sí.
"El señor		.—"	 (?) Están buenos.
El señor MONTESINOS TORRES.—	 Son excelentes. Ah sí.
"El señor		.—"	 Bien, aquí porque todo el mundo de vacaciones.
El señor MONTESINOS TORRES.—	 Bueno, ahora ya las labores(?) escolares ¿no?
"El señor		.—"	 Claro.
El señor MONTESINOS TORRES.—	 ¿La familia?
"El señor		.—"	 Todos bien. Sin novedad.
El señor MONTESINOS TORRES.—	 (?)
"El señor		.—"	 (?) la señora (?)
El señor MONTESINOS TORRES.—	 Ya.
Background	—Diálogo ininteligible.
"El señor		.—"	 (?)
El señor MONTESINOS TORRES.—	 Está en Tumbes (?) El Sr. (?)
El señor MONTESINOS TORRES.—	 Bueno, el calor de Tumbes ahí es 40º (?)
"El señor		.—"	 (?)
Background	—Corte en la grabación.
El señor MONTESINOS TORRES.—	 (?) al Presidente le quedan (?) en el mes de mayo son las elecciones, el 30 de mayo, el 9 de agosto es cambio de gobierno. Se prevé que va a haber una segunda vuelta, sería en julio. Pero ninguno de los candidatos tiene la opción para ser mayoría. (?)
"El señor		.—"	 ¿Y las conversaciones, los acuerdos con esta gente? Entonces (?)
El señor MONTESINOS TORRES.—	 Bueno, van positivos en el sentido de que hay una voluntad política de ambas partes de llegar a un arreglo (?) como estas cosas tienen que ser ratificadas lógicamente (?) No sabemos si el Congreso del 3 al 9 de agosto.
"El señor		.—"	 Va a ratificar.
El señor MONTESINOS TORRES.—	 Va a ratificar o no. Porque, en primer lugar, el actual Presidente no tiene partido o sea ha salido (?)
"El señor		.—"	 Claro, ha perdido frente al tema con (?)
El señor MONTESINOS TORRES.—	 (?)
"El señor		.—"	 (?)
El señor MONTESINOS TORRES.—	 Los vocales pasan a retiro a fines de este mes (?)
"El señor		.—"	 Debe tener harto apoyo en esto.
El señor MONTESINOS TORRES.—	 Tiene mucho carisma. Por lo menos es una persona que tiene una posición más clara que la misma clase política, respecto a lo que son (2) los intereses del Estado.
"El señor		.—"	 Del Estado, de todas maneras.
El señor MONTESINOS TORRES.—	 Y el Presidente no es un hombre que se mueve en función de coyunturas personales o partidarias, sino en función de los nacionales.
"El señor		.—"	 (?)
El señor MONTESINOS TORRES.—	 Sí, sí, sí. Ya (?) en Santiago (?) iba a pasar con el General Pinochet. Lo que yo estoy viendo de que la situación se le va a poner muy difícil (?) él va a dejar el cargo el 10 y le van a hacer un escándalo en el Congreso, no lo van a dejar juramentar. Suponga que le hagan una ceremonia muy especial para él, pero ya no va a poder ir al Congreso. Y encima de eso, quién le garantiza que estando ya de Congresista.
"El señor		.—"	 Le den la protección.
El señor MONTESINOS TORRES.—	 Le den la protección o le levanten la inmunidad, porque de repente el mismo gobierno le interesa soltar anclas, y que sea un poco como válvula de escape, y al final pague las consecuencias de todo lo que ha pasado, de toda esa presión política que se está viendo ahora y (?)
"El señor		.—"	 Yo creo que es un escenario posible pero no probable.
