speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 975 (Este vídeo continúa en el  Vídeo N.° 974) “CONDECORACIÓN AL DR. VLADIMIRO MONTESINOS TORRES POR LA FUERZA AÉREA DEL PERÚ” DEL 24 DE JULIO DE 1998 —Varios altos mandos castrenses, en su mayoría FAP, se encuentran reunidos junto con el Doctor Vladimiro Montesinos en un salón pequeño enchapado en fina madera y adornado con algunos cuadros.
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 (?) que vayan al Poder Judicial y hagan una denuncia constitucional, podrá decir opóngase a dar la información y el Poder Judicial puede decir: Declárese sin efecto la aplicación de la norma.”
"El señor		.—"	 Lo más lógico sería que el mismo Presidente derogue (?).
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 El mensaje de Economía ha dispuesto que en este momento el Ministerio de Economía mediante una resolución ministerial deje sin efecto las resoluciones tal, tal, porque acá —¿cómo se llama esto?— en principio de que confiamos en la fe del contribuyente y eso sí, que el contribuyente que no corrobora lo que se dice y se demuestra que ha mentido se dará paso a la ley. Por ejemplo, hay una ley de la Simplificación Administrativa que me permite a mí, por ejemplo, presentar la solicitud y decir: antes le preguntaban: “tiene usted que presentar partida de nacimiento, partida de matrimonio, el certificado de estudio.” Entonces, le pregunto: “señor, ¿usted tiene eso?” “Sí, declaro bajo juramento que tengo esos documentos.” Entonces, el Estado cree en la buena fe del ciudadano.
"El señor		.—"	 Y eso obvia un montón.
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Y eso obvia el asunto. Entonces,... y ahora me piden la documentación dudando de la fe, si justamente lo hemos hecho eso para agilizar los trámites; entonces, hay una contradicción.
"El señor		.—"	 Esa ley habría que impulsarla.
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro. Uno va a sacar un pasaporte, antes pedían partida de nacimiento, libreta militar, libreta electoral. Ahora, simplemente uno llena una solicitud y dice: “mi libreta es número tal, la número tal” y ya no. “¿Tiene usted las copias?” “Sí las tengo.” Si le demuestran que uno no las tiene, ahí si incurre en delito, pero si las tiene no pasa nada.
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 Está muy bien. Nosotros también estábamos conversando cuáles son los resultados de la ley para los (?) administrativos.
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro, eso es positivo, porque la sola publicación ha tenido un efecto disuasivo, pero fundamental (?) el Ministro del Interior, cuantificamos, recién ha caído a un 40%  por la sola difusión. Lo que pasa es de que no ha habido una buena campaña de pedir —¿cómo se llama esto?— una buena campaña de seguridad ciudadana de la difusión un poco más de la normatividad, de manera tal que hubiera impactado (?). Solamente se ha difundido, dos, tres, cuatro días y ya se han olvidado, entonces creen que no pasa nada ¿no? o sea, recién van a ver la seriedad con los primeros (?) 
"El señor		.—"	 Ésa es la mejor elección.
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Pero si hubiera habido una buena estrategia publicitaria; o sea, la campaña de seguridad solamente ha salido así, fuerte en los medios, hubiera sido más disuasiva.
El señor MINISTRO DE DEFENSA, General EP don Julio Salazar Monroe.—	 En esta acción de los decretos supremos, ahí va a ser, después que salió una ley hubo un impuesto o cuando vean (?).
"El señor		.—"	 Sí, eso de cadena perpetua, Doctor, ¿a qué tipo de penales van a ir?
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Van a ir a penales de máxima seguridad, de Challapalca, después (?) Yanamayo, en Juliaca también se hecho por ahí uno especial para ponerlos ahí. Y hay un régimen carcelario que es bien duro (?) desde el primer año no hay visitas, hay un aislamiento absoluto; pero, al término del primer año solamente tiene derecho a una visita al mes por 30 minutos.
