speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 904 ‘‘REUNIÓN DR. - VALLE RIESTRA’’ DEL 12 DE JUNIO DE 1998 —Se aprecia a tres personas reunidas en un salón con cortinas blancas y muebles con tapiz floreado. A la derecha el señor Santander y el señor Javier Valle Riestra Gonzales Olaechea sentados en un sillón de tres cuerpos y a la izquierda el señor Vladimiro Montesinos Torres. El diálogo ha comenzado antes de la grabación.
El señor MONTESINOS TORRES.—	 ...nos salió mejor con lo que calculamos, porque la mujercita. Bueno, siempre es una, es perversa ¿no? ¿Sabes lo que más me indigna? Primero, ¿cómo es esto? Uno puede discrepar políticamente con Haya de la Torre, pero no puede dejar de desconocer la dimensión humana de un hombre que sacrificó su vida por un ideal.
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Que ha renunció a sus justas expectativas a cambio de...
El señor MONTESINOS TORRES.—	 Y entonces no le puedo expresar bajeza. Primero, ella, cuando Haya de la Torre sufría el martirologio y sufría todas las peripecias que ha pasado, ésta ni siquiera estaba en embrión.
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Así, es.
El señor MONTESINOS TORRES.—	" Entonces, como usted dice ""usted no tiene historia para venir a juzgar a una persona"", ni con creencias de lo que me dijeron."
El señor VALLE RIESTRA GONZALES OLAECHEA.—	" Y se asustó y dijo ""no lo he dicho"", pero sí lo dijo."
El señor MONTESINOS TORRES.—	 Claro que está bien claro, y está la grabación, y esa es una bajeza, bien claro digamos que es una viveza.
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Yo le dije, es una torpeza y una bajeza. Y después cuando le dije no se dice irrogarse sino arrogarse.
El señor MONTESINOS TORRES.—	 No, bueno, allí quedó como una ignorante la mujer, totalmente quedó como una...
El señor SANTANDER.—	 Muy vulgar, doctor.
El señor MONTESINOS TORRES.—	 Sí.
El señor VALLE RIESTRA GONZALES OLAECHEA.—	" No, pero había que ir porque si decía ""no, se está escondiendo"", e iba a decir ella, amenazó con decir que yo ya estaba reblandecido. entonces, yo dije ""bueno, mejor voy"", ya está."
El señor MONTESINOS TORRES.—	 No, pero ya está, se zafó usted del tipo...
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Ya no voy, ya no vuelvo más donde esa tipa ¿Qué tal estuvo mi defensa de Alejandro?
El señor MONTESINOS TORRES.—	 Ha estado muy bien, ah.
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Hay un (?), un hombre de talento.
El señor MONTESINOS TORRES.—	 Pero además hay dos cosas que usted distinguió, dos momentos: una cosa es el hecho policiaco de la captura.
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Claro, que es una captura sicológica. ¿Qué tal estuvo eso?
El señor MONTESINOS TORRES.—	 Está excelente
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Yo no (?) físicamente, no tengo la menor duda que estuvo muy bien. Pero le dije ahí lo capturó sicológicamente, pero...
El señor MONTESINOS TORRES.—	 Claro, ahora en cuanto ella habla de Merino. Efectivamente Merino es una persona, es un funcionario que trabaja como los cientos de funcionarios. Pero usted ha visto, la única persona —usted ha visto los vídeos— que la agarró, y no ha ido nadie, ese es mi trabajo personal.
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Por supuesto y qué bueno usted está y el estuvo allá, eso quiere decir que se ha rodeado de buenos asesores. Pero es que yo no sabía si estaba o si no estaba.
El señor MONTESINOS TORRES.—	 Bueno, Merino es un funcionario acá, pero jamás él tuvo ninguna conversación con Abimael Guzmán, ¿por qué? porque la operación la hice yo en exclusividad.
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Sí, lo sé.
El señor MONTESINOS TORRES.—	 Y Merino no tuvo que ver absolutamente nada.
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Hay ciertas cosas que vengo diciendo reiteradamente, que para mí...
El señor MONTESINOS TORRES.—	 Está bien, claro, me parece...
El señor VALLE RIESTRA GONZALES OLAECHEA.—	 Vladimiro es un hombre inteligente, es un hombre culto, es un sociólogo.
