sentence_id,label_0,label_0_prob,label_1,label_1_prob,label_2,label_2_prob
20001.0,None of them,0.92838156,Enthusiasm,0.02353815,Hope,0.015861278
20001.1,None of them,0.86567885,Joy,0.0819924,Hope,0.016278993
20002.0,None of them,0.9742421,Anger,0.00797236,Enthusiasm,0.0050500683
20003.0,None of them,0.93827516,Enthusiasm,0.013214323,Pride,0.010947518
20004.0,None of them,0.93020046,Enthusiasm,0.02236557,Hope,0.016783183
20005.0,Pride,0.31917647,Joy,0.25620362,None of them,0.24008773
20006.0,Joy,0.92893773,Enthusiasm,0.020499328,None of them,0.018601447
20007.3,None of them,0.91307014,Anger,0.04480177,Enthusiasm,0.010200946
20007.4,None of them,0.6649764,Anger,0.18325299,Hope,0.051165786
20007.0,None of them,0.8301372,Anger,0.04405977,Hope,0.041411698
20007.2,Pride,0.8761351,Joy,0.07537538,Enthusiasm,0.019727135
20007.1,None of them,0.7548742,Sadness,0.15344153,Anger,0.04269853
20008.0,None of them,0.9117487,Anger,0.02503836,Enthusiasm,0.0156075405
20009.0,Joy,0.68535924,Pride,0.1860285,Enthusiasm,0.057293378
20010.0,None of them,0.82964575,Anger,0.05315179,Joy,0.03874892
20011.0,Pride,0.45108366,Joy,0.2849407,None of them,0.14211509
20012.0,Anger,0.65849864,None of them,0.29488602,Sadness,0.011654859
20013.0,Joy,0.7324982,Pride,0.20063381,None of them,0.031681575
20014.0,None of them,0.5683135,Joy,0.14124738,Anger,0.094105825
20015.0,None of them,0.4274478,Anger,0.31174013,Hope,0.069014736
20016.0,None of them,0.85157853,Enthusiasm,0.047790177,Joy,0.037704468
20017.1,None of them,0.49077666,Anger,0.20977461,Pride,0.126055
20017.0,Anger,0.2861285,None of them,0.16223861,Joy,0.13497731
20018.0,None of them,0.9134745,Pride,0.022689587,Enthusiasm,0.017791502
20019.0,None of them,0.94185257,Enthusiasm,0.013819833,Hope,0.010644187
20020.6,None of them,0.9412163,Anger,0.030801905,Enthusiasm,0.007470231
20020.5,None of them,0.746926,Joy,0.08620365,Enthusiasm,0.08353236
20020.1,None of them,0.86032635,Anger,0.05027657,Joy,0.024912987
20020.3,None of them,0.9077454,Anger,0.025738325,Enthusiasm,0.01956018
20020.2,Anger,0.54527503,None of them,0.2865994,Sadness,0.10089451
20020.0,None of them,0.41604388,Enthusiasm,0.32799155,Anger,0.07889917
20020.4,None of them,0.7247765,Anger,0.18859138,Sadness,0.018234855
20021.1,None of them,0.8370759,Joy,0.07114476,Anger,0.04096413
20021.0,Anger,0.85190797,None of them,0.08325244,Sadness,0.03152935
20022.0,None of them,0.6426771,Anger,0.13811734,Joy,0.100466736
20023.0,None of them,0.8512489,Enthusiasm,0.05364154,Joy,0.037984185
20024.0,None of them,0.97434354,Anger,0.007961181,Enthusiasm,0.005474717
20025.0,None of them,0.8017179,Anger,0.08980486,Sadness,0.045081086
20026.0,None of them,0.7757013,Anger,0.17094907,Sadness,0.023421055
20027.0,None of them,0.692545,Pride,0.102331385,Anger,0.070785165
20028.0,None of them,0.63365483,Joy,0.105820365,Pride,0.09895062
20029.1,None of them,0.5444526,Joy,0.27179927,Pride,0.05374263
20029.2,Joy,0.66820014,None of them,0.1436869,Hope,0.080549985
20029.0,None of them,0.8901843,Enthusiasm,0.03713931,Joy,0.024511032
20030.0,None of them,0.7476483,Anger,0.11370459,Pride,0.030908113
20030.1,Joy,0.8139733,None of them,0.07106666,Pride,0.03876676
20031.1,None of them,0.84656143,Joy,0.055412132,Enthusiasm,0.035991885
20031.0,None of them,0.31614232,Anger,0.23368926,Pride,0.22692311
20032.0,None of them,0.74863166,Hope,0.10626125,Enthusiasm,0.046885345
20033.0,None of them,0.93004256,Anger,0.031500302,Joy,0.008741549
20034.0,None of them,0.83616203,Joy,0.04983735,Enthusiasm,0.03845309
