sentence_id,label_0,label_0_prob,label_1,label_1_prob,label_2,label_2_prob
1.1,Enthusiasm,0.58286333,None of Them,0.118719146,Pride,0.11477774
1.0,Enthusiasm,0.41310534,Hope,0.21915066,Pride,0.16546272
10.1,Enthusiasm,0.8435939,None of Them,0.098877005,Joy,0.017928135
10.0,Enthusiasm,0.7108969,None of Them,0.1748637,Sadness,0.027447354
100.0,Enthusiasm,0.84140366,Anger,0.08858509,Sadness,0.03366219
1000.0,Anger,0.5305161,Enthusiasm,0.40005872,Sadness,0.016570482
10000.0,Disgust,0.7387665,Anger,0.20155258,Enthusiasm,0.027139833
10001.0,Enthusiasm,0.8283429,Anger,0.11767534,Sadness,0.014301047
10002.1,Enthusiasm,0.52585787,Anger,0.11591398,Pride,0.104795195
10002.0,Anger,0.5220947,Enthusiasm,0.361246,Sadness,0.05017334
10003.0,Enthusiasm,0.9698268,Hope,0.006236772,Pride,0.005492083
10004.0,Enthusiasm,0.9698268,Hope,0.006236772,Pride,0.005492083
10005.0,Enthusiasm,0.96013385,Anger,0.010400925,Pride,0.007955088
10006.0,None of Them,0.5178061,Joy,0.22502974,Enthusiasm,0.13476683
10007.0,Enthusiasm,0.7630467,None of Them,0.08588941,Anger,0.04951622
10008.1,Anger,0.59015673,Enthusiasm,0.32345957,Fear,0.019145772
10008.0,Enthusiasm,0.97383446,Pride,0.0071132067,Hope,0.006953965
10009.0,Disgust,0.5196404,Anger,0.33183497,Enthusiasm,0.07488681
1001.0,Pride,0.3452164,Enthusiasm,0.24624452,Hope,0.20680642
10010.0,Enthusiasm,0.5972309,Anger,0.35845116,Sadness,0.01743206
10010.1,None of Them,0.4275543,Enthusiasm,0.22813946,Joy,0.22351672
10010.2,Enthusiasm,0.9455416,None of Them,0.015732089,Hope,0.012057005
10011.0,Enthusiasm,0.90264064,Pride,0.03155708,Hope,0.027314298
10012.3,Enthusiasm,0.7436289,Anger,0.103338875,Joy,0.040108826
10012.2,Enthusiasm,0.66661274,Anger,0.2678226,Sadness,0.018356932
10012.0,Enthusiasm,0.90960795,Anger,0.029476566,Pride,0.017743813
10012.1,Enthusiasm,0.7943371,Anger,0.08180325,Hope,0.030575797
10013.0,Enthusiasm,0.7923327,Hope,0.06403348,Pride,0.060238242
10014.0,Joy,0.52282894,None of Them,0.33037797,Hope,0.057906307
10015.2,Enthusiasm,0.4264277,Anger,0.41963074,Fear,0.048349705
10015.1,Enthusiasm,0.87230617,Anger,0.047581784,Hope,0.033546213
10015.0,Enthusiasm,0.71926963,Anger,0.07352058,None of Them,0.06368683
10015.3,Enthusiasm,0.88332874,Anger,0.031927712,Hope,0.024848212
10016.0,Pride,0.68988055,Joy,0.16346167,Sadness,0.04542854
10017.0,Enthusiasm,0.58816564,Hope,0.19756849,Pride,0.16311939
10018.0,Enthusiasm,0.8192245,Anger,0.05703993,None of Them,0.033372056
10019.0,Enthusiasm,0.51203835,Sadness,0.17197981,Anger,0.16337745
1002.1,Enthusiasm,0.89602464,Hope,0.03260354,Pride,0.032508314
1002.0,Anger,0.73323387,Enthusiasm,0.22003153,Sadness,0.01599557
10020.0,Enthusiasm,0.53190386,Anger,0.1649873,None of Them,0.13214423
10021.2,Anger,0.55060923,Enthusiasm,0.37139243,Sadness,0.026670502
10021.1,Enthusiasm,0.5931164,Anger,0.3347303,Sadness,0.043155994
10021.0,Enthusiasm,0.7798437,Anger,0.12858644,Sadness,0.04085464
10022.0,Enthusiasm,0.6614285,Anger,0.15701288,Sadness,0.094580464
10023.4,Enthusiasm,0.96982074,Hope,0.009660775,Anger,0.0074563916
10023.3,Enthusiasm,0.89497614,Anger,0.06207891,Hope,0.010397536
10023.8,Enthusiasm,0.77888423,Anger,0.08032485,Sadness,0.043737978
10023.5,Enthusiasm,0.7445331,Anger,0.11938864,Fear,0.06802972
10023.2,Enthusiasm,0.8203332,Anger,0.075019136,Sadness,0.026415912
10023.9,Enthusiasm,0.97617745,Hope,0.0084630735,Pride,0.003473068
10023.7,Anger,0.6325305,Enthusiasm,0.25327256,Fear,0.050631627
10023.1,Enthusiasm,0.8803199,Pride,0.027291832,Joy,0.023846595
10023.0,Enthusiasm,0.54291224,None of Them,0.19576958,Joy,0.10620565
10023.6,Enthusiasm,0.43582028,Hope,0.21321481,None of Them,0.15236062
10023.10,Enthusiasm,0.8644649,Anger,0.08145138,Hope,0.019477291
10024.0,Enthusiasm,0.50690174,Anger,0.38352227,Sadness,0.07929045
10025.17,Anger,0.45037082,Enthusiasm,0.39727587,Sadness,0.08433341
10025.18,Enthusiasm,0.9288709,Anger,0.023964727,Pride,0.0132370405
10025.14,Anger,0.4633136,Enthusiasm,0.19012937,Fear,0.15335323
10025.20,Enthusiasm,0.73091626,Anger,0.19105513,Sadness,0.019791804
10025.16,Enthusiasm,0.85427004,Anger,0.057817042,Pride,0.025695825
10025.21,Anger,0.5582833,Enthusiasm,0.33946076,Sadness,0.053012382
10025.22,Sadness,0.51192033,Fear,0.16916482,Enthusiasm,0.14103733
10025.19,Enthusiasm,0.76541644,None of Them,0.0935939,Anger,0.037730813
10025.15,None of Them,0.53324455,Enthusiasm,0.27454162,Hope,0.11648121
10025.0,Enthusiasm,0.8606935,Anger,0.06658876,Joy,0.027964
10025.13,Enthusiasm,0.816917,Anger,0.13371542,Fear,0.014632379
10025.1,Enthusiasm,0.96667707,Hope,0.010874646,Pride,0.007009403
10025.3,Enthusiasm,0.49925485,Anger,0.4215264,Sadness,0.034144126
