speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LA CINTA DE AUDIO N.° 1196 REUNIÓN DR. – DR. SERPA – DR. BRINGAS – ING. JOY WAY 14 DE AGOSTO DE 1998
El señor MONTESINOS TORRES.—	 (Ininteligible) por el tema de Martha (corte en grabación)...reconoció en el asunto de Martha Chávez y firmó la resolución, el amparo de Martha Chávez, te das cuenta ¿no? el amparo de Martha Chávez. Entonces, me dice, por este fundamento de las consideraciones expuestas resulta manifiesto que se encuentra plenamente (ininteligible) ha sido declarada inconstitucional. Entonces le he dicho nadie que nos encontremos no están cuestionando que la ley no tiene validez, están pidiendo que se desapruebe, es diferente.
El señor JOY WAY ROJAS.—	 Claro, exactamente.
El señor MONTESINOS TORRES.—	 Entonces, no tiene que ver nada una cosa con la otra. Ellos están pidiendo la desaprobación de la ley.
El señor JOY WAY ROJAS.—	 Claro.
El señor MONTESINOS TORRES.—	 Entonces, si ellos está diciendo que es válida la ley, será válida la ley en la función de juez, y ahora está en otro órgano con otra ley y están planteando un referéndum para desaprobarlo, que no tiene que ver nada con lo que él ha dicho que la ley esté vigente o no está vigente.
El señor JOY WAY ROJAS.—	 El contenido de la ley él no se está pronunciando. Él se está pronunciando (Ininteligible).
El señor MONTESINOS TORRES.—	 ¿Sí?
El señor JOY WAY ROJAS.—	 Hemos estado confiando...hemos estado confiando (ininteligible) referéndum requiere o no del asunto de la...
El señor MONTESINOS TORRES.—	 De la iniciativa.
El señor JOY WAY ROJAS.—	 De la iniciativa.
El señor MONTESINOS TORRES.—	 Hermano, mira, ayer he trabajado la resolución de la ONPE en donde el Jurado ya tengo lista (ininteligible) Muñoz Arce o (ininteligible), ya está lista la resolución. Hoy día se iba a señalar la lista (ininteligible) para el martes. Puta, (ininteligible) me llamó (ininteligible), puta, qué (ininteligible) qué cojudo (ininteligible) nos hubiera dado (ininteligible) lo llamaba (ininteligible). Entonces, (ininteligible) matamos el problema del Congreso (ininteligible) ya no hay nada. Ahora, suponiendo que viene una denuncia contra el Jurado y toda esta huevada, ustedes, pues, lo tiran al tacho.
El señor JOY WAY ROJAS.—	 Ese tiene que ir a través del Poder Judicial.
El señor MONTESINOS TORRES.—	 No, no, es distinto. Es el antejuicio.
El señor JOY WAY ROJAS.—	 Está bien, está bien, pero...
El señor MONTESINOS TORRES.—	 Entonces, si hubiera (ininteligible)...por eso que (ininteligible) o sea, ellos tienen la garantía del antejuicio...Oye, hermano, carajo, no te preocupes que si el pueblo viene con cojudeces. En primer lugar...
El señor JOY WAY ROJAS.—	 A nadie se le (ininteligible) cuando hemos querido.
El señor MONTESINOS TORRES.—	 Claro. Ahora, el problema es ¿y por qué se demoraron tanto? Bueno, lamentablemente terminó la legislatura, no se pudo.
El señor JOY WAY ROJAS.—	 Eso lo demoraron por...
El señor MONTESINOS TORRES.—	 Por el término de la legislatura.
El señor JOY WAY ROJAS.—	 No, además porque, claro, se decidió ya no hacer ninguna reunión (ininteligible)
El señor MONTESINOS TORRES.—	 Sí, justamente, pero no podemos decir eso. Decimos sino que el problema que como nos venció el tiempo nos ganó el asunto de la legislatura, la primera esta de (ininteligible). Puta, carajo, nos descuadraría la huevada si el viejo se inhibe de la cojudez. Entonces, ha venido ahorita...
El señor JOY WAY ROJAS.—	 Pero él se está inhibiendo ¿para cuando?
El señor MONTESINOS TORRES.—	 Él quisiera, o sea, quiere inhibirse porque dice que, cómo se llama, que como él ha conocido el amparo Martha Chávez, ya ha adelantado criterio. Entonces, yo digo, en primer lugar, acá él conoce como miembro del Poder Judicial conoce, recién ahora está en otro órgano que es Jurado de Elecciones, y el tema de acá es un tema de referéndum, el tema de acá es una acción de amparo.
El señor JOY WAY ROJAS.—	 Claro.
El señor MONTESINOS TORRES.—	 Son dos cosas diferentes.
El señor JOY WAY ROJAS.—	 El tema es sobre la validez o no de la Ley de Interpretación y el otro es sobre...
El señor MONTESINOS TORRES.—	 Es sobre la desaprobación de la ley. Acá ellos no están cuestionando que la ley es constitucional o inconstitucional.
El señor JOY WAY ROJAS.—.—	 Ni siquiera se está diciendo, en la ley se están pronunciando sobre si es, si es exigible o no la, por que eso es ¿no?
El señor MONTESINOS TORRES.—	 ¿Qué cosa?
El señor JOY WAY ROJAS.—	 Para que haya referéndum es o no exigible la iniciativa.
El señor MONTESINOS TORRES.—	 No, no, no. Acá el tema es ¿ellos para qué están pidiendo el referéndum? Para desaprobar la ley. La iniciativa legislativa es otra cosas, es procedimiento de la ley, por eso tiene que pasar (ininteligible) en eso está de acuerdo, sino el tema está en que el temor que (ininteligible) como ya me intervine en esto, ya no puedo intervenir en lo otro ¿no? Entonces, (ininteligible) yo le dije a usted que no voy a intervenir en lo de Martha Chávez en (ininteligible) pregunté antes (ininteligible) a ver si votan por mí. Efectivamente me dijo “pero anda nomás”, porque en ese momento nos convenía que (ininteligible) Martha Chávez ¿te das cuenta? Pero, entonces, no hay ninguna razón jurídica para (ininteligible) inclusive, carajo (ininteligible). Está viendo para poder llevar la tranquilidad (ininteligible) de su presencia (ininteligible) usted no se preocupe, para cualquier (ininteligible) tiene usted respaldo del Congreso. Carajo, y además son dos cosas, hermano, la acción de amparo fue Martha Chávez diciendo que la ley era válida, y ellos declararon que la ley era válida porque el Tribunal Constitucional lo había declarado inconstitucional. (2) Eso es lo que dice el Poder Judicial. En realidad no es para medir la desaprobación de la ley, o sea, la derogación de la ley. El día que esa ley vale o no vale no tiene que ver nada con la desaprobación de la derogatoria de la ley,  porque (Ininteligible). Entonces, la materia a la que se va a pronunciar es del referéndum, no es de que si la ley vale o no vale. Son dos cosas diferentes. Yo puedo decir que la ley, usted puede haber dicho la ley no vale y el referéndum puede decir que vale.
El señor JOY WAY ROJAS.—	 Que vale.
El señor MONTESINOS TORRES.—	 Es así de sencillo. Entonces, salve usted la disposición del Jurado (Ininteligible) argumento que aquí quiero decir que ni siquiera la oposición nos va a cuestionar (Ininteligible) por el voto, simplemente si lo cuestionamos es porque estaba pendiente una denuncia. Y la falsedad en el recurso que tengo yo de la apelación que han hecho ellos, de la apelación que han hecho sobre la resolución de la ONPE, en ninguna parte están diciendo que Serpa se inhiba ni nada por el estilo. O sea, (Ininteligible) Entonces, para qué les va a dar, pues, en la yema del gusto.
El señor JOY WAY ROJAS.—	 Él por iniciativa quiere hacer...
