speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS VÍDEOS Núms. 880 Y 881 (María Luisa Cuculiza Torre, Briones Dávila, Vladimiro Montesinos Torres y Alberto Fujimori Fujimori) 29 DE ABRIL DE 1998 —Hacen su ingreso, la señora María Cuculiza Torre, el General Briones Dávila y el señor Vladimiro Montesinos Torres.
El señor MONTESINOS TORRES.—	 Aquí estamos pues, para (ininteligible).
El señor BRIONES DÁVILA.—	 Ahora, mira aquí, como te decía yo ayer, la alcaldesa solamente desea participar, intentar (Ininteligible).
El señor MONTESINOS TORRES.—	 Ya el Presidente le va a decir ahora, ya una voz autorizada, pero le voy anticipando. Él le tiene, usted sabe, un gran aprecio, una gran simpatía y una gran admiración en la doble función, primero de dama y después de representante del pueblo. Entonces, en innumerables oportunidades hemos conversado y yo lo he escuchado hablar, y siempre cuando se ha referido a su persona ha vertido expresiones de mucho aprecio, de mucha admiración. Entonces dice cómo no tenemos dos, tres o cuatro o cinco alcaldesas aquí en Lima que tuvieran el crédito y el coraje, la valentía y lo que le falta a muchos hombres que la señora tiene, que es el coraje. Entonces eso es muy importante. Y en el momento actual, y dada la coyuntura como se presenta, entonces un aporte de usted es significativo para lo que es el binomio de lo que debe suceder en estos momentos en la Capital, con el Gobierno Central. O sea, dentro de un momento, y haciendo ya una especie de balance de lo que ha pasado en la actual gestión, ese divorcio no ha beneficiado ni a uno ni a otro, entonces es necesario establecer una simbiosis. Y eso qué significa, que a partir de octubre de este año el Gobierno Central quiere darle la máxima colaboración a la municipalidad. ¿Para qué? Para que la Capital tenga el  beneficios de una buena gestión edilicia y de una buena cooperación con el Gobierno Central. Entonces, la posición del Presidente va para arriba.
La señora CUCULIZA TORRE.—	 Si vinieran peleaderas no va a ir a ningún sitio y los únicos que van a sufrir son los vecinos.
El señor MONTESINOS TORRES.—	 Los vecinos son los que está pagando las consecuencias. Estamos en esta cuestión de enfrentamientos, del otro año. Inclusive hemos tenido un diálogo alturado con el señor Andrade, hemos tenido una oportunidad de hablar.
La señora CUCULIZA TORRE.—	 Un acercamiento.
El señor MONTESINOS TORRES.—	 Un acercamiento, pero él es un hombre, cómo se llama, usted lo conoce mejor que yo. Yo no tengo mucha oportunidad de ver, digamos (Ininteligible), ver, hemos conversado, he tenido varios (Ininteligible) de conocer su perfil, pero por las informaciones que tengo de él. Primero que, sin hablar mal de nadie, porque no me gusta hablar de nadie porque es inocente, pero es un hombre con profundas limitaciones como para tener la condición de un estadista. O sea, no tiene la dimensión, ha llegado a un techo. Todos los seres humanos tenemos un techo.
La señora CUCULIZA TORRE.—	 Así es.
El señor MONTESINOS TORRES.—	 Y él ha llegado al techo. Y la sociedad peruana en el siglo XXI requiere de una continuidad en la obra de gobierno en la cual llegue un hombre que tenga la capacidad de poder mantener el liderazgo y la autoridad en el país.
