speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 976 (Este vídeo continúa en el  Vídeo N.° 975) “CONDECORACIÓN AL DR. VLADIMIRO MONTESINOS TORRES POR LA FUERZA AÉREA DEL PERÚ” DEL 24 DE JULIO DE 1998 —El General FAP Vladimiro Montesinos se encuentra reunido con un grupo de oficiales de la FAP, realizan un brindis y dialogan muy amenamente. El General FAP. — (continuando)... (ininteligible) trámite de su pasaje (?)
El señor MONTESINOS TORRES.—	 Es fácil de dirigirse, hizo memoria.
El General FAP.—	 Casualmente las declaraciones ahora último también, ahora ha visto las declaraciones, que de ninguna manera, Las Palmas prohibido puede usarse como alterno y ellos lo asumen como al modelo.
El General FAP.—	 Si ellos creyeran que puede usarse como alterno (?)
El General FAP.—	 No, pero él ya lo ha desestimado.
El General FAP.—	 ¿Quién?
El General FAP.—	 Matellini.
El General FAP.—	 ¿En base a qué?
El General FAP.—	 Por eso, porque ahí dice de que como se llama (?)
El General FAP.—	 En caso de una emergencia es preferible que el avión vaya a Pisco por seguridad.
El General FAP.—	 No, no, pero no es exacto, No, está pensando en los vuelos internacionales (?)
El General FAP.—	 Te digo lo que ha salido en el periódico.
El General FAP.—	 Ah, el periódico dice lo que quiere pero Matellini no ha dicho eso. (Risas)
El General FAP.—	 (?) El Chino lees.
El General FAP.—	 No, lo de Matellini (?)
El General FAP.—	 (?) No, ni hablar.
El General FAP.—	 Hay que saber leer.
El General FAP.—	 Difícil, difícil (?) y si quieren venir vengan.
El señor MONTESINOS TORRES.—	 El tema de Pucalpa es que (?)  Rodríguez Larraín que es casado con una de las hijas de (?) Vásquez que es abogado de Baruch Ivcher, obviamente por que El Comercio le ha dado una defensa (?)
El General FAP.—	 Bueno ahí está, ahí está. Bueno yo no lo quería decir, ya lo ha dicho el doctor. (Risas)
El General FAP.—	 Es cierto, eso es cierto, ah.
El General FAP.—	 Sí, porque uno a veces señala y no sabe por qué.
El General FAP.—	 Ahí está justamente la
El General FAP.—	 El nexo. (?)
